ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4628	"FBgn0034051"	"Mlf"	chr2R	-	15937020	15937326	15935892	15936580	15938446	15938978	4628	111,98,111	136,148,165	34,35,33	157,157,186	148	74	0.0	0.0	0.29,0.249,0.252	0.098,0.1,0.081	0.171
4662	"FBgn0022764"	"Sin3A"	chr2R	-	12577453	12578551	12576567	12576993	12579128	12579356	4662	54,51,61	129,119,106	8,8,10	208,271,209	148	74	0.0	0.0	0.173,0.176,0.223	0.019,0.015,0.023	0.172
5273	"FBgn0042693"	"PP2A-B'"	chr3R	+	18171273	18171312	18169483	18170098	18171528	18171703	5273	33,36,32	215,150,157	0,3,0	197,287,264	112	74	0.0	0.0	0.092,0.137,0.119	0.0,0.007,0.0	0.114
852	"FBgn0030052"	"CG12065"	chrX	+	8586551	8586608	8585985	8586245	8587257	8587525	852	499,469,416	582,547,513	103,110,111	370,464,467	130	74	0.0	0.0	0.328,0.328,0.316	0.137,0.119,0.119	0.199
5862	"FBgn0261673"	"nemy"	chr2R	-	12664984	12665232	12660972	12661196	12665699	12665799	5862	385,305,276	6,5,3	49,65,62	13,21,7	148	74	3.33066907388e-16	1.11155529226e-13	0.97,0.968,0.979	0.653,0.607,0.816	0.28
5269	"FBgn0042174"	"CR18854"	chr2L	-	9789674	9789732	9789366	9789615	9789790	9790309	5269	732,635,714	53,56,70	533,612,629	99,153,175	131	74	5.55111512313e-16	1.73680514415e-13	0.886,0.865,0.852	0.753,0.693,0.67	0.162
5433	"FBgn0027932"	"Akap200"	chr2L	+	8428319	8429462	8427614	8428067	8430280	8430977	5433	1011,957,1025	1310,1301,1519	1395,1817,1631	946,1188,1256	148	74	1.3211653993e-14	3.89044352288e-12	0.278,0.269,0.252	0.424,0.433,0.394	-0.151
2245	"FBgn0023213"	"eIF4G"	chr4	-	927392	928151	926010	926661	929821	930023	2245	14,6,3	289,225,163	34,40,22	167,166,177	148	74	1.97619698383e-14	5.49602338947e-12	0.024,0.013,0.009	0.092,0.108,0.059	-0.071
2194	"FBgn0264693"	"ens"	chr3L	-	4133548	4133656	4131955	4132212	4133768	4133822	2194	28,25,22	93,103,82	10,5,2	113,158,160	148	74	3.47499806708e-14	9.15570543358e-12	0.131,0.108,0.118	0.042,0.016,0.006	0.098
6106	"FBgn0011217"	"eff"	chr3R	-	14734386	14734418	14733699	14733883	14737419	14737483	6106	3129,2731,2636	9,7,14	4405,5638,5353	59,106,105	105	74	7.11652958785e-14	1.78126735584e-11	0.996,0.996,0.993	0.981,0.974,0.973	0.019
400	"FBgn0035438"	"PHGPx"	chr3L	+	3327342	3327553	3326264	3326367	3327859	3328183	400	94,99,131	1231,1004,1402	25,44,51	878,1331,1318	148	74	3.2596148003e-13	7.77030080491e-11	0.037,0.047,0.045	0.014,0.016,0.019	0.027
4668	"FBgn0051619"	"CG31619"	chr2L	+	21720358	21720481	21719513	21719643	21725067	21725445	4668	105,94,70	91,71,71	20,21,17	60,67,60	148	74	6.54476473017e-13	1.48923146542e-10	0.366,0.398,0.33	0.143,0.135,0.124	0.231
5399	"FBgn0266410"	"CG45050"	chr3R	+	9342575	9342894	9341866	9342491	9354421	9354854	5399	184,123,177	323,243,209	44,50,58	217,220,212	148	74	2.06090700061e-12	4.48560888915e-10	0.222,0.202,0.297	0.092,0.102,0.12	0.136
877	"FBgn0261041"	"stj"	chr2R	+	13816035	13816083	13815554	13815648	13816202	13816313	877	14,27,18	151,145,123	0,2,0	74,113,126	121	74	2.76145772915e-12	5.75994058005e-10	0.054,0.102,0.082	0.0,0.011,0.0	0.076
3180	"FBgn0263251"	"vnc"	chr3L	+	9972880	9973001	9972311	9972397	9973093	9974023	3180	84,69,80	277,219,303	30,50,30	281,376,380	148	74	3.23796545132e-12	6.48370201972e-10	0.132,0.136,0.117	0.051,0.062,0.038	0.078
5695	"FBgn0032101"	"CG9586"	chr2L	-	9165942	9166164	9165420	9165842	9166222	9166514	5695	748,673,868	4,2,2	432,586,550	7,19,25	148	74	3.40016903522e-12	6.54663315012e-10	0.989,0.994,0.995	0.969,0.939,0.917	0.051
4391	"FBgn0262109"	"CR42862"	chr3L	+	224972	225140	224105	224183	229588	230964	4391	732,665,460	0,0,0	645,671,568	9,19,22	148	74	8.52451442768e-12	1.58050811944e-09	1.0,1.0,1.0	0.973,0.946,0.928	0.051
860	"FBgn0030052"	"CG12065"	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	860	54,60,74	307,314,288	7,7,13	157,144,204	148	74	9.30178156722e-12	1.66302566163e-09	0.081,0.087,0.114	0.022,0.024,0.031	0.068
322	"FBgn0014141"	"cher"	chr3R	-	17109707	17109722	17108747	17108839	17110213	17110549	322	22,22,13	153,134,58	3,1,0	50,90,124	88	74	2.09509076754e-11	3.61656013183e-09	0.108,0.121,0.159	0.048,0.009,0.0	0.11
4627	"FBgn0034051"	"Mlf"	chr2R	-	15937020	15937326	15935892	15936580	15937678	15937879	4627	301,279,297	50,48,44	70,108,111	52,42,76	148	74	2.8971047783e-11	4.83430217339e-09	0.751,0.744,0.771	0.402,0.563,0.422	0.293
4042	"FBgn0034345"	"CG5174"	chr2R	+	18424606	18424666	18424325	18424486	18424871	18425076	4042	578,565,538	172,126,161	222,273,265	131,153,154	133	74	4.56453763675e-11	7.3709920676e-09	0.652,0.714,0.65	0.485,0.498,0.489	0.181
5038	"FBgn0020309"	"crol"	chr2L	-	11806047	11806157	11803784	11803898	11809125	11809438	5038	616,549,389	51,40,40	492,643,640	91,142,126	148	74	4.78470596477e-11	7.48507439364e-09	0.858,0.873,0.829	0.73,0.694,0.717	0.14
3204	"FBgn0262614"	"pyd"	chr3R	-	8828834	8831005	8827067	8828318	8832141	8832274	3204	76,50,77	29,24,42	28,58,61	0,4,5	148	74	7.31488203343e-11	1.10964543816e-08	0.567,0.51,0.478	1.0,0.879,0.859	-0.394
2415	"FBgn0003371"	"sgg"	chrX	+	2669633	2669753	2642753	2643732	2669912	2670103	2415	25,24,26	11,19,16	67,79,70	8,4,6	148	74	1.27748922552e-10	1.88091501852e-08	0.532,0.387,0.448	0.807,0.908,0.854	-0.401
1998	"FBgn0027492"	"wdb"	chr3R	-	27580156	27580325	27568278	27568591	27582001	27582241	1998	92,85,59	173,164,139	50,81,66	281,401,285	148	74	1.51767487466e-10	2.17070869216e-08	0.21,0.206,0.175	0.082,0.092,0.104	0.104
4731	"FBgn0259984"	"kuz"	chr2L	+	13636383	13636843	13635648	13636213	13637287	13639411	4731	255,253,170	77,57,59	226,287,265	16,32,29	148	74	1.81093362528e-10	2.51820381338e-08	0.623,0.689,0.59	0.876,0.818,0.82	-0.204
4608	"FBgn0015222"	"Fer1HCH"	chr3R	-	30386717	30386828	30386318	30386596	30387463	30387550	4608	73,77,63	1883,1506,1532	2,2,3	603,572,768	148	74	2.70730327045e-10	3.66290815456e-08	0.019,0.025,0.02	0.002,0.002,0.002	0.019
3181	"FBgn0263251"	"vnc"	chr3L	+	9972921	9973001	9972311	9972397	9973093	9974023	3181	61,49,53	277,219,303	25,28,23	281,376,380	148	74	3.17565751473e-10	4.18351092598e-08	0.099,0.101,0.08	0.043,0.036,0.029	0.057
3370	"FBgn0085412"	"CG34383"	chr3R	+	13756889	13757027	13756375	13756662	13757182	13757476	3370	2,2,2	0,0,0	0,1,4	1,2,4	148	74	4.0082381858e-10	5.14493342516e-08	1.0,1.0,1.0	0.0,0.2,0.333	0.822
742	"FBgn0036821"	"CG3961"	chr3L	-	18887060	18887215	18881077	18881251	18890189	18890281	742	543,497,431	4,9,7	195,257,246	16,19,14	148	74	4.29563495885e-10	5.375987151e-08	0.985,0.965,0.969	0.859,0.871,0.898	0.097
2349	"FBgn0265630"	"sno"	chrX	-	13202739	13203057	13200466	13200904	13203709	13204150	2349	14,25,11	22,18,11	0,4,2	14,32,21	148	74	5.74366443296e-10	7.01287418327e-08	0.241,0.41,0.333	0.0,0.059,0.045	0.293
878	"FBgn0261041"	"stj"	chr2R	+	13811197	13811254	13810752	13810836	13813799	13813880	878	85,59,61	86,93,61	84,121,126	37,43,56	130	74	6.86673495842e-10	8.18449409568e-08	0.36,0.265,0.363	0.564,0.616,0.562	-0.251
4171	"FBgn0037120"	"CG11247"	chr3L	-	21728286	21728392	21726162	21726937	21728450	21728806	4171	108,112,90	31,22,22	75,90,90	1,6,4	148	74	1.05895348046e-09	1.23281886586e-07	0.635,0.718,0.672	0.974,0.882,0.918	-0.25
5784	"FBgn0030752"	"CG9947"	chrX	-	16439423	16439514	16437420	16439286	16439596	16439762	5784	52,37,48	455,395,498	1,4,4	109,153,188	148	74	1.63702351674e-09	1.86248630109e-07	0.054,0.045,0.046	0.005,0.013,0.011	0.039
2765	"FBgn0263391"	"hts"	chr2R	-	19406019	19406088	19399025	19399093	19407840	19407912	2765	208,159,172	124,102,106	119,165,187	176,191,236	142	74	2.55000853766e-09	2.79449337955e-07	0.466,0.448,0.458	0.261,0.31,0.292	0.17
3609	"FBgn0261885"	"osa"	chr3R	-	17694833	17695313	17694135	17694295	17695922	17696150	3609	22,28,11	51,49,23	5,3,1	29,43,46	148	74	2.5678524862e-09	2.79449337955e-07	0.177,0.222,0.193	0.079,0.034,0.011	0.156
378	"FBgn0004907"	"14-3-3zeta"	chr2R	+	10105940	10106104	10105701	10105825	10107466	10108474	378	1126,991,1210	22,19,20	665,972,881	1,2,1	148	74	4.22902457498e-09	4.50436106859e-07	0.962,0.963,0.968	0.997,0.996,0.998	-0.033
1680	"FBgn0010352"	"Nc73EF"	chr3L	+	16966067	16966358	16959704	16959884	16967381	16968080	1680	5,5,8	2,3,5	6,9,4	0,0,0	148	74	4.41217662406e-09	4.60153253751e-07	0.556,0.455,0.444	1.0,1.0,1.0	-0.515
4128	"FBgn0039710"	"dgt1"	chr3R	-	29855129	29855648	29854694	29855043	29855952	29856353	4128	22,7,19	96,67,99	3,0,1	66,63,62	148	74	6.59278331927e-09	6.64427496298e-07	0.103,0.05,0.088	0.022,0.0,0.008	0.07
4745	"FBgn0001248"	"Idh"	chr3L	-	8358555	8358715	8356403	8357905	8360792	8360906	4745	61,61,52	258,254,224	20,10,23	173,196,245	148	74	6.63631138931e-09	6.64427496298e-07	0.106,0.107,0.104	0.055,0.025,0.045	0.064
3270	"FBgn0037262"	"MED31"	chr3R	+	4642283	4642428	4641962	4642008	4642568	4642658	3270	201,214,253	11,14,12	231,305,331	0,2,5	148	74	9.69344071677e-09	9.51477729964e-07	0.901,0.884,0.913	1.0,0.987,0.971	-0.087
3115	"FBgn0261545"	"CG42663"	chr2R	+	12738435	12738504	12734920	12735119	12746608	12746661	3115	149,122,92	53,60,44	276,286,250	34,57,48	142	74	1.00496868605e-08	9.67475623532e-07	0.594,0.514,0.521	0.809,0.723,0.731	-0.211
274	"FBgn0020279"	"lig"	chr2R	+	8077259	8077292	8076292	8076448	8077730	8078815	274	340,380,356	171,209,201	112,112,144	113,158,139	106	74	1.25897597902e-08	1.18913844358e-06	0.581,0.559,0.553	0.409,0.331,0.42	0.178
5818	"FBgn0040271"	"Sulf1"	chr3R	-	16321962	16322169	16314364	16315246	16330919	16330956	5818	144,122,71	219,160,133	47,53,56	141,201,183	148	74	1.56350553615e-08	1.44942753962e-06	0.247,0.276,0.211	0.143,0.116,0.133	0.114
3489	"FBgn0263197"	"Patronin"	chr2R	-	17521831	17521900	17520645	17520928	17523499	17523571	3489	80,72,92	2,0,1	28,33,35	7,5,5	142	74	1.8837239546e-08	1.71453129395e-06	0.954,1.0,0.98	0.676,0.775,0.785	0.233
2112	"FBgn0003475"	"spir"	chr2L	+	20339979	20340112	20336466	20336549	20343598	20343672	2112	287,271,288	0,0,1	51,91,111	3,10,3	148	74	2.18398892304e-08	1.95233009799e-06	1.0,1.0,0.993	0.895,0.82,0.949	0.11
4524	"FBgn0266557"	"kis"	chr2L	-	229172	229382	228132	228281	230537	230627	4524	178,149,102	9,6,2	81,179,107	21,21,24	148	74	2.22298921493e-08	1.95233052806e-06	0.908,0.925,0.962	0.659,0.81,0.69	0.212
3239	"FBgn0030530"	"jub"	chrX	-	13828223	13828253	13827578	13827719	13828641	13830317	3239	13,12,9	33,39,46	0,1,1	33,26,24	103	74	2.27019116839e-08	1.95940982568e-06	0.221,0.181,0.123	0.0,0.027,0.029	0.156
3269	"FBgn0037262"	"MED31"	chr3R	+	4642288	4642428	4641962	4642008	4642568	4642658	3269	138,153,179	11,14,12	166,195,216	0,2,5	148	74	2.7677696135e-08	2.34838215003e-06	0.862,0.845,0.882	1.0,0.98,0.956	-0.116
5540	"FBgn0010909"	"msn"	chr3L	-	2561931	2562843	2560115	2560295	2563817	2563959	5540	184,156,129	54,44,45	233,250,271	20,40,30	148	74	3.0742887569e-08	2.52768104414e-06	0.63,0.639,0.589	0.853,0.758,0.819	-0.191
5773	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20948779	20948829	20962214	20962295	5773	119,118,76	35,28,32	162,148,141	109,178,122	148	74	3.08007478411e-08	2.52768104414e-06	0.63,0.678,0.543	0.426,0.294,0.366	0.255
5520	"FBgn0005278"	"Sam-S"	chr2L	+	111906	112019	110754	110877	112689	113369	5520	1317,1242,1231	36,32,34	993,1332,1274	6,12,15	148	74	6.98051378922e-08	5.63620194013e-06	0.948,0.951,0.948	0.988,0.982,0.977	-0.033
2640	"FBgn0013749"	"Arf102F"	chr4	+	1124435	1124698	1124166	1124331	1124767	1124893	2640	2252,1568,1912	53,24,38	1101,1394,1353	8,11,6	148	74	7.63774302692e-08	6.06897485599e-06	0.955,0.97,0.962	0.986,0.984,0.991	-0.025
1872	"FBgn0003495"	"spz"	chr3R	-	27066728	27066884	27066607	27066665	27069143	27070070	1872	105,102,103	347,307,355	112,156,143	214,188,268	148	74	7.99641408644e-08	6.25469514324e-06	0.131,0.142,0.127	0.207,0.293,0.211	-0.104
1030	"FBgn0021979"	"l(2)k09913"	chr2R	+	23067946	23068128	23067195	23067307	23070606	23070888	1030	288,246,298	8,12,5	69,77,166	11,15,15	148	74	9.31395336412e-08	7.14302758434e-06	0.947,0.911,0.968	0.758,0.72,0.847	0.167
3343	"FBgn0053558"	"mim"	chr2R	-	6926472	6926591	6926018	6926298	6926669	6926821	3343	8,5,9	133,91,131	10,27,5	24,33,48	148	74	9.41749541683e-08	7.14302758434e-06	0.029,0.027,0.033	0.172,0.29,0.05	-0.141
5229	"FBgn0083124"	"Uhg4"	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	5229	644,442,532	33,16,21	251,334,303	21,37,42	125	74	9.6252921411e-08	7.16687220679e-06	0.92,0.942,0.937	0.876,0.842,0.81	0.09
5256	"FBgn0261556"	"CG42674"	chr3L	-	20156679	20157222	20155900	20155998	20158479	20158668	5256	16,14,13	69,60,47	0,3,0	25,42,34	148	74	9.87129864516e-08	7.16687220679e-06	0.104,0.104,0.121	0.0,0.034,0.0	0.098
6163	"FBgn0027335"	"Rip11"	chrX	-	18636613	18636873	18635641	18636319	18637412	18637573	6163	1264,1031,1169	175,161,201	1202,1439,1337	110,109,126	148	74	9.87842952993e-08	7.16687220679e-06	0.783,0.762,0.744	0.845,0.868,0.841	-0.088
1117	"FBgn0005672"	"spi"	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1117	951,782,798	296,220,225	1010,1214,971	164,222,156	148	74	1.01793942497e-07	7.27972108771e-06	0.616,0.64,0.639	0.755,0.732,0.757	-0.116
1385	"FBgn0020621"	"Pkn"	chr2R	-	9271984	9272174	9267654	9267976	9274648	9275030	1385	12,12,5	0,0,0	12,4,6	1,4,3	148	74	1.85931145813e-07	1.31094551541e-05	1.0,1.0,1.0	0.857,0.333,0.5	0.437
558	"FBgn0025726"	"unc-13"	chr4	-	882616	882723	876869	877194	882960	883081	558	188,214,160	19,16,10	70,169,129	28,32,34	148	74	2.0088481878e-07	1.39670750391e-05	0.832,0.87,0.889	0.556,0.725,0.655	0.218
6010	"FBgn0001139"	"gro"	chr3R	+	26046535	26046592	26045728	26045827	26046732	26046909	6010	269,258,221	17,22,15	308,416,353	4,10,7	130	74	2.18475796565e-07	1.49820525699e-05	0.9,0.87,0.893	0.978,0.959,0.966	-0.08
6144	"FBgn0034971"	"CG3209"	chr2R	+	24071990	24072224	24070767	24071004	24072704	24072961	6144	278,241,284	23,28,34	69,82,131	19,23,37	148	74	3.96773241262e-07	2.68411735913e-05	0.858,0.811,0.807	0.645,0.641,0.639	0.184
5447	"FBgn0032196"	"CG5708"	chr2L	-	10225873	10225965	10225503	10225811	10226664	10226808	5447	291,205,199	50,31,35	87,94,96	29,42,39	148	74	4.5970180762e-07	3.06835633193e-05	0.744,0.768,0.74	0.6,0.528,0.552	0.191
3749	"FBgn0033897"	"Rcd1"	chr2R	-	14150035	14150095	14149233	14149818	14150225	14150454	3749	10,5,9	81,60,47	0,0,1	59,58,78	133	74	5.88392726208e-07	3.87564998342e-05	0.064,0.044,0.096	0.0,0.0,0.007	0.066
2676	"FBgn0264953"	"Piezo"	chr2L	+	8185125	8185278	8184814	8184850	8186116	8186255	2676	21,23,17	112,105,80	8,4,22	142,202,181	148	74	7.53443671564e-07	4.89836236344e-05	0.086,0.099,0.096	0.027,0.01,0.057	0.062
3390	"FBgn0003654"	"sw"	chrX	-	20235807	20235950	20235508	20235746	20236082	20236198	3390	22,15,22	146,121,144	9,12,4	189,201,192	148	74	7.76787012824e-07	4.98537921307e-05	0.07,0.058,0.071	0.023,0.029,0.01	0.046
2383	"FBgn0026375"	"RhoGAPp190"	chrX	-	17645886	17646012	17643680	17644178	17646519	17646585	2383	16,5,3	32,36,18	0,2,0	18,32,31	148	74	9.42852961483e-07	5.97458471542e-05	0.2,0.065,0.077	0.0,0.03,0.0	0.104
2111	"FBgn0003475"	"spir"	chr2L	+	20339979	20340112	20322009	20322080	20343598	20343672	2111	287,270,289	1,0,0	51,91,110	1,11,2	148	74	9.59800755984e-07	6.00595323057e-05	0.993,1.0,1.0	0.962,0.805,0.965	0.087
2889	"FBgn0004449"	"Ten-m"	chr3L	-	22301925	22301952	22297988	22301316	22302794	22303002	2889	11,7,2	69,82,34	0,2,2	95,149,116	100	74	1.19512220742e-06	7.38615033376e-05	0.106,0.059,0.042	0.0,0.01,0.013	0.061
972	"FBgn0036663"	"CG9674"	chr3L	-	16794836	16794839	16794498	16794665	16795250	16796337	972	6,9,7	52,59,33	0,1,1	30,50,43	76	74	1.306636781e-06	7.97685820206e-05	0.101,0.129,0.171	0.0,0.019,0.022	0.12
567	"FBgn0025726"	"unc-13"	chr4	-	878850	878992	876869	877194	882960	883081	567	221,153,164	19,16,10	125,170,133	28,32,34	148	74	1.34664595475e-06	8.12205981865e-05	0.853,0.827,0.891	0.691,0.726,0.662	0.164
3888	"FBgn0033809"	"CG4630"	chr2R	-	13216347	13216404	13216158	13216259	13216603	13216697	3888	14,13,13	28,23,28	1,2,2	21,13,26	130	74	1.65600001845e-06	9.86897153852e-05	0.222,0.243,0.209	0.026,0.081,0.042	0.175
40	"FBgn0026401"	"Nipped-B"	chr2R	-	4722146	4722325	4719769	4720210	4726623	4726788	40	280,231,161	14,8,20	277,504,339	4,11,3	148	74	2.05380251905e-06	0.000120956887181	0.909,0.935,0.801	0.972,0.958,0.983	-0.089
4038	"FBgn0029903"	"pod1"	chrX	+	6809373	6809406	6809063	6809137	6809484	6809657	4038	123,99,90	22,25,22	83,72,81	35,66,52	106	74	2.14863660797e-06	0.000125070637901	0.796,0.734,0.741	0.623,0.432,0.521	0.232
4633	"FBgn0010415"	"Sdc"	chr2R	-	21398064	21398583	21394877	21395045	21399174	21399313	4633	108,94,84	19,16,18	194,211,157	3,18,11	148	74	2.3336181223e-06	0.000134276923221	0.74,0.746,0.7	0.97,0.854,0.877	-0.172
4277	"FBgn0086779"	"step"	chr2L	-	21756553	21756627	21743838	21743971	21757163	21757466	4277	151,136,91	4,0,0	109,173,163	14,9,6	147	74	2.42469832523e-06	0.000137932270638	0.95,1.0,1.0	0.797,0.906,0.932	0.105
604	"FBgn0031220"	"CG4822"	chr2L	-	120167	120364	119827	120080	120420	120631	604	460,384,340	847,807,760	244,300,284	758,1003,927	148	74	2.57429514972e-06	0.000144796871006	0.214,0.192,0.183	0.139,0.13,0.133	0.062
5198	"FBgn0036318"	"Wbp2"	chr3L	+	12851308	12851722	12850914	12851153	12852426	12852521	5198	170,174,181	5,10,11	71,72,119	0,1,0	148	74	2.66623032608e-06	0.000148301655693	0.944,0.897,0.892	1.0,0.973,1.0	-0.08
2611	"FBgn0035715"	"CG10103"	chr3L	-	6755072	6755123	6754744	6754807	6755419	6756158	2611	99,98,110	41,25,44	38,37,40	34,28,47	124	74	2.84923349059e-06	0.000156739152241	0.59,0.701,0.599	0.4,0.441,0.337	0.237
1244	"FBgn0037443"	"Dmtn"	chr3R	-	6392879	6392959	6391304	6391988	6405377	6405660	1244	54,37,26	0,0,0	25,18,46	2,7,2	148	74	2.94990349914e-06	0.000160513227355	1.0,1.0,1.0	0.862,0.563,0.92	0.218
6143	"FBgn0034971"	"CG3209"	chr2R	+	24071990	24072224	24069999	24070242	24072704	24072961	6143	463,403,472	37,18,34	138,156,227	28,32,25	148	74	3.12407579439e-06	0.000168162617492	0.862,0.918,0.874	0.711,0.709,0.819	0.138
2182	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8226457	8226606	8228493	8229011	2182	103,65,51	3,2,1	33,64,56	5,12,8	148	74	3.28785821513e-06	0.000175095938563	0.945,0.942,0.962	0.767,0.727,0.778	0.192
4637	"FBgn0029095"	"aru"	chr2L	-	864876	865060	864397	864794	865826	865861	4637	75,48,57	3,0,0	55,75,85	4,7,13	148	74	3.38131824829e-06	0.000178177675273	0.926,1.0,1.0	0.873,0.843,0.766	0.148
673	"FBgn0000370"	"crc"	chr2L	+	21311192	21311531	21310865	21311032	21311752	21312043	673	149,126,142	2088,1647,1812	50,65,67	1282,1458,1478	148	74	3.58102987985e-06	0.000186735787276	0.034,0.037,0.038	0.019,0.022,0.022	0.015
2172	"FBgn0032006"	"Pvr"	chr2L	-	8227669	8227826	8226457	8226606	8228493	8229011	2172	99,65,49	3,2,1	33,65,52	5,12,8	148	74	3.63825192651e-06	0.000187763805609	0.943,0.942,0.961	0.767,0.73,0.765	0.195
5753	"FBgn0260936"	"scny"	chr3L	+	5774413	5775013	5772432	5774076	5775188	5775845	5753	95,100,120	165,139,155	29,32,41	92,116,93	148	74	4.3005148801e-06	0.000219677321324	0.224,0.265,0.279	0.136,0.121,0.181	0.11
452	"FBgn0085432"	"pan"	chr4	+	104082	104528	99405	99475	107402	110059	452	12,7,4	54,34,32	4,2,0	55,75,65	148	74	4.90846287371e-06	0.000248199647937	0.1,0.093,0.059	0.035,0.013,0.0	0.068
2179	"FBgn0032006"	"Pvr"	chr2L	-	8226928	8227150	8226457	8226606	8228493	8229011	2179	65,61,47	3,2,1	30,31,50	5,12,8	148	74	5.35863376749e-06	0.000268253206401	0.915,0.938,0.959	0.75,0.564,0.758	0.247
2198	"FBgn0264693"	"ens"	chr3L	-	4130388	4130643	4129650	4129791	4131120	4131236	2198	25,34,19	114,108,78	1,14,4	78,72,74	148	74	7.19348742606e-06	0.000353045078969	0.099,0.136,0.109	0.006,0.089,0.026	0.074
5194	"FBgn0036318"	"Wbp2"	chr3L	+	12852231	12852277	12850914	12851153	12852426	12852521	5194	47,30,35	5,10,11	9,11,11	0,1,0	119	74	7.16325716654e-06	0.000353045078969	0.854,0.651,0.664	1.0,0.872,1.0	-0.234
5263	"FBgn0004167"	"kst"	chr3L	+	3366443	3366773	3366199	3366310	3367514	3368133	5263	395,386,420	13,29,28	349,483,482	6,12,10	148	74	7.55534263952e-06	0.000367204322849	0.938,0.869,0.882	0.967,0.953,0.96	-0.064
2169	"FBgn0261113"	"Xrp1"	chr3R	+	18919422	18919512	18918259	18918625	18925077	18925796	2169	1014,1006,781	42,35,40	296,452,436	22,41,41	148	74	7.8300681815e-06	0.000376897320352	0.923,0.935,0.907	0.871,0.846,0.842	0.069
2426	"FBgn0003360"	"sesB"	chrX	-	10782776	10782889	10782379	10782680	10784350	10784458	2426	24,19,24	178,124,152	3,8,3	95,88,123	148	74	9.50439902137e-06	0.000453133538105	0.063,0.071,0.073	0.016,0.043,0.012	0.045
2897	"FBgn0005632"	"faf"	chr3R	+	31788659	31788844	31787801	31788197	31789496	31790121	2897	20,1,11	135,130,131	2,4,4	153,222,203	148	74	1.0211332454e-05	0.000482244625139	0.069,0.004,0.04	0.006,0.009,0.01	0.029
5888	"FBgn0032774"	"CG17549"	chr2L	-	19387861	19387936	19387537	19387769	19388039	19388313	5888	1,8,4	3,5,1	0,0,1	5,6,2	148	74	1.05309629607e-05	0.000492691594217	0.143,0.444,0.667	0.0,0.0,0.2	0.351
