ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2396	"FBgn0041182"	"Tep2"	chr2L	-	7697006	7697157	7697400	7697581	7696027	7696206	7698724	7698992	2396	618,471,461	822,738,643	142,230,205	537,678,690	255	225	0.0	0.0	0.399,0.36,0.387	0.189,0.23,0.208	0.173
2452	"FBgn0028494"	"CG6424"	chr2R	-	17706353	17708045	17715705	17717749	17703334	17705190	17719173	17719346	2452	1739,1605,1298	1859,1726,1737	1742,2511,1836	606,1021,1008	2118	1766	0.0	0.0	0.438,0.437,0.384	0.706,0.672,0.603	-0.241
2464	"FBgn0027567"	"CG8108"	chr3L	+	9865057	9865398	9866313	9866361	9864638	9864802	9867313	9867744	2464	1218,981,963	114,95,88	1109,1382,1264	18,25,26	415	122	0.0	0.0	0.759,0.752,0.763	0.948,0.942,0.935	-0.184
2465	"FBgn0027567"	"CG8108"	chr3L	+	9865079	9865398	9866313	9866361	9864638	9864802	9867313	9867744	2465	945,787,784	114,95,88	933,1180,1065	18,25,26	393	122	0.0	0.0	0.72,0.72,0.734	0.941,0.936,0.927	-0.21
2535	"FBgn0033844"	"bbc"	chr2R	-	13488916	13489048	13490739	13490871	13487973	13488132	13491434	13491593	2535	585,638,608	401,353,377	405,400,487	66,80,89	206	206	0.0	0.0	0.593,0.644,0.617	0.86,0.833,0.845	-0.228
2544	"FBgn0262109"	"CR42862"	chr3L	+	224972	225140	225725	229244	224105	224183	229588	230964	2544	2143,1930,1405	41461,36435,28431	1956,2292,1761	14737,17823,16903	242	3593	0.0	0.0	0.434,0.44,0.423	0.663,0.656,0.607	-0.21
2570	"FBgn0052425"	"CG32425"	chr3L	+	20510029	20510779	20511936	20512385	20497322	20497425	20512520	20513075	2570	1862,1746,1938	448,406,406	1259,1678,1703	134,183,134	824	523	0.0	0.0	0.725,0.732,0.752	0.856,0.853,0.89	-0.13
2616	"FBgn0003963"	"ush"	chr2L	+	489516	491358	525391	525436	476219	476331	536022	536966	2616	2879,2389,2056	200,179,111	2049,2429,2315	304,448,344	1916	119	0.0	0.0	0.472,0.453,0.535	0.295,0.252,0.295	0.206
2643	"FBgn0031190"	"CG12576"	chrX	-	22477178	22477483	22480511	22480895	22474850	22476452	22481914	22482027	2643	946,781,797	636,583,601	817,983,979	194,206,304	458	379	0.0	0.0	0.552,0.526,0.523	0.777,0.798,0.727	-0.234
2644	"FBgn0031190"	"CG12576"	chrX	-	22477178	22477483	22480511	22480898	22474850	22476452	22481914	22482027	2644	1152,949,969	636,583,601	1008,1213,1182	194,206,304	461	379	0.0	0.0	0.598,0.572,0.57	0.81,0.829,0.762	-0.22
2682	"FBgn0261822"	"Bsg"	chr2L	+	8089184	8089736	8105691	8105809	8088303	8088453	8106839	8107000	2682	4185,3543,2936	1161,874,805	7858,12109,9507	700,929,880	626	192	0.0	0.0	0.525,0.554,0.528	0.775,0.8,0.768	-0.245
2683	"FBgn0261822"	"Bsg"	chr2L	+	8089184	8089736	8105691	8105809	8083419	8083521	8106839	8107000	2683	4205,3538,2924	1161,872,806	7873,12152,9530	701,929,880	626	192	0.0	0.0	0.526,0.554,0.527	0.775,0.8,0.769	-0.246
2684	"FBgn0261822"	"Bsg"	chr2L	+	8089393	8089736	8105691	8105809	8083419	8083521	8106839	8107000	2684	3747,3233,2706	1161,872,806	7622,11691,9299	701,929,880	417	192	0.0	0.0	0.598,0.631,0.607	0.834,0.853,0.83	-0.227
2685	"FBgn0261822"	"Bsg"	chr2L	+	8089393	8089736	8105691	8105809	8088303	8088453	8106839	8107000	2685	3770,3243,2722	1161,874,805	7595,11611,9254	700,929,880	417	192	0.0	0.0	0.599,0.631,0.609	0.833,0.852,0.829	-0.225
2689	"FBgn0026620"	"tacc"	chr3R	-	4737022	4737127	4737472	4737738	4735641	4735803	4741851	4744182	2689	1030,991,892	597,452,463	451,696,622	669,859,677	340	179	0.0	0.0	0.476,0.536,0.504	0.262,0.299,0.326	0.21
2690	"FBgn0026620"	"tacc"	chr3R	-	4737022	4737127	4737472	4737780	4735641	4735803	4741851	4744182	2690	1192,1115,993	597,452,463	493,755,696	669,859,677	382	179	0.0	0.0	0.483,0.536,0.501	0.257,0.292,0.325	0.215
2731	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169483	18170098	18171528	18171703	18167756	18167867	18175332	18175529	2731	1898,1654,1585	377,376,432	2136,2717,2302	196,226,244	689	249	0.0	0.0	0.645,0.614,0.57	0.798,0.813,0.773	-0.185
2732	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169483	18170098	18171528	18171703	18168136	18168206	18175332	18175529	2732	1759,1555,1505	376,376,433	2077,2660,2239	196,226,245	689	249	0.0	0.0	0.628,0.599,0.557	0.793,0.81,0.768	-0.196
2733	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169656	18170098	18171528	18171703	18167756	18167867	18175332	18175529	2733	1364,1223,1167	377,376,432	1730,2303,1896	196,226,244	516	249	0.0	0.0	0.636,0.611,0.566	0.81,0.831,0.789	-0.206
2734	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169656	18170098	18171528	18171703	18168136	18168206	18175332	18175529	2734	1336,1215,1153	376,376,433	1687,2269,1854	196,226,245	516	249	0.0	0.0	0.632,0.609,0.562	0.806,0.829,0.785	-0.206
2839	"FBgn0040319"	"Gclc"	chrX	-	8105267	8105894	8115416	8115580	8104036	8105193	8115991	8116147	2839	729,593,642	2213,1912,1711	1015,1300,1036	1198,1672,1591	238	701	0.0	0.0	0.492,0.477,0.525	0.714,0.696,0.657	-0.191
2893	"FBgn0011217"	"eff"	chr3R	-	14737419	14737483	14740379	14740940	14733699	14733883	14741006	14741319	2893	10320,9422,8881	8,8,14	10833,14631,14002	56,102,100	635	138	0.0	0.0	0.996,0.996,0.993	0.977,0.969,0.968	0.024
335	"FBgn0003721"	"Tm1"	chr3R	+	15295426	15295544	15296590	15296708	15295112	15295246	15299276	15299347	335	764,619,649	247,221,227	633,854,941	90,109,134	192	192	0.0	0.0	0.756,0.737,0.741	0.876,0.887,0.875	-0.135
340	"FBgn0035253"	"CG7971"	chr3L	-	1659845	1659990	1661108	1661165	1658519	1658590	1661226	1661592	340	232,199,213	197,187,195	101,156,142	405,474,418	131	219	0.0	0.0	0.663,0.64,0.646	0.294,0.355,0.362	0.313
74	"FBgn0014141"	"cher"	chr3R	-	17105008	17105813	17116940	17117301	17101351	17101432	17118736	17119082	74	1800,1625,1159	3204,3051,2272	2193,2775,2553	1605,1987,2322	435	879	0.0	0.0	0.532,0.518,0.508	0.734,0.738,0.69	-0.201
76	"FBgn0011726"	"tsr"	chr2R	-	24044813	24044919	24044991	24045182	24044452	24044750	24046665	24046805	76	44860,34960,39600	28625,25844,30106	43959,51468,51152	11324,15938,18488	265	180	0.0	0.0	0.516,0.479,0.472	0.725,0.687,0.653	-0.199
2597	"FBgn0052423"	"shep"	chr3L	-	5162455	5162610	5162966	5163149	5160685	5161601	5163344	5163703	2597	932,806,829	908,944,839	499,558,677	1308,1303,1255	257	229	1.11022302463e-16	7.4954287791e-15	0.478,0.432,0.468	0.254,0.276,0.325	0.174
2640	"FBgn0010905"	"Spn"	chr3L	-	2534710	2536218	2540976	2541403	2524598	2525718	2554057	2554292	2640	802,699,499	2296,2057,1495	1096,1270,1142	1451,1654,1806	501	1582	1.11022302463e-16	7.4954287791e-15	0.524,0.518,0.513	0.705,0.708,0.666	-0.175
341	"FBgn0035253"	"CG7971"	chr3L	-	1661226	1661592	1663919	1664021	1659845	1659990	1664531	1664844	341	185,178,212	566,445,500	263,343,363	318,353,387	176	440	1.11022302463e-16	7.4954287791e-15	0.45,0.5,0.515	0.674,0.708,0.701	-0.206
2210	"FBgn0039969"	"Fis1"	chr2R	-	5604243	5604411	5604467	5604516	5603586	5603761	5604582	5604650	2210	722,398,456	945,853,962	99,124,142	552,700,710	123	242	3.33066907388e-16	2.19241291788e-14	0.601,0.479,0.483	0.261,0.258,0.282	0.254
2300	"FBgn0261545"	"CG42663"	chr2R	+	12722304	12723006	12734920	12735119	12705171	12705636	12746608	12746661	2300	1705,1594,1227	330,353,239	1245,1435,1177	527,608,525	776	273	1.22124532709e-15	7.84277791763e-14	0.645,0.614,0.644	0.454,0.454,0.441	0.185
2223	"FBgn0250823"	"gish"	chr3R	+	16293986	16294153	16295668	16295820	16292723	16292834	16296661	16296776	2223	598,564,522	428,393,379	435,543,485	136,175,144	241	226	1.44328993201e-15	9.04805331186e-14	0.567,0.574,0.564	0.75,0.744,0.76	-0.183
93	"FBgn0010280"	"Taf4"	chr3L	+	16115668	16115830	16116031	16116619	16114311	16114720	16117544	16118108	93	195,188,123	304,236,193	155,140,111	470,577,473	236	662	2.6645352591e-15	1.63156310168e-13	0.643,0.691,0.641	0.481,0.405,0.397	0.231
260	"FBgn0040388"	"boi"	chrX	-	2456590	2456686	2469336	2469411	2450902	2452147	2469890	2470043	260	242,181,172	275,206,159	228,201,203	575,564,473	149	170	2.88657986403e-15	1.72735563227e-13	0.501,0.501,0.552	0.311,0.289,0.329	0.208
2276	"FBgn0040068"	"Vav"	chrX	+	19264684	19265306	19269256	19269365	19263880	19263955	19269483	19269651	2276	26,27,44	54,49,38	4,9,4	72,71,61	696	183	3.33066907388e-15	1.94881148256e-13	0.112,0.127,0.233	0.014,0.032,0.017	0.136
2598	"FBgn0052423"	"shep"	chr3L	-	5162455	5162610	5162966	5163131	5155820	5161601	5163344	5163703	2598	435,418,432	908,944,839	268,301,319	1308,1303,1255	239	229	1.80966353014e-14	1.03583566845e-12	0.315,0.298,0.33	0.164,0.181,0.196	0.134
2698	"FBgn0010225"	"Gel"	chr3R	+	4236552	4236804	4237624	4237817	4236087	4236148	4238302	4238377	2698	5039,4343,3973	4675,4418,4115	2844,3455,3785	1499,1578,2234	326	267	2.73114864058e-14	1.53002433418e-12	0.469,0.446,0.442	0.608,0.642,0.581	-0.158
2743	"FBgn0052264"	"CG32264"	chr3L	-	3722859	3723105	3723638	3723872	3722155	3722522	3758406	3759156	2743	147,130,116	204,209,252	117,154,151	51,88,99	308	320	3.10862446895e-14	1.70521004724e-12	0.428,0.393,0.324	0.704,0.645,0.613	-0.272
2679	"FBgn0020309"	"crol"	chr2L	-	11800154	11800322	11802904	11803674	11798664	11799402	11803784	11803898	2679	2992,2618,1538	501,493,389	2973,3850,3219	297,303,292	844	242	4.81836792687e-14	2.5891352554e-12	0.631,0.604,0.531	0.742,0.785,0.76	-0.174
2760	"FBgn0031187"	"CG14619"	chrX	+	22463538	22465522	22466164	22466375	22457613	22458260	22466811	22466958	2760	913,826,501	270,233,271	851,1198,988	117,104,120	2058	285	5.9285909515e-14	3.12199599506e-12	0.319,0.329,0.204	0.502,0.615,0.533	-0.266
2600	"FBgn0052423"	"shep"	chr3L	-	5162455	5162631	5162966	5163149	5161767	5161808	5163344	5163703	2600	928,805,825	507,523,518	495,552,674	695,725,692	257	250	8.53761505937e-14	4.40775302967e-12	0.64,0.6,0.608	0.409,0.425,0.487	0.176
2589	"FBgn0039994"	"conu"	chr2R	+	4756170	4756259	4757235	4757748	4754499	4754670	4757801	4758048	2589	258,213,196	1846,1443,1661	183,246,257	694,855,836	163	587	8.91509088774e-14	4.5141219822e-12	0.335,0.347,0.298	0.487,0.509,0.525	-0.18
2676	"FBgn0020309"	"crol"	chr2L	-	11803784	11803898	11806047	11806157	11802286	11803674	11808013	11808972	2676	344,340,201	598,587,355	199,207,213	670,871,761	184	188	1.8440804439e-13	9.16125246941e-12	0.37,0.372,0.366	0.233,0.195,0.222	0.153
147	"FBgn0051145"	"CG31145"	chr3R	-	23611892	23612136	23614376	23614469	23608718	23608799	23615127	23615206	147	242,246,201	738,760,682	181,240,220	243,298,381	167	318	2.98538971322e-13	1.45565391017e-11	0.384,0.381,0.359	0.586,0.605,0.524	-0.197
2171	"FBgn0024728"	"Slip1"	chr4	+	664987	665305	668419	668574	663854	664340	669129	669884	2171	397,375,343	143,108,95	417,406,456	34,42,72	392	229	3.58602036954e-13	1.71672575145e-11	0.619,0.67,0.678	0.878,0.85,0.787	-0.183
245	"FBgn0260439"	"Pp2A-29B"	chr2L	+	8366192	8366394	8367095	8367249	8366037	8366123	8367311	8367730	245	1803,1552,1468	1390,1140,1086	1199,1519,1460	372,547,680	276	228	4.36539693283e-13	2.0525160936e-11	0.517,0.529,0.528	0.727,0.696,0.639	-0.163
2691	"FBgn0010225"	"Gel"	chr3R	+	4236581	4236804	4237624	4237817	4235216	4235324	4238302	4238377	2691	4254,3708,3409	4716,4442,4131	2332,2880,3122	1506,1587,2254	297	267	5.08149078371e-13	2.34729214623e-11	0.448,0.429,0.426	0.582,0.62,0.555	-0.151
92	"FBgn0010280"	"Taf4"	chr3L	+	16115668	16115830	16116031	16116241	16114311	16114720	16117544	16118108	92	195,188,123	377,313,244	155,140,111	536,634,516	236	284	7.1820327463e-13	3.26039521052e-11	0.384,0.42,0.378	0.258,0.21,0.206	0.169
2299	"FBgn0261545"	"CG42663"	chr2R	+	12722304	12723006	12738435	12738504	12705171	12705636	12746608	12746661	2299	1705,1594,1227	74,46,47	1245,1435,1177	118,128,99	776	143	9.94315740854e-13	4.43734465368e-11	0.809,0.865,0.828	0.66,0.674,0.687	0.16
250	"FBgn0037443"	"Dmtn"	chr3R	-	6393731	6393911	6405377	6405660	6392879	6392959	6405741	6405895	250	213,186,191	159,144,105	418,461,383	114,124,116	357	254	1.19504406371e-12	5.24425169958e-11	0.488,0.479,0.564	0.723,0.726,0.701	-0.206
2840	"FBgn0265784"	"CrebB"	chrX	+	18367003	18367179	18372030	18372432	18366560	18366719	18373033	18373201	2840	175,147,110	498,442,396	49,72,86	533,621,488	250	476	1.2848611064e-12	5.54596605435e-11	0.401,0.388,0.346	0.149,0.181,0.251	0.185
2660	"FBgn0040660"	"CG13551"	chr2R	-	23382614	23382759	23383047	23383122	23377865	23378177	23383364	23383424	2660	438,341,424	992,939,1286	126,155,198	787,837,959	149	219	1.72706293711e-12	7.33444631195e-11	0.394,0.348,0.326	0.19,0.214,0.233	0.144
2045	"FBgn0033159"	"Dscam1"	chr2R	-	7338640	7338928	7346641	7346929	7332260	7332380	7347848	7348010	2045	14,24,14	2,0,0	4,6,13	8,9,12	362	362	2.49988918455e-12	1.04479495602e-10	0.875,1.0,1.0	0.333,0.4,0.52	0.541
2759	"FBgn0031187"	"CG14619"	chrX	+	22463538	22465522	22466148	22466375	22457613	22458260	22466811	22466958	2759	913,826,501	235,225,249	851,1198,988	114,100,114	2058	301	4.12725409404e-12	1.69797812963e-10	0.362,0.349,0.227	0.522,0.637,0.559	-0.26
332	"FBgn0261565"	"Lmpt"	chr3L	+	16883918	16884004	16896803	16897180	16866520	16866946	16897383	16897628	332	26,20,25	99,82,82	37,32,39	33,29,36	160	451	4.20841139714e-12	1.7047303398e-10	0.425,0.407,0.462	0.76,0.757,0.753	-0.325
2702	"FBgn0261262"	"CG42613"	chr3R	+	18937522	18937640	18943052	18943115	18931143	18931387	18947290	18948007	2702	89,69,67	111,80,68	179,172,145	58,79,65	192	137	4.70590233448e-12	1.87736982526e-10	0.364,0.381,0.413	0.688,0.608,0.614	-0.251
2596	"FBgn0034051"	"Mlf"	chr2R	-	15937020	15937326	15937678	15937879	15935892	15936580	15938446	15938978	2596	768,702,709	995,872,837	364,501,597	236,331,365	275	380	5.75439695893e-12	2.26139211834e-10	0.516,0.527,0.539	0.681,0.677,0.693	-0.156
2515	"FBgn0267791"	"bl"	chr2R	+	20604695	20605619	20605681	20605851	20598598	20598694	20606443	20606854	2515	3587,3087,3891	1205,1093,1369	3361,3859,4041	621,714,822	998	244	6.92090829091e-12	2.67981640147e-10	0.421,0.408,0.41	0.57,0.569,0.546	-0.149
188	"FBgn0038890"	"CG7956"	chr3R	+	21524578	21524649	21525084	21525418	21524187	21524515	21525526	21525763	188	82,55,61	96,48,64	76,116,129	33,38,35	145	408	7.93143328792e-12	3.02658896335e-10	0.706,0.763,0.728	0.866,0.896,0.912	-0.159
2773	"FBgn0034420"	"CG10737"	chr2R	+	19174576	19174783	19174881	19175086	19174338	19174365	19176187	19176347	2773	105,82,100	130,113,105	95,137,134	38,66,61	281	279	8.86768436459e-12	3.33551613314e-10	0.445,0.419,0.486	0.713,0.673,0.686	-0.241
2618	"FBgn0259984"	"kuz"	chr2L	+	13551141	13551666	13558799	13558832	13550138	13550293	13609790	13609987	2618	1510,1386,772	197,161,74	1430,2181,1693	85,113,84	599	107	1.12231335336e-11	4.16204374563e-10	0.578,0.606,0.651	0.75,0.775,0.783	-0.158
2781	"FBgn0010909"	"msn"	chr3L	-	2560115	2560295	2561931	2562843	2557792	2558389	2563817	2563959	2781	3043,2738,2029	724,608,563	2179,2550,2560	248,342,374	986	254	1.43618450466e-11	5.25204694551e-10	0.52,0.537,0.481	0.694,0.658,0.638	-0.151
2511	"FBgn0039735"	"CG7911"	chr3R	-	30003989	30004157	30004303	30004449	30003680	30003904	30004581	30004861	2511	2637,2222,2833	4280,3362,4648	1177,1209,1403	3184,3809,3706	220	242	1.63471458592e-11	5.89616918456e-10	0.404,0.421,0.401	0.289,0.259,0.294	0.128
352	"FBgn0003507"	"srp"	chr3R	+	16000612	16000785	16001188	16001406	15999845	16000059	16001751	16001916	352	335,316,319	605,576,451	311,349,380	244,283,355	247	292	1.76570980059e-11	6.28258635805e-10	0.396,0.393,0.455	0.601,0.593,0.559	-0.17
2389	"FBgn0041182"	"Tep2"	chr2L	-	7696593	7696807	7697400	7697581	7696027	7696206	7698724	7698992	2389	618,471,461	142,82,92	142,230,205	76,116,80	255	288	2.54044563164e-11	8.91865779748e-10	0.831,0.866,0.85	0.678,0.691,0.743	0.145
2692	"FBgn0010225"	"Gel"	chr3R	+	4236581	4236804	4237624	4237817	4235216	4235324	4240588	4240714	2692	4253,3708,3409	2404,2254,2166	2332,2879,3123	822,835,1193	297	267	2.70257149992e-11	9.36298784117e-10	0.614,0.597,0.586	0.718,0.756,0.702	-0.126
2745	"FBgn0052264"	"CG32264"	chr3L	-	3723638	3723872	3758406	3759258	3722859	3723105	3765642	3765731	2745	465,378,276	143,119,123	624,772,654	78,118,114	926	308	5.37977440374e-11	1.83960337728e-09	0.52,0.514,0.427	0.727,0.685,0.656	-0.202
2758	"FBgn0031187"	"CG14619"	chrX	+	22463538	22465522	22466164	22466375	22462399	22463272	22466811	22466958	2758	912,813,500	238,217,247	853,1202,987	121,104,122	2058	285	6.82223166848e-11	2.30294051065e-09	0.347,0.342,0.219	0.494,0.615,0.528	-0.243
179	"FBgn0037108"	"CG11306"	chr3L	+	21626431	21626624	21626941	21627400	21626265	21626378	21627461	21628135	179	923,666,775	1779,1677,1876	561,689,756	756,840,934	267	533	1.01294861388e-10	3.37606797512e-09	0.509,0.442,0.452	0.597,0.621,0.618	-0.144
261	"FBgn0026199"	"myo"	chr4	-	692424	692843	693380	694416	691277	692359	695696	696055	261	2829,2373,1992	1276,1034,1089	2030,2657,2385	530,703,673	1110	493	1.16070153489e-10	3.73161512258e-09	0.496,0.505,0.448	0.63,0.627,0.611	-0.14
2647	"FBgn0024804"	"Dbp80"	chr3L	+	27350219	27350321	27380952	27381088	27332168	27332346	27420678	27420841	2647	267,231,286	158,166,215	201,210,200	239,379,338	176	210	1.16214371459e-10	3.73161512258e-09	0.668,0.624,0.613	0.501,0.398,0.414	0.197
2696	"FBgn0010225"	"Gel"	chr3R	+	4236552	4236804	4237624	4237817	4235216	4235324	4238302	4238377	2696	7213,6206,5787	4716,4442,4131	3662,4586,4894	1506,1587,2254	326	267	1.14171561094e-10	3.73161512258e-09	0.556,0.534,0.534	0.666,0.703,0.64	-0.128
2208	"FBgn0039969"	"Fis1"	chr2R	-	5604467	5604516	5604582	5604650	5604243	5604411	5604709	5604834	2208	577,314,367	399,215,314	204,176,213	251,352,405	142	123	1.24605992191e-10	3.95286237878e-09	0.556,0.559,0.503	0.413,0.302,0.313	0.197
16	"FBgn0036926"	"CG7646"	chr3L	+	19993264	19993322	19994167	19994735	19991886	19992042	19994807	19994951	16	240,171,186	279,207,202	102,118,133	56,64,54	132	642	1.63220326144e-10	5.11617998497e-09	0.807,0.801,0.817	0.899,0.9,0.923	-0.099
2231	"FBgn0263391"	"hts"	chr2R	-	19418556	19418605	19423593	19423797	19411159	19411271	19424822	19424903	2231	507,404,333	140,97,97	233,238,244	128,136,145	278	123	2.24508522884e-10	6.87361559016e-09	0.616,0.648,0.603	0.446,0.436,0.427	0.186
2320	"FBgn0260987"	"vtd"	chr3L	+	27140118	27140242	27146944	27147695	27136945	27137236	27156009	27156171	2320	543,422,465	3576,3159,3196	204,289,246	2656,3368,3313	198	825	2.23905338714e-10	6.87361559016e-09	0.388,0.358,0.377	0.242,0.263,0.236	0.127
377	"FBgn0263199"	"Galk"	chr3L	-	8985052	8985231	8985418	8985667	8984812	8984986	8985976	8986091	377	81,63,42	134,131,111	23,24,21	124,167,131	323	253	2.33939090322e-10	7.08001867607e-09	0.321,0.274,0.229	0.127,0.101,0.112	0.161
2653	"FBgn0032656"	"CG5674"	chr2L	+	17969371	17969518	17971871	17972003	17963378	17963605	17972262	17974868	2653	48,41,43	33,50,50	226,248,172	65,65,55	221	206	2.54578469416e-10	7.61710352241e-09	0.576,0.433,0.445	0.764,0.781,0.745	-0.279
2289	"FBgn0261545"	"CG42663"	chr2R	+	12738435	12738504	12746608	12746661	12734920	12735119	12747677	12747747	2289	75,76,45	192,183,135	158,165,152	162,197,184	143	127	2.76514700026e-10	8.18048545133e-09	0.258,0.269,0.228	0.464,0.427,0.423	-0.186
2516	"FBgn0267791"	"bl"	chr2R	+	20604695	20605619	20605681	20605876	20598598	20598694	20606443	20606854	2516	3587,3087,3891	777,738,898	3361,3859,4041	423,470,581	998	269	2.83727707995e-10	8.3006117239e-09	0.554,0.53,0.539	0.682,0.689,0.652	-0.133
2168	"FBgn0024728"	"Slip1"	chr4	+	663854	664340	668419	668574	663620	663742	669129	669884	2168	1110,848,823	143,109,94	840,937,850	34,41,69	560	229	2.94996804762e-10	8.53545699932e-09	0.76,0.761,0.782	0.91,0.903,0.834	-0.115
276	"FBgn0000308"	"chic"	chr2L	-	5976610	5976782	5979411	5979704	5973202	5973674	5980950	5981018	276	11695,9955,12653	6317,5499,7095	8483,10851,11687	2667,3347,4211	367	246	3.28428284568e-10	9.39947470943e-09	0.554,0.548,0.545	0.681,0.685,0.65	-0.123
2695	"FBgn0010225"	"Gel"	chr3R	+	4237624	4237817	4238302	4238377	4236787	4236939	4238569	4238765	2695	2428,2267,2183	688,566,517	826,831,1183	372,441,477	267	149	3.35715011346e-10	9.50470564381e-09	0.663,0.691,0.702	0.553,0.513,0.581	0.136
2197	"FBgn0035715"	"CG10103"	chr3L	-	6754744	6754807	6755072	6755123	6754016	6754493	6755419	6756158	2197	126,125,151	166,129,199	79,72,60	190,191,232	125	137	3.72798347748e-10	1.04423196768e-08	0.454,0.515,0.454	0.313,0.292,0.221	0.199
376	"FBgn0263199"	"Galk"	chr3L	-	8985052	8985308	8985418	8985667	8984812	8984986	8985976	8986091	376	81,63,42	126,119,101	23,24,21	104,168,120	323	330	3.8063596719e-10	1.05496263328e-08	0.396,0.351,0.298	0.184,0.127,0.152	0.194
2746	"FBgn0052264"	"CG32264"	chr3L	-	3723638	3723872	3758406	3759258	3722155	3722522	3765642	3765731	2746	464,379,276	120,106,103	624,772,654	70,107,98	926	308	4.2279957313e-10	1.15961591255e-08	0.563,0.543,0.471	0.748,0.706,0.689	-0.189
2049	"FBgn0033159"	"Dscam1"	chr2R	-	7338640	7338928	7344278	7344569	7332260	7332380	7347848	7348010	2049	139,149,66	2,0,0	75,87,89	8,9,12	365	362	4.70177785594e-10	1.27626609224e-08	0.986,1.0,1.0	0.903,0.906,0.88	0.099
2678	"FBgn0020309"	"crol"	chr2L	-	11800154	11800322	11802370	11803674	11798664	11799402	11803784	11803898	2678	4465,3973,2354	501,493,389	3792,4939,4244	297,303,292	1378	242	5.12167641631e-10	1.37605857185e-08	0.61,0.586,0.515	0.692,0.741,0.719	-0.147
2053	"FBgn0033159"	"Dscam1"	chr2R	-	7338640	7338928	7345875	7346166	7332260	7332380	7347848	7348010	2053	21,22,10	2,0,0	10,19,10	8,9,12	365	362	5.82602299737e-10	1.54948672243e-08	0.912,1.0,1.0	0.554,0.677,0.453	0.409
