ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2090	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8228082	8228257	8226457	8226606	8228493	8229011	2090	698,972,702	37,38,23	441,636,554	37,67,50	148	148	1.07594989807e-07	1.2126588263e-05	0.95,0.962,0.968	0.923,0.905,0.917	0.045
2087	"FBgn0032006"	"Pvr"	chr2L	-	8227669	8227826	8228082	8228257	8226457	8226606	8228493	8229011	2087	698,972,702	36,38,23	441,636,554	37,65,50	148	148	1.28757735363e-07	1.37055456086e-05	0.951,0.962,0.968	0.923,0.907,0.917	0.045
2628	"FBgn0261451"	"trol"	chrX	-	2495040	2495238	2499210	2499678	2492987	2493215	2501626	2501737	2628	0,0,0	2,5,2	1,1,3	1,1,0	148	148	4.68738615145e-07	4.72685887694e-05	0.0,0.0,0.0	0.5,0.5,1.0	-0.667
264	"FBgn0052230"	"CG32230"	chr3L	+	23339429	23339476	23339533	23339680	23339325	23339369	23341456	23341597	264	19,38,28	3501,4083,3520	41,54,49	2811,3073,2547	120	148	7.78931846135e-07	7.46216708597e-05	0.007,0.011,0.01	0.018,0.021,0.023	-0.011
2413	"FBgn0261797"	"Dhc64C"	chr3L	-	4812056	4812255	4812893	4813089	4811551	4811669	4813327	4815436	2413	69,95,62	18,40,23	44,40,48	43,66,38	148	148	1.00951600013e-06	9.21063169642e-05	0.793,0.704,0.729	0.506,0.377,0.558	0.262
109	"FBgn0266758"	"Esyt2"	chr3R	+	24552897	24552983	24553994	24554080	24552485	24552656	24554355	24554404	109	96,84,91	15,13,15	131,137,120	6,6,4	148	148	2.55988080555e-06	0.000213249201019	0.865,0.866,0.858	0.956,0.958,0.968	-0.098
2576	"FBgn0040297"	"Nhe2"	chr2L	+	21125316	21125439	21127849	21128062	21124439	21124521	21128739	21129082	2576	2,2,0	27,22,15	20,12,5	12,28,17	148	148	2.46266539938e-06	0.000213249201019	0.069,0.083,0.0	0.625,0.3,0.227	-0.333
231	"FBgn0037443"	"Dmtn"	chr3R	-	6393731	6393911	6405377	6405660	6392879	6392959	6405741	6405895	231	5,1,1	90,93,54	5,13,11	50,80,53	148	148	3.21095563516e-06	0.00025634129154	0.053,0.011,0.018	0.091,0.14,0.172	-0.107
318	"FBgn0003507"	"srp"	chr3R	+	16000612	16000785	16001188	16001406	15999845	16000059	16001751	16001916	318	95,110,106	329,377,293	123,159,118	248,265,217	148	148	3.60361996743e-06	0.000265559071446	0.224,0.226,0.266	0.332,0.375,0.352	-0.114
323	"FBgn0003495"	"spz"	chr3R	-	27067121	27067199	27067357	27067495	27066607	27066665	27069143	27070070	323	203,293,268	656,929,694	248,276,198	458,481,392	148	148	3.58353485086e-06	0.000265559071446	0.236,0.24,0.279	0.351,0.365,0.336	-0.099
2623	"FBgn0261451"	"trol"	chrX	-	2494403	2494637	2501118	2501241	2492987	2493215	2501626	2501737	2623	0,0,0	4,5,4	1,5,3	9,10,6	148	148	6.04678252858e-06	0.000412895627801	0.0,0.0,0.0	0.1,0.333,0.333	-0.255
464	"FBgn0033159"	"Dscam1"	chr2R	-	7354881	7355005	7359874	7360007	7348130	7348975	7361717	7361867	464	0,1,0	8,3,3	1,3,4	1,6,1	148	148	5.83903035334e-06	0.000412895627801	0.0,0.25,0.0	0.5,0.333,0.8	-0.461
967	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7354685	7354809	7348130	7348975	7361717	7361867	967	6,5,3	0,1,0	3,2,4	4,1,2	148	148	6.24946409511e-06	0.000412895627801	1.0,0.833,1.0	0.429,0.667,0.667	0.357
1317	"FBgn0033159"	"Dscam1"	chr2R	-	7354685	7354809	7359874	7360007	7348130	7348975	7361717	7361867	1317	0,1,0	6,5,3	1,3,4	3,2,4	148	148	6.56167900903e-06	0.000419072566043	0.0,0.167,0.0	0.25,0.6,0.5	-0.394
981	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7359441	7359565	7348130	7348975	7361717	7361867	981	1,4,1	0,1,0	1,2,3	4,1,2	148	148	7.73015425859e-06	0.000477773405144	1.0,0.8,1.0	0.2,0.667,0.6	0.444
1398	"FBgn0033159"	"Dscam1"	chr2R	-	7353565	7353692	7359874	7360007	7348130	7348975	7361717	7361867	1398	0,1,0	4,2,2	1,3,4	2,1,3	148	148	9.07935146244e-06	0.000543626168814	0.0,0.333,0.0	0.333,0.75,0.571	-0.44
957	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7354881	7355005	7348130	7348975	7361717	7361867	957	8,3,3	0,1,0	1,6,1	4,1,2	148	148	9.70879261519e-06	0.000563698383355	1.0,0.75,1.0	0.2,0.857,0.333	0.453
2117	"FBgn0011259"	"Sema-1a"	chr2L	+	8664157	8664220	8665445	8665518	8663197	8663251	8666035	8671917	2117	0,0,0	4,3,1	2,3,1	1,3,2	136	146	1.0768167546e-05	0.000606817912298	0.0,0.0,0.0	0.682,0.518,0.349	-0.516
691	"FBgn0033159"	"Dscam1"	chr2R	-	7353244	7353365	7359874	7360007	7348130	7348975	7361717	7361867	691	0,1,0	3,8,2	1,3,4	0,6,2	148	148	1.14752573306e-05	0.000628188372727	0.0,0.111,0.0	1.0,0.333,0.667	-0.63
258	"FBgn0000253"	"Cam"	chr2R	+	12264742	12264917	12269192	12269435	12260031	12260188	12273765	12274625	258	1588,2381,1735	2486,3092,2429	2507,3102,2579	2637,2924,2419	148	148	1.20605058777e-05	0.000641886923935	0.39,0.435,0.417	0.487,0.515,0.516	-0.092
1420	"FBgn0033159"	"Dscam1"	chr2R	-	7359441	7359565	7359874	7360007	7348130	7348975	7361717	7361867	1420	0,1,0	1,4,1	1,3,4	1,2,3	148	148	1.27872619569e-05	0.000662172808363	0.0,0.2,0.0	0.5,0.6,0.571	-0.49
1794	"FBgn0033159"	"Dscam1"	chr2R	-	7350157	7350281	7350781	7350905	7348130	7348975	7361717	7361867	1794	0,1,0	1,5,5	4,1,2	4,4,1	148	148	1.33725979816e-05	0.000674260466651	0.0,0.167,0.0	0.5,0.2,0.667	-0.4
289	"FBgn0010352"	"Nc73EF"	chr3L	+	16960537	16960667	16961499	16961602	16959704	16959884	16962334	16962413	289	105,201,133	250,361,280	112,130,99	385,443,339	148	148	1.42392038449e-05	0.000699546527355	0.296,0.358,0.322	0.225,0.227,0.226	0.099
27	"FBgn0032456"	"MRP"	chr2L	+	12728020	12728241	12730842	12731066	12726745	12727116	12737958	12738176	27	139,210,187	10,12,8	199,272,221	1,4,4	148	148	1.57232319092e-05	0.000753142808451	0.933,0.946,0.959	0.995,0.986,0.982	-0.042
1047	"FBgn0033159"	"Dscam1"	chr2R	-	7357399	7357523	7359874	7360007	7348130	7348975	7361717	7361867	1047	0,1,0	1,1,1	1,3,4	1,0,2	148	148	1.83799312337e-05	0.000796140563463	0.0,0.5,0.0	0.5,1.0,0.667	-0.556
1633	"FBgn0033159"	"Dscam1"	chr2R	-	7357590	7357714	7359874	7360007	7348130	7348975	7361717	7361867	1633	0,1,0	3,2,3	1,3,4	1,4,2	148	148	1.83970169206e-05	0.000796140563463	0.0,0.333,0.0	0.5,0.429,0.667	-0.421
2169	"FBgn0250823"	"gish"	chr3R	+	16298469	16298550	16301244	16301351	16297174	16297345	16301822	16304768	2169	154,217,143	343,386,278	226,221,203	255,299,242	148	148	1.86984996638e-05	0.000796140563463	0.31,0.36,0.34	0.47,0.425,0.456	-0.114
2592	"FBgn0035558"	"CG11357"	chr3L	+	4542642	4542907	4551001	4551940	4542119	4542248	4552104	4553457	2592	12,42,27	228,255,246	43,45,42	166,211,186	148	148	1.71883391192e-05	0.000796140563463	0.05,0.141,0.099	0.206,0.176,0.184	-0.092
983	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7357399	7357523	7348130	7348975	7361717	7361867	983	1,1,1	0,1,0	1,0,2	4,1,2	148	148	1.80081696547e-05	0.000796140563463	1.0,0.5,1.0	0.2,0.0,0.5	0.6
2620	"FBgn0030087"	"CG7766"	chrX	-	9099313	9099461	9100512	9100657	9098083	9098413	9101095	9101419	2620	39,50,37	86,95,84	25,31,21	106,132,113	148	148	1.97874290426e-05	0.000806653490332	0.312,0.345,0.306	0.191,0.19,0.157	0.142
979	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7357590	7357714	7348130	7348975	7361717	7361867	979	3,2,3	0,1,0	1,4,2	4,1,2	148	148	1.95884279748e-05	0.000806653490332	1.0,0.667,1.0	0.2,0.8,0.5	0.389
620	"FBgn0033159"	"Dscam1"	chr2R	-	7351460	7351584	7359874	7360007	7348130	7348975	7361717	7361867	620	0,1,0	3,2,1	1,3,4	3,2,1	148	148	2.11521481912e-05	0.000844323248632	0.0,0.333,0.0	0.25,0.6,0.8	-0.439
952	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7359221	7359345	7348130	7348975	7361717	7361867	952	1,6,2	0,1,0	4,2,5	4,1,2	148	148	2.32278227106e-05	0.000895529332331	1.0,0.857,1.0	0.5,0.667,0.714	0.325
962	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7355290	7355414	7348130	7348975	7361717	7361867	962	5,5,1	0,1,0	4,6,2	4,1,2	148	148	2.33697633698e-05	0.000895529332331	1.0,0.833,1.0	0.5,0.857,0.5	0.325
1796	"FBgn0033159"	"Dscam1"	chr2R	-	7350157	7350281	7359874	7360007	7348130	7348975	7361717	7361867	1796	0,1,0	1,5,5	1,3,4	4,4,1	148	148	2.63371339432e-05	0.000978567673516	0.0,0.167,0.0	0.2,0.429,0.8	-0.421
969	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7355086	7355210	7348130	7348975	7361717	7361867	969	2,3,1	0,1,0	2,3,6	4,1,2	148	148	2.65582040829e-05	0.000978567673516	1.0,0.75,1.0	0.333,0.75,0.75	0.306
166	"FBgn0038890"	"CG7956"	chr3R	+	21524578	21524649	21525084	21525418	21524187	21524515	21525526	21525763	166	72,95,70	12,5,11	58,73,53	15,24,25	144	148	2.78480958203e-05	0.000982650002083	0.86,0.951,0.867	0.799,0.758,0.685	0.145
237	"FBgn0025741"	"PlexA"	chr4	-	1018769	1020015	1022241	1023680	1016375	1018709	1026962	1027101	237	22,48,32	257,324,206	59,95,82	300,366,315	148	148	2.80439015979e-05	0.000982650002083	0.079,0.129,0.134	0.164,0.206,0.207	-0.078
974	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7353565	7353692	7348130	7348975	7361717	7361867	974	4,2,2	0,1,0	2,1,3	4,1,2	148	148	2.82075940055e-05	0.000982650002083	1.0,0.667,1.0	0.333,0.5,0.6	0.411
1751	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7350781	7350905	7348130	7348975	7361717	7361867	1751	0,1,0	3,8,2	4,1,2	5,5,3	148	148	2.98943316854e-05	0.00102281320552	0.0,0.111,0.0	0.444,0.167,0.4	-0.3
986	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7353244	7353365	7348130	7348975	7361717	7361867	986	3,8,2	0,1,0	0,6,2	4,1,2	148	148	3.10763805115e-05	0.00104460254491	1.0,0.889,1.0	0.0,0.857,0.5	0.511
1970	"FBgn0033159"	"Dscam1"	chr2R	-	7357182	7357306	7359874	7360007	7348130	7348975	7361717	7361867	1970	0,1,0	5,2,2	1,3,4	4,3,2	148	148	3.33935964137e-05	0.00110314018498	0.0,0.333,0.0	0.2,0.5,0.667	-0.345
1104	"FBgn0033159"	"Dscam1"	chr2R	-	7355290	7355414	7359874	7360007	7348130	7348975	7361717	7361867	1104	0,1,0	5,5,1	1,3,4	4,6,2	148	148	4.06542201249e-05	0.00125532900879	0.0,0.167,0.0	0.2,0.333,0.667	-0.344
1350	"FBgn0033159"	"Dscam1"	chr2R	-	7357788	7357915	7359874	7360007	7348130	7348975	7361717	7361867	1350	0,1,0	2,3,6	1,3,4	5,1,5	148	148	4.04712054347e-05	0.00125532900879	0.0,0.25,0.0	0.167,0.75,0.444	-0.37
2433	"FBgn0030520"	"Pdcd4"	chrX	-	13750315	13750455	13750585	13752027	13746639	13746848	13754829	13755406	2433	207,315,211	250,251,183	332,438,353	196,235,203	148	148	4.12764757587e-05	0.00125532900879	0.453,0.557,0.536	0.629,0.651,0.635	-0.123
2533	"FBgn0261822"	"Bsg"	chr2L	+	8089393	8089736	8105691	8105809	8083419	8083521	8106839	8107000	2533	32,39,20	456,628,454	57,75,40	514,577,448	148	148	3.95476760229e-05	0.00125532900879	0.066,0.058,0.042	0.1,0.115,0.082	-0.044
966	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7354276	7354400	7348130	7348975	7361717	7361867	966	2,3,1	0,1,0	2,3,8	4,1,2	148	148	4.10750764515e-05	0.00125532900879	1.0,0.75,1.0	0.333,0.75,0.8	0.289
1080	"FBgn0033159"	"Dscam1"	chr2R	-	7359221	7359345	7359874	7360007	7348130	7348975	7361717	7361867	1080	0,1,0	1,6,2	1,3,4	4,2,5	148	148	4.19522633606e-05	0.00125594588436	0.0,0.143,0.0	0.2,0.6,0.444	-0.367
980	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7351460	7351584	7348130	7348975	7361717	7361867	980	3,2,1	0,1,0	3,2,1	4,1,2	148	148	4.4979070566e-05	0.00132584460315	1.0,0.667,1.0	0.429,0.667,0.333	0.413
1753	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7359874	7360007	7348130	7348975	7361717	7361867	1753	0,1,0	3,8,2	1,3,4	5,5,3	148	148	5.08670661085e-05	0.00147668634339	0.0,0.111,0.0	0.167,0.375,0.571	-0.334
1366	"FBgn0033159"	"Dscam1"	chr2R	-	7355685	7355809	7356972	7357096	7348130	7348975	7361717	7361867	1366	2,3,0	0,1,1	0,1,1	2,2,5	148	148	5.49926858812e-05	0.0015494997963	1.0,0.75,0.0	0.0,0.333,0.167	0.417
954	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7358603	7358727	7348130	7348975	7361717	7361867	954	3,2,2	0,1,0	2,3,8	4,1,2	148	148	5.43684463428e-05	0.0015494997963	1.0,0.667,1.0	0.333,0.75,0.8	0.261
1957	"FBgn0033159"	"Dscam1"	chr2R	-	7358002	7358129	7359874	7360007	7348130	7348975	7361717	7361867	1957	0,1,0	2,4,2	1,3,4	6,3,4	148	148	5.58226412628e-05	0.00155008957478	0.0,0.2,0.0	0.143,0.5,0.5	-0.314
2121	"FBgn0003423"	"slgA"	chrX	+	21379587	21379709	21379972	21380094	21376119	21376666	21380650	21380737	2121	79,77,81	71,73,53	89,119,88	30,48,45	148	148	5.71386501002e-05	0.00156396647989	0.527,0.513,0.604	0.748,0.713,0.662	-0.16
2659	"FBgn0040271"	"Sulf1"	chr3R	-	16321962	16322169	16330919	16330956	16314364	16315246	16337844	16338543	2659	229,357,265	27,37,29	488,594,508	31,25,29	110	148	6.08609894982e-05	0.00161957855387	0.919,0.928,0.925	0.955,0.97,0.959	-0.037
949	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7360081	7360205	7348130	7348975	7361717	7361867	949	3,7,2	0,1,0	5,2,9	4,1,2	148	148	6.06204815612e-05	0.00161957855387	1.0,0.875,1.0	0.556,0.667,0.818	0.278
1450	"FBgn0033159"	"Dscam1"	chr2R	-	7349600	7349721	7350781	7350905	7348130	7348975	7361717	7361867	1450	0,1,0	1,0,2	4,1,2	1,1,0	148	148	6.93884400864e-05	0.00179872365866	0.0,1.0,0.0	0.8,0.5,1.0	-0.433
1453	"FBgn0033159"	"Dscam1"	chr2R	-	7349600	7349721	7359874	7360007	7348130	7348975	7361717	7361867	1453	0,1,0	1,0,2	1,3,4	1,1,0	148	148	6.94705379648e-05	0.00179872365866	0.0,1.0,0.0	0.5,0.75,1.0	-0.417
718	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7359874	7360007	7348130	7348975	7361717	7361867	718	0,1,0	2,3,1	1,3,4	2,3,6	148	148	9.34384250771e-05	0.0023870402993	0.0,0.25,0.0	0.333,0.5,0.4	-0.328
1311	"FBgn0033159"	"Dscam1"	chr2R	-	7354685	7354809	7355685	7355809	7348130	7348975	7361717	7361867	1311	0,1,1	6,5,3	2,2,5	3,2,4	148	148	9.49182535501e-05	0.00239293912897	0.0,0.167,0.25	0.4,0.5,0.556	-0.346
458	"FBgn0033159"	"Dscam1"	chr2R	-	7354881	7355005	7355685	7355809	7348130	7348975	7361717	7361867	458	0,1,1	8,3,3	2,2,5	1,6,1	148	148	9.97744551586e-05	0.00248269942966	0.0,0.25,0.25	0.667,0.25,0.833	-0.417
975	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7357182	7357306	7348130	7348975	7361717	7361867	975	5,2,2	0,1,0	4,3,2	4,1,2	148	148	0.000105013075117	0.00257955194775	1.0,0.667,1.0	0.5,0.75,0.5	0.306
682	"FBgn0033159"	"Dscam1"	chr2R	-	7353244	7353365	7355685	7355809	7348130	7348975	7361717	7361867	682	0,1,1	3,8,2	2,2,5	0,6,2	148	148	0.000106571968189	0.00258470748165	0.0,0.111,0.333	1.0,0.25,0.714	-0.507
947	"FBgn0033159"	"Dscam1"	chr2R	-	7359874	7360007	7360290	7360414	7348130	7348975	7361717	7361867	947	2,1,1	0,1,0	4,2,2	1,3,4	148	148	0.000109241576379	0.00261633575428	1.0,0.5,1.0	0.8,0.4,0.333	0.322
977	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7357788	7357915	7348130	7348975	7361717	7361867	977	2,3,6	0,1,0	5,1,5	4,1,2	148	148	0.000119456912809	0.00282567215978	1.0,0.75,1.0	0.556,0.5,0.714	0.327
946	"FBgn0033159"	"Dscam1"	chr2R	-	7359874	7360007	7360081	7360205	7348130	7348975	7361717	7361867	946	3,7,2	0,1,0	5,2,9	1,3,4	148	148	0.000124104082896	0.00289979783937	1.0,0.875,1.0	0.833,0.4,0.692	0.317
948	"FBgn0033159"	"Dscam1"	chr2R	-	7359874	7360007	7360525	7360649	7348130	7348975	7361717	7361867	948	6,6,16	0,1,0	7,6,10	1,3,4	148	148	0.000128675986465	0.00297039988032	1.0,0.857,1.0	0.875,0.667,0.714	0.2
2106	"FBgn0014020"	"Rho1"	chr2R	+	16103610	16103774	16105032	16105182	16102686	16102949	16105716	16105797	2106	1039,1458,1226	1877,2348,1773	1513,1777,1460	1742,2094,1673	148	148	0.000131755116893	0.0030052714758	0.356,0.383,0.409	0.465,0.459,0.466	-0.081
1716	"FBgn0033159"	"Dscam1"	chr2R	-	7356526	7356650	7356972	7357096	7348130	7348975	7361717	7361867	1716	2,3,0	0,0,3	0,1,1	3,5,1	148	148	0.000136233657258	0.00307086690949	1.0,1.0,0.0	0.0,0.167,0.5	0.444
1473	"FBgn0033159"	"Dscam1"	chr2R	-	7358603	7358727	7359874	7360007	7348130	7348975	7361717	7361867	1473	0,1,0	3,2,2	1,3,4	2,3,8	148	148	0.000149971108863	0.00332715652352	0.0,0.333,0.0	0.333,0.5,0.333	-0.278
210	"FBgn0266521"	"stai"	chr2L	+	6109772	6110224	6113029	6113113	6101693	6101798	6121773	6121943	210	2,0,0	5,1,2	5,3,4	2,3,4	148	148	0.000152685728745	0.00332715652352	0.286,0.0,0.0	0.714,0.5,0.5	-0.476
864	"FBgn0033159"	"Dscam1"	chr2R	-	7354276	7354400	7359874	7360007	7348130	7348975	7361717	7361867	864	0,1,0	2,3,1	1,3,4	2,3,8	148	148	0.000152813034483	0.00332715652352	0.0,0.25,0.0	0.333,0.5,0.333	-0.305
2262	"FBgn0011224"	"heph"	chr3R	-	31969755	31969785	31975447	31975965	31959034	31959127	31979522	31979619	2262	23,25,24	6,15,15	17,21,20	26,43,24	148	103	0.000161223971898	0.00347084415906	0.727,0.537,0.527	0.313,0.254,0.367	0.286
140	"FBgn0039959"	"CG17514"	chr3L	-	27987737	27988702	28012380	28012483	27967243	27974140	28012536	28012599	140	17,47,32	46,81,73	83,119,64	85,105,87	148	148	0.000163125643161	0.00347276369218	0.27,0.367,0.305	0.494,0.531,0.424	-0.169
1390	"FBgn0033159"	"Dscam1"	chr2R	-	7353565	7353692	7355685	7355809	7348130	7348975	7361717	7361867	1390	0,1,1	4,2,2	2,2,5	2,1,3	148	148	0.000173731656088	0.00357924573188	0.0,0.333,0.333	0.5,0.667,0.625	-0.375
2303	"FBgn0041210"	"HDAC4"	chrX	-	13271481	13271589	13276434	13276547	13270390	13270693	13282165	13282229	2303	82,81,55	0,1,0	73,103,92	8,7,1	148	148	0.000173394742326	0.00357924573188	1.0,0.988,1.0	0.901,0.936,0.989	0.054
2496	"FBgn0031190"	"CG12576"	chrX	-	22477178	22477483	22480511	22480898	22474850	22476452	22481914	22482027	2496	153,227,178	135,172,140	246,272,198	114,147,104	148	148	0.000172356306792	0.00357924573188	0.531,0.569,0.56	0.683,0.649,0.656	-0.109
961	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7360290	7360414	7348130	7348975	7361717	7361867	961	2,1,1	0,1,0	4,2,2	4,1,2	148	148	0.000177427915722	0.0036165094311	1.0,0.5,1.0	0.5,0.667,0.5	0.278
540	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7359874	7360007	7348130	7348975	7361717	7361867	540	0,1,0	1,0,5	1,3,4	1,1,2	148	148	0.000180536386932	0.00364113386697	0.0,1.0,0.0	0.5,0.75,0.667	-0.306
972	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7358002	7358129	7348130	7348975	7361717	7361867	972	2,4,2	0,1,0	6,3,4	4,1,2	148	148	0.000220235876228	0.00439554102972	1.0,0.8,1.0	0.6,0.75,0.667	0.261
2132	"FBgn0024728"	"Slip1"	chr4	+	664987	665305	665950	666932	663854	664340	668419	668574	2132	128,180,119	63,78,61	130,184,139	38,56,29	148	148	0.00024449748415	0.00482945546012	0.67,0.698,0.661	0.774,0.767,0.827	-0.113
985	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7355900	7356024	7348130	7348975	7361717	7361867	985	1,0,5	0,1,0	1,1,2	4,1,2	148	148	0.000255483028185	0.00499495389798	1.0,0.0,1.0	0.2,0.5,0.5	0.267
2229	"FBgn0262614"	"pyd"	chr3R	-	8832703	8832944	8833473	8833738	8832353	8832645	8833974	8834074	2229	0,0,0	63,72,67	7,7,2	104,104,101	148	148	0.000274650618218	0.00526230584506	0.0,0.0,0.0	0.063,0.063,0.019	-0.048
2456	"FBgn0052423"	"shep"	chr3L	-	5162455	5162610	5162966	5163149	5160685	5161601	5163344	5163703	2456	265,428,268	497,578,419	400,554,385	488,538,431	148	148	0.000273040160676	0.00526230584506	0.348,0.425,0.39	0.45,0.507,0.472	-0.089
