ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5216	"FBgn0030752"	"CG9947"	chrX	-	16439423	16439514	16437420	16439286	16439596	16439762	5216	16,10,11	534,652,507	44,45,41	412,456,390	165	74	3.33066907388e-16	1.24594778939e-13	0.013,0.007,0.01	0.046,0.042,0.045	-0.034
5361	"FBgn0003261"	"Rm62"	chr3R	-	6001832	6002753	6001557	6001736	6003672	6003911	5361	1096,1676,1306	1569,1849,1415	1998,2427,1977	1260,1399,1132	995	74	7.77156117238e-16	2.68357985406e-13	0.049,0.063,0.064	0.105,0.114,0.115	-0.053
4502	"FBgn0082582"	"tmod"	chr3R	+	30575431	30575948	30572924	30573072	30577178	30577558	4502	99,150,102	771,779,622	303,338,267	780,883,755	591	74	1.88737914186e-15	6.05174640558e-13	0.016,0.024,0.02	0.046,0.046,0.042	-0.025
4194	"FBgn0022764"	"Sin3A"	chr2R	-	12577453	12578285	12576567	12576993	12579128	12579356	4194	102,158,119	111,169,122	333,330,272	117,148,109	906	74	3.33066907388e-15	9.9675823151e-13	0.07,0.071,0.074	0.189,0.154,0.169	-0.099
3676	"FBgn0004395"	"unk"	chr3R	-	23155131	23155240	23154844	23154967	23155808	23156011	3676	5,12,9	76,96,65	32,35,28	43,50,45	183	74	7.21644966006e-15	2.02466515775e-12	0.026,0.048,0.053	0.231,0.221,0.201	-0.175
1337	"FBgn0034072"	"Dg"	chr2R	-	16086930	16087725	16085563	16085620	16088304	16088365	1337	184,296,193	125,153,105	354,530,428	92,109,90	869	74	1.02140518266e-14	2.6971105088e-12	0.111,0.141,0.135	0.247,0.293,0.288	-0.147
1959	"FBgn0261113"	"Xrp1"	chr3R	+	18920412	18921319	18919422	18919512	18925077	18925796	1959	11118,13712,9589	49,50,31	13675,16874,13942	136,184,119	981	74	1.90958360236e-14	4.76228932833e-12	0.945,0.954,0.959	0.884,0.874,0.898	0.067
2485	"FBgn0015286"	"Rala"	chrX	-	3707367	3707491	3704983	3706251	3708743	3708918	2485	1242,1531,1216	36,43,24	1128,1350,1123	78,105,84	198	74	2.70894418009e-14	6.40023706549e-12	0.928,0.93,0.95	0.844,0.828,0.833	0.101
5357	"FBgn0003261"	"Rm62"	chr3R	-	6002062	6002721	6001557	6001736	6003672	6003911	5357	1177,1706,1344	1569,1849,1415	2007,2404,1972	1260,1399,1132	733	74	3.21964677141e-14	7.22649717843e-12	0.07,0.085,0.087	0.139,0.148,0.15	-0.065
3036	"FBgn0085412"	"CG34383"	chr3R	+	13752243	13755606	13749365	13750446	13756375	13756662	3036	2,2,6	0,0,0	8,16,4	5,3,3	3437	74	3.78586051397e-14	7.72487629419e-12	1.0,1.0,1.0	0.033,0.103,0.028	0.945
5360	"FBgn0003261"	"Rm62"	chr3R	-	6002062	6003098	6001557	6001736	6003672	6003911	5360	2040,3028,2351	1569,1849,1415	3528,4161,3392	1260,1399,1132	1110	74	3.74145159299e-14	7.72487629419e-12	0.08,0.098,0.1	0.157,0.165,0.167	-0.07
4196	"FBgn0022764"	"Sin3A"	chr2R	-	12577453	12578551	12576567	12576993	12579128	12579356	4196	160,226,191	111,169,122	479,473,365	117,148,109	1172	74	6.75015598972e-14	1.31745435817e-11	0.083,0.078,0.09	0.205,0.168,0.175	-0.099
217	"FBgn0000064"	"Ald"	chr3R	-	26256473	26256623	26255965	26256307	26256932	26257132	217	22,13,21	46,77,47	84,114,77	75,60,47	224	74	8.16013923099e-14	1.526286042e-11	0.136,0.053,0.129	0.27,0.386,0.351	-0.23
5344	"FBgn0261722"	"fwe"	chr3L	-	15811219	15812897	15810080	15810848	15813245	15813353	5344	101,168,130	114,120,126	274,309,258	114,105,85	1752	74	4.32986979604e-13	7.77471420577e-11	0.036,0.056,0.042	0.092,0.111,0.114	-0.061
3499	"FBgn0015218"	"eIF-4E"	chr3L	-	9401039	9401606	9400582	9400953	9402279	9402460	3499	3666,5071,3707	120,177,132	4353,4820,3854	338,323,261	641	74	8.88844553515e-13	1.53462430797e-10	0.779,0.768,0.764	0.598,0.633,0.63	0.15
2201	"FBgn0003360"	"sesB"	chrX	-	10782776	10782889	10782379	10782680	10786805	10786907	2201	16,22,16	1592,1837,1488	94,82,81	1534,1761,1407	187	74	2.14894768646e-12	3.57282450538e-10	0.004,0.005,0.004	0.024,0.018,0.022	-0.017
3500	"FBgn0015218"	"eIF-4E"	chr3L	-	9401039	9401367	9400582	9400953	9402279	9402460	3500	3193,4473,3251	120,177,132	3881,4223,3494	338,323,261	402	74	2.90989454754e-12	4.66518450854e-10	0.83,0.823,0.819	0.679,0.706,0.711	0.125
1998	"FBgn0027950"	"MBD-like"	chr3R	+	9560271	9560613	9559759	9560031	9560922	9561533	1998	10,14,9	122,122,93	31,45,49	107,110,90	416	74	6.68076705068e-12	1.03413666519e-09	0.014,0.02,0.017	0.049,0.068,0.088	-0.051
1997	"FBgn0027950"	"MBD-like"	chr3R	+	9560274	9560613	9559759	9560031	9560922	9561533	1997	9,16,9	122,122,93	33,43,48	107,110,90	413	74	1.83277837351e-11	2.6957647906e-09	0.013,0.023,0.017	0.052,0.065,0.087	-0.05
689	"FBgn0267795"	"CG32138"	chr3L	+	14069085	14069396	14068807	14068927	14069891	14070369	689	463,513,376	172,222,135	229,261,219	195,202,184	385	74	1.86163306992e-11	2.6957647906e-09	0.341,0.308,0.349	0.184,0.199,0.186	0.143
3052	"FBgn0003654"	"sw"	chrX	-	20235803	20235950	20235508	20235746	20236082	20236198	3052	51,43,45	99,123,100	27,25,35	206,210,214	221	74	2.45535813903e-11	3.44440708941e-09	0.147,0.105,0.131	0.042,0.038,0.052	0.084
1085	"FBgn0037643"	"skap"	chr3R	+	8941313	8941316	8940921	8941189	8941407	8941832	1085	44,53,32	524,515,475	95,94,81	397,436,445	77	74	2.67863509151e-11	3.64375543206e-09	0.075,0.09,0.061	0.187,0.172,0.149	-0.094
3444	"FBgn0000173"	"ben"	chrX	+	13996615	13996728	13996344	13996523	13998094	13999805	3444	20,13,10	404,577,447	59,47,42	504,561,412	187	74	3.35591554546e-11	4.43079555399e-09	0.019,0.009,0.009	0.044,0.032,0.039	-0.026
2200	"FBgn0003360"	"sesB"	chrX	-	10782776	10782889	10782379	10782680	10784350	10784458	2200	15,19,11	135,167,119	79,72,63	204,237,178	187	74	4.01547683992e-11	5.15013586697e-09	0.042,0.043,0.035	0.133,0.107,0.123	-0.081
2870	"FBgn0262614"	"pyd"	chr3R	-	8828834	8831005	8827067	8828318	8832141	8832274	2870	1055,1420,1088	7,10,6	965,1122,943	34,31,21	2245	74	1.69650959947e-10	2.11545322001e-08	0.832,0.824,0.857	0.483,0.544,0.597	0.296
1013	"FBgn0005672"	"spi"	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1013	1894,2922,2206	61,107,95	2461,2869,2341	167,216,189	270	74	4.28260094054e-10	5.19583665462e-08	0.895,0.882,0.864	0.802,0.784,0.772	0.094
135	"FBgn0032456"	"MRP"	chr2L	+	12728577	12728798	12726745	12727116	12737958	12738176	135	11,14,8	50,34,44	37,44,30	27,32,37	295	74	5.28450505577e-10	6.24266926193e-08	0.052,0.094,0.044	0.256,0.256,0.169	-0.164
1690	"FBgn0003495"	"spz"	chr3R	-	27067357	27067495	27067121	27067199	27069143	27070070	1690	490,753,612	290,409,330	576,661,506	168,178,165	212	74	6.55132170735e-10	7.54073926777e-08	0.371,0.391,0.393	0.545,0.565,0.517	-0.157
2849	"FBgn0263251"	"vnc"	chr3L	+	9972921	9973001	9972311	9972397	9973093	9974023	2849	76,75,83	197,258,183	51,49,37	275,345,275	154	74	7.35125182949e-10	8.24994236565e-08	0.156,0.123,0.179	0.082,0.064,0.061	0.084
310	"FBgn0266756"	"btsz"	chr3R	-	14814248	14821283	14808626	14808811	14823862	14823986	310	85,51,60	0,0,0	119,126,140	1,3,3	7109	74	8.6750551187e-10	9.49812742143e-08	1.0,1.0,1.0	0.553,0.304,0.327	0.605
3920	"FBgn0033844"	"bbc"	chr2R	-	13489741	13489873	13487973	13488132	13491434	13491593	3920	104,156,120	144,148,82	173,181,171	70,71,53	206	74	1.851413578e-09	1.97880846468e-07	0.206,0.275,0.345	0.47,0.478,0.537	-0.22
3054	"FBgn0003654"	"sw"	chrX	-	20235807	20235950	20235508	20235746	20236082	20236198	3054	55,53,54	99,123,100	42,31,49	206,210,214	217	74	1.97600602547e-09	2.06285838333e-07	0.159,0.128,0.156	0.065,0.048,0.072	0.086
3386	"FBgn0033897"	"Rcd1"	chr2R	-	14150035	14150095	14149887	14149953	14150225	14150454	3386	1,0,2	32,31,9	9,5,8	5,10,9	134	74	2.44151687756e-09	2.49090210531e-07	0.017,0.0,0.109	0.499,0.216,0.329	-0.306
3481	"FBgn0011661"	"Moe"	chrX	-	8891561	8891623	8880291	8880400	8898183	8898332	3481	2253,3222,2308	186,279,232	1984,2485,2017	325,387,312	136	74	4.64795790744e-09	4.63659623256e-07	0.868,0.863,0.844	0.769,0.777,0.779	0.083
3720	"FBgn0032005"	"Snx6"	chr2L	-	8218853	8218871	8218569	8218679	8219115	8219298	3720	42,66,45	185,226,184	19,25,17	210,262,182	92	74	5.63607926996e-09	5.50007822671e-07	0.154,0.19,0.164	0.068,0.071,0.07	0.1
343	"FBgn0262617"	"CG43143"	chr3R	+	10299001	10299058	10298448	10298591	10299633	10299752	343	1,0,1	41,31,21	7,11,7	23,24,23	131	74	6.35588570663e-09	6.07054700789e-07	0.014,0.0,0.026	0.147,0.206,0.147	-0.153
5345	"FBgn0261722"	"fwe"	chr3L	-	15811219	15812241	15810080	15810848	15813245	15813353	5345	52,81,69	114,120,126	128,127,127	114,105,85	1096	74	8.62674909285e-09	8.06780764121e-07	0.03,0.044,0.036	0.07,0.075,0.092	-0.042
5177	"FBgn0261451"	"trol"	chrX	-	2497317	2497488	2494403	2494637	2501626	2501737	5177	0,0,0	1,1,1	8,7,6	2,1,1	245	74	9.02074304143e-09	8.26410520673e-07	0.0,0.0,0.0	0.547,0.679,0.644	-0.623
1218	"FBgn0035049"	"Mmp1"	chr2R	-	24672550	24673316	24671293	24672306	24674972	24675141	1218	157,184,165	121,116,110	274,266,221	109,79,64	840	74	1.26155412783e-08	1.13262329597e-06	0.103,0.123,0.117	0.181,0.229,0.233	-0.1
372	"FBgn0000636"	"Fas3"	chr2L	+	18391051	18391364	18387286	18387317	18392244	18393441	372	0,3,3	6,1,3	6,10,7	1,0,0	387	74	1.68341878215e-08	1.45324363713e-06	0.0,0.365,0.161	0.534,1.0,1.0	-0.669
4498	"FBgn0082582"	"tmod"	chr3R	+	30576597	30576818	30572924	30573072	30577178	30577558	4498	30,57,19	771,779,622	84,92,82	780,883,755	295	74	1.65111795347e-08	1.45324363713e-06	0.01,0.018,0.008	0.026,0.025,0.027	-0.014
1688	"FBgn0003495"	"spz"	chr3R	-	27067121	27067199	27066607	27066884	27069143	27070070	1688	402,573,454	201,259,182	244,250,225	52,64,43	152	74	1.73266024861e-08	1.46753053887e-06	0.493,0.519,0.548	0.696,0.655,0.718	-0.17
3961	"FBgn0004509"	"Fur1"	chr3R	-	25354947	25356078	25354148	25354315	25356223	25356342	3961	41,63,55	29,52,36	16,21,18	41,47,41	1205	74	2.59879666675e-08	2.1603700439e-06	0.08,0.069,0.086	0.023,0.027,0.026	0.053
128	"FBgn0032456"	"MRP"	chr2L	+	12729184	12729405	12726745	12727116	12737958	12738176	128	10,23,11	50,34,44	38,47,35	27,32,37	295	74	2.91490206417e-08	2.29858812575e-06	0.048,0.145,0.059	0.261,0.269,0.192	-0.157
3415	"FBgn0028577"	"pUf68"	chr3L	-	1499771	1499879	1499042	1499337	1501798	1501892	3415	17,12,20	101,136,97	37,53,41	110,107,89	182	74	2.90874997422e-08	2.29858812575e-06	0.064,0.035,0.077	0.12,0.168,0.158	-0.09
5097	"FBgn0041111"	"lilli"	chr2L	+	2945029	2945792	2889673	2890916	2946708	2947435	5097	25,73,20	28,28,19	70,99,87	10,21,14	837	74	2.91867950919e-08	2.29858812575e-06	0.073,0.187,0.085	0.382,0.294,0.355	-0.229
136	"FBgn0032456"	"MRP"	chr2L	+	12736592	12736813	12726745	12727116	12737958	12738176	136	35,38,47	50,34,44	65,120,91	27,32,37	295	74	3.08301740803e-08	2.38614916287e-06	0.149,0.219,0.211	0.377,0.485,0.382	-0.222
1689	"FBgn0003495"	"spz"	chr3R	-	27067357	27067495	27066607	27066665	27069143	27070070	1689	356,525,457	593,754,620	413,493,355	354,383,339	212	74	3.29379651332e-08	2.5060767031e-06	0.173,0.196,0.205	0.289,0.31,0.268	-0.098
1777	"FBgn0038143"	"CG9813"	chr3R	-	13377889	13378318	13377532	13377661	13378401	13378784	1777	2,2,2	0,0,0	2,2,0	1,1,2	503	74	3.73983248814e-08	2.79801800654e-06	1.0,1.0,1.0	0.227,0.227,0.0	0.849
3068	"FBgn0085443"	"spri"	chrX	-	10522802	10523561	10519347	10519777	10544385	10544592	3068	597,723,476	0,0,1	527,644,517	5,9,7	833	74	5.84201178544e-08	4.29914604997e-06	1.0,1.0,0.977	0.904,0.864,0.868	0.114
1776	"FBgn0038143"	"CG9813"	chr3R	-	13377889	13378285	13377532	13377661	13378401	13378784	1776	2,2,2	0,0,0	2,2,0	1,1,2	470	74	5.99138662016e-08	4.33795718353e-06	1.0,1.0,1.0	0.239,0.239,0.0	0.841
1243	"FBgn0020621"	"Pkn"	chr2R	-	9272299	9272707	9271984	9272174	9274648	9275030	1243	2,4,1	0,0,0	9,19,16	12,5,8	482	74	6.31180682165e-08	4.44635872721e-06	1.0,1.0,1.0	0.103,0.368,0.235	0.765
131	"FBgn0032456"	"MRP"	chr2L	+	12736035	12736256	12726745	12727116	12737958	12738176	131	22,53,26	50,34,44	89,95,81	27,32,37	295	74	6.33920602677e-08	4.44635872721e-06	0.099,0.281,0.129	0.453,0.427,0.354	-0.242
1931	"FBgn0051158"	"Efa6"	chr3R	+	22602195	22602435	22600544	22601666	22602844	22603923	1931	13,9,6	92,83,92	20,32,25	68,81,58	314	74	7.90458127842e-08	5.45902543982e-06	0.032,0.025,0.015	0.065,0.085,0.092	-0.057
4166	"FBgn0034051"	"Mlf"	chr2R	-	15937020	15937326	15935892	15936580	15937678	15937879	4166	429,595,456	69,69,50	615,693,569	32,38,34	380	74	8.0779798628e-08	5.49425024305e-06	0.548,0.627,0.64	0.789,0.78,0.765	-0.173
2080	"FBgn0037702"	"CG8176"	chr3R	+	9523535	9523796	9522294	9522891	9524201	9524307	2080	106,181,122	132,192,118	238,283,229	137,168,118	335	74	8.7786065861e-08	5.88166641269e-06	0.151,0.172,0.186	0.277,0.271,0.3	-0.113
3070	"FBgn0085443"	"spri"	chrX	-	10522802	10523564	10519347	10519777	10544385	10544504	3070	621,765,496	0,0,1	568,696,560	5,9,7	836	74	9.53050942609e-08	6.29153776672e-06	1.0,1.0,0.978	0.91,0.873,0.876	0.106
2848	"FBgn0263251"	"vnc"	chr3L	+	9972880	9973001	9972311	9972397	9973093	9974023	2848	160,165,155	197,258,183	115,139,107	275,345,275	195	74	1.22642480171e-07	7.97887092011e-06	0.236,0.195,0.243	0.137,0.133,0.129	0.092
5230	"FBgn0261552"	"ps"	chr3R	+	9419806	9420047	9417939	9418000	9432028	9432839	5230	144,330,192	2,5,2	219,324,307	13,31,14	315	74	1.43296399191e-07	9.18939337098e-06	0.944,0.939,0.958	0.798,0.711,0.837	0.165
1124	"FBgn0037443"	"Dmtn"	chr3R	-	6392879	6392959	6391304	6391988	6393731	6393911	1124	138,152,92	6,4,1	97,117,99	9,19,17	154	74	1.58882893286e-07	1.00454268727e-05	0.917,0.948,0.978	0.838,0.747,0.737	0.174
284	"FBgn0014141"	"cher"	chr3R	-	17109707	17109722	17108747	17108839	17110213	17110549	284	0,0,0	117,178,106	8,12,8	136,142,134	89	74	1.65411397246e-07	1.03129411422e-05	0.0,0.0,0.0	0.047,0.066,0.047	-0.053
4874	"FBgn0027932"	"Akap200"	chr2L	+	8428319	8429462	8427614	8428067	8430280	8430977	4874	7443,9599,7429	1014,1327,1002	7573,8438,7052	1637,1770,1503	1217	74	1.78807844642e-07	1.09954577342e-05	0.309,0.305,0.311	0.22,0.225,0.222	0.086
5435	"FBgn0038427"	"ema"	chr3R	-	16437792	16437999	16436879	16437338	16438064	16438650	5435	486,547,413	34,28,29	324,408,262	47,50,46	281	74	2.38371471228e-07	1.44601288425e-05	0.79,0.837,0.789	0.645,0.682,0.6	0.163
2931	"FBgn0034500"	"CG11200"	chr2R	-	20308146	20308499	20306414	20306636	20308560	20308671	2931	77,102,69	32,66,40	51,65,61	71,74,88	427	74	2.49079868397e-07	1.49082603898e-05	0.294,0.211,0.23	0.111,0.132,0.107	0.128
783	"FBgn0030052"	"CG12065"	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	783	4,10,2	340,425,360	22,17,22	333,351,301	155	74	2.81490381338e-07	1.6626451603e-05	0.006,0.011,0.003	0.031,0.023,0.034	-0.023
1423	"FBgn0039560"	"CG5514"	chr3R	+	27942434	27942483	27939706	27942133	27942587	27942778	1423	4,1,5	52,31,34	17,15,13	28,41,31	123	74	3.26968296771e-07	1.90618270676e-05	0.044,0.019,0.081	0.268,0.18,0.201	-0.168
5237	"FBgn0261552"	"ps"	chr3R	+	9419782	9420047	9417939	9418000	9432028	9432839	5237	163,390,224	2,5,2	281,407,376	13,31,14	339	74	3.36890883745e-07	1.93885022709e-05	0.947,0.945,0.961	0.825,0.741,0.854	0.144
5018	"FBgn0016917"	"Stat92E"	chr3R	-	20538452	20538715	20537193	20537463	20539220	20539356	5018	170,247,192	549,769,606	96,112,78	505,623,475	337	74	3.84198188152e-07	2.18312109698e-05	0.064,0.066,0.065	0.04,0.038,0.035	0.027
1992	"FBgn0264693"	"ens"	chr3L	-	4130388	4130643	4129650	4129791	4131120	4131236	1992	16,31,10	155,159,129	29,54,43	126,125,134	329	74	4.39610269409e-07	2.46676312422e-05	0.023,0.042,0.017	0.049,0.089,0.067	-0.041
500	"FBgn0025726"	"unc-13"	chr4	-	881842	881949	876869	877194	882960	883081	500	43,85,60	26,57,30	101,118,107	24,28,23	181	74	4.5970670437e-07	2.54768320484e-05	0.403,0.379,0.45	0.632,0.633,0.655	-0.229
3315	"FBgn0033212"	"CG1399"	chr2R	-	7677997	7678404	7676539	7677734	7678569	7678626	3315	1813,2318,1780	10,13,10	1878,2209,1674	29,34,27	481	74	4.66317077064e-07	2.55280165724e-05	0.965,0.965,0.965	0.909,0.909,0.905	0.057
882	"FBgn0036663"	"CG9674"	chr3L	-	16794836	16794839	16794498	16794665	16795250	16796337	882	0,0,0	40,42,23	2,10,8	46,60,37	77	74	4.76028626073e-07	2.57456928005e-05	0.0,0.0,0.0	0.04,0.138,0.172	-0.117
617	"FBgn0051145"	"CG31145"	chr3R	-	23631485	23632186	23626596	23627460	23635277	23635321	617	90,95,76	179,215,130	115,156,80	108,137,107	775	74	5.11127008607e-07	2.73148707338e-05	0.046,0.04,0.053	0.092,0.098,0.067	-0.039
2180	"FBgn0032938"	"CG8671"	chr2L	+	21279883	21280447	21277277	21278429	21281131	21281337	2180	52,57,38	53,100,56	100,73,89	47,67,41	638	74	5.39362597141e-07	2.84846905714e-05	0.102,0.062,0.073	0.198,0.112,0.201	-0.091
317	"FBgn0035060"	"Eps-15"	chr2R	-	24772940	24773003	24772597	24772795	24773211	24773301	317	176,221,154	18,16,6	170,172,124	40,29,26	137	74	5.49176591536e-07	2.86657409233e-05	0.841,0.882,0.933	0.697,0.762,0.72	0.159
253	"FBgn0020279"	"lig"	chr2R	+	8073366	8073471	8073126	8073234	8073599	8073700	253	1248,1527,1116	1,9,3	1201,1427,1103	19,19,15	179	74	5.73525096748e-07	2.95925765437e-05	0.998,0.986,0.994	0.963,0.969,0.968	0.026
4922	"FBgn0000546"	"EcR"	chr2R	-	6122881	6123847	6094556	6095071	6131065	6131841	4922	224,326,181	1,1,0	247,261,219	6,8,4	1040	74	6.42451746247e-07	3.27723396466e-05	0.941,0.959,1.0	0.745,0.699,0.796	0.22
823	"FBgn0015803"	"RtGEF"	chr2L	+	20361968	20362826	20360563	20360812	20364296	20365254	823	45,72,58	64,76,43	24,35,24	81,70,62	932	74	7.26906244419e-07	3.66638441708e-05	0.053,0.07,0.097	0.023,0.038,0.03	0.043
5154	"FBgn0261451"	"trol"	chrX	-	2495611	2495728	2495040	2495238	2501626	2501737	5154	0,1,0	2,1,2	2,1,2	1,0,0	191	74	8.02860290583e-07	4.00448871603e-05	0.0,0.279,0.0	0.437,1.0,1.0	-0.719
2060	"FBgn0051523"	"CG31523"	chr3R	-	4472840	4473188	4468463	4468599	4478632	4479106	2060	45,59,33	29,30,22	27,36,35	47,65,47	422	74	8.99419459466e-07	4.43680654235e-05	0.214,0.256,0.208	0.092,0.089,0.116	0.127
3825	"FBgn0267791"	"bl"	chr2R	+	20589616	20589667	20587550	20587744	20595556	20595663	3825	28,65,33	235,295,273	29,35,12	350,429,338	125	74	1.08407997901e-06	5.28960328889e-05	0.066,0.115,0.067	0.047,0.046,0.021	0.045
785	"FBgn0263750"	"CG43675"	chr3R	+	9355972	9356325	9355494	9355703	9356423	9357681	785	26,16,18	0,0,1	37,40,29	5,7,5	427	74	1.20481801658e-06	5.81551406067e-05	1.0,1.0,0.757	0.562,0.498,0.501	0.399
5027	"FBgn0016917"	"Stat92E"	chr3R	-	20541679	20542092	20540522	20541553	20550720	20551107	5027	648,905,623	325,434,264	865,1082,737	231,287,254	487	74	1.21792883712e-06	5.81625803174e-05	0.233,0.241,0.264	0.363,0.364,0.306	-0.098
4195	"FBgn0022764"	"Sin3A"	chr2R	-	12577453	12577709	12576567	12576993	12579128	12579356	4195	5,9,11	111,169,122	19,34,20	117,148,109	330	74	1.31614127519e-06	6.21911387824e-05	0.01,0.012,0.02	0.035,0.049,0.04	-0.027
2153	"FBgn0053113"	"Rtnl1"	chr2L	-	5004171	5004207	4994786	4994994	5008180	5009720	2153	172,162,140	151,185,152	89,93,75	178,171,142	110	74	1.4197864372e-06	6.63898053812e-05	0.434,0.371,0.383	0.252,0.268,0.262	0.135
5275	"FBgn0265784"	"CrebB"	chrX	+	18375248	18375386	18373286	18373455	18375842	18376817	5275	164,220,180	89,95,89	124,138,127	144,114,101	212	74	1.47047464494e-06	6.80511410426e-05	0.391,0.447,0.414	0.231,0.297,0.305	0.14
800	"FBgn0261041"	"stj"	chr2R	+	13811197	13811254	13810752	13810836	13813799	13813880	800	24,40,34	85,117,73	65,87,62	97,94,81	131	74	1.97692835835e-06	9.05554224554e-05	0.138,0.162,0.208	0.275,0.343,0.302	-0.137
2945	"FBgn0032077"	"CG9515"	chr2L	-	8942508	8942655	8942109	8942452	8942826	8943071	2945	284,363,311	5,13,3	254,311,228	16,21,19	221	74	2.5526689873e-06	0.000115746778626	0.95,0.903,0.972	0.842,0.832,0.801	0.117
1044	"FBgn0010328"	"woc"	chr3R	-	27262115	27262160	27260090	27261943	27262226	27262487	1044	128,139,111	97,103,77	82,77,66	90,144,108	119	74	3.49913548447e-06	0.000157076191898	0.451,0.456,0.473	0.362,0.25,0.275	0.164
958	"FBgn0010309"	"pigeon"	chr2L	+	19189181	19189328	19188875	19189100	19189445	19189938	958	0,3,5	30,36,27	8,15,14	23,35,28	221	74	4.22454609017e-06	0.000187762251473	0.0,0.027,0.058	0.104,0.125,0.143	-0.096
3864	"FBgn0039467"	"CG14253"	chr3R	+	26981513	26981751	26980517	26980702	26983962	26984217	3864	674,990,737	3,6,6	877,1049,811	17,25,15	312	74	4.37576282453e-06	0.000192576463915	0.982,0.975,0.967	0.924,0.909,0.928	0.054
4131	"FBgn0036144"	"GlcAT-P"	chr3L	-	11182154	11182643	11179529	11179716	11183633	11184208	4131	168,199,174	55,74,53	153,217,165	28,28,27	563	74	4.52841290199e-06	0.000197359665214	0.286,0.261,0.301	0.418,0.505,0.445	-0.173
5085	"FBgn0033463"	"CG1513"	chr2R	-	9884084	9884206	9883896	9884002	9884621	9884708	5085	648,849,638	9,11,10	785,791,656	26,31,26	196	74	4.64396558475e-06	0.000200449629903	0.965,0.967,0.96	0.919,0.906,0.905	0.054
4717	"FBgn0004167"	"kst"	chr3L	+	3366443	3367010	3366199	3366310	3367514	3368133	4717	3567,4890,3842	6,14,15	2853,3062,2401	22,25,17	641	74	5.21387892594e-06	0.000222905738081	0.986,0.976,0.967	0.937,0.934,0.942	0.039
