ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
3673	FBgn0004395	unk	chr3R	-	23155439	23155549	23154844	23154967	23155808	23156011	3673	13,10,1	76,96,65	30,39,31	43,50,45	184	74	1.11022302463e-16	4.53071923415e-14	0.064,0.04,0.006	0.219,0.239,0.217	-0.188	0.064	0.04	0.006	0.219	0.239	0.217	chr3R:-:23154844-23154967:23155439-23155549:23155808-23156011	89,106,66	73,89,76	pass
5216	FBgn0030752	CG9947	chrX	-	16439423	16439514	16437420	16439286	16439596	16439762	5216	16,10,11	534,652,507	44,45,41	412,456,390	165	74	3.33066907388e-16	1.24594778939e-13	0.013,0.007,0.01	0.046,0.042,0.045	-0.034	0.013	0.007	0.01	0.046	0.042	0.045	chrX:-:16437420-16439286:16439423-16439514:16439596-16439762	550,662,518	456,501,431	pass
5361	FBgn0003261	Rm62	chr3R	-	6001832	6002753	6001557	6001736	6003672	6003911	5361	1096,1676,1306	1569,1849,1415	1998,2427,1977	1260,1399,1132	995	74	7.77156117238e-16	2.68357985406e-13	0.049,0.063,0.064	0.105,0.114,0.115	-0.053	0.049	0.063	0.064	0.105	0.114	0.115	chr3R:-:6001557-6001736:6001832-6002753:6003672-6003911	2665,3525,2721	3258,3826,3109	pass
4502	FBgn0082582	tmod	chr3R	+	30575431	30575948	30572924	30573072	30577178	30577558	4502	99,150,102	771,779,622	303,338,267	780,883,755	591	74	1.88737914186e-15	6.05174640558e-13	0.016,0.024,0.02	0.046,0.046,0.042	-0.025	0.016	0.024	0.02	0.046	0.046	0.042	chr3R:+:30572924-30573072:30575431-30575948:30577178-30577558	870,929,724	1083,1221,1022	pass
4194	FBgn0022764	Sin3A	chr2R	-	12577453	12578285	12576567	12576993	12579128	12579356	4194	102,158,119	111,169,122	333,330,272	117,148,109	906	74	3.33066907388e-15	9.9675823151e-13	0.07,0.071,0.074	0.189,0.154,0.169	-0.099	0.07	0.071	0.074	0.189	0.154	0.169	chr2R:-:12576567-12576993:12577453-12578285:12579128-12579356	213,327,241	450,478,381	pass
3676	FBgn0004395	unk	chr3R	-	23155131	23155240	23154844	23154967	23155808	23156011	3676	5,12,9	76,96,65	32,35,28	43,50,45	183	74	7.21644966006e-15	2.02466515775e-12	0.026,0.048,0.053	0.231,0.221,0.201	-0.175	0.026	0.048	0.053	0.231	0.221	0.201	chr3R:-:23154844-23154967:23155131-23155240:23155808-23156011	81,108,74	75,85,73	pass
1337	FBgn0034072	Dg	chr2R	-	16086930	16087725	16085563	16085620	16088304	16088365	1337	184,296,193	125,153,105	354,530,428	92,109,90	869	74	1.02140518266e-14	2.6971105088e-12	0.111,0.141,0.135	0.247,0.293,0.288	-0.147	0.111	0.141	0.135	0.247	0.293	0.288	chr2R:-:16085563-16085620:16086930-16087725:16088304-16088365	309,449,298	446,639,518	pass
1959	FBgn0261113	Xrp1	chr3R	+	18920412	18921319	18919422	18919512	18925077	18925796	1959	11118,13712,9589	49,50,31	13675,16874,13942	136,184,119	981	74	1.90958360236e-14	4.76228932833e-12	0.945,0.954,0.959	0.884,0.874,0.898	0.067	0.945	0.954	0.959	0.884	0.874	0.898	chr3R:+:18919422-18919512:18920412-18921319:18925077-18925796	11167,13762,9620	13811,17058,14061	pass
2485	FBgn0015286	Rala	chrX	-	3707367	3707491	3704983	3706251	3708743	3708918	2485	1242,1531,1216	36,43,24	1128,1350,1123	78,105,84	198	74	2.70894418009e-14	6.40023706549e-12	0.928,0.93,0.95	0.844,0.828,0.833	0.101	0.928	0.93	0.95	0.844	0.828	0.833	chrX:-:3704983-3706251:3707367-3707491:3708743-3708918	1278,1574,1240	1206,1455,1207	pass
5357	FBgn0003261	Rm62	chr3R	-	6002062	6002721	6001557	6001736	6003672	6003911	5357	1177,1706,1344	1569,1849,1415	2007,2404,1972	1260,1399,1132	733	74	3.21964677141e-14	7.22649717843e-12	0.07,0.085,0.087	0.139,0.148,0.15	-0.065	0.07	0.085	0.087	0.139	0.148	0.15	chr3R:-:6001557-6001736:6002062-6002721:6003672-6003911	2746,3555,2759	3267,3803,3104	pass
3036	FBgn0085412	CG34383	chr3R	+	13752243	13755606	13749365	13750446	13756375	13756662	3036	2,2,6	0,0,0	8,16,4	5,3,3	3437	74	3.78586051397e-14	7.72487629419e-12	1.0,1.0,1.0	0.033,0.103,0.028	0.945	1.0	1.0	1.0	0.033	0.103	0.028	chr3R:+:13749365-13750446:13752243-13755606:13756375-13756662	2,2,6	13,19,7	fail
5360	FBgn0003261	Rm62	chr3R	-	6002062	6003098	6001557	6001736	6003672	6003911	5360	2040,3028,2351	1569,1849,1415	3528,4161,3392	1260,1399,1132	1110	74	3.74145159299e-14	7.72487629419e-12	0.08,0.098,0.1	0.157,0.165,0.167	-0.07	0.08	0.098	0.1	0.157	0.165	0.167	chr3R:-:6001557-6001736:6002062-6003098:6003672-6003911	3609,4877,3766	4788,5560,4524	pass
4196	FBgn0022764	Sin3A	chr2R	-	12577453	12578551	12576567	12576993	12579128	12579356	4196	160,226,191	111,169,122	479,473,365	117,148,109	1172	74	6.75015598972e-14	1.31745435817e-11	0.083,0.078,0.09	0.205,0.168,0.175	-0.099	0.083	0.078	0.09	0.205	0.168	0.175	chr2R:-:12576567-12576993:12577453-12578551:12579128-12579356	271,395,313	596,621,474	pass
217	FBgn0000064	Ald	chr3R	-	26256473	26256623	26255965	26256307	26256932	26257132	217	22,13,21	46,77,47	84,114,77	75,60,47	224	74	8.16013923099e-14	1.526286042e-11	0.136,0.053,0.129	0.27,0.386,0.351	-0.23	0.136	0.053	0.129	0.27	0.386	0.351	chr3R:-:26255965-26256307:26256473-26256623:26256932-26257132	68,90,68	159,174,124	pass
5344	FBgn0261722	fwe	chr3L	-	15811219	15812897	15810080	15810848	15813245	15813353	5344	101,168,130	114,120,126	274,309,258	114,105,85	1752	74	4.32986979604e-13	7.77471420577e-11	0.036,0.056,0.042	0.092,0.111,0.114	-0.061	0.036	0.056	0.042	0.092	0.111	0.114	chr3L:-:15810080-15810848:15811219-15812897:15813245-15813353	215,288,256	388,414,343	pass
3499	FBgn0015218	eIF-4E	chr3L	-	9401039	9401606	9400582	9400953	9402279	9402460	3499	3666,5071,3707	120,177,132	4353,4820,3854	338,323,261	641	74	8.88844553515e-13	1.53462430797e-10	0.779,0.768,0.764	0.598,0.633,0.63	0.15	0.779	0.768	0.764	0.598	0.633	0.63	chr3L:-:9400582-9400953:9401039-9401606:9402279-9402460	3786,5248,3839	4691,5143,4115	pass
2201	FBgn0003360	sesB	chrX	-	10782776	10782889	10782379	10782680	10786805	10786907	2201	16,22,16	1592,1837,1488	94,82,81	1534,1761,1407	187	74	2.14894768646e-12	3.57282450538e-10	0.004,0.005,0.004	0.024,0.018,0.022	-0.017	0.004	0.005	0.004	0.024	0.018	0.022	chrX:-:10782379-10782680:10782776-10782889:10786805-10786907	1608,1859,1504	1628,1843,1488	pass
3500	FBgn0015218	eIF-4E	chr3L	-	9401039	9401367	9400582	9400953	9402279	9402460	3500	3193,4473,3251	120,177,132	3881,4223,3494	338,323,261	402	74	2.90989454754e-12	4.66518450854e-10	0.83,0.823,0.819	0.679,0.706,0.711	0.125	0.83	0.823	0.819	0.679	0.706	0.711	chr3L:-:9400582-9400953:9401039-9401367:9402279-9402460	3313,4650,3383	4219,4546,3755	pass
1998	FBgn0027950	MBD-like	chr3R	+	9560271	9560613	9559759	9560031	9560922	9561533	1998	10,14,9	122,122,93	31,45,49	107,110,90	416	74	6.68076705068e-12	1.03413666519e-09	0.014,0.02,0.017	0.049,0.068,0.088	-0.051	0.014	0.02	0.017	0.049	0.068	0.088	chr3R:+:9559759-9560031:9560271-9560613:9560922-9561533	132,136,102	138,155,139	pass
1997	FBgn0027950	MBD-like	chr3R	+	9560274	9560613	9559759	9560031	9560922	9561533	1997	9,16,9	122,122,93	33,43,48	107,110,90	413	74	1.83277837351e-11	2.6957647906e-09	0.013,0.023,0.017	0.052,0.065,0.087	-0.05	0.013	0.023	0.017	0.052	0.065	0.087	chr3R:+:9559759-9560031:9560274-9560613:9560922-9561533	131,138,102	140,153,138	pass
689	FBgn0267795	CG32138	chr3L	+	14069085	14069396	14068807	14068927	14069891	14070369	689	463,513,376	172,222,135	229,261,219	195,202,184	385	74	1.86163306992e-11	2.6957647906e-09	0.341,0.308,0.349	0.184,0.199,0.186	0.143	0.341	0.308	0.349	0.184	0.199	0.186	chr3L:+:14068807-14068927:14069085-14069396:14069891-14070369	635,735,511	424,463,403	pass
3052	FBgn0003654	sw	chrX	-	20235803	20235950	20235508	20235746	20236082	20236198	3052	51,43,45	99,123,100	27,25,35	206,210,214	221	74	2.45535813903e-11	3.44440708941e-09	0.147,0.105,0.131	0.042,0.038,0.052	0.084	0.147	0.105	0.131	0.042	0.038	0.052	chrX:-:20235508-20235746:20235803-20235950:20236082-20236198	150,166,145	233,235,249	pass
1085	FBgn0037643	skap	chr3R	+	8941313	8941316	8940921	8941189	8941407	8941832	1085	44,53,32	524,515,475	95,94,81	397,436,445	77	74	2.67863509151e-11	3.64375543206e-09	0.075,0.09,0.061	0.187,0.172,0.149	-0.094	0.075	0.09	0.061	0.187	0.172	0.149	chr3R:+:8940921-8941189:8941313-8941316:8941407-8941832	568,568,507	492,530,526	pass
3444	FBgn0000173	ben	chrX	+	13996615	13996728	13996344	13996523	13998094	13999805	3444	20,13,10	404,577,447	59,47,42	504,561,412	187	74	3.35591554546e-11	4.43079555399e-09	0.019,0.009,0.009	0.044,0.032,0.039	-0.026	0.019	0.009	0.009	0.044	0.032	0.039	chrX:+:13996344-13996523:13996615-13996728:13998094-13999805	424,590,457	563,608,454	pass
2200	FBgn0003360	sesB	chrX	-	10782776	10782889	10782379	10782680	10784350	10784458	2200	15,19,11	135,167,119	79,72,63	204,237,178	187	74	4.01547683992e-11	5.15013586697e-09	0.042,0.043,0.035	0.133,0.107,0.123	-0.081	0.042	0.043	0.035	0.133	0.107	0.123	chrX:-:10782379-10782680:10782776-10782889:10784350-10784458	150,186,130	283,309,241	pass
2870	FBgn0262614	pyd	chr3R	-	8828834	8831005	8827067	8828318	8832141	8832274	2870	1055,1420,1088	7,10,6	965,1122,943	34,31,21	2245	74	1.69650959947e-10	2.11545322001e-08	0.832,0.824,0.857	0.483,0.544,0.597	0.296	0.832	0.824	0.857	0.483	0.544	0.597	chr3R:-:8827067-8828318:8828834-8831005:8832141-8832274	1062,1430,1094	999,1153,964	pass
1013	FBgn0005672	spi	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1013	1894,2922,2206	61,107,95	2461,2869,2341	167,216,189	270	74	4.28260094054e-10	5.19583665462e-08	0.895,0.882,0.864	0.802,0.784,0.772	0.094	0.895	0.882	0.864	0.802	0.784	0.772	chr2L:-:19567899-19569226:19571571-19571767:19577185-19577315	1955,3029,2301	2628,3085,2530	pass
135	FBgn0032456	MRP	chr2L	+	12728577	12728798	12726745	12727116	12737958	12738176	135	11,14,8	50,34,44	37,44,30	27,32,37	295	74	5.28450505577e-10	6.24266926193e-08	0.052,0.094,0.044	0.256,0.256,0.169	-0.164	0.052	0.094	0.044	0.256	0.256	0.169	chr2L:+:12726745-12727116:12728577-12728798:12737958-12738176	61,48,52	64,76,67	pass
1690	FBgn0003495	spz	chr3R	-	27067357	27067495	27067121	27067199	27069143	27070070	1690	490,753,612	290,409,330	576,661,506	168,178,165	212	74	6.55132170735e-10	7.54073926777e-08	0.371,0.391,0.393	0.545,0.565,0.517	-0.157	0.371	0.391	0.393	0.545	0.565	0.517	chr3R:-:27067121-27067199:27067357-27067495:27069143-27070070	780,1162,942	744,839,671	pass
2849	FBgn0263251	vnc	chr3L	+	9972921	9973001	9972311	9972397	9973093	9974023	2849	76,75,83	197,258,183	51,49,37	275,345,275	154	74	7.35125182949e-10	8.24994236565e-08	0.156,0.123,0.179	0.082,0.064,0.061	0.084	0.156	0.123	0.179	0.082	0.064	0.061	chr3L:+:9972311-9972397:9972921-9973001:9973093-9974023	273,333,266	326,394,312	pass
310	FBgn0266756	btsz	chr3R	-	14814248	14821283	14808626	14808811	14823862	14823986	310	85,51,60	0,0,0	119,126,140	1,3,3	7109	74	8.6750551187e-10	9.49812742143e-08	1.0,1.0,1.0	0.553,0.304,0.327	0.605	1.0	1.0	1.0	0.553	0.304	0.327	chr3R:-:14808626-14808811:14814248-14821283:14823862-14823986	85,51,60	120,129,143	pass
3920	FBgn0033844	bbc	chr2R	-	13489741	13489873	13487973	13488132	13491434	13491593	3920	104,156,120	144,148,82	173,181,171	70,71,53	206	74	1.851413578e-09	1.97880846468e-07	0.206,0.275,0.345	0.47,0.478,0.537	-0.22	0.206	0.275	0.345	0.47	0.478	0.537	chr2R:-:13487973-13488132:13489741-13489873:13491434-13491593	248,304,202	243,252,224	pass
3054	FBgn0003654	sw	chrX	-	20235807	20235950	20235508	20235746	20236082	20236198	3054	55,53,54	99,123,100	42,31,49	206,210,214	217	74	1.97600602547e-09	2.06285838333e-07	0.159,0.128,0.156	0.065,0.048,0.072	0.086	0.159	0.128	0.156	0.065	0.048	0.072	chrX:-:20235508-20235746:20235807-20235950:20236082-20236198	154,176,154	248,241,263	pass
3386	FBgn0033897	Rcd1	chr2R	-	14150035	14150095	14149887	14149953	14150225	14150454	3386	1,0,2	32,31,9	9,5,8	5,10,9	134	74	2.44151687756e-09	2.49090210531e-07	0.017,0.0,0.109	0.499,0.216,0.329	-0.306	0.017	0.0	0.109	0.499	0.216	0.329	chr2R:-:14149887-14149953:14150035-14150095:14150225-14150454	33,31,11	14,15,17	fail
3481	FBgn0011661	Moe	chrX	-	8891561	8891623	8880291	8880400	8898183	8898332	3481	2253,3222,2308	186,279,232	1984,2485,2017	325,387,312	136	74	4.64795790744e-09	4.63659623256e-07	0.868,0.863,0.844	0.769,0.777,0.779	0.083	0.868	0.863	0.844	0.769	0.777	0.779	chrX:-:8880291-8880400:8891561-8891623:8898183-8898332	2439,3501,2540	2309,2872,2329	pass
3720	FBgn0032005	Snx6	chr2L	-	8218853	8218871	8218569	8218679	8219115	8219298	3720	42,66,45	185,226,184	19,25,17	210,262,182	92	74	5.63607926996e-09	5.50007822671e-07	0.154,0.19,0.164	0.068,0.071,0.07	0.1	0.154	0.19	0.164	0.068	0.071	0.07	chr2L:-:8218569-8218679:8218853-8218871:8219115-8219298	227,292,229	229,287,199	pass
343	FBgn0262617	CG43143	chr3R	+	10299001	10299058	10298448	10298591	10299633	10299752	343	1,0,1	41,31,21	7,11,7	23,24,23	131	74	6.35588570663e-09	6.07054700789e-07	0.014,0.0,0.026	0.147,0.206,0.147	-0.153	0.014	0.0	0.026	0.147	0.206	0.147	chr3R:+:10298448-10298591:10299001-10299058:10299633-10299752	42,31,22	30,35,30	pass
5345	FBgn0261722	fwe	chr3L	-	15811219	15812241	15810080	15810848	15813245	15813353	5345	52,81,69	114,120,126	128,127,127	114,105,85	1096	74	8.62674909285e-09	8.06780764121e-07	0.03,0.044,0.036	0.07,0.075,0.092	-0.042	0.03	0.044	0.036	0.07	0.075	0.092	chr3L:-:15810080-15810848:15811219-15812241:15813245-15813353	166,201,195	242,232,212	pass
5177	FBgn0261451	trol	chrX	-	2497317	2497488	2494403	2494637	2501626	2501737	5177	0,0,0	1,1,1	8,7,6	2,1,1	245	74	9.02074304143e-09	8.26410520673e-07	0.0,0.0,0.0	0.547,0.679,0.644	-0.623	0.0	0.0	0.0	0.547	0.679	0.644	chrX:-:2494403-2494637:2497317-2497488:2501626-2501737	1,1,1	10,8,7	fail
1218	FBgn0035049	Mmp1	chr2R	-	24672550	24673316	24671293	24672306	24674972	24675141	1218	157,184,165	121,116,110	274,266,221	109,79,64	840	74	1.26155412783e-08	1.13262329597e-06	0.103,0.123,0.117	0.181,0.229,0.233	-0.1	0.103	0.123	0.117	0.181	0.229	0.233	chr2R:-:24671293-24672306:24672550-24673316:24674972-24675141	278,300,275	383,345,285	pass
372	FBgn0000636	Fas3	chr2L	+	18391051	18391364	18387286	18387317	18392244	18393441	372	0,3,3	6,1,3	6,10,7	1,0,0	387	74	1.68341878215e-08	1.45324363713e-06	0.0,0.365,0.161	0.534,1.0,1.0	-0.669	0.0	0.365	0.161	0.534	1.0	1.0	chr2L:+:18387286-18387317:18391051-18391364:18392244-18393441	6,4,6	7,10,7	fail
4498	FBgn0082582	tmod	chr3R	+	30576597	30576818	30572924	30573072	30577178	30577558	4498	30,57,19	771,779,622	84,92,82	780,883,755	295	74	1.65111795347e-08	1.45324363713e-06	0.01,0.018,0.008	0.026,0.025,0.027	-0.014	0.01	0.018	0.008	0.026	0.025	0.027	chr3R:+:30572924-30573072:30576597-30576818:30577178-30577558	801,836,641	864,975,837	pass
1688	FBgn0003495	spz	chr3R	-	27067121	27067199	27066607	27066884	27069143	27070070	1688	402,573,454	201,259,182	244,250,225	52,64,43	152	74	1.73266024861e-08	1.46753053887e-06	0.493,0.519,0.548	0.696,0.655,0.718	-0.17	0.493	0.519	0.548	0.696	0.655	0.718	chr3R:-:27066607-27066884:27067121-27067199:27069143-27070070	603,832,636	296,314,268	pass
3961	FBgn0004509	Fur1	chr3R	-	25354947	25356078	25354148	25354315	25356223	25356342	3961	41,63,55	29,52,36	16,21,18	41,47,41	1205	74	2.59879666675e-08	2.1603700439e-06	0.08,0.069,0.086	0.023,0.027,0.026	0.053	0.08	0.069	0.086	0.023	0.027	0.026	chr3R:-:25354148-25354315:25354947-25356078:25356223-25356342	70,115,91	57,68,59	pass
128	FBgn0032456	MRP	chr2L	+	12729184	12729405	12726745	12727116	12737958	12738176	128	10,23,11	50,34,44	38,47,35	27,32,37	295	74	2.91490206417e-08	2.29858812575e-06	0.048,0.145,0.059	0.261,0.269,0.192	-0.157	0.048	0.145	0.059	0.261	0.269	0.192	chr2L:+:12726745-12727116:12729184-12729405:12737958-12738176	60,57,55	65,79,72	pass
3415	FBgn0028577	pUf68	chr3L	-	1499771	1499879	1499042	1499337	1501798	1501892	3415	17,12,20	101,136,97	37,53,41	110,107,89	182	74	2.90874997422e-08	2.29858812575e-06	0.064,0.035,0.077	0.12,0.168,0.158	-0.09	0.064	0.035	0.077	0.12	0.168	0.158	chr3L:-:1499042-1499337:1499771-1499879:1501798-1501892	118,148,117	147,160,130	pass
5097	FBgn0041111	lilli	chr2L	+	2945029	2945792	2889673	2890916	2946708	2947435	5097	25,73,20	28,28,19	70,99,87	10,21,14	837	74	2.91867950919e-08	2.29858812575e-06	0.073,0.187,0.085	0.382,0.294,0.355	-0.229	0.073	0.187	0.085	0.382	0.294	0.355	chr2L:+:2889673-2890916:2945029-2945792:2946708-2947435	53,101,39	80,120,101	pass
136	FBgn0032456	MRP	chr2L	+	12736592	12736813	12726745	12727116	12737958	12738176	136	35,38,47	50,34,44	65,120,91	27,32,37	295	74	3.08301740803e-08	2.38614916287e-06	0.149,0.219,0.211	0.377,0.485,0.382	-0.222	0.149	0.219	0.211	0.377	0.485	0.382	chr2L:+:12726745-12727116:12736592-12736813:12737958-12738176	85,72,91	92,152,128	pass
1689	FBgn0003495	spz	chr3R	-	27067357	27067495	27066607	27066665	27069143	27070070	1689	356,525,457	593,754,620	413,493,355	354,383,339	212	74	3.29379651332e-08	2.5060767031e-06	0.173,0.196,0.205	0.289,0.31,0.268	-0.098	0.173	0.196	0.205	0.289	0.31	0.268	chr3R:-:27066607-27066665:27067357-27067495:27069143-27070070	949,1279,1077	767,876,694	pass
1777	FBgn0038143	CG9813	chr3R	-	13377889	13378318	13377532	13377661	13378401	13378784	1777	2,2,2	0,0,0	2,2,0	1,1,2	503	74	3.73983248814e-08	2.79801800654e-06	1.0,1.0,1.0	0.227,0.227,0.0	0.849	1.0	1.0	1.0	0.227	0.227	0.0	chr3R:-:13377532-13377661:13377889-13378318:13378401-13378784	2,2,2	3,3,2	fail
3068	FBgn0085443	spri	chrX	-	10522802	10523561	10519347	10519777	10544385	10544592	3068	597,723,476	0,0,1	527,644,517	5,9,7	833	74	5.84201178544e-08	4.29914604997e-06	1.0,1.0,0.977	0.904,0.864,0.868	0.114	1.0	1.0	0.977	0.904	0.864	0.868	chrX:-:10519347-10519777:10522802-10523561:10544385-10544592	597,723,477	532,653,524	pass
1776	FBgn0038143	CG9813	chr3R	-	13377889	13378285	13377532	13377661	13378401	13378784	1776	2,2,2	0,0,0	2,2,0	1,1,2	470	74	5.99138662016e-08	4.33795718353e-06	1.0,1.0,1.0	0.239,0.239,0.0	0.841	1.0	1.0	1.0	0.239	0.239	0.0	chr3R:-:13377532-13377661:13377889-13378285:13378401-13378784	2,2,2	3,3,2	fail
1243	FBgn0020621	Pkn	chr2R	-	9272299	9272707	9271984	9272174	9274648	9275030	1243	2,4,1	0,0,0	9,19,16	12,5,8	482	74	6.31180682165e-08	4.44635872721e-06	1.0,1.0,1.0	0.103,0.368,0.235	0.765	1.0	1.0	1.0	0.103	0.368	0.235	chr2R:-:9271984-9272174:9272299-9272707:9274648-9275030	2,4,1	21,24,24	fail
131	FBgn0032456	MRP	chr2L	+	12736035	12736256	12726745	12727116	12737958	12738176	131	22,53,26	50,34,44	89,95,81	27,32,37	295	74	6.33920602677e-08	4.44635872721e-06	0.099,0.281,0.129	0.453,0.427,0.354	-0.242	0.099	0.281	0.129	0.453	0.427	0.354	chr2L:+:12726745-12727116:12736035-12736256:12737958-12738176	72,87,70	116,127,118	pass
1931	FBgn0051158	Efa6	chr3R	+	22602195	22602435	22600544	22601666	22602844	22603923	1931	13,9,6	92,83,92	20,32,25	68,81,58	314	74	7.90458127842e-08	5.45902543982e-06	0.032,0.025,0.015	0.065,0.085,0.092	-0.057	0.032	0.025	0.015	0.065	0.085	0.092	chr3R:+:22600544-22601666:22602195-22602435:22602844-22603923	105,92,98	88,113,83	pass
4166	FBgn0034051	Mlf	chr2R	-	15937020	15937326	15935892	15936580	15937678	15937879	4166	429,595,456	69,69,50	615,693,569	32,38,34	380	74	8.0779798628e-08	5.49425024305e-06	0.548,0.627,0.64	0.789,0.78,0.765	-0.173	0.548	0.627	0.64	0.789	0.78	0.765	chr2R:-:15935892-15936580:15937020-15937326:15937678-15937879	498,664,506	647,731,603	pass
2080	FBgn0037702	CG8176	chr3R	+	9523535	9523796	9522294	9522891	9524201	9524307	2080	106,181,122	132,192,118	238,283,229	137,168,118	335	74	8.7786065861e-08	5.88166641269e-06	0.151,0.172,0.186	0.277,0.271,0.3	-0.113	0.151	0.172	0.186	0.277	0.271	0.3	chr3R:+:9522294-9522891:9523535-9523796:9524201-9524307	238,373,240	375,451,347	pass
3070	FBgn0085443	spri	chrX	-	10522802	10523564	10519347	10519777	10544385	10544504	3070	621,765,496	0,0,1	568,696,560	5,9,7	836	74	9.53050942609e-08	6.29153776672e-06	1.0,1.0,0.978	0.91,0.873,0.876	0.106	1.0	1.0	0.978	0.91	0.873	0.876	chrX:-:10519347-10519777:10522802-10523564:10544385-10544504	621,765,497	573,705,567	pass
