ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2463	"FBgn0041182"	"Tep2"	chr2L	-	7697006	7697157	7697976	7698130	7696027	7696206	7698724	7698992	2463	35,15,23	471,435,361	58,29,35	366,232,189	148	148	8.50263448537e-09	1.03955894261e-06	0.069,0.033,0.06	0.137,0.111,0.156	-0.081
26	"FBgn0034743"	"RpS16"	chr2R	+	22606246	22606288	22606508	22606640	22606020	22606169	22606933	22607048	26	69,72,103	16516,14308,19486	170,75,80	15259,4775,4137	115	148	1.00763147826e-08	1.170363962e-06	0.005,0.006,0.007	0.014,0.02,0.024	-0.013
778	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7356972	7357096	7348130	7348975	7361717	7361867	778	4,4,2	0,0,0	8,1,1	7,1,2	148	148	1.57657080724e-08	1.74398761201e-06	1.0,1.0,1.0	0.533,0.5,0.333	0.545
130	"FBgn0025726"	"unc-13"	chr4	-	881842	881949	882616	882723	876869	877194	882960	883081	130	188,214,160	3,0,4	256,253,224	16,22,14	148	148	3.85894612931e-08	4.07469629927e-06	0.984,1.0,0.976	0.941,0.92,0.941	0.053
146	"FBgn0003256"	"rl"	chr2R	+	1072267	1072439	1080330	1080441	1071974	1072045	1105846	1105981	146	5,3,1	184,151,116	21,19,11	202,207,84	148	148	4.97983355663e-08	4.82006389669e-06	0.026,0.019,0.009	0.094,0.084,0.116	-0.08
76	"FBgn0020279"	"lig"	chr2R	+	8076292	8076448	8077259	8077292	8075859	8076108	8077730	8078815	76	787,758,757	93,119,99	1263,662,621	104,36,36	148	106	4.92117258055e-08	4.82006389669e-06	0.858,0.82,0.846	0.897,0.929,0.925	-0.076
522	"FBgn0033159"	"Dscam1"	chr2R	-	7354881	7355005	7355086	7355210	7348130	7348975	7361717	7361867	522	0,0,0	1,4,1	7,1,2	6,3,2	148	148	5.52468795156e-08	5.13354004459e-06	0.0,0.0,0.0	0.538,0.25,0.5	-0.429
129	"FBgn0025726"	"unc-13"	chr4	-	881842	881949	882616	882723	878850	878992	882960	883081	129	283,290,218	12,4,10	321,348,307	36,32,34	148	148	6.59162647798e-08	5.75576738361e-06	0.959,0.986,0.956	0.899,0.916,0.9	0.062
211	"FBgn0036505"	"CG7945"	chr3L	-	15522559	15522580	15522967	15523464	15522359	15522502	15523832	15524137	211	154,100,112	159,126,170	226,177,133	149,98,84	148	94	6.68987168995e-08	5.75576738361e-06	0.381,0.335,0.295	0.491,0.534,0.501	-0.172
2861	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169656	18170098	18171528	18171703	18167756	18167867	18175332	18175529	2861	28,9,15	195,236,220	55,32,34	253,172,124	148	148	6.97453531595e-08	5.78637340677e-06	0.126,0.037,0.064	0.179,0.157,0.215	-0.108
45	"FBgn0032456"	"MRP"	chr2L	+	12728020	12728241	12737397	12737618	12726745	12727116	12737958	12738176	45	293,260,279	249,231,200	281,132,88	393,187,156	148	148	1.11120083135e-07	8.60439843742e-06	0.541,0.53,0.582	0.417,0.414,0.361	0.154
779	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7357182	7357306	7348130	7348975	7361717	7361867	779	3,2,4	0,0,0	8,3,3	7,1,2	148	148	1.09846689633e-07	8.60439843742e-06	1.0,1.0,1.0	0.533,0.75,0.6	0.372
1807	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7355086	7355210	7348130	7348975	7361717	7361867	1807	0,0,0	5,5,9	7,1,2	10,3,3	148	148	1.3537142507e-07	9.82711938868e-06	0.0,0.0,0.0	0.412,0.25,0.4	-0.354
782	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7357590	7357714	7348130	7348975	7361717	7361867	782	2,1,1	0,0,0	6,3,4	7,1,2	148	148	1.33561799065e-07	9.82711938868e-06	1.0,1.0,1.0	0.462,0.75,0.667	0.374
2827	"FBgn0083124"	"Uhg4"	chr2R	+	9095897	9095958	9096149	9096202	9095272	9095339	9096382	9096438	2827	33,16,24	227,153,225	74,64,47	226,245,182	134	126	1.79522478772e-07	1.26372944905e-05	0.12,0.09,0.091	0.235,0.197,0.195	-0.109
167	"FBgn0051145"	"CG31145"	chr3R	-	23622370	23622649	23626596	23627460	23616197	23616322	23635277	23635321	167	101,82,69	261,247,215	204,163,123	369,166,139	148	148	3.08292370743e-07	2.10636228599e-05	0.279,0.249,0.243	0.356,0.495,0.469	-0.183
767	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7358603	7358727	7348130	7348975	7361717	7361867	767	3,1,3	0,0,0	9,2,3	7,1,2	148	148	3.25996385886e-07	2.16368458404e-05	1.0,1.0,1.0	0.563,0.667,0.6	0.39
2347	"FBgn0002590"	"RpS5a"	chrX	-	17144617	17144716	17145015	17145132	17143587	17143771	17146797	17147200	2347	6974,6130,8223	14611,13187,17698	9100,2538,2556	12192,4003,3295	148	148	3.48785248017e-07	2.25063369762e-05	0.323,0.317,0.317	0.427,0.388,0.437	-0.098
2986	"FBgn0040271"	"Sulf1"	chr3R	-	16321962	16322169	16330919	16330956	16314364	16315246	16337844	16338543	2986	426,369,261	54,64,25	744,711,527	77,30,18	110	148	3.67563456005e-07	2.30770245486e-05	0.914,0.886,0.934	0.929,0.97,0.975	-0.047
1031	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7355086	7355210	7348130	7348975	7361717	7361867	1031	0,0,0	2,4,1	7,1,2	5,3,0	148	148	4.51831774884e-07	2.69859828173e-05	0.0,0.0,0.0	0.583,0.25,1.0	-0.611
2460	"FBgn0041182"	"Tep2"	chr2L	-	7697400	7697581	7697976	7698130	7696027	7696206	7698724	7698992	2460	35,15,23	277,216,221	58,29,35	269,113,117	148	148	4.53057826033e-07	2.69859828173e-05	0.112,0.065,0.094	0.177,0.204,0.23	-0.113
147	"FBgn0003256"	"rl"	chr2R	+	1072267	1072439	1076634	1076761	1071974	1072045	1080330	1080441	147	10,5,3	592,443,448	24,21,12	527,491,297	148	148	6.2589309513e-07	3.59485655456e-05	0.017,0.011,0.007	0.044,0.041,0.039	-0.03
1788	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7351915	7352039	7348130	7348975	7361717	7361867	1788	0,0,1	5,5,9	7,2,4	10,3,3	148	148	6.5368830382e-07	3.59485655456e-05	0.0,0.0,0.1	0.412,0.4,0.571	-0.428
2738	"FBgn0083120"	"Uhg8"	chr3L	+	20454151	20454212	20454394	20454457	20453292	20453516	20454644	20454731	2738	5,8,5	53,35,41	28,24,16	39,39,7	134	136	6.65427601576e-07	3.59485655456e-05	0.087,0.188,0.11	0.422,0.384,0.699	-0.373
922	"FBgn0033159"	"Dscam1"	chr2R	-	7354276	7354400	7355086	7355210	7348130	7348975	7361717	7361867	922	0,0,0	1,1,1	7,1,2	5,6,3	148	148	6.58253394015e-07	3.59485655456e-05	0.0,0.0,0.0	0.583,0.143,0.4	-0.375
125	"FBgn0025726"	"unc-13"	chr4	-	885759	885891	902825	903282	883566	883641	903336	903471	125	112,76,54	303,241,202	273,198,192	402,352,383	148	148	7.53896923444e-07	3.93197288388e-05	0.27,0.24,0.211	0.404,0.36,0.334	-0.126
788	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7356526	7356650	7348130	7348975	7361717	7361867	788	1,1,1	0,0,0	4,4,0	7,1,2	148	148	7.61682220296e-07	3.93197288388e-05	1.0,1.0,1.0	0.364,0.8,0.0	0.612
2928	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23746189	23746544	23737959	23738184	23747872	23748060	2928	22,22,33	98,74,92	66,56,53	101,81,69	148	148	8.40476106601e-07	4.15409786305e-05	0.183,0.229,0.264	0.395,0.409,0.434	-0.187
772	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7355290	7355414	7348130	7348975	7361717	7361867	772	6,2,2	0,0,0	12,5,3	7,1,2	148	148	8.35098968532e-07	4.15409786305e-05	1.0,1.0,1.0	0.632,0.833,0.6	0.312
783	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7359441	7359565	7348130	7348975	7361717	7361867	783	3,5,1	0,0,0	8,3,9	7,1,2	148	148	1.00041553286e-06	4.84159433924e-05	1.0,1.0,1.0	0.533,0.75,0.818	0.3
2804	"FBgn0010225"	"Gel"	chr3R	+	4237624	4237817	4238302	4238377	4236552	4236804	4238569	4238765	2804	1606,1507,1279	682,563,507	1541,625,604	968,377,388	148	148	1.1185331168e-06	5.30276006189e-05	0.702,0.728,0.716	0.614,0.624,0.609	0.1
2471	"FBgn0039924"	"PIP4K"	chr4	-	1195659	1195790	1195841	1196091	1195427	1195596	1196164	1196262	2471	144,112,107	320,320,268	194,220,101	289,212,150	148	148	1.17393984833e-06	5.45412453534e-05	0.31,0.259,0.285	0.402,0.509,0.402	-0.153
126	"FBgn0025726"	"unc-13"	chr4	-	885759	885891	898392	903282	883566	883641	903336	903471	126	119,80,58	303,241,202	285,202,199	402,352,383	148	148	1.88302464643e-06	8.57699265423e-05	0.282,0.249,0.223	0.415,0.365,0.342	-0.123
716	"FBgn0033159"	"Dscam1"	chr2R	-	7351915	7352039	7356972	7357096	7348130	7348975	7361717	7361867	716	4,4,2	0,0,1	8,1,1	7,2,4	148	148	2.05679960585e-06	9.18835670075e-05	1.0,1.0,0.667	0.533,0.333,0.2	0.534
2703	"FBgn0039890"	"CG2316"	chr4	-	188577	189248	189997	190061	188424	188523	193544	193829	2703	34,26,17	191,167,188	12,15,8	371,201,127	137	148	2.35183501629e-06	0.000103081372506	0.161,0.144,0.089	0.034,0.075,0.064	0.074
1803	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7355685	7355809	7348130	7348975	7361717	7361867	1803	0,1,0	5,5,9	6,2,3	10,3,3	148	148	3.2822078524e-06	0.00014119571928	0.0,0.167,0.0	0.375,0.4,0.5	-0.369
2212	"FBgn0264605"	"CG43954"	chr3L	-	16678807	16679932	16680811	16680947	16677566	16678660	16681237	16681370	2212	211,187,157	270,220,233	479,259,243	350,231,179	148	148	3.38159594448e-06	0.000142826315982	0.439,0.459,0.403	0.578,0.529,0.576	-0.127
1428	"FBgn0033159"	"Dscam1"	chr2R	-	7355685	7355809	7356972	7357096	7348130	7348975	7361717	7361867	1428	4,4,2	0,1,0	8,1,1	6,2,3	148	148	3.60071722549e-06	0.000149365466336	1.0,0.8,1.0	0.571,0.333,0.25	0.549
2960	"FBgn0002921"	"Atpalpha"	chr3R	+	20960725	20960825	20962214	20962295	20948779	20948829	20963724	20963856	2960	2,6,9	296,233,193	27,21,35	459,351,344	148	148	3.75806689834e-06	0.000153157708857	0.007,0.025,0.045	0.056,0.056,0.092	-0.042
537	"FBgn0033159"	"Dscam1"	chr2R	-	7350373	7350497	7350580	7350704	7348130	7348975	7361717	7361867	537	5,5,9	2,0,0	10,3,3	11,5,2	148	148	3.97002476116e-06	0.000159006336555	0.714,1.0,1.0	0.476,0.375,0.6	0.421
2789	"FBgn0261822"	"Bsg"	chr2L	+	8089184	8089736	8105691	8105809	8088303	8088453	8106839	8107000	2789	77,60,44	567,412,408	59,22,24	809,416,366	148	148	4.57777568541e-06	0.00017894687238	0.12,0.127,0.097	0.068,0.05,0.062	0.055
82	"FBgn0266694"	"CR45184"	chr3L	-	827181	827236	827645	827697	826945	827001	827876	829851	82	10,9,10	1584,1243,1578	23,8,12	773,514,326	125	128	4.62195968265e-06	0.00017894687238	0.006,0.007,0.006	0.03,0.016,0.036	-0.021
1248	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7355086	7355210	7348130	7348975	7361717	7361867	1248	0,0,0	4,4,1	7,1,2	19,6,3	148	148	5.2420715756e-06	0.000199628397871	0.0,0.0,0.0	0.269,0.143,0.4	-0.271
2961	"FBgn0002921"	"Atpalpha"	chr3R	+	20960725	20960825	20962214	20962295	20959236	20959380	20963724	20963856	2961	2,5,9	384,326,238	20,19,27	541,339,360	148	148	5.41496564554e-06	0.000202886535397	0.005,0.015,0.036	0.036,0.053,0.07	-0.034
1027	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7355685	7355809	7348130	7348975	7361717	7361867	1027	0,1,0	2,4,1	6,2,3	5,3,0	148	148	6.48480374821e-06	0.000239114271541	0.0,0.2,0.0	0.545,0.4,1.0	-0.582
1706	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7359221	7359345	7348130	7348975	7361717	7361867	1706	0,0,0	4,4,2	5,1,1	8,1,1	148	148	6.61975105221e-06	0.000240276276473	0.0,0.0,0.0	0.385,0.5,0.5	-0.462
1375	"FBgn0033159"	"Dscam1"	chr2R	-	7354685	7354809	7355086	7355210	7348130	7348975	7361717	7361867	1375	0,0,0	9,5,4	7,1,2	18,10,5	148	148	7.08501854141e-06	0.000244207506983	0.0,0.0,0.0	0.28,0.091,0.286	-0.219
2929	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23747758	23747812	23737959	23738184	23747872	23748060	2929	22,22,33	16,25,21	66,56,53	17,12,14	148	127	7.0518174583e-06	0.000244207506983	0.541,0.43,0.574	0.769,0.8,0.765	-0.263
2965	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20960725	20960825	20957733	20958167	20963724	20963856	2965	181,157,104	5,7,9	202,143,121	19,21,27	148	148	7.14856240847e-06	0.000244207506983	0.973,0.957,0.92	0.914,0.872,0.818	0.082
718	"FBgn0033159"	"Dscam1"	chr2R	-	7351915	7352039	7357182	7357306	7348130	7348975	7361717	7361867	718	3,2,4	0,0,1	8,3,3	7,2,4	148	148	7.05644617571e-06	0.000244207506983	1.0,1.0,0.8	0.533,0.6,0.429	0.413
2230	"FBgn0039969"	"Fis1"	chr2R	-	5603899	5604012	5604467	5604516	5603586	5603761	5604582	5604650	2230	722,398,456	174,165,221	371,299,107	316,252,313	122	148	7.64902467076e-06	0.000257517163916	0.834,0.745,0.715	0.588,0.59,0.293	0.274
2587	"FBgn0039735"	"CG7911"	chr3R	-	30003989	30004157	30004303	30004449	30003680	30003904	30004581	30004861	2587	1275,1024,1312	1620,1322,1850	1221,951,784	2153,1702,1928	148	148	8.28390909802e-06	0.000268184636728	0.44,0.436,0.415	0.362,0.358,0.289	0.094
511	"FBgn0033159"	"Dscam1"	chr2R	-	7354881	7355005	7359221	7359345	7348130	7348975	7361717	7361867	511	0,0,0	1,4,1	5,1,1	6,3,2	148	148	8.13621419193e-06	0.000268184636728	0.0,0.0,0.0	0.455,0.25,0.333	-0.346
764	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7360081	7360205	7348130	7348975	7361717	7361867	764	2,4,2	0,0,0	13,12,6	7,1,2	148	148	8.31222292053e-06	0.000268184636728	1.0,1.0,1.0	0.65,0.923,0.75	0.226
1012	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7351915	7352039	7348130	7348975	7361717	7361867	1012	0,0,1	2,4,1	7,2,4	5,3,0	148	148	8.45506296276e-06	0.000269056318664	0.0,0.0,0.5	0.583,0.4,1.0	-0.494
765	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7356106	7356230	7348130	7348975	7361717	7361867	765	5,10,3	0,0,0	17,9,9	7,1,2	148	148	8.62221140407e-06	0.000270667528266	1.0,1.0,1.0	0.708,0.9,0.818	0.191
1812	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7353565	7353692	7348130	7348975	7361717	7361867	1812	0,0,1	5,5,9	5,4,1	10,3,3	148	148	9.41879182992e-06	0.000291731378945	0.0,0.0,0.1	0.333,0.571,0.25	-0.351
2298	"FBgn0034970"	"yki"	chr2R	-	24066260	24066313	24066560	24066716	24065974	24066177	24067162	24067254	2298	516,473,646	902,747,1001	625,383,397	731,394,293	148	126	9.68832354198e-06	0.000296131257737	0.328,0.35,0.355	0.421,0.453,0.536	-0.126
1458	"FBgn0033159"	"Dscam1"	chr2R	-	7353565	7353692	7356972	7357096	7348130	7348975	7361717	7361867	1458	4,4,2	0,0,1	8,1,1	5,4,1	148	148	1.03421556261e-05	0.000312010747006	1.0,1.0,0.667	0.615,0.2,0.5	0.451
2530	"FBgn0013305"	"Nmda1"	chr2R	-	12879051	12879146	12879196	12879222	12878384	12878710	12879688	12879798	2530	157,115,108	229,106,141	349,381,156	261,202,118	99	148	1.07983234138e-05	0.000321080537213	0.506,0.619,0.534	0.667,0.738,0.664	-0.137
2888	"FBgn0031187"	"CG14619"	chrX	+	22463538	22465522	22466164	22466375	22462399	22463272	22466811	22466958	2888	5,2,3	94,79,83	14,12,18	153,74,60	148	148	1.09192261902e-05	0.000321080537213	0.051,0.025,0.035	0.084,0.14,0.231	-0.115
132	"FBgn0025726"	"unc-13"	chr4	-	878850	878992	881842	881949	876869	877194	882960	883081	132	3,0,4	221,153,164	16,22,14	320,355,356	148	148	1.21684726052e-05	0.000348979776073	0.013,0.0,0.024	0.048,0.058,0.038	-0.036
2592	"FBgn0039993"	"CG17691"	chr2R	+	1590939	1591017	1594945	1595192	1590569	1590883	1595765	1595984	2592	544,473,576	348,368,390	604,534,505	337,189,151	148	148	1.20270434584e-05	0.000348979776073	0.61,0.562,0.596	0.642,0.739,0.77	-0.128
560	"FBgn0033159"	"Dscam1"	chr2R	-	7350373	7350497	7356972	7357096	7348130	7348975	7361717	7361867	560	4,4,2	2,0,0	8,1,1	11,5,2	148	148	1.25422665234e-05	0.00035531323334	0.667,1.0,1.0	0.421,0.167,0.333	0.582
2841	"FBgn0083124"	"Uhg4"	chr2R	+	9096149	9096202	9096382	9096438	9095897	9095958	9096670	9096735	2841	186,148,191	196,137,180	234,229,138	139,125,80	126	129	1.41252115715e-05	0.00039533574073	0.493,0.525,0.521	0.633,0.652,0.638	-0.128
1678	"FBgn0033159"	"Dscam1"	chr2R	-	7351173	7351297	7359441	7359565	7348130	7348975	7361717	7361867	1678	3,5,1	0,0,0	8,3,9	2,0,9	148	148	1.45963611771e-05	0.000403658893029	1.0,1.0,1.0	0.8,1.0,0.5	0.233
19	"FBgn0037094"	"CG7611"	chr3L	+	21524721	21525716	21525983	21526936	21523185	21524067	21527183	21528163	19	5,5,5	216,186,207	24,5,10	228,135,81	148	148	1.61593733591e-05	0.000433166809816	0.023,0.026,0.024	0.095,0.036,0.11	-0.056
2462	"FBgn0041182"	"Tep2"	chr2L	-	7697006	7697157	7698373	7698551	7696027	7696206	7698724	7698992	2462	28,17,12	471,435,361	41,20,21	366,232,189	148	148	1.60686873444e-05	0.000433166809816	0.056,0.038,0.032	0.101,0.079,0.1	-0.051
2762	"FBgn0032656"	"CG5674"	chr2L	+	17969371	17969518	17971871	17972003	17963378	17963605	17972262	17974868	2762	19,12,17	18,20,23	59,50,113	27,27,34	148	148	1.62246284777e-05	0.000433166809816	0.514,0.375,0.425	0.686,0.649,0.769	-0.263
699	"FBgn0033159"	"Dscam1"	chr2R	-	7351915	7352039	7358603	7358727	7348130	7348975	7361717	7361867	699	3,1,3	0,0,1	9,2,3	7,2,4	148	148	1.64092463469e-05	0.000433166809816	1.0,1.0,0.75	0.563,0.5,0.429	0.419
777	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7358002	7358129	7348130	7348975	7361717	7361867	777	6,3,1	0,0,0	10,4,0	7,1,2	148	148	1.853732603e-05	0.000483845037839	1.0,1.0,1.0	0.588,0.8,0.0	0.537
1687	"FBgn0033159"	"Dscam1"	chr2R	-	7357590	7357714	7359221	7359345	7348130	7348975	7361717	7361867	1687	0,0,0	2,1,1	5,1,1	6,3,4	148	148	1.9145826531e-05	0.000494175055906	0.0,0.0,0.0	0.455,0.25,0.2	-0.302
1427	"FBgn0033159"	"Dscam1"	chr2R	-	7355685	7355809	7358002	7358129	7348130	7348975	7361717	7361867	1427	6,3,1	0,1,0	10,4,0	6,2,3	148	148	1.98769686066e-05	0.000507408770034	1.0,0.75,1.0	0.625,0.667,0.0	0.486
520	"FBgn0033159"	"Dscam1"	chr2R	-	7354881	7355005	7355685	7355809	7348130	7348975	7361717	7361867	520	0,1,0	1,4,1	6,2,3	6,3,2	148	148	2.10479526441e-05	0.000531460804264	0.0,0.2,0.0	0.5,0.4,0.6	-0.433
1429	"FBgn0033159"	"Dscam1"	chr2R	-	7355685	7355809	7357182	7357306	7348130	7348975	7361717	7361867	1429	3,2,4	0,1,0	8,3,3	6,2,3	148	148	2.19106370264e-05	0.000547243057297	1.0,0.667,1.0	0.571,0.6,0.5	0.332
2024	"FBgn0033159"	"Dscam1"	chr2R	-	7357182	7357306	7359221	7359345	7348130	7348975	7361717	7361867	2024	0,0,0	3,2,4	5,1,1	8,3,3	148	148	2.21441443762e-05	0.000547243057297	0.0,0.0,0.0	0.385,0.25,0.25	-0.295
2455	"FBgn0041182"	"Tep2"	chr2L	-	7696593	7696807	7697006	7697157	7696027	7696206	7698724	7698992	2455	471,435,361	44,31,36	366,232,189	62,40,33	148	148	2.36060064487e-05	0.00057722897874	0.915,0.933,0.909	0.855,0.853,0.851	0.066
2140	"FBgn0003475"	"spir"	chr2L	+	20339244	20339375	20339979	20340112	20336469	20336549	20343598	20343672	2140	466,465,468	287,271,288	457,362,389	223,114,90	148	148	2.45918444394e-05	0.000588936645698	0.619,0.632,0.619	0.672,0.761,0.812	-0.125
3035	"FBgn0264607"	"CaMKII"	chr4	-	1037645	1037740	1038358	1038437	1037475	1037590	1045155	1045248	3035	58,52,55	382,312,348	88,118,86	406,341,305	148	148	2.43574892304e-05	0.000588936645698	0.132,0.143,0.136	0.178,0.257,0.22	-0.081
715	"FBgn0033159"	"Dscam1"	chr2R	-	7351915	7352039	7358002	7358129	7348130	7348975	7361717	7361867	715	6,3,1	0,0,1	10,4,0	7,2,4	148	148	2.50218225543e-05	0.000593119324425	1.0,1.0,0.5	0.588,0.667,0.0	0.415
1036	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7353565	7353692	7348130	7348975	7361717	7361867	1036	0,0,1	2,4,1	5,4,1	5,3,0	148	148	2.58823142162e-05	0.000602232707471	0.0,0.0,0.5	0.5,0.571,1.0	-0.524
