ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
4759	FBgn0259984	kuz	chr2L	+	13558799	13558832	13551141	13551666	13609790	13609987	4759	450,338,167	35,28,13	358,492,365	2,5,1	107	74	0.0	0.0	0.899,0.893,0.899	0.992,0.986,0.996	-0.094	0.899	0.893	0.899	0.992	0.986	0.996	chr2L:+:13551141-13551666:13558799-13558832:13609790-13609987	485,366,180	360,497,366	pass
5293	FBgn0042174	CR18854	chr2L	-	9789674	9789732	9789366	9789615	9789790	9790309	5293	732,635,714	53,56,70	374,437,414	104,125,103	132	74	0.0	0.0	0.886,0.864,0.851	0.668,0.662,0.693	0.193	0.886	0.864	0.851	0.668	0.662	0.693	chr2L:-:9789366-9789615:9789674-9789732:9789790-9790309	785,691,784	478,562,517	pass
5676	FBgn0033463	CG1513	chr2R	-	9884084	9884206	9883896	9884002	9884621	9884708	5676	506,383,516	78,76,77	785,791,656	26,31,26	196	74	0.0	0.0	0.71,0.655,0.717	0.919,0.906,0.905	-0.216	0.71	0.655	0.717	0.919	0.906	0.905	chr2R:-:9883896-9884002:9884084-9884206:9884621-9884708	584,459,593	811,822,682	pass
6043	FBgn0262125	Sec23	chr3R	+	5651980	5652001	5651253	5651802	5652380	5652629	6043	44,54,58	511,438,470	114,111,101	327,325,285	95	74	0.0	0.0	0.063,0.088,0.088	0.214,0.21,0.216	-0.134	0.063	0.088	0.088	0.214	0.21	0.216	chr3R:+:5651253-5651802:5651980-5652001:5652380-5652629	555,492,528	441,436,386	pass
6049	FBgn0038427	ema	chr3R	-	16437792	16437999	16436879	16437338	16438064	16438650	6049	438,392,455	7,14,11	324,408,262	47,50,46	281	74	0.0	0.0	0.943,0.881,0.916	0.645,0.682,0.6	0.271	0.943	0.881	0.916	0.645	0.682	0.6	chr3R:-:16436879-16437338:16437792-16437999:16438064-16438650	445,406,466	371,458,308	pass
708	FBgn0051145	CG31145	chr3R	-	23631485	23632186	23626596	23627460	23635277	23635321	708	287,270,201	101,82,68	115,156,80	108,137,107	775	74	0.0	0.0	0.213,0.239,0.22	0.092,0.098,0.067	0.138	0.213	0.239	0.22	0.092	0.098	0.067	chr3R:-:23626596-23627460:23631485-23632186:23635277-23635321	388,352,269	223,293,187	pass
872	FBgn0030052	CG12065	chrX	+	8586551	8586608	8585985	8586245	8587257	8587525	872	499,469,416	582,547,513	204,264,166	615,757,547	131	74	0.0	0.0	0.326,0.326,0.314	0.158,0.165,0.146	0.166	0.326	0.326	0.314	0.158	0.165	0.146	chrX:+:8585985-8586245:8586551-8586608:8587257-8587525	1081,1016,929	819,1021,713	pass
922	FBgn0020660	eIF-4B	chr3L	-	27847424	27847485	27844504	27844604	27856783	27857935	922	442,416,528	221,167,214	649,689,508	59,85,71	135	74	0.0	0.0	0.523,0.577,0.575	0.858,0.816,0.797	-0.265	0.523	0.577	0.575	0.858	0.816	0.797	chr3L:-:27844504-27844604:27847424-27847485:27856783-27857935	663,583,742	708,774,579	pass
5296	FBgn0042693	PP2A-B'	chr3R	+	18171273	18171312	18169483	18170098	18171528	18171703	5296	33,36,32	215,150,157	2,6,8	206,212,171	113	74	2.22044604925e-16	5.19887163622e-14	0.091,0.136,0.118	0.006,0.018,0.03	0.097	0.091	0.136	0.118	0.006	0.018	0.03	chr3R:+:18169483-18170098:18171273-18171312:18171528-18171703	248,186,189	208,218,179	pass
3103	FBgn0031883	Caper	chr2L	+	7034198	7034273	7032720	7033018	7035406	7035561	3103	10,10,10	200,213,207	38,33,32	134,155,101	149	74	9.99200722163e-16	2.23777518255e-13	0.024,0.023,0.023	0.123,0.096,0.136	-0.095	0.024	0.023	0.023	0.123	0.096	0.136	chr2L:+:7032720-7033018:7034198-7034273:7035406-7035561	210,223,217	172,188,133	pass
877	FBgn0030052	CG12065	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	877	58,66,82	307,314,288	22,17,22	333,351,301	155	74	1.88737914186e-15	4.05078748322e-13	0.083,0.091,0.12	0.031,0.023,0.034	0.069	0.083	0.091	0.12	0.031	0.023	0.034	chrX:+:8584455-8584575:8584842-8584923:8585809-8585918	365,380,370	355,368,323	pass
2693	FBgn0264953	Piezo	chr2L	+	8181983	8182049	8179871	8180029	8182304	8182450	2693	257,243,158	28,24,19	257,309,251	0,9,1	140	74	3.10862446895e-15	6.40500985582e-13	0.829,0.843,0.815	1.0,0.948,0.993	-0.151	0.829	0.843	0.815	1.0	0.948	0.993	chr2L:+:8179871-8180029:8181983-8182049:8182304-8182450	285,267,177	257,318,252	pass
2174	FBgn0261113	Xrp1	chr3R	+	18920412	18921319	18918259	18918625	18925077	18925796	2174	13933,13336,11701	42,35,40	12764,15891,13124	6,6,10	981	74	3.66373598126e-15	7.25842463057e-13	0.962,0.966,0.957	0.994,0.995,0.99	-0.031	0.962	0.966	0.957	0.994	0.995	0.99	chr3R:+:18918259-18918625:18920412-18921319:18925077-18925796	13975,13371,11741	12770,15897,13134	pass
2203	FBgn0264693	ens	chr3L	-	4133548	4133656	4131955	4132212	4133768	4133822	2203	40,39,25	93,103,82	3,10,10	110,138,105	182	74	1.76525460915e-14	3.36771351546e-12	0.149,0.133,0.11	0.011,0.029,0.037	0.105	0.149	0.133	0.11	0.011	0.029	0.037	chr3L:-:4131955-4132212:4133548-4133656:4133768-4133822	133,142,107	113,148,115	pass
2209	FBgn0264693	ens	chr3L	-	4130388	4130643	4129650	4129791	4131120	4131236	2209	124,95,90	114,108,78	29,54,43	126,125,134	329	74	2.18713935851e-14	4.02355529846e-12	0.197,0.165,0.206	0.049,0.089,0.067	0.121	0.197	0.165	0.206	0.049	0.089	0.067	chr3L:-:4129650-4129791:4130388-4130643:4131120-4131236	238,203,168	155,179,177	pass
469	FBgn0035871	BI-1	chr3L	-	8307592	8307732	8307144	8307380	8307793	8307964	469	184,158,176	722,642,799	71,55,34	577,614,491	214	74	3.33066907388e-14	5.91595737916e-12	0.081,0.078,0.071	0.041,0.03,0.023	0.045	0.081	0.078	0.071	0.041	0.03	0.023	chr3L:-:8307144-8307380:8307592-8307732:8307793-8307964	906,800,975	648,669,525	pass
1245	FBgn0260439	Pp2A-29B	chr2L	+	8369222	8369560	8368757	8369030	8369715	8370090	1245	255,233,245	1730,1460,1770	114,102,84	1620,1600,1350	412	74	4.05231403988e-14	6.95782320647e-12	0.026,0.028,0.024	0.012,0.011,0.011	0.015	0.026	0.028	0.024	0.012	0.011	0.011	chr2L:+:8368757-8369030:8369222-8369560:8369715-8370090	1985,1693,2015	1734,1702,1434	pass
3714	FBgn0041210	HDAC4	chrX	-	13282165	13282229	13276434	13276547	13285202	13285632	3714	93,93,52	32,24,8	96,150,134	1,2,6	138	74	4.86277684786e-14	8.08005275591e-12	0.609,0.675,0.777	0.981,0.976,0.923	-0.273	0.609	0.675	0.777	0.981	0.976	0.923	chrX:-:13276434-13276547:13282165-13282229:13285202-13285632	125,117,60	97,152,140	pass
3064	FBgn0021765	scu	chrX	+	18091554	18091654	18091258	18091390	18091951	18092853	3064	44,30,56	273,243,283	13,18,11	365,386,310	174	74	5.34017274845e-14	8.59600932102e-12	0.064,0.05,0.078	0.015,0.019,0.015	0.048	0.064	0.05	0.078	0.015	0.019	0.015	chrX:+:18091258-18091390:18091554-18091654:18091951-18092853	317,273,339	378,404,321	pass
2204	FBgn0264693	ens	chr3L	-	4128613	4128973	4126988	4127162	4129650	4129791	2204	172,147,107	54,55,50	93,75,77	101,89,96	434	74	6.672440378e-14	1.04150728446e-11	0.352,0.313,0.267	0.136,0.126,0.12	0.183	0.352	0.313	0.267	0.136	0.126	0.12	chr3L:-:4126988-4127162:4128613-4128973:4129650-4129791	226,202,157	194,164,173	pass
2785	FBgn0015286	Rala	chrX	-	3707367	3707491	3704983	3706251	3708743	3708918	2785	1107,992,860	176,167,159	1128,1350,1123	78,105,84	198	74	1.71640479607e-13	2.60035326605e-11	0.702,0.689,0.669	0.844,0.828,0.833	-0.148	0.702	0.689	0.669	0.844	0.828	0.833	chrX:-:3704983-3706251:3707367-3707491:3708743-3708918	1283,1159,1019	1206,1455,1207	pass
1817	FBgn0085423	CG34394	chr2L	-	3362415	3362718	3360995	3361443	3362998	3363195	1817	88,85,69	53,50,34	23,22,40	50,78,55	377	74	1.94400051612e-13	2.86101333101e-11	0.246,0.25,0.285	0.083,0.052,0.125	0.174	0.246	0.25	0.285	0.083	0.052	0.125	chr2L:-:3360995-3361443:3362415-3362718:3362998-3363195	141,135,103	73,100,95	pass
1816	FBgn0085423	CG34394	chr2L	-	3362442	3362718	3360995	3361443	3362998	3363195	1816	81,80,57	53,50,34	20,18,37	50,78,55	350	74	3.51940698806e-13	5.03568483208e-11	0.244,0.253,0.262	0.078,0.047,0.125	0.17	0.244	0.253	0.262	0.078	0.047	0.125	chr2L:-:3360995-3361443:3362442-3362718:3362998-3363195	134,130,91	70,96,92	pass
4168	FBgn0039710	dgt1	chr3R	-	29855129	29855648	29854694	29855043	29855952	29856353	4168	152,131,162	96,67,99	55,61,60	106,105,83	593	74	6.57252030578e-13	9.15001407975e-11	0.165,0.196,0.17	0.061,0.068,0.083	0.106	0.165	0.196	0.17	0.061	0.068	0.083	chr3R:-:29854694-29855043:29855129-29855648:29855952-29856353	248,198,261	161,166,143	pass
5803	FBgn0002921	Atpalpha	chr3R	+	20959236	20959380	20957733	20958167	20963724	20963856	5803	369,328,250	266,229,170	205,262,225	342,377,330	218	74	6.89226453687e-13	9.34264595511e-11	0.32,0.327,0.333	0.169,0.191,0.188	0.144	0.32	0.327	0.333	0.169	0.191	0.188	chr3R:+:20957733-20958167:20959236-20959380:20963724-20963856	635,557,420	547,639,555	pass
5846	FBgn0040271	Sulf1	chr3R	-	16321962	16322169	16314364	16315246	16330919	16330956	5846	283,228,162	219,160,133	127,197,137	230,313,261	281	74	7.62057084103e-13	1.00650154877e-10	0.254,0.273,0.243	0.127,0.142,0.121	0.127	0.254	0.273	0.243	0.127	0.142	0.121	chr3R:-:16314364-16315246:16321962-16322169:16330919-16330956	502,388,295	357,510,398	pass
5736	FBgn0032198	eEF1delta	chr2L	+	10233480	10233561	10232506	10232659	10233756	10234450	5736	1797,1624,2016	1134,1072,1322	2364,2567,2165	876,909,689	155	74	9.89541781848e-13	1.27428242957e-10	0.431,0.42,0.421	0.563,0.574,0.6	-0.155	0.431	0.42	0.421	0.563	0.574	0.6	chr2L:+:10232506-10232659:10233480-10233561:10233756-10234450	2931,2696,3338	3240,3476,2854	pass
966	FBgn0058045	CG40045	chr3L	+	24028810	24028938	24028514	24028723	24035431	24035859	966	30,9,25	20,12,23	40,43,35	3,3,3	202	74	1.05182529353e-12	1.32145172853e-10	0.355,0.216,0.285	0.83,0.84,0.81	-0.541	0.355	0.216	0.285	0.83	0.84	0.81	chr3L:+:24028514-24028723:24028810-24028938:24035431-24035859	50,21,48	43,46,38	pass
4938	FBgn0037728	CG16817	chr3R	+	9678561	9678648	9677926	9678086	9678719	9678976	4938	2034,1689,1966	33,27,32	1985,2268,1710	2,6,6	161	74	1.63558055988e-12	2.00592272951e-10	0.966,0.966,0.966	0.998,0.994,0.992	-0.029	0.966	0.966	0.966	0.998	0.994	0.992	chr3R:+:9677926-9678086:9678561-9678648:9678719-9678976	2067,1716,1998	1987,2274,1716	pass
3479	FBgn0038535	alt	chr3R	-	17675641	17675737	17675074	17675533	17676086	17676749	3479	430,380,360	62,56,62	251,245,209	102,90,85	170	74	1.907252134e-12	2.28471063773e-10	0.751,0.747,0.717	0.517,0.542,0.517	0.213	0.751	0.747	0.717	0.517	0.542	0.517	chr3R:-:17675074-17675533:17675641-17675737:17676086-17676749	492,436,422	353,335,294	pass
3031	FBgn0004607	zfh2	chr4	+	536965	537075	532982	535880	537174	538373	3031	702,461,438	74,44,59	406,438,358	17,8,12	184	74	2.22044604925e-12	2.59943581811e-10	0.792,0.808,0.749	0.906,0.957,0.923	-0.146	0.792	0.808	0.749	0.906	0.957	0.923	chr4:+:532982-535880:536965-537075:537174-538373	776,505,497	423,446,370	pass
3281	FBgn0051363	Jupiter	chr3R	-	11593321	11593354	11592366	11592624	11593632	11593766	3281	195,195,179	1686,1380,1417	97,116,59	1516,1781,1311	107	74	2.38553621301e-12	2.73064378516e-10	0.074,0.089,0.08	0.042,0.043,0.03	0.043	0.074	0.089	0.08	0.042	0.043	0.03	chr3R:-:11592366-11592624:11593321-11593354:11593632-11593766	1881,1575,1596	1613,1897,1370	pass
251	FBgn0000064	Ald	chr3R	-	26256473	26256623	26255965	26256307	26256932	26257132	251	31,29,22	72,60,69	84,114,77	75,60,47	224	74	2.70861111318e-12	3.03305561826e-10	0.125,0.138,0.095	0.27,0.386,0.351	-0.216	0.125	0.138	0.095	0.27	0.386	0.351	chr3R:-:26255965-26256307:26256473-26256623:26256932-26257132	103,89,91	159,174,124	pass
4739	FBgn0039890	CG2316	chr4	-	188577	189248	188424	188523	189997	190061	4739	2048,1780,1431	21,18,13	2071,2664,2033	0,4,4	745	74	2.83295609194e-12	3.10479932544e-10	0.906,0.908,0.916	1.0,0.985,0.981	-0.079	0.906	0.908	0.916	1.0	0.985	0.981	chr4:-:188424-188523:188577-189248:189997-190061	2069,1798,1444	2071,2668,2037	pass
690	FBgn0037580	DppIII	chr3R	+	8344808	8345023	8344399	8344483	8345092	8345399	690	263,220,244	359,289,315	404,524,375	251,315,262	289	74	3.43514106049e-12	3.68633575054e-10	0.158,0.163,0.166	0.292,0.299,0.268	-0.124	0.158	0.163	0.166	0.292	0.299	0.268	chr3R:+:8344399-8344483:8344808-8345023:8345092-8345399	622,509,559	655,839,637	pass
700	FBgn0000370	crc	chr2L	+	21311192	21311531	21310865	21311032	21311752	21312043	700	830,703,818	2088,1647,1812	517,543,443	2017,2575,1983	413	74	8.41027247844e-12	8.84108439519e-10	0.066,0.071,0.075	0.044,0.036,0.038	0.031	0.066	0.071	0.075	0.044	0.036	0.038	chr2L:+:21310865-21311032:21311192-21311531:21311752-21312043	2918,2350,2630	2534,3118,2426	pass
1194	FBgn0037248	srl	chr3R	-	4428549	4428623	4426881	4427000	4428974	4429335	1194	117,109,131	240,185,213	233,258,158	186,179,151	148	74	2.3582580333e-11	2.42947742591e-09	0.196,0.228,0.235	0.385,0.419,0.343	-0.163	0.196	0.228	0.235	0.385	0.419	0.343	chr3R:-:4426881-4427000:4428549-4428623:4428974-4429335	357,294,344	419,437,309	pass
611	FBgn0266758	Esyt2	chr3R	+	24549684	24549764	24549013	24549139	24551328	24551812	611	256,201,163	43,31,36	261,357,296	16,20,11	154	74	6.04426508843e-11	6.10470773931e-09	0.741,0.757,0.685	0.887,0.896,0.928	-0.176	0.741	0.757	0.685	0.887	0.896	0.928	chr3R:+:24549013-24549139:24549684-24549764:24551328-24551812	299,232,199	277,377,307	pass
2260	FBgn0023213	eIF4G	chr4	-	927392	928151	926010	926661	929821	930023	2260	78,93,35	289,225,163	169,240,238	280,373,305	833	74	6.35024255402e-11	6.29040372995e-09	0.023,0.035,0.019	0.051,0.054,0.065	-0.031	0.023	0.035	0.019	0.051	0.054	0.065	chr4:-:926010-926661:927392-928151:929821-930023	367,318,198	449,613,543	pass
5892	FBgn0261673	nemy	chr2R	-	12664984	12665232	12660972	12661196	12665744	12665799	5892	1141,877,968	9,10,6	610,781,630	26,23,24	322	74	1.02261865642e-10	9.9386956589e-09	0.967,0.953,0.974	0.844,0.886,0.858	0.102	0.967	0.953	0.974	0.844	0.886	0.858	chr2R:-:12660972-12661196:12664984-12665232:12665744-12665799	1150,887,974	636,804,654	pass
1146	FBgn0005672	spi	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1146	1942,1572,1709	296,220,225	2461,2869,2341	167,216,189	270	74	1.75484515808e-10	1.67392729801e-08	0.643,0.662,0.676	0.802,0.784,0.772	-0.126	0.643	0.662	0.676	0.802	0.784	0.772	chr2L:-:19567899-19569226:19571571-19571767:19577185-19577315	2238,1792,1934	2628,3085,2530	pass
5721	FBgn0025720	Ate1	chr2R	-	20256082	20256235	20255627	20255809	20256435	20256629	5721	132,123,144	6,8,8	223,192,198	0,0,0	227	74	2.0464840933e-10	1.91662537538e-08	0.878,0.834,0.854	1.0,1.0,1.0	-0.145	0.878	0.834	0.854	1.0	1.0	1.0	chr2R:-:20255627-20255809:20256082-20256235:20256435-20256629	138,131,152	223,192,198	pass
6044	FBgn0262125	Sec23	chr3R	+	5651980	5652004	5651253	5651802	5652380	5652629	6044	18,20,24	511,438,470	43,40,41	327,325,285	98	74	2.40152564501e-10	2.20897474954e-08	0.026,0.033,0.037	0.09,0.085,0.098	-0.059	0.026	0.033	0.037	0.09	0.085	0.098	chr3R:+:5651253-5651802:5651980-5652004:5652380-5652629	529,458,494	370,365,326	pass
43	FBgn0026401	Nipped-B	chr2R	-	4722146	4722325	4719769	4720210	4726623	4726788	43	606,523,414	14,8,20	448,633,475	3,1,0	253	74	3.71904285146e-10	3.36084030314e-08	0.927,0.95,0.858	0.978,0.995,1.0	-0.079	0.927	0.95	0.858	0.978	0.995	1.0	chr2R:-:4719769-4720210:4722146-4722325:4726623-4726788	620,531,434	451,634,475	pass
5784	FBgn0260936	scny	chr3L	+	5774413	5774846	5772432	5774076	5775188	5775845	5784	381,432,456	165,139,155	183,231,214	169,174,125	507	74	4.07975875305e-10	3.56183683677e-08	0.252,0.312,0.3	0.136,0.162,0.2	0.122	0.252	0.312	0.3	0.136	0.162	0.2	chr3L:+:5772432-5774076:5774413-5774846:5775188-5775845	546,571,611	352,405,339	pass
940	FBgn0036505	CG7945	chr3L	-	15522967	15523464	15522559	15522580	15523832	15524137	940	1630,1326,1544	38,29,30	1696,1947,1632	8,13,11	571	74	4.07819444881e-10	3.56183683677e-08	0.848,0.856,0.87	0.965,0.951,0.951	-0.098	0.848	0.856	0.87	0.965	0.951	0.951	chr3L:-:15522559-15522580:15522967-15523464:15523832-15524137	1668,1355,1574	1704,1960,1643	pass
4470	FBgn0058263	MFS17	chr2R	-	2515642	2515908	2494741	2495023	2553782	2553877	4470	49,32,37	23,18,24	99,101,106	6,11,15	340	74	4.76468642319e-10	4.09048329431e-08	0.317,0.279,0.251	0.782,0.666,0.606	-0.402	0.317	0.279	0.251	0.782	0.666	0.606	chr2R:-:2494741-2495023:2515642-2515908:2553782-2553877	72,50,61	105,112,121	pass
6034	FBgn0001139	gro	chr3R	+	26046535	26046592	26045728	26045827	26046732	26046909	6034	269,258,221	17,22,15	318,364,308	0,8,5	131	74	7.12255365798e-10	6.01447112988e-08	0.899,0.869,0.893	1.0,0.963,0.972	-0.091	0.899	0.869	0.893	1.0	0.963	0.972	chr3R:+:26045728-26045827:26046535-26046592:26046732-26046909	286,280,236	318,372,313	pass
5251	FBgn0083124	Uhg4	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	5251	644,442,532	33,16,21	385,480,331	2,4,3	126	74	7.46104067417e-10	6.19868072785e-08	0.92,0.942,0.937	0.991,0.986,0.985	-0.054	0.92	0.942	0.937	0.991	0.986	0.985	chr2R:+:9095272-9095339:9095577-9095629:9095897-9095958	677,458,553	387,484,334	pass
3265	FBgn0034500	CG11200	chr2R	-	20308146	20308499	20306414	20306636	20308560	20308671	3265	122,96,99	62,47,49	51,65,61	71,74,88	427	74	1.08491571282e-09	8.87047751863e-08	0.254,0.261,0.259	0.111,0.132,0.107	0.141	0.254	0.261	0.259	0.111	0.132	0.107	chr2R:-:20306414-20306636:20308146-20308499:20308560-20308671	184,143,148	122,139,149	pass
318	FBgn0266694	CR45184	chr3L	-	827645	827697	826945	827001	827876	829851	318	10,9,10	2,9,8	13,11,6	0,0,0	126	74	1.28414567868e-09	1.03353662358e-07	0.746,0.37,0.423	1.0,1.0,1.0	-0.487	0.746	0.37	0.423	1.0	1.0	1.0	chr3L:-:826945-827001:827645-827697:827876-829851	12,18,18	13,11,6	fail
4659	FBgn0034051	Mlf	chr2R	-	15937020	15937326	15935892	15936580	15938446	15938978	4659	995,872,837	136,148,165	516,588,475	189,161,172	380	74	1.57400470435e-09	1.24733818955e-07	0.588,0.534,0.497	0.347,0.416,0.35	0.169	0.588	0.534	0.497	0.347	0.416	0.35	chr2R:-:15935892-15936580:15937020-15937326:15938446-15938978	1131,1020,1002	705,749,647	pass
5783	FBgn0260936	scny	chr3L	+	5774413	5775013	5772432	5774076	5775188	5775845	5783	474,533,574	165,139,155	249,301,268	169,174,125	674	74	2.40984154853e-09	1.88077179038e-07	0.24,0.296,0.289	0.139,0.16,0.191	0.112	0.24	0.296	0.289	0.139	0.16	0.191	chr3L:+:5772432-5774076:5774413-5775013:5775188-5775845	639,672,729	418,475,393	pass
4428	FBgn0004509	Fur1	chr3R	-	25431916	25431981	25417937	25417964	25472481	25473058	4428	95,87,51	11,4,11	87,118,93	1,0,1	139	74	5.27600585443e-09	4.05622479943e-07	0.821,0.921,0.712	0.979,1.0,0.98	-0.168	0.821	0.921	0.712	0.979	1.0	0.98	chr3R:-:25417937-25417964:25431916-25431981:25472481-25473058	106,91,62	88,118,94	pass
231	FBgn0034282	Mapmodulin	chr2R	-	17867782	17868088	17867325	17867559	17868286	17868369	231	62,25,33	901,815,814	73,90,99	799,923,704	380	74	9.16771936144e-09	6.84390180156e-07	0.013,0.006,0.008	0.017,0.019,0.027	-0.012	0.013	0.006	0.008	0.017	0.019	0.027	chr2R:-:17867325-17867559:17867782-17868088:17868286-17868369	963,840,847	872,1013,803	pass
517	FBgn0261276	Opa1	chr2R	-	14234442	14234559	14234267	14234342	14234692	14234828	517	259,241,189	304,246,202	333,400,297	192,221,182	191	74	9.15279285696e-09	6.84390180156e-07	0.248,0.275,0.266	0.402,0.412,0.387	-0.137	0.248	0.275	0.266	0.402	0.412	0.387	chr2R:-:14234267-14234342:14234442-14234559:14234692-14234828	563,487,391	525,621,479	pass
