ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2707	"FBgn0083124"	"Uhg4"	chr2R	+	9095897	9095958	9096149	9096202	9095272	9095339	9096382	9096438	2707	33,16,24	227,153,225	2,4,3	153,158,122	135	127	8.33954238999e-10	1.12000054298e-07	0.12,0.09,0.091	0.012,0.023,0.023	0.081
2755	"FBgn0031187"	"CG14619"	chrX	+	22462399	22463272	22463538	22465522	22457613	22458260	22466164	22466375	2755	180,216,115	928,851,517	112,143,119	1031,1236,1023	947	2058	9.07263042471e-10	1.16043263432e-07	0.297,0.356,0.326	0.191,0.201,0.202	0.128
569	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7356972	7357096	7348130	7348975	7361717	7361867	569	4,4,3	1,0,0	0,1,1	2,1,3	198	198	4.31943547596e-09	5.27363804019e-07	0.8,1.0,1.0	0.0,0.5,0.25	0.683
1220	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7353565	7353692	7348130	7348975	7361717	7361867	1220	1,0,1	5,5,3	5,4,5	2,0,1	201	198	4.62326998907e-09	5.39917530028e-07	0.165,0.0,0.247	0.711,1.0,0.831	-0.71
747	"FBgn0033159"	"Dscam1"	chr2R	-	7355086	7355210	7356972	7357096	7348130	7348975	7361717	7361867	747	4,4,3	0,2,1	0,1,1	2,8,9	198	198	5.17451537174e-09	5.79114512021e-07	1.0,0.667,0.75	0.0,0.111,0.1	0.735
1397	"FBgn0033159"	"Dscam1"	chr2R	-	7355685	7355809	7356972	7357096	7348130	7348975	7361717	7361867	1397	4,4,3	0,2,0	0,1,1	2,2,6	198	198	7.09109748698e-09	7.61867514001e-07	1.0,0.667,1.0	0.0,0.333,0.143	0.73
2793	"FBgn0025720"	"Ate1"	chr2R	-	20255885	20256035	20256082	20256235	20255627	20255809	20256435	20256629	2793	132,123,144	361,318,340	223,192,198	248,303,244	227	224	7.55736495606e-09	7.69546987113e-07	0.265,0.276,0.295	0.47,0.385,0.445	-0.155
352	"FBgn0003495"	"spz"	chr3R	-	27066728	27066884	27067357	27067495	27066607	27066665	27069143	27070070	352	351,309,312	376,352,393	413,493,355	258,316,229	212	230	7.73558028744e-09	7.69546987113e-07	0.503,0.488,0.463	0.635,0.629,0.627	-0.146
2713	"FBgn0083124"	"Uhg4"	chr2R	+	9096670	9096735	9096925	9096991	9096149	9096202	9097241	9097312	2713	26,4,18	256,194,339	0,1,1	172,175,143	139	140	9.29069199351e-09	8.9124281052e-07	0.093,0.02,0.051	0.0,0.006,0.007	0.05
2130	"FBgn0264693"	"ens"	chr3L	-	4128613	4128973	4129650	4129791	4126988	4127162	4131120	4131236	2130	259,260,208	131,116,86	337,301,335	75,72,68	215	434	1.67139299068e-08	1.54805571482e-06	0.8,0.819,0.83	0.901,0.894,0.909	-0.085
2604	"FBgn0039890"	"CG2316"	chr4	-	188577	189248	189997	190061	188424	188523	193343	193489	2604	28,22,13	1967,1724,1399	4,10,8	2004,2584,1979	138	745	4.79399551168e-08	4.29222398146e-06	0.071,0.064,0.048	0.011,0.02,0.021	0.044
1212	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7358215	7358339	7348130	7348975	7361717	7361867	1212	1,0,0	5,5,3	1,7,2	2,0,1	198	198	6.71202439184e-08	5.81564436016e-06	0.167,0.0,0.0	0.333,1.0,0.667	-0.611
2391	"FBgn0041182"	"Tep2"	chr2L	-	7696593	7696807	7697400	7697581	7696027	7696206	7698724	7698992	2391	618,471,461	142,82,92	376,425,350	136,151,147	255	288	8.21301929799e-08	6.89380307325e-06	0.831,0.866,0.85	0.757,0.761,0.729	0.1
1318	"FBgn0033159"	"Dscam1"	chr2R	-	7356744	7356868	7358215	7358339	7348130	7348975	7361717	7361867	1318	1,0,0	2,1,3	1,7,2	0,2,1	198	198	1.25212108348e-07	1.01915067583e-05	0.333,0.0,0.0	1.0,0.778,0.667	-0.704
1675	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7359221	7359345	7348130	7348975	7361717	7361867	1675	1,2,0	4,4,3	4,2,5	0,1,1	198	198	1.45094206649e-07	1.14624423253e-05	0.2,0.333,0.0	1.0,0.667,0.833	-0.656
115	"FBgn0025726"	"unc-13"	chr4	-	881842	881949	882616	882723	876869	877194	882960	883081	115	294,327,253	118,107,91	125,178,164	101,118,107	181	181	1.9361094461e-07	1.48582570635e-05	0.714,0.753,0.735	0.553,0.601,0.605	0.148
1213	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7355685	7355809	7348130	7348975	7361717	7361867	1213	0,2,0	5,5,3	2,2,6	2,0,1	198	198	2.73683668506e-07	2.04198426002e-05	0.0,0.286,0.0	0.5,1.0,0.857	-0.69
1217	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7355086	7355210	7348130	7348975	7361717	7361867	1217	0,2,1	5,5,3	2,8,9	2,0,1	198	198	3.09595424297e-07	2.24749543152e-05	0.0,0.286,0.25	0.5,1.0,0.9	-0.621
2553	"FBgn0058263"	"MFS17"	chr2R	-	2515642	2515908	2521440	2522511	2494741	2495023	2553782	2553877	2553	778,600,672	49,32,37	895,946,858	99,101,106	1145	340	4.4462326565e-07	3.14278445141e-05	0.825,0.848,0.844	0.729,0.736,0.706	0.115
893	"FBgn0033159"	"Dscam1"	chr2R	-	7354276	7354400	7356972	7357096	7348130	7348975	7361717	7361867	893	4,4,3	1,3,1	0,1,1	2,3,12	198	198	4.72138483421e-07	3.25170247813e-05	0.8,0.571,0.75	0.0,0.25,0.077	0.598
1098	"FBgn0033159"	"Dscam1"	chr2R	-	7356316	7356440	7356972	7357096	7348130	7348975	7361717	7361867	1098	4,4,3	3,5,1	0,1,1	4,15,10	198	198	4.84808777568e-07	3.25549094137e-05	0.571,0.444,0.75	0.0,0.063,0.091	0.537
2054	"FBgn0033159"	"Dscam1"	chr2R	-	7338640	7338928	7340544	7340832	7332260	7332380	7347848	7348010	2054	4,5,5	2,0,0	0,1,3	2,4,5	362	362	5.75757096222e-07	3.77191112305e-05	0.667,1.0,1.0	0.0,0.2,0.375	0.697
561	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7356744	7356868	7348130	7348975	7361717	7361867	561	2,1,3	1,0,0	0,2,1	2,1,3	198	198	7.2721953015e-07	4.65074204282e-05	0.667,1.0,1.0	0.0,0.667,0.25	0.583
2245	"FBgn0086676"	"spin"	chr2R	+	16132828	16133090	16133421	16133683	16132308	16132635	16136026	16136125	2245	378,325,301	735,663,621	456,498,417	520,643,550	336	336	8.63548553109e-07	5.39416607826e-05	0.34,0.329,0.326	0.467,0.436,0.431	-0.113
1230	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7355900	7356024	7348130	7348975	7361717	7361867	1230	1,0,0	5,5,3	2,1,3	2,0,1	198	198	9.59589895211e-07	5.85786013304e-05	0.167,0.0,0.0	0.5,1.0,0.75	-0.694
1423	"FBgn0033159"	"Dscam1"	chr2R	-	7353565	7353692	7354685	7354809	7348130	7348975	7361717	7361867	1423	12,6,4	1,0,1	3,3,6	5,4,5	198	201	1.06768733821e-06	6.37290708985e-05	0.924,1.0,0.802	0.379,0.432,0.549	0.455
1685	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7357788	7357915	7348130	7348975	7361717	7361867	1685	9,0,0	4,4,3	5,4,9	0,1,1	201	198	1.20018196648e-06	7.00801904775e-05	0.689,0.0,0.0	1.0,0.798,0.899	-0.669
2606	"FBgn0039890"	"CG2316"	chr4	-	188577	189248	189997	190061	188424	188523	191308	191386	2606	28,28,16	1968,1724,1399	9,15,9	2004,2587,1988	138	745	1.38955985152e-06	7.94118672592e-05	0.071,0.081,0.058	0.024,0.03,0.024	0.044
2326	"FBgn0053558"	"mim"	chr2R	-	6926669	6926821	6927389	6928151	6926018	6926298	6928508	6928836	2326	103,100,93	346,234,318	69,61,61	364,408,311	836	226	1.45741205382e-06	8.15543495117e-05	0.074,0.104,0.073	0.049,0.039,0.05	0.038
1202	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7359221	7359345	7348130	7348975	7361717	7361867	1202	1,2,0	5,5,3	4,2,5	2,0,1	198	198	1.75454175066e-06	9.42539828455e-05	0.167,0.286,0.0	0.667,1.0,0.833	-0.682
1678	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7359015	7359139	7348130	7348975	7361717	7361867	1678	0,1,0	4,4,3	2,6,0	0,1,1	198	198	1.74047262214e-06	9.42539828455e-05	0.0,0.2,0.0	1.0,0.857,0.0	-0.552
2554	"FBgn0058263"	"MFS17"	chr2R	-	2515642	2515908	2520578	2522511	2494741	2495023	2553782	2553877	2554	723,575,609	49,32,37	853,917,848	99,101,106	2007	340	2.40069962276e-06	0.000126436846799	0.714,0.753,0.736	0.593,0.606,0.575	0.143
1412	"FBgn0033159"	"Dscam1"	chr2R	-	7353565	7353692	7356744	7356868	7348130	7348975	7361717	7361867	1412	2,1,3	1,0,1	0,2,1	5,4,5	198	201	2.48374814171e-06	0.000128295144397	0.67,1.0,0.753	0.0,0.337,0.169	0.639
2771	"FBgn0005278"	"Sam-S"	chr2L	+	111004	111117	111906	112019	110754	110877	112689	113369	2771	45,43,36	1752,1591,1581	19,24,13	1678,1897,1454	187	187	2.83054051042e-06	0.000143449656811	0.025,0.026,0.022	0.011,0.012,0.009	0.014
1689	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7357399	7357523	7348130	7348975	7361717	7361867	1689	1,0,2	4,4,3	2,1,4	0,1,1	198	198	3.97651537143e-06	0.000197794820142	0.2,0.0,0.4	1.0,0.5,0.8	-0.567
1823	"FBgn0033159"	"Dscam1"	chr2R	-	7350157	7350281	7356972	7357096	7348130	7348975	7361717	7361867	1823	4,4,3	3,3,0	0,1,1	5,5,4	198	198	4.20902764009e-06	0.000201883004309	0.571,0.571,1.0	0.0,0.167,0.2	0.592
36	"FBgn0032456"	"MRP"	chr2L	+	12728020	12728241	12737397	12737618	12726745	12727116	12737958	12738176	36	965,853,857	742,685,653	626,860,686	350,429,315	295	295	4.20350087382e-06	0.000201883004309	0.565,0.555,0.568	0.641,0.667,0.685	-0.102
1679	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7360290	7360414	7348130	7348975	7361717	7361867	1679	1,5,0	4,4,3	5,5,3	0,1,1	198	198	4.29978914684e-06	0.000202618134183	0.2,0.556,0.0	1.0,0.833,0.75	-0.609
648	"FBgn0033159"	"Dscam1"	chr2R	-	7351460	7351584	7356972	7357096	7348130	7348975	7361717	7361867	648	4,4,3	1,4,0	0,1,1	5,3,3	198	198	4.59443544232e-06	0.000212769889622	0.8,0.5,1.0	0.0,0.25,0.25	0.6
529	"FBgn0033159"	"Dscam1"	chr2R	-	7350373	7350497	7356972	7357096	7348130	7348975	7361717	7361867	529	4,4,3	3,3,0	0,1,1	2,9,3	198	198	4.80267728908e-06	0.000218643918618	0.571,0.571,1.0	0.0,0.1,0.25	0.597
1211	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7356316	7356440	7348130	7348975	7361717	7361867	1211	3,5,1	5,5,3	4,15,10	2,0,1	198	198	6.2398112034e-06	0.000279335548206	0.375,0.5,0.25	0.667,1.0,0.909	-0.484
1341	"FBgn0033159"	"Dscam1"	chr2R	-	7354685	7354809	7358215	7358339	7348130	7348975	7361717	7361867	1341	1,0,0	12,6,4	1,7,2	3,3,6	198	198	7.38010631973e-06	0.000324966648767	0.077,0.0,0.0	0.25,0.7,0.25	-0.374
1607	"FBgn0033159"	"Dscam1"	chr2R	-	7358215	7358339	7358806	7358930	7348130	7348975	7361717	7361867	1607	3,1,2	1,0,0	2,3,1	1,7,2	198	198	8.22465410422e-06	0.000351274622439	0.75,1.0,1.0	0.667,0.3,0.333	0.483
1771	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7358215	7358339	7348130	7348975	7361717	7361867	1771	1,0,0	8,8,11	1,7,2	6,7,3	198	198	8.36990909758e-06	0.000351274622439	0.111,0.0,0.0	0.143,0.5,0.4	-0.311
2008	"FBgn0033159"	"Dscam1"	chr2R	-	7326151	7326364	7326616	7326784	7324581	7324737	7329288	7329455	2008	137,131,136	359,320,270	216,238,194	265,369,287	242	287	8.30744907465e-06	0.000351274622439	0.312,0.327,0.374	0.492,0.433,0.445	-0.119
1669	"FBgn0033159"	"Dscam1"	chr2R	-	7345484	7345775	7346641	7346929	7332260	7332380	7347848	7348010	1669	14,24,14	93,98,60	8,12,6	105,149,135	362	365	8.58782584945e-06	0.000354875388179	0.132,0.198,0.19	0.071,0.075,0.043	0.11
1344	"FBgn0033159"	"Dscam1"	chr2R	-	7354685	7354809	7355086	7355210	7348130	7348975	7361717	7361867	1344	0,2,1	12,6,4	2,8,9	3,3,6	198	198	8.86618126672e-06	0.000355441237051	0.0,0.25,0.2	0.4,0.727,0.6	-0.426
1686	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7357590	7357714	7348130	7348975	7361717	7361867	1686	3,2,1	4,4,3	3,7,2	0,1,1	198	198	8.83580704536e-06	0.000355441237051	0.429,0.333,0.25	1.0,0.875,0.667	-0.51
1277	"FBgn0033159"	"Dscam1"	chr2R	-	7339027	7339315	7340544	7340832	7332260	7332380	7347848	7348010	1277	4,5,5	4,2,3	0,1,3	1,10,18	362	362	9.53312625385e-06	0.000376558487027	0.5,0.714,0.625	0.0,0.091,0.143	0.535
2220	"FBgn0250823"	"gish"	chr3R	+	16293986	16294153	16295668	16295820	16292723	16292834	16296661	16296776	2220	598,564,522	428,393,379	659,749,605	293,376,265	241	226	9.98105631356e-06	0.000388537931279	0.567,0.574,0.564	0.678,0.651,0.682	-0.102
2784	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23746189	23746544	23737959	23738184	23747872	23748060	2784	791,548,486	537,442,413	712,810,765	370,396,389	998	429	1.06690367279e-05	0.000409386180731	0.388,0.348,0.336	0.453,0.468,0.458	-0.102
1674	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7360081	7360205	7348130	7348975	7361717	7361867	1674	4,5,3	4,4,3	5,4,11	0,1,1	198	198	1.1945377794e-05	0.000445628954926	0.5,0.556,0.5	1.0,0.8,0.917	-0.387
1676	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7358603	7358727	7348130	7348975	7361717	7361867	1676	4,1,4	4,4,3	2,4,11	0,1,1	198	198	1.18629096736e-05	0.000445628954926	0.5,0.2,0.571	1.0,0.8,0.917	-0.482
1065	"FBgn0033159"	"Dscam1"	chr2R	-	7363023	7363194	7365311	7365482	7361717	7361867	7368387	7368732	1065	46,58,41	6,10,13	44,50,47	27,26,32	245	245	1.25558702242e-05	0.000457770669961	0.885,0.853,0.759	0.62,0.658,0.595	0.208
1469	"FBgn0033159"	"Dscam1"	chr2R	-	7349600	7349721	7358215	7358339	7348130	7348975	7361717	7361867	1469	1,0,0	2,1,1	1,7,2	1,2,2	198	195	1.26117012573e-05	0.000457770669961	0.33,0.0,0.0	0.496,0.775,0.496	-0.479
1133	"FBgn0033159"	"Dscam1"	chr2R	-	7355290	7355414	7356972	7357096	7348130	7348975	7361717	7361867	1133	4,4,3	6,2,2	0,1,1	6,7,4	198	198	1.41521148997e-05	0.000506834408275	0.4,0.667,0.6	0.0,0.125,0.2	0.447
2042	"FBgn0033159"	"Dscam1"	chr2R	-	7338640	7338928	7346641	7346929	7332260	7332380	7347848	7348010	2042	14,24,14	2,0,0	8,12,6	2,4,5	362	362	1.44257123139e-05	0.000507667311893	0.875,1.0,1.0	0.8,0.75,0.545	0.26
2190	"FBgn0026086"	"Adar"	chrX	+	1775649	1775738	1778369	1778560	1773724	1774222	1778611	1778699	2190	50,21,34	17,17,25	26,38,33	46,63,51	163	265	1.45533816142e-05	0.000507667311893	0.827,0.668,0.689	0.479,0.495,0.513	0.232
1223	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7357788	7357915	7348130	7348975	7361717	7361867	1223	9,0,0	5,5,3	5,4,9	2,0,1	201	198	1.55622500988e-05	0.000535900048274	0.639,0.0,0.0	0.711,1.0,0.899	-0.657
2603	"FBgn0039890"	"CG2316"	chr4	-	188577	189248	189997	190061	188424	188523	193672	193829	2603	58,47,38	1993,1746,1415	29,34,32	2039,2626,2010	138	745	1.7490509334e-05	0.000594677317356	0.136,0.127,0.127	0.071,0.065,0.079	0.058
14	"FBgn0013718"	"nuf"	chr3L	+	14201621	14201666	14212193	14212232	14200738	14200807	14213088	14213203	14	1,0,0	7,2,4	2,2,10	8,5,9	119	113	1.92561296882e-05	0.000646524554281	0.119,0.0,0.0	0.192,0.275,0.513	-0.287
1389	"FBgn0033159"	"Dscam1"	chr2R	-	7355685	7355809	7356744	7356868	7348130	7348975	7361717	7361867	1389	2,1,3	0,2,0	0,2,1	2,2,6	198	198	2.40350516162e-05	0.000797014180754	1.0,0.333,1.0	0.0,0.5,0.143	0.563
1214	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7354276	7354400	7348130	7348975	7361717	7361867	1214	1,3,1	5,5,3	2,3,12	2,0,1	198	198	2.47138494575e-05	0.000809529263937	0.167,0.375,0.25	0.5,1.0,0.923	-0.544
1300	"FBgn0033159"	"Dscam1"	chr2R	-	7354056	7354177	7356972	7357096	7348130	7348975	7361717	7361867	1300	4,4,3	1,2,0	0,1,1	1,1,3	198	195	2.59775640735e-05	0.000840671531342	0.798,0.663,1.0	0.0,0.496,0.247	0.573
577	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7358806	7358930	7348130	7348975	7361717	7361867	577	3,1,2	1,0,0	2,3,1	2,1,3	198	198	2.6849960039e-05	0.000858559436485	0.75,1.0,1.0	0.5,0.75,0.25	0.417
1180	"FBgn0033159"	"Dscam1"	chr2R	-	7353815	7353936	7356972	7357096	7348130	7348975	7361717	7361867	1180	4,4,3	2,1,2	0,1,1	3,3,2	198	195	2.73967406529e-05	0.000861636396405	0.663,0.798,0.596	0.0,0.247,0.33	0.493
1776	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7355086	7355210	7348130	7348975	7361717	7361867	1776	0,2,1	8,8,11	2,8,9	6,7,3	198	198	2.75877625059e-05	0.000861636396405	0.0,0.2,0.083	0.25,0.533,0.75	-0.417
1747	"FBgn0033159"	"Dscam1"	chr2R	-	7356526	7356650	7356972	7357096	7348130	7348975	7361717	7361867	1747	4,4,3	2,3,1	0,1,1	4,6,1	198	198	2.7961583645e-05	0.00086327372035	0.667,0.571,0.75	0.0,0.143,0.5	0.448
100	"FBgn0265991"	"Zasp52"	chr2R	-	15763925	15764835	15765122	15765447	15763645	15763829	15773815	15773966	100	15,18,21	1490,1511,1410	3,6,7	1333,1423,1216	399	984	2.9384620209e-05	0.000896898748652	0.024,0.029,0.035	0.006,0.01,0.014	0.019
1342	"FBgn0033159"	"Dscam1"	chr2R	-	7354685	7354809	7355685	7355809	7348130	7348975	7361717	7361867	1342	0,2,0	12,6,4	2,2,6	3,3,6	198	198	3.05042381921e-05	0.000920611053753	0.0,0.25,0.0	0.4,0.4,0.5	-0.35
1004	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7356972	7357096	7348130	7348975	7361717	7361867	1004	4,4,3	3,5,1	0,1,1	5,3,5	198	198	3.32943590665e-05	0.000993651649474	0.571,0.444,0.75	0.0,0.25,0.167	0.449
2031	"FBgn0033159"	"Dscam1"	chr2R	-	7336116	7336410	7340544	7340832	7332260	7332380	7347848	7348010	2031	4,5,5	7,5,1	0,1,3	10,11,18	362	368	3.46015308221e-05	0.00102131551416	0.367,0.504,0.836	0.0,0.085,0.145	0.492
179	"FBgn0039920"	"CG11360"	chr4	+	671246	671387	680439	681135	671141	671166	684580	690650	179	57,35,58	260,247,131	26,36,31	352,435,319	215	770	3.70913667468e-05	0.00108290664219	0.44,0.337,0.613	0.209,0.229,0.258	0.231
1316	"FBgn0033159"	"Dscam1"	chr2R	-	7356744	7356868	7359015	7359139	7348130	7348975	7361717	7361867	1316	0,1,0	2,1,3	2,6,0	0,2,1	198	198	3.77147587598e-05	0.00108926711859	0.0,0.5,0.0	1.0,0.75,0.0	-0.417
1207	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7359015	7359139	7348130	7348975	7361717	7361867	1207	0,1,0	5,5,3	2,6,0	2,0,1	198	198	3.9100343701e-05	0.0011172715232	0.0,0.167,0.0	0.5,1.0,0.0	-0.444
1687	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7359441	7359565	7348130	7348975	7361717	7361867	1687	4,6,1	4,4,3	4,4,7	0,1,1	198	198	4.11188605319e-05	0.00115047145197	0.5,0.6,0.25	1.0,0.8,0.875	-0.442
488	"FBgn0033159"	"Dscam1"	chr2R	-	7354881	7355005	7358215	7358339	7348130	7348975	7361717	7361867	488	1,0,0	1,8,2	1,7,2	2,8,2	198	198	4.08924955794e-05	0.00115047145197	0.5,0.0,0.0	0.333,0.467,0.5	-0.267
1173	"FBgn0033159"	"Dscam1"	chr2R	-	7353815	7353936	7358215	7358339	7348130	7348975	7361717	7361867	1173	1,0,0	2,1,2	1,7,2	3,3,2	198	195	4.28926102675e-05	0.00117896649295	0.33,0.0,0.0	0.247,0.697,0.496	-0.37
1688	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7360525	7360649	7348130	7348975	7361717	7361867	1688	17,10,2	4,4,3	12,12,19	0,1,1	198	198	4.30151587154e-05	0.00117896649295	0.81,0.714,0.4	1.0,0.923,0.95	-0.316
2016	"FBgn0033159"	"Dscam1"	chr2R	-	7336116	7336410	7346641	7346929	7332260	7332380	7347848	7348010	2016	14,24,14	7,5,1	8,12,6	10,11,18	362	368	5.2674399295e-05	0.00142912562128	0.67,0.83,0.934	0.449,0.526,0.253	0.402
