ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3031	"FBgn0004607"	"zfh2"	chr4	+	536965	537075	532982	535880	537174	538373	3031	623,388,375	74,44,59	355,384,320	17,8,12	148	74	1.19104726082e-12	1.93987019996e-10	0.808,0.815,0.761	0.913,0.96,0.93	-0.14
3281	"FBgn0051363"	"Jupiter"	chr3R	-	11593321	11593354	11592366	11592624	11593632	11593766	3281	195,195,179	1686,1380,1417	97,116,59	1516,1781,1311	106	74	2.38320474466e-12	3.76025023618e-10	0.075,0.09,0.081	0.043,0.043,0.03	0.043
3479	"FBgn0038535"	"alt"	chr3R	-	17675641	17675737	17675074	17675533	17676086	17676749	3479	299,262,231	62,56,62	171,169,128	102,90,85	148	74	2.92099677779e-12	4.46912507002e-10	0.707,0.701,0.651	0.456,0.484,0.43	0.23
4739	"FBgn0039890"	"CG2316"	chr4	-	188577	189248	188424	188523	189997	190061	4739	266,217,211	21,18,13	304,350,238	0,4,4	148	74	4.53526105559e-12	6.73486266755e-10	0.864,0.858,0.89	1.0,0.978,0.967	-0.111
5892	"FBgn0261673"	"nemy"	chr2R	-	12664984	12665232	12660972	12661196	12665744	12665799	5892	430,347,317	9,10,6	199,257,207	26,23,24	148	74	7.36422034464e-12	1.06234138629e-09	0.96,0.946,0.964	0.793,0.848,0.812	0.139
2204	"FBgn0264693"	"ens"	chr3L	-	4128613	4128973	4126988	4127162	4129650	4129791	2204	55,50,36	54,55,50	37,15,19	101,89,96	148	74	1.62474478316e-11	2.27870455838e-09	0.337,0.313,0.265	0.155,0.078,0.09	0.197
4639	"FBgn0015222"	"Fer1HCH"	chr3R	-	30386717	30386828	30386318	30386596	30387463	30387550	4639	73,77,63	1883,1506,1532	7,7,8	1271,1440,1187	148	74	1.88017379443e-11	2.56567499678e-09	0.019,0.025,0.02	0.003,0.002,0.003	0.019
1194	"FBgn0037248"	"srl"	chr3R	-	4428549	4428623	4426881	4427000	4428974	4429335	1194	117,109,131	240,185,213	233,258,158	186,179,151	147	74	2.35793606862e-11	3.13295242381e-09	0.197,0.229,0.236	0.387,0.42,0.345	-0.163
2203	"FBgn0264693"	"ens"	chr3L	-	4133548	4133656	4131955	4132212	4133768	4133822	2203	28,25,22	93,103,82	3,7,8	110,138,105	148	74	3.53528317731e-11	4.57683199032e-09	0.131,0.108,0.118	0.013,0.025,0.037	0.094
690	"FBgn0037580"	"DppIII"	chr3R	+	8344808	8345023	8344399	8344483	8345092	8345399	690	105,103,107	359,289,315	183,234,170	251,315,262	148	74	4.21751522595e-11	5.32355859396e-09	0.128,0.151,0.145	0.267,0.271,0.245	-0.12
966	"FBgn0058045"	"CG40045"	chr3L	+	24028810	24028938	24028514	24028723	24035431	24035859	966	19,5,17	20,12,23	24,26,22	3,3,3	148	74	5.55376855615e-11	6.83926279024e-09	0.322,0.172,0.27	0.8,0.813,0.786	-0.545
611	"FBgn0266758"	"Esyt2"	chr3R	+	24549684	24549764	24549013	24549139	24551328	24551812	611	255,193,157	43,31,36	252,353,287	16,20,11	148	74	6.23948670508e-11	7.50075437475e-09	0.748,0.757,0.686	0.887,0.898,0.929	-0.174
469	"FBgn0035871"	"BI-1"	chr3L	-	8307592	8307732	8307144	8307380	8307793	8307964	469	117,89,108	722,642,799	41,38,20	577,614,491	148	74	7.29306615099e-11	8.56341651078e-09	0.075,0.065,0.063	0.034,0.03,0.02	0.04
4659	"FBgn0034051"	"Mlf"	chr2R	-	15937020	15937326	15935892	15936580	15938446	15938978	4659	111,98,111	136,148,165	39,66,44	189,161,172	148	74	9.02689034632e-11	1.03583566724e-08	0.29,0.249,0.252	0.094,0.17,0.113	0.138
940	"FBgn0036505"	"CG7945"	chr3L	-	15522967	15523464	15522559	15522580	15523832	15524137	940	273,201,250	38,29,30	315,317,267	8,13,11	148	74	1.78824843822e-10	2.00641474768e-08	0.782,0.776,0.806	0.952,0.924,0.924	-0.145
4328	"FBgn0003660"	"Syb"	chr2R	-	10250368	10250586	10249434	10249827	10250878	10251144	4328	96,65,58	1373,1260,1569	140,142,118	1209,1325,1085	148	74	2.00309546727e-10	2.1986150031e-08	0.034,0.025,0.018	0.055,0.051,0.052	-0.027
6044	"FBgn0262125"	"Sec23"	chr3R	+	5651980	5652004	5651253	5651802	5652380	5652629	6044	18,20,24	511,438,470	43,40,41	327,325,285	97	74	2.39871678076e-10	2.57683426086e-08	0.026,0.034,0.037	0.091,0.086,0.099	-0.06
5721	"FBgn0025720"	"Ate1"	chr2R	-	20256082	20256235	20255627	20255809	20256435	20256629	5721	60,68,77	6,8,8	104,87,82	0,0,0	148	74	2.58056243041e-10	2.71442910649e-08	0.833,0.81,0.828	1.0,1.0,1.0	-0.176
43	"FBgn0026401"	"Nipped-B"	chr2R	-	4722146	4722325	4719769	4720210	4726623	4726788	43	280,231,161	14,8,20	214,283,197	3,1,0	148	74	2.94930413425e-10	3.03898705588e-08	0.909,0.935,0.801	0.973,0.993,1.0	-0.107
743	"FBgn0039959"	"CG17514"	chr3L	-	27987737	27988702	27967243	27974140	28012380	28012483	743	244,161,134	50,38,29	198,238,178	8,23,7	148	74	4.67099359192e-10	4.71676932912e-08	0.709,0.679,0.698	0.925,0.838,0.927	-0.201
6034	"FBgn0001139"	"gro"	chr3R	+	26046535	26046592	26045728	26045827	26046732	26046909	6034	269,258,221	17,22,15	318,364,308	0,8,5	130	74	7.17547909979e-10	7.10372430879e-08	0.9,0.87,0.893	1.0,0.963,0.972	-0.091
5251	"FBgn0083124"	"Uhg4"	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	5251	644,442,532	33,16,21	385,480,331	2,4,3	125	74	7.47890638308e-10	7.26173044773e-08	0.92,0.942,0.937	0.991,0.986,0.985	-0.054
318	"FBgn0266694"	"CR45184"	chr3L	-	827645	827697	826945	827001	827876	829851	318	10,9,10	2,9,8	13,11,6	0,0,0	125	74	1.32726551971e-09	1.26440822812e-07	0.747,0.372,0.425	1.0,1.0,1.0	-0.485
1146	"FBgn0005672"	"spi"	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1146	951,782,798	296,220,225	1162,1354,1116	167,216,189	148	74	1.44357004128e-09	1.3497379886e-07	0.616,0.64,0.639	0.777,0.758,0.747	-0.129
6181	"FBgn0027335"	"Rip11"	chrX	-	18636613	18636873	18635641	18636319	18637412	18637573	6181	1264,1031,1169	175,161,201	927,1004,902	264,311,238	148	74	1.72290415268e-09	1.58162601216e-07	0.783,0.762,0.744	0.637,0.617,0.655	0.127
5803	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20957733	20958167	20963724	20963856	5803	181,157,104	266,229,170	104,134,102	342,377,330	148	74	2.08923400802e-09	1.88366830473e-07	0.254,0.255,0.234	0.132,0.151,0.134	0.109
4470	"FBgn0058263"	"MFS17"	chr2R	-	2515642	2515908	2494741	2495023	2553782	2553877	4470	7,5,14	23,18,24	26,29,31	6,11,15	148	74	2.79117995383e-09	2.4297702736e-07	0.132,0.122,0.226	0.684,0.569,0.508	-0.427
4857	"FBgn0036449"	"bmm"	chr3L	-	14777105	14777241	14776495	14776985	14777338	14777607	4857	15,7,6	93,76,110	41,25,50	104,101,111	148	74	2.78529621589e-09	2.4297702736e-07	0.075,0.044,0.027	0.165,0.11,0.184	-0.104
579	"FBgn0025726"	"unc-13"	chr4	-	882616	882723	876869	877194	882960	883081	579	188,214,160	19,16,10	76,96,94	24,28,23	148	74	3.10984893392e-09	2.66129275718e-07	0.832,0.87,0.889	0.613,0.632,0.671	0.225
2217	"FBgn0035162"	"CG13900"	chr3L	-	830621	830728	830033	830341	830907	831242	2217	722,687,520	789,805,694	694,903,705	474,607,504	148	74	4.07344102893e-09	3.42780062584e-07	0.314,0.299,0.273	0.423,0.427,0.412	-0.125
4428	"FBgn0004509"	"Fur1"	chr3R	-	25431916	25431981	25417937	25417964	25472481	25473058	4428	95,87,51	11,4,11	87,118,93	1,0,1	138	74	5.30591603987e-09	4.39173280087e-07	0.822,0.921,0.713	0.979,1.0,0.98	-0.168
2604	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8385097	8384454	8384540	8386216	8386385	2604	336,289,237	11,14,12	368,348,306	1,2,3	148	74	1.05742454792e-08	8.61118797169e-07	0.939,0.912,0.908	0.995,0.989,0.981	-0.069
970	"FBgn0058045"	"CG40045"	chr3L	+	24030754	24030854	24028514	24028723	24035431	24035859	970	1255,747,1157	20,12,23	1107,1122,1042	3,3,3	148	74	3.08227159351e-08	2.47022051994e-06	0.969,0.969,0.962	0.995,0.995,0.994	-0.028
4773	"FBgn0001248"	"Idh"	chr3L	-	8358015	8358072	8356403	8357905	8358555	8358940	4773	45,46,40	61,59,51	15,13,12	55,64,48	130	74	4.35602410809e-08	3.43649464402e-06	0.296,0.307,0.309	0.134,0.104,0.125	0.183
4644	"FBgn0015222"	"Fer1HCH"	chr3R	-	30386883	30387409	30386717	30386828	30387463	30387619	4644	5,7,6	35,49,36	1,10,5	1,1,0	148	74	5.70587683768e-08	4.43214956207e-06	0.067,0.067,0.077	0.333,0.833,1.0	-0.652
321	"FBgn0266694"	"CR45184"	chr3L	-	827422	827469	826945	827001	827876	829851	321	8,11,16	2,9,8	3,3,3	0,0,0	120	74	5.87768343996e-08	4.49642783157e-06	0.712,0.43,0.552	1.0,1.0,1.0	-0.435
5660	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23737959	23738184	23746189	23746544	5660	68,42,68	34,21,31	78,87,79	14,11,10	148	74	6.69460176184e-08	5.04493198441e-06	0.5,0.5,0.523	0.736,0.798,0.798	-0.27
517	"FBgn0261276"	"Opa1"	chr2R	-	14234442	14234559	14234267	14234342	14234692	14234828	517	196,181,129	304,246,202	238,275,225	192,221,182	148	74	7.54127812419e-08	5.59939900721e-06	0.244,0.269,0.242	0.383,0.384,0.382	-0.131
3265	"FBgn0034500"	"CG11200"	chr2R	-	20308146	20308499	20306414	20306636	20308560	20308671	3265	33,26,30	62,47,49	14,13,13	71,74,88	148	74	7.95113807017e-08	5.81815885743e-06	0.21,0.217,0.234	0.09,0.081,0.069	0.14
4699	"FBgn0051619"	"CG31619"	chr2L	+	21720358	21720481	21719513	21719643	21725067	21725445	4699	105,94,70	91,71,71	46,44,33	79,97,76	148	74	8.42485852193e-08	6.07673009675e-06	0.366,0.398,0.33	0.225,0.185,0.178	0.169
2530	"FBgn0052654"	"Sec16"	chrX	+	12605802	12606153	12604863	12605388	12607697	12607879	2530	8,12,10	19,32,19	0,2,4	33,46,31	148	74	8.79153028155e-08	6.25189244951e-06	0.174,0.158,0.208	0.0,0.021,0.061	0.153
3288	"FBgn0039965"	"CG13865"	chrX	+	23013818	23014108	23013494	23013681	23014452	23016586	3288	311,259,269	14,11,11	318,326,236	5,1,0	148	74	1.04422797964e-07	7.32264870723e-06	0.917,0.922,0.924	0.97,0.994,1.0	-0.067
3385	"FBgn0085412"	"CG34383"	chr3R	+	13756889	13757027	13756375	13756662	13757182	13757476	3385	2,2,2	0,0,0	2,2,2	3,1,2	148	74	1.09428360595e-07	7.46626746816e-06	1.0,1.0,1.0	0.25,0.5,0.333	0.639
4471	"FBgn0058263"	"MFS17"	chr2R	-	2515642	2515908	2494741	2495023	2521440	2522511	4471	8,9,17	67,43,72	37,40,37	65,68,58	148	74	1.09252895952e-07	7.46626746816e-06	0.056,0.095,0.106	0.222,0.227,0.242	-0.145
4069	"FBgn0035227"	"CG12090"	chr3L	-	1525641	1525703	1525284	1525392	1527189	1527381	4069	36,19,34	10,8,11	57,43,39	1,3,2	135	74	1.35472701279e-07	9.1200222501e-06	0.664,0.566,0.629	0.969,0.887,0.914	-0.304
2770	"FBgn0263391"	"hts"	chr2R	-	19418556	19418605	19411159	19411271	19423593	19423797	2770	266,217,209	14,11,6	291,371,260	3,1,2	122	74	1.41462290437e-07	9.27588447294e-06	0.92,0.923,0.955	0.983,0.996,0.987	-0.056
5425	"FBgn0266410"	"CG45050"	chr3R	+	9342575	9342894	9341866	9342491	9354421	9354854	5425	184,123,177	323,243,209	97,92,96	261,370,276	148	74	1.39944821287e-07	9.27588447294e-06	0.222,0.202,0.297	0.157,0.111,0.148	0.102
403	"FBgn0262617"	"CG43143"	chr3R	+	10299001	10299058	10298448	10298591	10299633	10299752	403	1,2,0	27,19,35	7,11,7	23,24,23	130	74	1.73620203103e-07	1.12385693009e-05	0.021,0.057,0.0	0.148,0.207,0.148	-0.142
2602	"FBgn0032036"	"CG13384"	chr2L	+	8384996	8385097	8384699	8384895	8386216	8386385	2602	667,527,505	16,13,15	667,714,617	5,3,3	148	74	1.91213475942e-07	1.22207194941e-05	0.954,0.953,0.944	0.985,0.992,0.99	-0.039
5246	"FBgn0083124"	"Uhg4"	chr2R	+	9096382	9096438	9096149	9096202	9096670	9096735	5246	470,338,459	21,3,14	318,308,265	0,1,1	129	74	2.08925104883e-07	1.31857856819e-05	0.928,0.985,0.95	1.0,0.994,0.993	-0.041
5891	"FBgn0261673"	"nemy"	chr2R	-	12664984	12665232	12660972	12661196	12665699	12665799	5891	385,305,276	6,5,3	178,216,149	10,12,15	148	74	2.44020485818e-07	1.52106102827e-05	0.97,0.968,0.979	0.899,0.9,0.832	0.095
1486	"FBgn0053107"	"CG33107"	chr3R	-	22583594	22583641	22583351	22583523	22583698	22583929	1486	136,165,157	36,22,26	167,180,110	5,9,10	120	74	2.68585518826e-07	1.65376620067e-05	0.7,0.822,0.788	0.954,0.925,0.872	-0.147
3434	"FBgn0035411"	"Girdin"	chr3L	+	3183932	3183997	3183635	3183799	3184248	3185287	3434	38,41,25	6,5,6	38,34,26	0,1,0	138	74	2.91578325151e-07	1.7737095948e-05	0.773,0.815,0.691	1.0,0.948,1.0	-0.223
4168	"FBgn0039710"	"dgt1"	chr3R	-	29855129	29855648	29854694	29855043	29855952	29856353	4168	22,7,19	96,67,99	1,4,7	106,105,83	148	74	4.10613988033e-07	2.46808336378e-05	0.103,0.05,0.088	0.005,0.019,0.04	0.059
781	"FBgn0053170"	"CG33170"	chr3L	+	22865877	22865960	22865770	22865824	22867399	22867535	781	1064,943,1263	24,13,20	803,807,636	2,4,1	148	74	4.42108778032e-07	2.62612614151e-05	0.957,0.973,0.969	0.995,0.99,0.997	-0.028
4993	"FBgn0262743"	"Fs(2)Ket"	chr2L	+	20739191	20740063	20738503	20738975	20749270	20750941	4993	326,273,313	15,15,13	302,351,253	4,2,3	148	74	4.59557306098e-07	2.69802888196e-05	0.916,0.901,0.923	0.974,0.989,0.977	-0.067
4065	"FBgn0035227"	"CG12090"	chr3L	-	1525641	1525700	1525284	1525392	1527189	1527381	4065	30,24,35	10,8,11	52,41,33	1,3,2	132	74	4.68745769311e-07	2.72034182673e-05	0.627,0.627,0.641	0.967,0.885,0.902	-0.286
5603	"FBgn0050118"	"CG30118"	chr2R	-	18437939	18437977	18437574	18437612	18438207	18438275	5603	133,152,105	13,10,7	220,274,211	3,3,4	111	74	5.62786115044e-07	3.22898533506e-05	0.872,0.91,0.909	0.98,0.984,0.972	-0.082
3436	"FBgn0035411"	"Girdin"	chr3L	+	3183932	3184037	3183635	3183799	3184248	3185287	3436	69,69,61	6,5,6	73,65,61	0,1,0	148	74	6.96968115554e-07	3.95392361285e-05	0.852,0.873,0.836	1.0,0.97,1.0	-0.136
4626	"FBgn0004401"	"Pep"	chr3L	-	17643978	17644079	17643362	17643726	17644890	17645036	4626	184,127,112	517,416,439	201,321,229	436,532,455	148	74	7.27013438673e-07	4.07854539096e-05	0.151,0.132,0.113	0.187,0.232,0.201	-0.075
5784	"FBgn0260936"	"scny"	chr3L	+	5774413	5774846	5772432	5774076	5775188	5775845	5784	100,95,122	165,139,155	43,62,56	169,174,125	148	74	7.85608055609e-07	4.3588297503e-05	0.233,0.255,0.282	0.113,0.151,0.183	0.108
1894	"FBgn0003495"	"spz"	chr3R	-	27067357	27067495	27067121	27067199	27069143	27070070	1894	353,291,293	266,211,207	411,444,349	168,178,165	148	74	8.28416534371e-07	4.46577238441e-05	0.399,0.408,0.414	0.55,0.555,0.514	-0.133
4523	"FBgn0035793"	"CG7546"	chr3L	+	7513522	7513621	7512785	7513392	7513817	7514354	4523	1,1,1	70,43,82	5,12,9	59,64,53	148	74	8.17691685473e-07	4.46577238441e-05	0.007,0.011,0.006	0.041,0.086,0.078	-0.06
708	"FBgn0051145"	"CG31145"	chr3R	-	23631485	23632186	23626596	23627460	23635277	23635321	708	38,19,19	101,82,68	15,10,10	108,137,107	148	74	8.31417318548e-07	4.46577238441e-05	0.158,0.104,0.123	0.065,0.035,0.045	0.08
2298	"FBgn0020496"	"CtBP"	chr3R	+	13024823	13025044	13021419	13021642	13025388	13026275	2298	141,111,126	122,107,91	71,64,54	97,121,104	148	74	8.9072190268e-07	4.73395251224e-05	0.366,0.342,0.409	0.268,0.209,0.206	0.145
3929	"FBgn0011725"	"twin"	chr3R	-	24220531	24220563	24220214	24220343	24221792	24221965	3929	103,90,77	8,5,9	124,142,114	0,2,2	105	74	1.0719881407e-06	5.63798762749e-05	0.901,0.927,0.858	1.0,0.98,0.976	-0.09
879	"FBgn0000259"	"CkIIbeta"	chrX	+	11795104	11795186	11794818	11795008	11795600	11795887	879	602,592,617	63,44,60	500,534,462	83,103,76	148	74	1.09677485827e-06	5.65062883613e-05	0.827,0.871,0.837	0.751,0.722,0.752	0.103
982	"FBgn0052000"	"CG32000"	chr4	+	133587	133713	133185	133231	133794	133924	982	46,58,54	14,12,16	72,118,89	6,6,6	148	74	1.08855866887e-06	5.65062883613e-05	0.622,0.707,0.628	0.857,0.908,0.881	-0.23
4695	"FBgn0022764"	"Sin3A"	chr2R	-	12577453	12578551	12576567	12576993	12579128	12579356	4695	54,51,61	129,119,106	25,31,21	117,148,109	148	74	1.44593129225e-06	7.37424959048e-05	0.173,0.176,0.223	0.097,0.095,0.088	0.097
3297	"FBgn0052626"	"AMPdeam"	chrX	-	13834170	13834206	13832903	13833031	13834814	13835149	3297	18,33,10	51,50,39	2,5,5	40,56,32	109	74	1.76352152537e-06	8.90402018159e-05	0.193,0.309,0.148	0.033,0.057,0.096	0.155
5720	"FBgn0025720"	"Ate1"	chr2R	-	20255885	20256035	20255627	20255809	20256435	20256629	5720	229,193,207	6,8,8	148,174,141	0,0,0	148	74	2.12763348117e-06	0.00010636060838	0.95,0.923,0.928	1.0,1.0,1.0	-0.066
2210	"FBgn0264693"	"ens"	chr3L	-	4130388	4130643	4126988	4127162	4131120	4131236	2210	9,17,4	49,48,45	1,3,0	48,42,33	148	74	2.39719257733e-06	0.000118661032578	0.084,0.15,0.043	0.01,0.034,0.0	0.078
2761	"FBgn0034858"	"eIF2B-delta"	chr2R	+	23386789	23386827	23386520	23386622	23387006	23387612	2761	26,20,19	87,69,79	44,39,34	53,45,63	111	74	2.59875554054e-06	0.000127389482759	0.166,0.162,0.138	0.356,0.366,0.265	-0.174
2260	"FBgn0023213"	"eIF4G"	chr4	-	927392	928151	926010	926661	929821	930023	2260	14,6,3	289,225,163	31,33,28	280,373,305	148	74	2.71787268469e-06	0.000131947492163	0.024,0.013,0.009	0.052,0.042,0.044	-0.031
2677	"FBgn0039969"	"Fis1"	chr2R	-	5604582	5604650	5604467	5604516	5604709	5604834	2677	1477,837,974	124,56,89	1508,1598,1248	75,64,57	141	74	3.0992323905e-06	0.000149028803235	0.862,0.887,0.852	0.913,0.929,0.92	-0.054
2146	"FBgn0051158"	"Efa6"	chr3R	+	22602195	22602435	22600544	22601666	22602844	22603923	2146	9,19,15	67,69,57	4,3,4	68,81,58	148	74	3.57839875753e-06	0.000169357597806	0.063,0.121,0.116	0.029,0.018,0.033	0.073
