ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3103	"FBgn0031883"	"Caper"	chr2L	+	7034198	7034273	7032720	7033018	7035406	7035561	3103	10,10,10	200,213,207	38,33,32	134,155,101	149	74	9.99200722163e-16	2.23777518255e-13	0.024,0.023,0.023	0.123,0.096,0.136	-0.095
877	"FBgn0030052"	"CG12065"	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	877	58,66,82	307,314,288	22,17,22	333,351,301	155	74	1.88737914186e-15	4.05078748322e-13	0.083,0.091,0.12	0.031,0.023,0.034	0.069
2693	"FBgn0264953"	"Piezo"	chr2L	+	8181983	8182049	8179871	8180029	8182304	8182450	2693	257,243,158	28,24,19	257,309,251	0,9,1	140	74	3.10862446895e-15	6.40500985582e-13	0.829,0.843,0.815	1.0,0.948,0.993	-0.151
2174	"FBgn0261113"	"Xrp1"	chr3R	+	18920412	18921319	18918259	18918625	18925077	18925796	2174	13933,13336,11701	42,35,40	12764,15891,13124	6,6,10	981	74	3.66373598126e-15	7.25842463057e-13	0.962,0.966,0.957	0.994,0.995,0.99	-0.031
2203	"FBgn0264693"	"ens"	chr3L	-	4133548	4133656	4131955	4132212	4133768	4133822	2203	40,39,25	93,103,82	3,10,10	110,138,105	182	74	1.76525460915e-14	3.36771351546e-12	0.149,0.133,0.11	0.011,0.029,0.037	0.105
2209	"FBgn0264693"	"ens"	chr3L	-	4130388	4130643	4129650	4129791	4131120	4131236	2209	124,95,90	114,108,78	29,54,43	126,125,134	329	74	2.18713935851e-14	4.02355529846e-12	0.197,0.165,0.206	0.049,0.089,0.067	0.121
469	"FBgn0035871"	"BI-1"	chr3L	-	8307592	8307732	8307144	8307380	8307793	8307964	469	184,158,176	722,642,799	71,55,34	577,614,491	214	74	3.33066907388e-14	5.91595737916e-12	0.081,0.078,0.071	0.041,0.03,0.023	0.045
1245	"FBgn0260439"	"Pp2A-29B"	chr2L	+	8369222	8369560	8368757	8369030	8369715	8370090	1245	255,233,245	1730,1460,1770	114,102,84	1620,1600,1350	412	74	4.05231403988e-14	6.95782320647e-12	0.026,0.028,0.024	0.012,0.011,0.011	0.015
3714	"FBgn0041210"	"HDAC4"	chrX	-	13282165	13282229	13276434	13276547	13285202	13285632	3714	93,93,52	32,24,8	96,150,134	1,2,6	138	74	4.86277684786e-14	8.08005275591e-12	0.609,0.675,0.777	0.981,0.976,0.923	-0.273
3064	"FBgn0021765"	"scu"	chrX	+	18091554	18091654	18091258	18091390	18091951	18092853	3064	44,30,56	273,243,283	13,18,11	365,386,310	174	74	5.34017274845e-14	8.59600932102e-12	0.064,0.05,0.078	0.015,0.019,0.015	0.048
2204	"FBgn0264693"	"ens"	chr3L	-	4128613	4128973	4126988	4127162	4129650	4129791	2204	172,147,107	54,55,50	93,75,77	101,89,96	434	74	6.672440378e-14	1.04150728446e-11	0.352,0.313,0.267	0.136,0.126,0.12	0.183
2785	"FBgn0015286"	"Rala"	chrX	-	3707367	3707491	3704983	3706251	3708743	3708918	2785	1107,992,860	176,167,159	1128,1350,1123	78,105,84	198	74	1.71640479607e-13	2.60035326605e-11	0.702,0.689,0.669	0.844,0.828,0.833	-0.148
1817	"FBgn0085423"	"CG34394"	chr2L	-	3362415	3362718	3360995	3361443	3362998	3363195	1817	88,85,69	53,50,34	23,22,40	50,78,55	377	74	1.94400051612e-13	2.86101333101e-11	0.246,0.25,0.285	0.083,0.052,0.125	0.174
1816	"FBgn0085423"	"CG34394"	chr2L	-	3362442	3362718	3360995	3361443	3362998	3363195	1816	81,80,57	53,50,34	20,18,37	50,78,55	350	74	3.51940698806e-13	5.03568483208e-11	0.244,0.253,0.262	0.078,0.047,0.125	0.17
4168	"FBgn0039710"	"dgt1"	chr3R	-	29855129	29855648	29854694	29855043	29855952	29856353	4168	152,131,162	96,67,99	55,61,60	106,105,83	593	74	6.57252030578e-13	9.15001407975e-11	0.165,0.196,0.17	0.061,0.068,0.083	0.106
5803	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20957733	20958167	20963724	20963856	5803	369,328,250	266,229,170	205,262,225	342,377,330	218	74	6.89226453687e-13	9.34264595511e-11	0.32,0.327,0.333	0.169,0.191,0.188	0.144
5846	"FBgn0040271"	"Sulf1"	chr3R	-	16321962	16322169	16314364	16315246	16330919	16330956	5846	283,228,162	219,160,133	127,197,137	230,313,261	281	74	7.62057084103e-13	1.00650154877e-10	0.254,0.273,0.243	0.127,0.142,0.121	0.127
5736	"FBgn0032198"	"eEF1delta"	chr2L	+	10233480	10233561	10232506	10232659	10233756	10234450	5736	1797,1624,2016	1134,1072,1322	2364,2567,2165	876,909,689	155	74	9.89541781848e-13	1.27428242957e-10	0.431,0.42,0.421	0.563,0.574,0.6	-0.155
966	"FBgn0058045"	"CG40045"	chr3L	+	24028810	24028938	24028514	24028723	24035431	24035859	966	30,9,25	20,12,23	40,43,35	3,3,3	202	74	1.05182529353e-12	1.32145172853e-10	0.355,0.216,0.285	0.83,0.84,0.81	-0.541
4938	"FBgn0037728"	"CG16817"	chr3R	+	9678561	9678648	9677926	9678086	9678719	9678976	4938	2034,1689,1966	33,27,32	1985,2268,1710	2,6,6	161	74	1.63558055988e-12	2.00592272951e-10	0.966,0.966,0.966	0.998,0.994,0.992	-0.029
3479	"FBgn0038535"	"alt"	chr3R	-	17675641	17675737	17675074	17675533	17676086	17676749	3479	430,380,360	62,56,62	251,245,209	102,90,85	170	74	1.907252134e-12	2.28471063773e-10	0.751,0.747,0.717	0.517,0.542,0.517	0.213
3031	"FBgn0004607"	"zfh2"	chr4	+	536965	537075	532982	535880	537174	538373	3031	702,461,438	74,44,59	406,438,358	17,8,12	184	74	2.22044604925e-12	2.59943581811e-10	0.792,0.808,0.749	0.906,0.957,0.923	-0.146
3281	"FBgn0051363"	"Jupiter"	chr3R	-	11593321	11593354	11592366	11592624	11593632	11593766	3281	195,195,179	1686,1380,1417	97,116,59	1516,1781,1311	107	74	2.38553621301e-12	2.73064378516e-10	0.074,0.089,0.08	0.042,0.043,0.03	0.043
251	"FBgn0000064"	"Ald"	chr3R	-	26256473	26256623	26255965	26256307	26256932	26257132	251	31,29,22	72,60,69	84,114,77	75,60,47	224	74	2.70861111318e-12	3.03305561826e-10	0.125,0.138,0.095	0.27,0.386,0.351	-0.216
4739	"FBgn0039890"	"CG2316"	chr4	-	188577	189248	188424	188523	189997	190061	4739	2048,1780,1431	21,18,13	2071,2664,2033	0,4,4	745	74	2.83295609194e-12	3.10479932544e-10	0.906,0.908,0.916	1.0,0.985,0.981	-0.079
690	"FBgn0037580"	"DppIII"	chr3R	+	8344808	8345023	8344399	8344483	8345092	8345399	690	263,220,244	359,289,315	404,524,375	251,315,262	289	74	3.43514106049e-12	3.68633575054e-10	0.158,0.163,0.166	0.292,0.299,0.268	-0.124
700	"FBgn0000370"	"crc"	chr2L	+	21311192	21311531	21310865	21311032	21311752	21312043	700	830,703,818	2088,1647,1812	517,543,443	2017,2575,1983	413	74	8.41027247844e-12	8.84108439519e-10	0.066,0.071,0.075	0.044,0.036,0.038	0.031
1194	"FBgn0037248"	"srl"	chr3R	-	4428549	4428623	4426881	4427000	4428974	4429335	1194	117,109,131	240,185,213	233,258,158	186,179,151	148	74	2.3582580333e-11	2.42947742591e-09	0.196,0.228,0.235	0.385,0.419,0.343	-0.163
611	"FBgn0266758"	"Esyt2"	chr3R	+	24549684	24549764	24549013	24549139	24551328	24551812	611	256,201,163	43,31,36	261,357,296	16,20,11	154	74	6.04426508843e-11	6.10470773931e-09	0.741,0.757,0.685	0.887,0.896,0.928	-0.176
2260	"FBgn0023213"	"eIF4G"	chr4	-	927392	928151	926010	926661	929821	930023	2260	78,93,35	289,225,163	169,240,238	280,373,305	833	74	6.35024255402e-11	6.29040372995e-09	0.023,0.035,0.019	0.051,0.054,0.065	-0.031
5892	"FBgn0261673"	"nemy"	chr2R	-	12664984	12665232	12660972	12661196	12665744	12665799	5892	1141,877,968	9,10,6	610,781,630	26,23,24	322	74	1.02261865642e-10	9.9386956589e-09	0.967,0.953,0.974	0.844,0.886,0.858	0.102
1146	"FBgn0005672"	"spi"	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1146	1942,1572,1709	296,220,225	2461,2869,2341	167,216,189	270	74	1.75484515808e-10	1.67392729801e-08	0.643,0.662,0.676	0.802,0.784,0.772	-0.126
5721	"FBgn0025720"	"Ate1"	chr2R	-	20256082	20256235	20255627	20255809	20256435	20256629	5721	132,123,144	6,8,8	223,192,198	0,0,0	227	74	2.0464840933e-10	1.91662537538e-08	0.878,0.834,0.854	1.0,1.0,1.0	-0.145
6044	"FBgn0262125"	"Sec23"	chr3R	+	5651980	5652004	5651253	5651802	5652380	5652629	6044	18,20,24	511,438,470	43,40,41	327,325,285	98	74	2.40152564501e-10	2.20897474954e-08	0.026,0.033,0.037	0.09,0.085,0.098	-0.059
43	"FBgn0026401"	"Nipped-B"	chr2R	-	4722146	4722325	4719769	4720210	4726623	4726788	43	606,523,414	14,8,20	448,633,475	3,1,0	253	74	3.71904285146e-10	3.36084030314e-08	0.927,0.95,0.858	0.978,0.995,1.0	-0.079
5784	"FBgn0260936"	"scny"	chr3L	+	5774413	5774846	5772432	5774076	5775188	5775845	5784	381,432,456	165,139,155	183,231,214	169,174,125	507	74	4.07975875305e-10	3.56183683677e-08	0.252,0.312,0.3	0.136,0.162,0.2	0.122
940	"FBgn0036505"	"CG7945"	chr3L	-	15522967	15523464	15522559	15522580	15523832	15524137	940	1630,1326,1544	38,29,30	1696,1947,1632	8,13,11	571	74	4.07819444881e-10	3.56183683677e-08	0.848,0.856,0.87	0.965,0.951,0.951	-0.098
4470	"FBgn0058263"	"MFS17"	chr2R	-	2515642	2515908	2494741	2495023	2553782	2553877	4470	49,32,37	23,18,24	99,101,106	6,11,15	340	74	4.76468642319e-10	4.09048329431e-08	0.317,0.279,0.251	0.782,0.666,0.606	-0.402
6034	"FBgn0001139"	"gro"	chr3R	+	26046535	26046592	26045728	26045827	26046732	26046909	6034	269,258,221	17,22,15	318,364,308	0,8,5	131	74	7.12255365798e-10	6.01447112988e-08	0.899,0.869,0.893	1.0,0.963,0.972	-0.091
5251	"FBgn0083124"	"Uhg4"	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	5251	644,442,532	33,16,21	385,480,331	2,4,3	126	74	7.46104067417e-10	6.19868072785e-08	0.92,0.942,0.937	0.991,0.986,0.985	-0.054
3265	"FBgn0034500"	"CG11200"	chr2R	-	20308146	20308499	20306414	20306636	20308560	20308671	3265	122,96,99	62,47,49	51,65,61	71,74,88	427	74	1.08491571282e-09	8.87047751863e-08	0.254,0.261,0.259	0.111,0.132,0.107	0.141
318	"FBgn0266694"	"CR45184"	chr3L	-	827645	827697	826945	827001	827876	829851	318	10,9,10	2,9,8	13,11,6	0,0,0	126	74	1.28414567868e-09	1.03353662358e-07	0.746,0.37,0.423	1.0,1.0,1.0	-0.487
4659	"FBgn0034051"	"Mlf"	chr2R	-	15937020	15937326	15935892	15936580	15938446	15938978	4659	995,872,837	136,148,165	516,588,475	189,161,172	380	74	1.57400470435e-09	1.24733818955e-07	0.588,0.534,0.497	0.347,0.416,0.35	0.169
5783	"FBgn0260936"	"scny"	chr3L	+	5774413	5775013	5772432	5774076	5775188	5775845	5783	474,533,574	165,139,155	249,301,268	169,174,125	674	74	2.40984154853e-09	1.88077179038e-07	0.24,0.296,0.289	0.139,0.16,0.191	0.112
4428	"FBgn0004509"	"Fur1"	chr3R	-	25431916	25431981	25417937	25417964	25472481	25473058	4428	95,87,51	11,4,11	87,118,93	1,0,1	139	74	5.27600585443e-09	4.05622479943e-07	0.821,0.921,0.712	0.979,1.0,0.98	-0.168
231	"FBgn0034282"	"Mapmodulin"	chr2R	-	17867782	17868088	17867325	17867559	17868286	17868369	231	62,25,33	901,815,814	73,90,99	799,923,704	380	74	9.16771936144e-09	6.84390180156e-07	0.013,0.006,0.008	0.017,0.019,0.027	-0.012
517	"FBgn0261276"	"Opa1"	chr2R	-	14234442	14234559	14234267	14234342	14234692	14234828	517	259,241,189	304,246,202	333,400,297	192,221,182	191	74	9.15279285696e-09	6.84390180156e-07	0.248,0.275,0.266	0.402,0.412,0.387	-0.137
2410	"FBgn0032938"	"CG8671"	chr2L	+	21279883	21280447	21275723	21275806	21281131	21281337	2410	138,134,128	81,62,51	103,72,87	83,109,99	638	74	1.07966071639e-08	7.94476050018e-07	0.165,0.2,0.225	0.126,0.071,0.092	0.1
743	"FBgn0039959"	"CG17514"	chr3L	-	27987737	27988702	27967243	27974140	28012380	28012483	743	1738,1298,1146	50,38,29	1382,1535,1304	8,23,7	1039	74	1.22319336882e-08	8.87418175041e-07	0.712,0.709,0.738	0.925,0.826,0.93	-0.174
4471	"FBgn0058263"	"MFS17"	chr2R	-	2515642	2515908	2494741	2495023	2521440	2522511	4471	50,36,40	67,43,72	110,112,112	65,68,58	340	74	1.9903568016e-08	1.42393442848e-06	0.14,0.154,0.108	0.269,0.264,0.296	-0.142
3111	"FBgn0031883"	"Caper"	chr2L	+	7034764	7034912	7032903	7033018	7035406	7035561	3111	28,29,32	200,213,207	47,41,54	134,155,101	222	74	2.67771584905e-08	1.88944032034e-06	0.045,0.043,0.049	0.105,0.081,0.151	-0.067
579	"FBgn0025726"	"unc-13"	chr4	-	882616	882723	876869	877194	882960	883081	579	294,327,253	19,16,10	125,178,164	24,28,23	181	74	4.10033587084e-08	2.85416622577e-06	0.864,0.893,0.912	0.68,0.722,0.745	0.174
4773	"FBgn0001248"	"Idh"	chr3L	-	8358015	8358072	8356403	8357905	8358555	8358940	4773	45,46,40	61,59,51	15,13,12	55,64,48	131	74	4.35275268051e-08	2.98947054097e-06	0.294,0.306,0.307	0.133,0.103,0.124	0.182
4328	"FBgn0003660"	"Syb"	chr2R	-	10250368	10250586	10249434	10249827	10250878	10251144	4328	242,189,213	1373,1260,1569	303,331,316	1209,1325,1085	292	74	4.975065937e-08	3.3719164002e-06	0.043,0.037,0.033	0.06,0.06,0.069	-0.025
2217	"FBgn0035162"	"CG13900"	chr3L	-	830621	830728	830033	830341	830907	831242	2217	907,866,668	789,805,694	832,1087,860	474,607,504	181	74	5.7623531724e-08	3.75770088963e-06	0.32,0.305,0.282	0.418,0.423,0.411	-0.115
321	"FBgn0266694"	"CR45184"	chr3L	-	827422	827469	826945	827001	827876	829851	321	8,11,16	2,9,8	3,3,3	0,0,0	121	74	5.67503566362e-08	3.75770088963e-06	0.71,0.428,0.55	1.0,1.0,1.0	-0.437
4699	"FBgn0051619"	"CG31619"	chr2L	+	21720358	21720481	21719513	21719643	21725067	21725445	4699	127,114,81	91,71,71	57,50,43	79,97,76	197	74	5.76312114697e-08	3.75770088963e-06	0.344,0.376,0.3	0.213,0.162,0.175	0.157
2604	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8385097	8384454	8384540	8386216	8386385	2604	1051,825,780	11,14,12	883,960,886	1,2,3	472	74	6.25826593881e-08	4.02954098135e-06	0.937,0.902,0.911	0.993,0.987,0.979	-0.07
3288	"FBgn0039965"	"CG13865"	chrX	+	23013818	23014108	23013494	23013681	23014452	23016586	3288	804,629,642	14,11,11	753,808,655	5,1,0	364	74	7.21132328296e-08	4.58586743587e-06	0.921,0.921,0.922	0.968,0.994,1.0	-0.066
2603	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8384895	8384454	8384540	8386216	8386385	2603	390,334,302	11,14,12	309,373,353	1,2,3	270	74	9.16094240466e-08	5.75463589346e-06	0.907,0.867,0.873	0.988,0.981,0.97	-0.097
4626	"FBgn0004401"	"Pep"	chr3L	-	17643978	17644079	17643362	17643726	17644890	17645036	4626	201,135,127	517,416,439	234,359,254	436,532,455	175	74	1.04948982282e-07	6.51315912933e-06	0.141,0.121,0.109	0.185,0.222,0.191	-0.076
2894	"FBgn0005632"	"faf"	chr3R	+	31788659	31788844	31787801	31788197	31789496	31790121	2894	75,32,69	135,130,131	40,30,25	163,220,133	259	74	1.07792518356e-07	6.6099912149e-06	0.137,0.066,0.131	0.066,0.037,0.051	0.06
2954	"FBgn0037137"	"Nopp140"	chr3L	+	21835070	21835229	21833179	21834829	21835466	21836685	2954	876,853,871	582,518,567	604,771,605	707,744,619	233	74	1.15235490927e-07	6.98327075018e-06	0.323,0.343,0.328	0.213,0.248,0.237	0.099
4069	"FBgn0035227"	"CG12090"	chr3L	-	1525641	1525703	1525284	1525392	1527189	1527381	4069	36,19,34	10,8,11	57,43,39	1,3,2	136	74	1.35193745199e-07	8.0974765293e-06	0.662,0.564,0.627	0.969,0.886,0.914	-0.305
2770	"FBgn0263391"	"hts"	chr2R	-	19418556	19418605	19411159	19411271	19423593	19423797	2770	266,217,209	14,11,6	291,371,260	3,1,2	123	74	1.38037210773e-07	8.17275485853e-06	0.92,0.922,0.954	0.983,0.996,0.987	-0.057
1607	"FBgn0004587"	"B52"	chr3R	+	13663454	13664934	13662969	13663051	13665452	13665526	1607	2802,2091,2222	792,636,736	2859,3459,2852	590,640,518	1554	74	1.40092662471e-07	8.20019664077e-06	0.144,0.135,0.126	0.187,0.205,0.208	-0.065
4993	"FBgn0262743"	"Fs(2)Ket"	chr2L	+	20739191	20740063	20738503	20738975	20749270	20750941	4993	2679,2102,2464	15,15,13	2642,2773,2143	4,2,3	946	74	1.59748864914e-07	9.1793672677e-06	0.933,0.916,0.937	0.981,0.991,0.982	-0.056
5660	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23737959	23738184	23746189	23746544	5660	837,568,521	34,21,31	762,854,805	14,11,10	998	74	1.60384984293e-07	9.1793672677e-06	0.646,0.667,0.555	0.801,0.852,0.857	-0.214
403	"FBgn0262617"	"CG43143"	chr3R	+	10299001	10299058	10298448	10298591	10299633	10299752	403	1,2,0	27,19,35	7,11,7	23,24,23	131	74	1.76104350769e-07	9.85992946534e-06	0.02,0.056,0.0	0.147,0.206,0.147	-0.141
6181	"FBgn0027335"	"Rip11"	chrX	-	18636613	18636873	18635641	18636319	18637412	18637573	6181	3535,3109,3514	175,161,201	3021,3266,2838	264,311,238	334	74	1.74382799867e-07	9.85992946534e-06	0.817,0.811,0.795	0.717,0.699,0.725	0.094
5246	"FBgn0083124"	"Uhg4"	chr2R	+	9096382	9096438	9096149	9096202	9096670	9096735	5246	470,338,459	21,3,14	318,308,265	0,1,1	130	74	1.98486984626e-07	1.09936178259e-05	0.927,0.985,0.949	1.0,0.994,0.993	-0.042
3361	"FBgn0053558"	"mim"	chr2R	-	6927389	6928148	6926669	6926821	6928508	6928836	3361	103,114,96	79,46,63	76,67,63	96,104,73	833	74	2.61859037898e-07	1.43493181299e-05	0.104,0.18,0.119	0.066,0.054,0.071	0.071
1486	"FBgn0053107"	"CG33107"	chr3R	-	22583594	22583641	22583351	22583523	22583698	22583929	1486	136,165,157	36,22,26	167,180,110	5,9,10	121	74	2.77137338189e-07	1.50266782001e-05	0.698,0.821,0.787	0.953,0.924,0.871	-0.147
3434	"FBgn0035411"	"Girdin"	chr3L	+	3183932	3183997	3183635	3183799	3184248	3185287	3434	38,41,25	6,5,6	38,34,26	0,1,0	139	74	2.86005484074e-07	1.53459817548e-05	0.771,0.814,0.689	1.0,0.948,1.0	-0.225
4657	"FBgn0034051"	"Mlf"	chr2R	-	15937678	15937879	15935892	15936580	15938446	15938978	4657	768,702,709	136,148,165	467,528,458	189,161,172	275	74	3.26734856726e-07	1.73506314123e-05	0.603,0.561,0.536	0.399,0.469,0.417	0.138
781	"FBgn0053170"	"CG33170"	chr3L	+	22865877	22865960	22865770	22865824	22867399	22867535	781	1107,978,1309	24,13,20	844,851,658	2,4,1	157	74	3.37839027309e-07	1.77572329558e-05	0.956,0.973,0.969	0.995,0.99,0.997	-0.028
2602	"FBgn0032036"	"CG13384"	chr2L	+	8384996	8385097	8384699	8384895	8386216	8386385	2602	861,663,647	16,13,15	818,874,786	5,3,3	175	74	3.49933776511e-07	1.82071604324e-05	0.958,0.956,0.948	0.986,0.992,0.991	-0.036
3385	"FBgn0085412"	"CG34383"	chr3R	+	13756889	13757027	13756375	13756662	13757182	13757476	3385	2,4,2	0,0,0	3,6,2	3,1,2	212	74	3.65477148767e-07	1.8825727933e-05	1.0,1.0,1.0	0.259,0.677,0.259	0.602
2298	"FBgn0020496"	"CtBP"	chr3R	+	13024823	13025044	13021419	13021642	13025388	13026275	2298	358,281,333	122,107,91	190,183,140	97,121,104	295	74	4.13132025479e-07	2.10697332994e-05	0.424,0.397,0.479	0.329,0.275,0.252	0.148
465	"FBgn0085432"	"pan"	chr4	+	104082	104528	99405	99475	107402	110059	465	28,44,28	54,34,32	16,16,16	49,59,68	520	74	4.57111336005e-07	2.30841224683e-05	0.069,0.156,0.111	0.044,0.037,0.032	0.074
3100	"FBgn0031883"	"Caper"	chr2L	+	7034764	7034910	7032903	7033018	7035406	7035561	3100	27,29,29	200,213,207	43,36,48	134,155,101	220	74	4.7085173982e-07	2.34544129472e-05	0.043,0.044,0.045	0.097,0.072,0.138	-0.058
4065	"FBgn0035227"	"CG12090"	chr3L	-	1525641	1525700	1525284	1525392	1527189	1527381	4065	30,24,35	10,8,11	52,41,33	1,3,2	133	74	4.73550562319e-07	2.34544129472e-05	0.625,0.625,0.639	0.967,0.884,0.902	-0.288
1894	"FBgn0003495"	"spz"	chr3R	-	27067357	27067495	27067121	27067199	27069143	27070070	1894	490,427,442	266,211,207	576,661,506	168,178,165	212	74	5.32004216125e-07	2.6098606831e-05	0.391,0.414,0.427	0.545,0.565,0.517	-0.132
5603	"FBgn0050118"	"CG30118"	chr2R	-	18437939	18437977	18437574	18437612	18438207	18438275	5603	133,152,105	13,10,7	220,274,211	3,3,4	112	74	5.62039336849e-07	2.73119304161e-05	0.871,0.909,0.908	0.98,0.984,0.972	-0.083
