ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
6049	FBgn0038427	ema	chr3R	-	16437792	16437999	16436879	16437338	16438064	16438650	6049	180,191,200	7,14,11	147,195,133	47,50,46	148	74	0.0	0.0	0.928,0.872,0.901	0.61,0.661,0.591	0.28	0.928	0.872	0.901	0.61	0.661	0.591	chr3R:-:16436879-16437338:16437792-16437999:16438064-16438650	187,205,211	194,245,179	pass
872	FBgn0030052	CG12065	chrX	+	8586551	8586608	8585985	8586245	8587257	8587525	872	499,469,416	582,547,513	204,264,166	615,757,547	130	74	0.0	0.0	0.328,0.328,0.316	0.159,0.166,0.147	0.167	0.328	0.328	0.316	0.159	0.166	0.147	chrX:+:8585985-8586245:8586551-8586608:8587257-8587525	1081,1016,929	819,1021,713	pass
877	FBgn0030052	CG12065	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	877	54,60,74	307,314,288	20,14,13	333,351,301	148	74	0.0	0.0	0.081,0.087,0.114	0.029,0.02,0.021	0.071	0.081	0.087	0.114	0.029	0.02	0.021	chrX:+:8584455-8584575:8584842-8584923:8585809-8585918	361,374,362	353,365,314	pass
922	FBgn0020660	eIF-4B	chr3L	-	27847424	27847485	27844504	27844604	27856783	27857935	922	442,416,528	221,167,214	649,689,508	59,85,71	134	74	0.0	0.0	0.525,0.579,0.577	0.859,0.817,0.798	-0.264	0.525	0.579	0.577	0.859	0.817	0.798	chr3L:-:27844504-27844604:27847424-27847485:27856783-27857935	663,583,742	708,774,579	pass
5296	FBgn0042693	PP2A-B'	chr3R	+	18171273	18171312	18169483	18170098	18171528	18171703	5296	33,36,32	215,150,157	2,6,8	206,212,171	112	74	2.22044604925e-16	7.47402140178e-14	0.092,0.137,0.119	0.006,0.018,0.03	0.098	0.092	0.137	0.119	0.006	0.018	0.03	chr3R:+:18169483-18170098:18171273-18171312:18171528-18171703	248,186,189	208,218,179	pass
3103	FBgn0031883	Caper	chr2L	+	7034198	7034273	7032720	7033018	7035406	7035561	3103	10,10,10	200,213,207	38,33,31	134,155,101	148	74	1.7763568394e-15	5.60551605133e-13	0.024,0.023,0.024	0.124,0.096,0.133	-0.094	0.024	0.023	0.024	0.124	0.096	0.133	chr2L:+:7032720-7033018:7034198-7034273:7035406-7035561	210,223,217	172,188,132	pass
2693	FBgn0264953	Piezo	chr2L	+	8181983	8182049	8179871	8180029	8182304	8182450	2693	257,243,158	28,24,19	257,309,251	0,9,1	139	74	3.10862446895e-15	9.23261467278e-13	0.83,0.844,0.816	1.0,0.948,0.993	-0.15	0.83	0.844	0.816	1.0	0.948	0.993	chr2L:+:8179871-8180029:8181983-8182049:8182304-8182450	285,267,177	257,318,252	pass
3696	FBgn0033212	CG1399	chr2R	-	7677997	7678404	7676539	7677734	7678569	7678626	3696	203,178,230	110,98,84	218,237,211	29,34,27	148	74	7.88258347484e-15	2.21106466469e-12	0.48,0.476,0.578	0.79,0.777,0.796	-0.276	0.48	0.476	0.578	0.79	0.777	0.796	chr2R:-:7676539-7677734:7677997-7678404:7678569-7678626	313,276,314	247,271,238	pass
1960	FBgn0024807	DIP1	chrX	-	21628919	21629792	21628360	21628754	21629973	21630148	1960	45,32,31	69,47,49	36,48,43	8,10,14	148	74	2.62012633812e-14	6.96264099009e-12	0.246,0.254,0.24	0.692,0.706,0.606	-0.421	0.246	0.254	0.24	0.692	0.706	0.606	chrX:-:21628360-21628754:21628919-21629792:21629973-21630148	114,79,80	44,58,57	pass
1962	FBgn0024807	DIP1	chrX	-	21628843	21629792	21628360	21628754	21629973	21630148	1962	48,38,37	69,47,49	40,52,47	8,10,14	148	74	3.1197266992e-14	7.50071433536e-12	0.258,0.288,0.274	0.714,0.722,0.627	-0.414	0.258	0.288	0.274	0.714	0.722	0.627	chrX:-:21628360-21628754:21628843-21629792:21629973-21630148	117,85,86	48,62,61	pass
5846	FBgn0040271	Sulf1	chr3R	-	16321962	16322169	16314364	16315246	16330919	16330956	5846	144,122,71	219,160,133	58,75,58	230,313,261	148	74	3.10862446895e-14	7.50071433536e-12	0.247,0.276,0.211	0.112,0.107,0.1	0.138	0.247	0.276	0.211	0.112	0.107	0.1	chr3R:-:16314364-16315246:16321962-16322169:16330919-16330956	363,282,204	288,388,319	pass
2174	FBgn0261113	Xrp1	chr3R	+	18920412	18921319	18918259	18918625	18925077	18925796	2174	1510,1403,1254	42,35,40	1168,1503,1261	6,6,10	148	74	3.35287353437e-14	7.69484476138e-12	0.947,0.952,0.94	0.99,0.992,0.984	-0.042	0.947	0.952	0.94	0.99	0.992	0.984	chr3R:+:18918259-18918625:18920412-18921319:18925077-18925796	1552,1438,1294	1174,1509,1271	pass
3714	FBgn0041210	HDAC4	chrX	-	13282165	13282229	13276434	13276547	13285202	13285632	3714	93,93,52	32,24,8	96,150,134	1,2,6	137	74	4.70734562441e-14	1.03336469816e-11	0.611,0.677,0.778	0.981,0.976,0.923	-0.271	0.611	0.677	0.778	0.981	0.976	0.923	chrX:-:13276434-13276547:13282165-13282229:13285202-13285632	125,117,60	97,152,140	pass
2209	FBgn0264693	ens	chr3L	-	4130388	4130643	4129650	4129791	4131120	4131236	2209	25,34,19	114,108,78	2,5,7	126,125,134	148	74	5.10702591328e-14	1.07439057651e-11	0.099,0.136,0.109	0.008,0.02,0.025	0.097	0.099	0.136	0.109	0.008	0.02	0.025	chr3L:-:4129650-4129791:4130388-4130643:4131120-4131236	139,142,97	128,130,141	pass
2199	FBgn0264693	ens	chr3L	-	4128307	4128973	4126988	4127162	4129650	4129791	2199	58,47,28	54,55,50	24,11,13	101,89,96	148	74	1.66533453694e-13	3.3633096308e-11	0.349,0.299,0.219	0.106,0.058,0.063	0.213	0.349	0.299	0.219	0.106	0.058	0.063	chr3L:-:4126988-4127162:4128307-4128973:4129650-4129791	112,102,78	125,100,109	pass
4148	FBgn0013576	mtd	chr3R	-	5291989	5292079	5274965	5275087	5292639	5292841	4148	18,20,33	159,149,135	2,2,3	136,145,139	148	74	2.58126853225e-13	5.01262493051e-11	0.054,0.063,0.109	0.007,0.007,0.011	0.067	0.054	0.063	0.109	0.007	0.007	0.011	chr3R:-:5274965-5275087:5291989-5292079:5292639-5292841	177,169,168	138,147,142	pass
251	FBgn0000064	Ald	chr3R	-	26256473	26256623	26255965	26256307	26256932	26257132	251	5,5,7	72,60,69	35,34,28	75,60,47	148	74	2.81663581347e-13	5.26710897119e-11	0.034,0.04,0.048	0.189,0.221,0.23	-0.173	0.034	0.04	0.048	0.189	0.221	0.23	chr3R:-:26255965-26256307:26256473-26256623:26256932-26257132	77,65,76	110,94,75	pass
2785	FBgn0015286	Rala	chrX	-	3707367	3707491	3704983	3706251	3708743	3708918	2785	777,685,606	176,167,159	788,939,762	78,105,84	148	74	6.42708108956e-13	1.15894044361e-10	0.688,0.672,0.656	0.835,0.817,0.819	-0.152	0.688	0.672	0.656	0.835	0.817	0.819	chrX:-:3704983-3706251:3707367-3707491:3708743-3708918	953,852,765	866,1044,846	pass
4938	FBgn0037728	CG16817	chr3R	+	9678561	9678648	9677926	9678086	9678719	9678976	4938	1821,1488,1786	33,27,32	1772,2049,1537	2,6,6	148	74	1.00919272938e-12	1.70127412158e-10	0.965,0.965,0.965	0.998,0.994,0.992	-0.03	0.965	0.965	0.965	0.998	0.994	0.992	chr3R:+:9677926-9678086:9678561-9678648:9678719-9678976	1854,1515,1818	1774,2055,1543	pass
5736	FBgn0032198	eEF1delta	chr2L	+	10233480	10233561	10232506	10232659	10233756	10234450	5736	1754,1576,1969	1134,1072,1322	2305,2500,2110	876,909,689	148	74	1.01085806392e-12	1.70127412158e-10	0.436,0.424,0.427	0.568,0.579,0.605	-0.155	0.436	0.424	0.427	0.568	0.579	0.605	chr2L:+:10232506-10232659:10233480-10233561:10233756-10234450	2888,2648,3291	3181,3409,2799	pass
3031	FBgn0004607	zfh2	chr4	+	536965	537075	532982	535880	537174	538373	3031	623,388,375	74,44,59	355,384,320	17,8,12	148	74	1.19104726082e-12	1.93987019996e-10	0.808,0.815,0.761	0.913,0.96,0.93	-0.14	0.808	0.815	0.761	0.913	0.96	0.93	chr4:+:532982-535880:536965-537075:537174-538373	697,432,434	372,392,332	pass
3281	FBgn0051363	Jupiter	chr3R	-	11593321	11593354	11592366	11592624	11593632	11593766	3281	195,195,179	1686,1380,1417	97,116,59	1516,1781,1311	106	74	2.38320474466e-12	3.76025023618e-10	0.075,0.09,0.081	0.043,0.043,0.03	0.043	0.075	0.09	0.081	0.043	0.043	0.03	chr3R:-:11592366-11592624:11593321-11593354:11593632-11593766	1881,1575,1596	1613,1897,1370	pass
3479	FBgn0038535	alt	chr3R	-	17675641	17675737	17675074	17675533	17676086	17676749	3479	299,262,231	62,56,62	171,169,128	102,90,85	148	74	2.92099677779e-12	4.46912507002e-10	0.707,0.701,0.651	0.456,0.484,0.43	0.23	0.707	0.701	0.651	0.456	0.484	0.43	chr3R:-:17675074-17675533:17675641-17675737:17676086-17676749	361,318,293	273,259,213	pass
4739	FBgn0039890	CG2316	chr4	-	188577	189248	188424	188523	189997	190061	4739	266,217,211	21,18,13	304,350,238	0,4,4	148	74	4.53526105559e-12	6.73486266755e-10	0.864,0.858,0.89	1.0,0.978,0.967	-0.111	0.864	0.858	0.89	1.0	0.978	0.967	chr4:-:188424-188523:188577-189248:189997-190061	287,235,224	304,354,242	pass
5892	FBgn0261673	nemy	chr2R	-	12664984	12665232	12660972	12661196	12665744	12665799	5892	430,347,317	9,10,6	199,257,207	26,23,24	148	74	7.36422034464e-12	1.06234138629e-09	0.96,0.946,0.964	0.793,0.848,0.812	0.139	0.96	0.946	0.964	0.793	0.848	0.812	chr2R:-:12660972-12661196:12664984-12665232:12665744-12665799	439,357,323	225,280,231	pass
2204	FBgn0264693	ens	chr3L	-	4128613	4128973	4126988	4127162	4129650	4129791	2204	55,50,36	54,55,50	37,15,19	101,89,96	148	74	1.62474478316e-11	2.27870455838e-09	0.337,0.313,0.265	0.155,0.078,0.09	0.197	0.337	0.313	0.265	0.155	0.078	0.09	chr3L:-:4126988-4127162:4128613-4128973:4129650-4129791	109,105,86	138,104,115	pass
4639	FBgn0015222	Fer1HCH	chr3R	-	30386717	30386828	30386318	30386596	30387463	30387550	4639	73,77,63	1883,1506,1532	7,7,8	1271,1440,1187	148	74	1.88017379443e-11	2.56567499678e-09	0.019,0.025,0.02	0.003,0.002,0.003	0.019	0.019	0.025	0.02	0.003	0.002	0.003	chr3R:-:30386318-30386596:30386717-30386828:30387463-30387550	1956,1583,1595	1278,1447,1195	pass
1194	FBgn0037248	srl	chr3R	-	4428549	4428623	4426881	4427000	4428974	4429335	1194	117,109,131	240,185,213	233,258,158	186,179,151	147	74	2.35793606862e-11	3.13295242381e-09	0.197,0.229,0.236	0.387,0.42,0.345	-0.163	0.197	0.229	0.236	0.387	0.42	0.345	chr3R:-:4426881-4427000:4428549-4428623:4428974-4429335	357,294,344	419,437,309	pass
2203	FBgn0264693	ens	chr3L	-	4133548	4133656	4131955	4132212	4133768	4133822	2203	28,25,22	93,103,82	3,7,8	110,138,105	148	74	3.53528317731e-11	4.57683199032e-09	0.131,0.108,0.118	0.013,0.025,0.037	0.094	0.131	0.108	0.118	0.013	0.025	0.037	chr3L:-:4131955-4132212:4133548-4133656:4133768-4133822	121,128,104	113,145,113	pass
690	FBgn0037580	DppIII	chr3R	+	8344808	8345023	8344399	8344483	8345092	8345399	690	105,103,107	359,289,315	183,234,170	251,315,262	148	74	4.21751522595e-11	5.32355859396e-09	0.128,0.151,0.145	0.267,0.271,0.245	-0.12	0.128	0.151	0.145	0.267	0.271	0.245	chr3R:+:8344399-8344483:8344808-8345023:8345092-8345399	464,392,422	434,549,432	pass
966	FBgn0058045	CG40045	chr3L	+	24028810	24028938	24028514	24028723	24035431	24035859	966	19,5,17	20,12,23	24,26,22	3,3,3	148	74	5.55376855615e-11	6.83926279024e-09	0.322,0.172,0.27	0.8,0.813,0.786	-0.545	0.322	0.172	0.27	0.8	0.813	0.786	chr3L:+:24028514-24028723:24028810-24028938:24035431-24035859	39,17,40	27,29,25	fail
611	FBgn0266758	Esyt2	chr3R	+	24549684	24549764	24549013	24549139	24551328	24551812	611	255,193,157	43,31,36	252,353,287	16,20,11	148	74	6.23948670508e-11	7.50075437475e-09	0.748,0.757,0.686	0.887,0.898,0.929	-0.174	0.748	0.757	0.686	0.887	0.898	0.929	chr3R:+:24549013-24549139:24549684-24549764:24551328-24551812	298,224,193	268,373,298	pass
469	FBgn0035871	BI-1	chr3L	-	8307592	8307732	8307144	8307380	8307793	8307964	469	117,89,108	722,642,799	41,38,20	577,614,491	148	74	7.29306615099e-11	8.56341651078e-09	0.075,0.065,0.063	0.034,0.03,0.02	0.04	0.075	0.065	0.063	0.034	0.03	0.02	chr3L:-:8307144-8307380:8307592-8307732:8307793-8307964	839,731,907	618,652,511	pass
4659	FBgn0034051	Mlf	chr2R	-	15937020	15937326	15935892	15936580	15938446	15938978	4659	111,98,111	136,148,165	39,66,44	189,161,172	148	74	9.02689034632e-11	1.03583566724e-08	0.29,0.249,0.252	0.094,0.17,0.113	0.138	0.29	0.249	0.252	0.094	0.17	0.113	chr2R:-:15935892-15936580:15937020-15937326:15938446-15938978	247,246,276	228,227,216	pass
940	FBgn0036505	CG7945	chr3L	-	15522967	15523464	15522559	15522580	15523832	15524137	940	273,201,250	38,29,30	315,317,267	8,13,11	148	74	1.78824843822e-10	2.00641474768e-08	0.782,0.776,0.806	0.952,0.924,0.924	-0.145	0.782	0.776	0.806	0.952	0.924	0.924	chr3L:-:15522559-15522580:15522967-15523464:15523832-15524137	311,230,280	323,330,278	pass
4328	FBgn0003660	Syb	chr2R	-	10250368	10250586	10249434	10249827	10250878	10251144	4328	96,65,58	1373,1260,1569	140,142,118	1209,1325,1085	148	74	2.00309546727e-10	2.1986150031e-08	0.034,0.025,0.018	0.055,0.051,0.052	-0.027	0.034	0.025	0.018	0.055	0.051	0.052	chr2R:-:10249434-10249827:10250368-10250586:10250878-10251144	1469,1325,1627	1349,1467,1203	pass
6044	FBgn0262125	Sec23	chr3R	+	5651980	5652004	5651253	5651802	5652380	5652629	6044	18,20,24	511,438,470	43,40,41	327,325,285	97	74	2.39871678076e-10	2.57683426086e-08	0.026,0.034,0.037	0.091,0.086,0.099	-0.06	0.026	0.034	0.037	0.091	0.086	0.099	chr3R:+:5651253-5651802:5651980-5652004:5652380-5652629	529,458,494	370,365,326	pass
5721	FBgn0025720	Ate1	chr2R	-	20256082	20256235	20255627	20255809	20256435	20256629	5721	60,68,77	6,8,8	104,87,82	0,0,0	148	74	2.58056243041e-10	2.71442910649e-08	0.833,0.81,0.828	1.0,1.0,1.0	-0.176	0.833	0.81	0.828	1.0	1.0	1.0	chr2R:-:20255627-20255809:20256082-20256235:20256435-20256629	66,76,85	104,87,82	pass
43	FBgn0026401	Nipped-B	chr2R	-	4722146	4722325	4719769	4720210	4726623	4726788	43	280,231,161	14,8,20	214,283,197	3,1,0	148	74	2.94930413425e-10	3.03898705588e-08	0.909,0.935,0.801	0.973,0.993,1.0	-0.107	0.909	0.935	0.801	0.973	0.993	1.0	chr2R:-:4719769-4720210:4722146-4722325:4726623-4726788	294,239,181	217,284,197	pass
743	FBgn0039959	CG17514	chr3L	-	27987737	27988702	27967243	27974140	28012380	28012483	743	244,161,134	50,38,29	198,238,178	8,23,7	148	74	4.67099359192e-10	4.71676932912e-08	0.709,0.679,0.698	0.925,0.838,0.927	-0.201	0.709	0.679	0.698	0.925	0.838	0.927	chr3L:-:27967243-27974140:27987737-27988702:28012380-28012483	294,199,163	206,261,185	pass
6034	FBgn0001139	gro	chr3R	+	26046535	26046592	26045728	26045827	26046732	26046909	6034	269,258,221	17,22,15	318,364,308	0,8,5	130	74	7.17547909979e-10	7.10372430879e-08	0.9,0.87,0.893	1.0,0.963,0.972	-0.091	0.9	0.87	0.893	1.0	0.963	0.972	chr3R:+:26045728-26045827:26046535-26046592:26046732-26046909	286,280,236	318,372,313	pass
5251	FBgn0083124	Uhg4	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	5251	644,442,532	33,16,21	385,480,331	2,4,3	125	74	7.47890638308e-10	7.26173044773e-08	0.92,0.942,0.937	0.991,0.986,0.985	-0.054	0.92	0.942	0.937	0.991	0.986	0.985	chr2R:+:9095272-9095339:9095577-9095629:9095897-9095958	677,458,553	387,484,334	pass
318	FBgn0266694	CR45184	chr3L	-	827645	827697	826945	827001	827876	829851	318	10,9,10	2,9,8	13,11,6	0,0,0	125	74	1.32726551971e-09	1.26440822812e-07	0.747,0.372,0.425	1.0,1.0,1.0	-0.485	0.747	0.372	0.425	1.0	1.0	1.0	chr3L:-:826945-827001:827645-827697:827876-829851	12,18,18	13,11,6	fail
1146	FBgn0005672	spi	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1146	951,782,798	296,220,225	1162,1354,1116	167,216,189	148	74	1.44357004128e-09	1.3497379886e-07	0.616,0.64,0.639	0.777,0.758,0.747	-0.129	0.616	0.64	0.639	0.777	0.758	0.747	chr2L:-:19567899-19569226:19571571-19571767:19577185-19577315	1247,1002,1023	1329,1570,1305	pass
6181	FBgn0027335	Rip11	chrX	-	18636613	18636873	18635641	18636319	18637412	18637573	6181	1264,1031,1169	175,161,201	927,1004,902	264,311,238	148	74	1.72290415268e-09	1.58162601216e-07	0.783,0.762,0.744	0.637,0.617,0.655	0.127	0.783	0.762	0.744	0.637	0.617	0.655	chrX:-:18635641-18636319:18636613-18636873:18637412-18637573	1439,1192,1370	1191,1315,1140	pass
5803	FBgn0002921	Atpalpha	chr3R	+	20959236	20959380	20957733	20958167	20963724	20963856	5803	181,157,104	266,229,170	104,134,102	342,377,330	148	74	2.08923400802e-09	1.88366830473e-07	0.254,0.255,0.234	0.132,0.151,0.134	0.109	0.254	0.255	0.234	0.132	0.151	0.134	chr3R:+:20957733-20958167:20959236-20959380:20963724-20963856	447,386,274	446,511,432	pass
4470	FBgn0058263	MFS17	chr2R	-	2515642	2515908	2494741	2495023	2553782	2553877	4470	7,5,14	23,18,24	26,29,31	6,11,15	148	74	2.79117995383e-09	2.4297702736e-07	0.132,0.122,0.226	0.684,0.569,0.508	-0.427	0.132	0.122	0.226	0.684	0.569	0.508	chr2R:-:2494741-2495023:2515642-2515908:2553782-2553877	30,23,38	32,40,46	pass
4857	FBgn0036449	bmm	chr3L	-	14777105	14777241	14776495	14776985	14777338	14777607	4857	15,7,6	93,76,110	41,25,50	104,101,111	148	74	2.78529621589e-09	2.4297702736e-07	0.075,0.044,0.027	0.165,0.11,0.184	-0.104	0.075	0.044	0.027	0.165	0.11	0.184	chr3L:-:14776495-14776985:14777105-14777241:14777338-14777607	108,83,116	145,126,161	pass
579	FBgn0025726	unc-13	chr4	-	882616	882723	876869	877194	882960	883081	579	188,214,160	19,16,10	76,96,94	24,28,23	148	74	3.10984893392e-09	2.66129275718e-07	0.832,0.87,0.889	0.613,0.632,0.671	0.225	0.832	0.87	0.889	0.613	0.632	0.671	chr4:-:876869-877194:882616-882723:882960-883081	207,230,170	100,124,117	pass
2217	FBgn0035162	CG13900	chr3L	-	830621	830728	830033	830341	830907	831242	2217	722,687,520	789,805,694	694,903,705	474,607,504	148	74	4.07344102893e-09	3.42780062584e-07	0.314,0.299,0.273	0.423,0.427,0.412	-0.125	0.314	0.299	0.273	0.423	0.427	0.412	chr3L:-:830033-830341:830621-830728:830907-831242	1511,1492,1214	1168,1510,1209	pass
4428	FBgn0004509	Fur1	chr3R	-	25431916	25431981	25417937	25417964	25472481	25473058	4428	95,87,51	11,4,11	87,118,93	1,0,1	138	74	5.30591603987e-09	4.39173280087e-07	0.822,0.921,0.713	0.979,1.0,0.98	-0.168	0.822	0.921	0.713	0.979	1.0	0.98	chr3R:-:25417937-25417964:25431916-25431981:25472481-25473058	106,91,62	88,118,94	pass
2604	FBgn0032036	CG13384	chr2L	+	8384699	8385097	8384454	8384540	8386216	8386385	2604	336,289,237	11,14,12	368,348,306	1,2,3	148	74	1.05742454792e-08	8.61118797169e-07	0.939,0.912,0.908	0.995,0.989,0.981	-0.069	0.939	0.912	0.908	0.995	0.989	0.981	chr2L:+:8384454-8384540:8384699-8385097:8386216-8386385	347,303,249	369,350,309	pass
970	FBgn0058045	CG40045	chr3L	+	24030754	24030854	24028514	24028723	24035431	24035859	970	1255,747,1157	20,12,23	1107,1122,1042	3,3,3	148	74	3.08227159351e-08	2.47022051994e-06	0.969,0.969,0.962	0.995,0.995,0.994	-0.028	0.969	0.969	0.962	0.995	0.995	0.994	chr3L:+:24028514-24028723:24030754-24030854:24035431-24035859	1275,759,1180	1110,1125,1045	pass
4773	FBgn0001248	Idh	chr3L	-	8358015	8358072	8356403	8357905	8358555	8358940	4773	45,46,40	61,59,51	15,13,12	55,64,48	130	74	4.35602410809e-08	3.43649464402e-06	0.296,0.307,0.309	0.134,0.104,0.125	0.183	0.296	0.307	0.309	0.134	0.104	0.125	chr3L:-:8356403-8357905:8358015-8358072:8358555-8358940	106,105,91	70,77,60	pass
4644	FBgn0015222	Fer1HCH	chr3R	-	30386883	30387409	30386717	30386828	30387463	30387619	4644	5,7,6	35,49,36	1,10,5	1,1,0	148	74	5.70587683768e-08	4.43214956207e-06	0.067,0.067,0.077	0.333,0.833,1.0	-0.652	0.067	0.067	0.077	0.333	0.833	1.0	chr3R:-:30386717-30386828:30386883-30387409:30387463-30387619	40,56,42	2,11,5	fail
321	FBgn0266694	CR45184	chr3L	-	827422	827469	826945	827001	827876	829851	321	8,11,16	2,9,8	3,3,3	0,0,0	120	74	5.87768343996e-08	4.49642783157e-06	0.712,0.43,0.552	1.0,1.0,1.0	-0.435	0.712	0.43	0.552	1.0	1.0	1.0	chr3L:-:826945-827001:827422-827469:827876-829851	10,20,24	3,3,3	fail
5660	FBgn0040056	CG17698	chr3L	+	23740160	23741084	23737959	23738184	23746189	23746544	5660	68,42,68	34,21,31	78,87,79	14,11,10	148	74	6.69460176184e-08	5.04493198441e-06	0.5,0.5,0.523	0.736,0.798,0.798	-0.27	0.5	0.5	0.523	0.736	0.798	0.798	chr3L:+:23737959-23738184:23740160-23741084:23746189-23746544	102,63,99	92,98,89	pass
517	FBgn0261276	Opa1	chr2R	-	14234442	14234559	14234267	14234342	14234692	14234828	517	196,181,129	304,246,202	238,275,225	192,221,182	148	74	7.54127812419e-08	5.59939900721e-06	0.244,0.269,0.242	0.383,0.384,0.382	-0.131	0.244	0.269	0.242	0.383	0.384	0.382	chr2R:-:14234267-14234342:14234442-14234559:14234692-14234828	500,427,331	430,496,407	pass
3265	FBgn0034500	CG11200	chr2R	-	20308146	20308499	20306414	20306636	20308560	20308671	3265	33,26,30	62,47,49	14,13,13	71,74,88	148	74	7.95113807017e-08	5.81815885743e-06	0.21,0.217,0.234	0.09,0.081,0.069	0.14	0.21	0.217	0.234	0.09	0.081	0.069	chr2R:-:20306414-20306636:20308146-20308499:20308560-20308671	95,73,79	85,87,101	pass
