ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2560	"FBgn0010905"	"Spn"	chr3L	-	2534710	2536218	2540976	2541403	2524598	2525718	2554057	2554292	2560	762,930,694	2560,3230,2281	1059,1001,1257	1737,2246,2347	501	1582	6.09124972684e-11	2.8075123741e-09	0.485,0.476,0.49	0.658,0.585,0.628	-0.14
2731	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20960725	20960825	20948779	20948829	20963724	20963856	2731	87,106,93	11,8,11	96,116,98	70,37,72	218	174	6.8426486699e-11	3.09752042468e-09	0.863,0.914,0.871	0.523,0.714,0.521	0.297
2276	"FBgn0003654"	"sw"	chrX	-	20233422	20233443	20234774	20234902	20230440	20230617	20235287	20235434	2276	604,741,583	15,20,22	451,441,456	31,50,44	202	95	8.24748047634e-11	3.66795842237e-09	0.95,0.946,0.926	0.872,0.806,0.83	0.105
31	"FBgn0032456"	"MRP"	chr2L	+	12736035	12736256	12737397	12737618	12726745	12727116	12737958	12738176	31	22,53,26	453,636,417	73,61,74	326,460,431	295	295	1.12615250458e-10	4.92206310191e-09	0.046,0.077,0.059	0.183,0.117,0.147	-0.088
2273	"FBgn0005777"	"PpD3"	chr3R	+	9748077	9748401	9748611	9748853	9747874	9747930	9748909	9749060	2273	337,436,373	1117,1256,1048	431,558,607	761,898,933	398	316	1.18570819829e-10	5.09452590282e-09	0.193,0.216,0.22	0.31,0.33,0.341	-0.117
2545	"FBgn0260934"	"par-1"	chr2R	+	19477615	19477704	19478751	19478865	19473804	19473967	19482951	19483101	2545	58,81,46	388,391,320	76,86,85	165,240,214	163	188	1.29485644429e-10	5.47076847713e-09	0.147,0.193,0.142	0.347,0.292,0.314	-0.157
1826	"FBgn0033159"	"Dscam1"	chr2R	-	7343717	7344008	7344278	7344569	7332260	7332380	7347848	7348010	1826	134,139,103	4,1,0	114,199,213	11,21,28	365	365	1.3551115785e-10	5.63148828114e-09	0.971,0.993,1.0	0.912,0.905,0.884	0.088
415	"FBgn0033159"	"Dscam1"	chr2R	-	7334933	7335218	7346641	7346929	7332260	7332380	7347848	7348010	415	1,4,2	108,118,64	15,22,27	109,126,127	362	359	1.51478607435e-10	6.19352048141e-09	0.009,0.033,0.03	0.12,0.148,0.174	-0.123
239	"FBgn0013334"	"Sap47"	chr3R	+	15935952	15936340	15944948	15944996	15935118	15935584	15951601	15951850	239	245,312,247	43,51,45	307,413,534	7,28,32	462	122	1.86014315062e-10	7.48486172511e-09	0.601,0.618,0.592	0.921,0.796,0.815	-0.24
2732	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20960725	20960825	20957733	20958167	20963724	20963856	2732	143,226,175	12,9,10	188,243,182	51,33,61	218	174	2.31441199539e-10	9.16724126299e-09	0.905,0.952,0.933	0.746,0.855,0.704	0.162
1341	"FBgn0033159"	"Dscam1"	chr2R	-	7341327	7341618	7345484	7345775	7332260	7332380	7347848	7348010	1341	107,153,96	2,2,3	79,160,191	17,24,19	365	365	3.15155790354e-10	1.22910758238e-08	0.982,0.987,0.97	0.823,0.87,0.91	0.112
256	"FBgn0033028"	"CG11665"	chr2R	-	5643816	5644041	5647721	5647824	5643591	5643718	5652498	5652815	256	145,286,184	347,504,410	384,356,455	363,458,474	177	299	3.23851834239e-10	1.24388545424e-08	0.414,0.489,0.431	0.641,0.568,0.619	-0.165
407	"FBgn0033159"	"Dscam1"	chr2R	-	7334933	7335218	7338249	7338537	7332260	7332380	7347848	7348010	407	0,4,2	108,118,64	22,15,20	109,126,127	362	359	4.26271462572e-10	1.61283307107e-08	0.0,0.033,0.03	0.167,0.106,0.135	-0.115
1559	"FBgn0033159"	"Dscam1"	chr2R	-	7338249	7338537	7345484	7345775	7332260	7332380	7347848	7348010	1559	107,153,96	0,4,2	79,160,191	22,15,20	365	362	4.58891258326e-10	1.71071961744e-08	1.0,0.974,0.979	0.781,0.914,0.905	0.118
50	"FBgn0032456"	"MRP"	chr2L	+	12736592	12736813	12737397	12737618	12726745	12727116	12737958	12738176	50	35,38,47	453,636,417	68,72,95	326,460,431	295	295	5.01402142028e-10	1.84210786962e-08	0.072,0.056,0.101	0.173,0.135,0.181	-0.087
1493	"FBgn0033159"	"Dscam1"	chr2R	-	7339402	7339690	7345484	7345775	7332260	7332380	7347848	7348010	1493	107,153,96	2,0,2	79,160,191	11,17,19	365	362	5.41564126877e-10	1.96123580233e-08	0.982,1.0,0.979	0.877,0.903,0.909	0.091
2639	"FBgn0261556"	"CG42674"	chr3L	-	20162454	20164430	20168475	20169063	20158479	20158668	20190657	20192299	2639	56,58,47	169,202,157	177,116,189	191,206,234	662	2050	5.64846835971e-10	2.01674187209e-08	0.506,0.471,0.481	0.742,0.636,0.714	-0.211
163	"FBgn0264089"	"sli"	chr2R	-	15884334	15884570	15885344	15885488	15882793	15882935	15886098	15886170	163	145,155,135	416,516,368	127,235,227	189,367,319	218	310	5.86059090146e-10	2.06341637989e-08	0.331,0.299,0.343	0.489,0.477,0.503	-0.165
2600	"FBgn0020309"	"crol"	chr2L	-	11800154	11800322	11802904	11803674	11798664	11799402	11803784	11803898	2600	1780,2504,1593	387,481,317	4117,4311,4946	289,579,492	844	242	6.09361894277e-10	2.11607178355e-08	0.569,0.599,0.59	0.803,0.681,0.742	-0.156
436	"FBgn0033159"	"Dscam1"	chr2R	-	7334933	7335218	7339402	7339690	7332260	7332380	7347848	7348010	436	2,0,2	108,118,64	11,17,19	109,126,127	362	359	7.72991781695e-10	2.64801914405e-08	0.018,0.0,0.03	0.091,0.118,0.129	-0.097
409	"FBgn0033159"	"Dscam1"	chr2R	-	7334933	7335218	7341327	7341618	7332260	7332380	7347848	7348010	409	2,2,3	108,118,64	17,24,19	109,126,127	365	359	8.16413381344e-10	2.75947722894e-08	0.018,0.016,0.044	0.133,0.158,0.128	-0.114
2539	"FBgn0259984"	"kuz"	chr2L	+	13630705	13631184	13633393	13633540	13610055	13610578	13634018	13634179	2539	1734,2310,1469	506,754,468	1486,1924,2136	839,989,1157	553	221	8.88605522498e-10	2.95073468257e-08	0.578,0.55,0.556	0.414,0.437,0.425	0.136
2752	"FBgn0040271"	"Sulf1"	chr3R	-	16321962	16322169	16330919	16330956	16314364	16315246	16337844	16338543	2752	229,357,265	98,116,104	526,603,734	102,111,119	111	281	8.96278384843e-10	2.95073468257e-08	0.855,0.886,0.866	0.929,0.932,0.94	-0.065
2692	"FBgn0010909"	"msn"	chr3L	-	2560115	2560295	2561931	2562843	2557792	2558389	2563817	2563959	2692	3586,4182,3019	757,863,671	2780,3543,3666	301,461,476	986	254	9.29888055445e-10	3.0221361802e-08	0.55,0.555,0.537	0.704,0.664,0.665	-0.13
2044	"FBgn0033159"	"Dscam1"	chr2R	-	7344278	7344569	7346641	7346929	7332260	7332380	7347848	7348010	2044	1,4,2	134,139,103	15,22,27	114,199,213	362	365	1.05546205109e-09	3.38683075888e-08	0.007,0.028,0.019	0.117,0.1,0.113	-0.092
325	"FBgn0004635"	"rho"	chr3L	+	1465465	1465822	1466489	1466907	1463810	1464130	1467039	1468944	325	127,219,183	169,225,198	214,209,248	46,125,102	431	492	1.23672172503e-09	3.91886196619e-08	0.462,0.526,0.513	0.842,0.656,0.735	-0.244
2727	"FBgn0002921"	"Atpalpha"	chr3R	+	20960725	20960825	20962214	20962295	20959236	20959380	20963724	20963856	2727	11,9,12	264,302,227	49,35,59	300,364,418	174	155	1.31932298419e-09	4.12899230237e-08	0.036,0.026,0.045	0.127,0.079,0.112	-0.07
2524	"FBgn0052423"	"shep"	chr3L	-	5162455	5162610	5162966	5163131	5155820	5161601	5163344	5163703	2524	474,556,394	977,1134,833	320,471,414	1431,1438,1498	239	229	1.37854871962e-09	4.261732932e-08	0.317,0.32,0.312	0.176,0.239,0.209	0.108
2175	"FBgn0035715"	"CG10103"	chr3L	-	6754744	6754807	6755072	6755123	6754016	6754493	6755419	6756158	2175	149,200,157	153,199,153	80,72,91	194,135,199	125	137	1.41451272917e-09	4.26879734339e-08	0.516,0.524,0.529	0.311,0.369,0.334	0.185
2616	"FBgn0010225"	"Gel"	chr3R	+	4237624	4237817	4238302	4238377	4236787	4236939	4238569	4238765	2616	1896,2439,1960	471,643,510	764,1505,1142	382,575,549	267	149	1.4058715303e-09	4.26879734339e-08	0.692,0.679,0.682	0.527,0.594,0.537	0.132
2109	"FBgn0264693"	"ens"	chr3L	-	4129650	4129791	4130388	4130643	4126988	4127162	4131120	4131236	2109	15,26,10	323,343,270	41,51,51	235,315,359	329	215	1.90101778763e-09	5.66950599017e-08	0.029,0.047,0.024	0.102,0.096,0.085	-0.061
2096	"FBgn0050015"	"CG30015"	chr2R	-	10862822	10862955	10873853	10874149	10856123	10856308	10874570	10874771	2096	74,129,74	65,121,78	74,73,87	153,153,220	370	207	1.97030070037e-09	5.74104859246e-08	0.389,0.374,0.347	0.213,0.211,0.181	0.168
862	"FBgn0033159"	"Dscam1"	chr2R	-	7342103	7342391	7345484	7345775	7332260	7332380	7347848	7348010	862	107,153,96	1,2,1	79,160,191	7,9,29	365	362	1.96174398948e-09	5.74104859246e-08	0.991,0.987,0.99	0.918,0.946,0.867	0.079
1256	"FBgn0033159"	"Dscam1"	chr2R	-	7354056	7354177	7359874	7360007	7348130	7348975	7361717	7361867	1256	0,1,0	3,1,1	4,2,3	0,0,1	207	195	2.9242898103e-09	8.42394848763e-08	0.0,0.485,0.0	1.0,1.0,0.739	-0.751
2615	"FBgn0010225"	"Gel"	chr3R	+	4237624	4237817	4238302	4238377	4235216	4235324	4238569	4238765	2615	1891,2444,1960	471,643,510	779,1516,1155	384,575,548	267	149	3.00660929486e-09	8.56376917131e-08	0.691,0.68,0.682	0.531,0.595,0.54	0.129
1566	"FBgn0033159"	"Dscam1"	chr2R	-	7338249	7338537	7344278	7344569	7332260	7332380	7347848	7348010	1566	134,139,103	0,4,2	114,199,213	22,15,20	365	362	3.05362657382e-09	8.60104818293e-08	1.0,0.972,0.981	0.837,0.929,0.914	0.091
253	"FBgn0037443"	"Dmtn"	chr3R	-	6393731	6393911	6405377	6405660	6392879	6392959	6405741	6405895	253	150,252,165	187,182,115	403,305,448	101,124,147	357	254	3.31042959711e-09	9.22191102052e-08	0.363,0.496,0.505	0.74,0.636,0.684	-0.232
56	"FBgn0032901"	"sky"	chr2L	-	20903015	20903559	20916904	20917120	20882261	20882464	20918638	20918931	56	167,294,203	522,716,472	704,442,667	631,687,897	290	618	3.44107375927e-09	9.48165432581e-08	0.405,0.467,0.478	0.704,0.578,0.613	-0.182
320	"FBgn0003721"	"Tm1"	chr3R	+	15301010	15301073	15301623	15301686	15300746	15300822	15303152	15303222	320	26,18,12	556,798,554	91,73,96	1098,1123,1262	137	137	4.21108492521e-09	1.14786024574e-07	0.045,0.022,0.021	0.077,0.061,0.071	-0.04
1347	"FBgn0033159"	"Dscam1"	chr2R	-	7341327	7341618	7344278	7344569	7332260	7332380	7347848	7348010	1347	134,139,103	2,2,3	114,199,213	17,24,19	365	365	4.84421736058e-09	1.30639266054e-07	0.985,0.986,0.972	0.87,0.892,0.918	0.088
2499	"FBgn0030520"	"Pdcd4"	chrX	-	13750315	13750455	13750585	13752027	13746639	13746848	13754829	13755406	2499	5169,6767,4552	628,750,554	5844,6783,7633	387,533,500	1516	214	5.62615609656e-09	1.50129533735e-07	0.537,0.56,0.537	0.681,0.642,0.683	-0.124
1499	"FBgn0033159"	"Dscam1"	chr2R	-	7339402	7339690	7344278	7344569	7332260	7332380	7347848	7348010	1499	134,139,103	2,0,2	114,199,213	11,17,19	365	362	7.03847591321e-09	1.85501305571e-07	0.985,1.0,0.981	0.911,0.921,0.917	0.072
62	"FBgn0030412"	"Tomosyn"	chrX	+	12648536	12648783	12651109	12651226	12640661	12640839	12651294	12651417	62	9,22,21	26,52,29	15,33,23	5,10,11	321	191	7.09807757016e-09	1.85501305571e-07	0.171,0.201,0.301	0.641,0.663,0.554	-0.395
22	"FBgn0032456"	"MRP"	chr2L	+	12729184	12729405	12737397	12737618	12726745	12727116	12737958	12738176	22	10,23,11	453,636,417	21,44,42	326,460,431	295	295	7.6806784266e-09	1.98678773586e-07	0.022,0.035,0.026	0.061,0.087,0.089	-0.051
