ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
13459	FBgn0083124	Uhg4	chr2R	+	9095596	9095629	9095272	9095339	9095897	9095958	13459	43,96,68	0,0,2	88,79,85	35,20,36	106	74	0.0	0.0	1.0,1.0,0.96	0.637,0.734,0.622	0.322	1.0	1.0	0.96	0.637	0.734	0.622	chr2R:+:9095272-9095339:9095596-9095629:9095897-9095958	43,96,70	123,99,121	pass
13461	FBgn0083124	Uhg4	chr2R	+	9095541	9095629	9095272	9095339	9095897	9095958	13461	143,229,195	0,0,2	233,189,232	35,20,36	148	74	0.0	0.0	1.0,1.0,0.98	0.769,0.825,0.763	0.208	1.0	1.0	0.98	0.769	0.825	0.763	chr2R:+:9095272-9095339:9095541-9095629:9095897-9095958	143,229,197	268,209,268	pass
13464	FBgn0083124	Uhg4	chr2R	+	9095490	9095629	9095272	9095339	9095897	9095958	13464	143,228,196	0,0,2	233,191,232	35,20,36	148	74	0.0	0.0	1.0,1.0,0.98	0.769,0.827,0.763	0.207	1.0	1.0	0.98	0.769	0.827	0.763	chr2R:+:9095272-9095339:9095490-9095629:9095897-9095958	143,228,198	268,211,268	pass
13473	FBgn0083124	Uhg4	chr2R	+	9095574	9095629	9095272	9095339	9095897	9095958	13473	143,225,194	0,0,2	226,185,220	35,20,36	128	74	0.0	0.0	1.0,1.0,0.982	0.789,0.842,0.779	0.191	1.0	1.0	0.982	0.789	0.842	0.779	chr2R:+:9095272-9095339:9095574-9095629:9095897-9095958	143,225,196	261,205,256	pass
13483	FBgn0083124	Uhg4	chr2R	+	9095419	9095629	9095272	9095339	9095897	9095958	13483	144,233,203	0,0,2	244,198,245	35,20,36	148	74	0.0	0.0	1.0,1.0,0.981	0.777,0.832,0.773	0.2	1.0	1.0	0.981	0.777	0.832	0.773	chr2R:+:9095272-9095339:9095419-9095629:9095897-9095958	144,233,205	279,218,281	pass
13485	FBgn0083124	Uhg4	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	13485	300,464,405	0,0,2	495,413,501	35,20,36	125	74	0.0	0.0	1.0,1.0,0.992	0.893,0.924,0.892	0.094	1.0	1.0	0.992	0.893	0.924	0.892	chr2R:+:9095272-9095339:9095577-9095629:9095897-9095958	300,464,407	530,433,537	pass
13496	FBgn0083124	Uhg4	chr2R	+	9095549	9095629	9095272	9095339	9095897	9095958	13496	143,228,196	0,0,2	234,190,231	35,20,36	148	74	0.0	0.0	1.0,1.0,0.98	0.77,0.826,0.762	0.207	1.0	1.0	0.98	0.77	0.826	0.762	chr2R:+:9095272-9095339:9095549-9095629:9095897-9095958	143,228,198	269,210,267	pass
13555	FBgn0042174	CR18854	chr2L	-	9789674	9789732	9789366	9789615	9789790	9790309	13555	235,303,255	110,104,83	724,505,659	76,41,60	131	74	0.0	0.0	0.547,0.622,0.634	0.843,0.874,0.861	-0.258	0.547	0.622	0.634	0.843	0.874	0.861	chr2L:-:9789366-9789615:9789674-9789732:9789790-9790309	345,407,338	800,546,719	pass
13556	FBgn0042174	CR18854	chr2L	-	9789674	9789739	9789366	9789615	9789790	9790012	13556	164,220,195	110,104,83	512,334,475	76,41,60	138	74	0.0	0.0	0.444,0.531,0.557	0.783,0.814,0.809	-0.291	0.444	0.531	0.557	0.783	0.814	0.809	chr2L:-:9789366-9789615:9789674-9789739:9789790-9790012	274,324,278	588,375,535	pass
13559	FBgn0042174	CR18854	chr2L	-	9789674	9789717	9789366	9789615	9789790	9790309	13559	103,162,139	110,104,83	405,257,408	76,41,60	116	74	0.0	0.0	0.374,0.498,0.517	0.773,0.8,0.813	-0.332	0.374	0.498	0.517	0.773	0.8	0.813	chr2L:-:9789366-9789615:9789674-9789717:9789790-9790309	213,266,222	481,298,468	pass
13823	FBgn0085468	CG34439	chr2R	+	13159533	13159673	13159016	13159103	13159730	13160190	13823	289,345,320	159,244,178	172,121,159	421,310,382	148	74	0.0	0.0	0.476,0.414,0.473	0.17,0.163,0.172	0.286	0.476	0.414	0.473	0.17	0.163	0.172	chr2R:+:13159016-13159103:13159533-13159673:13159730-13160190	448,589,498	593,431,541	pass
13824	FBgn0085468	CG34439	chr2R	+	13159533	13159654	13159016	13159103	13159730	13160190	13824	290,345,319	159,244,178	173,121,159	421,310,382	148	74	0.0	0.0	0.477,0.414,0.473	0.17,0.163,0.172	0.286	0.477	0.414	0.473	0.17	0.163	0.172	chr2R:+:13159016-13159103:13159533-13159654:13159730-13160190	449,589,497	594,431,541	pass
13825	FBgn0085468	CG34439	chr2R	+	13159533	13159579	13159016	13159103	13159730	13160190	13825	236,280,264	159,244,178	152,105,128	421,310,382	119	74	0.0	0.0	0.48,0.416,0.48	0.183,0.174,0.172	0.282	0.48	0.416	0.48	0.183	0.174	0.172	chr2R:+:13159016-13159103:13159533-13159579:13159730-13160190	395,524,442	573,415,510	pass
14480	FBgn0033463	CG1513	chr2R	-	9884084	9884206	9883896	9884002	9884621	9884708	14480	509,615,489	9,11,10	529,378,517	46,47,68	148	74	0.0	0.0	0.966,0.965,0.961	0.852,0.801,0.792	0.149	0.966	0.965	0.961	0.852	0.801	0.792	chr2R:-:9883896-9884002:9884084-9884206:9884621-9884708	518,626,499	575,425,585	pass
2542	FBgn0020660	eIF-4B	chr3L	-	27847424	27847496	27844504	27844604	27856783	27857935	2542	237,415,285	29,44,32	340,230,331	160,144,148	145	74	0.0	0.0	0.807,0.828,0.82	0.52,0.449,0.533	0.318	0.807	0.828	0.82	0.52	0.449	0.533	chr3L:-:27844504-27844604:27847424-27847496:27856783-27857935	266,459,317	500,374,479	pass
2543	FBgn0020660	eIF-4B	chr3L	-	27847424	27847485	27844504	27844604	27856783	27857935	2543	369,611,441	29,44,32	503,345,482	160,144,148	134	74	0.0	0.0	0.875,0.885,0.884	0.635,0.57,0.643	0.265	0.875	0.885	0.884	0.635	0.57	0.643	chr3L:-:27844504-27844604:27847424-27847485:27856783-27857935	398,655,473	663,489,630	pass
3253	FBgn0035422	RpL28	chr3L	-	3222365	3222600	3221881	3221981	3222787	3222958	3253	41,62,62	40,81,71	393,295,426	71,53,61	148	74	0.0	0.0	0.339,0.277,0.304	0.735,0.736,0.777	-0.443	0.339	0.277	0.304	0.735	0.736	0.777	chr3L:-:3221881-3221981:3222365-3222600:3222787-3222958	81,143,133	464,348,487	pass
3261	FBgn0035422	RpL28	chr3L	-	3222365	3222446	3221881	3221981	3222787	3222958	3261	42,63,62	40,81,71	397,298,432	71,53,61	148	74	0.0	0.0	0.344,0.28,0.304	0.737,0.738,0.78	-0.442	0.344	0.28	0.304	0.737	0.738	0.78	chr3L:-:3221881-3221981:3222365-3222446:3222787-3222958	82,144,133	468,351,493	pass
3270	FBgn0035422	RpL28	chr3L	-	3222787	3222874	3221769	3221981	3222926	3222960	3270	42,81,71	192,977,591	71,53,62	2755,2353,2626	148	74	0.0	0.0	0.099,0.04,0.057	0.013,0.011,0.012	0.053	0.099	0.04	0.057	0.013	0.011	0.012	chr3L:-:3221769-3221981:3222787-3222874:3222926-3222960	234,1058,662	2826,2406,2688	pass
3276	FBgn0035422	RpL28	chr3L	-	3222152	3222194	3221883	3221981	3222365	3222502	3276	24,28,30	42,62,64	39,30,36	393,294,426	115	74	0.0	0.0	0.269,0.225,0.232	0.06,0.062,0.052	0.184	0.269	0.225	0.232	0.06	0.062	0.052	chr3L:-:3221883-3221981:3222152-3222194:3222365-3222502	66,90,94	432,324,462	pass
3282	FBgn0035422	RpL28	chr3L	-	3222152	3222304	3221881	3221981	3222365	3222502	3282	33,41,35	42,62,64	59,42,59	393,294,426	148	74	0.0	0.0	0.282,0.248,0.215	0.07,0.067,0.065	0.181	0.282	0.248	0.215	0.07	0.067	0.065	chr3L:-:3221881-3221981:3222152-3222304:3222365-3222502	75,103,99	452,336,485	pass
3296	FBgn0035422	RpL28	chr3L	-	3222365	3222413	3221769	3221981	3222787	3222874	3296	28,48,58	40,81,71	243,191,275	71,53,61	121	74	0.0	0.0	0.3,0.266,0.333	0.677,0.688,0.734	-0.4	0.3	0.266	0.333	0.677	0.688	0.734	chr3L:-:3221769-3221981:3222365-3222413:3222787-3222874	68,129,129	314,244,336	pass
3299	FBgn0035422	RpL28	chr3L	-	3222365	3222574	3221881	3221981	3222787	3222958	3299	43,66,65	40,81,71	400,300,437	71,53,61	148	74	0.0	0.0	0.35,0.289,0.314	0.738,0.739,0.782	-0.435	0.35	0.289	0.314	0.738	0.739	0.782	chr3L:-:3221881-3221981:3222365-3222574:3222787-3222958	83,147,136	471,353,498	pass
3303	FBgn0035422	RpL28	chr3L	-	3222365	3222603	3221881	3221981	3222787	3222874	3303	40,62,62	40,81,71	392,294,426	71,53,61	148	74	0.0	0.0	0.333,0.277,0.304	0.734,0.735,0.777	-0.444	0.333	0.277	0.304	0.734	0.735	0.777	chr3L:-:3221881-3221981:3222365-3222603:3222787-3222874	80,143,133	463,347,487	pass
5286	FBgn0024807	DIP1	chrX	-	21628847	21629792	21628360	21628754	21629973	21630148	5286	58,81,43	3,5,3	68,66,74	51,32,46	148	74	0.0	0.0	0.906,0.89,0.878	0.4,0.508,0.446	0.44	0.906	0.89	0.878	0.4	0.508	0.446	chrX:-:21628360-21628754:21628847-21629792:21629973-21630148	61,86,46	119,98,120	pass
6111	FBgn0260462	CG12163	chr3R	-	5243837	5244254	5239491	5239619	5251423	5251745	6111	59,76,69	418,435,365	26,18,24	573,421,580	148	74	0.0	0.0	0.066,0.08,0.086	0.022,0.021,0.02	0.056	0.066	0.08	0.086	0.022	0.021	0.02	chr3R:-:5239491-5239619:5243837-5244254:5251423-5251745	477,511,434	599,439,604	pass
7316	FBgn0015286	Rala	chrX	-	3707367	3707491	3704609	3706251	3708743	3708918	7316	836,1045,852	36,43,24	785,613,817	109,105,117	148	74	0.0	0.0	0.921,0.924,0.947	0.783,0.745,0.777	0.162	0.921	0.924	0.947	0.783	0.745	0.777	chrX:-:3704609-3706251:3707367-3707491:3708743-3708918	872,1088,876	894,718,934	pass
7952	FBgn0021765	scu	chrX	+	18091554	18091796	18091258	18091390	18091951	18092853	7952	4,10,4	240,368,299	46,30,38	270,218,285	148	74	0.0	0.0	0.008,0.013,0.007	0.078,0.064,0.063	-0.059	0.008	0.013	0.007	0.078	0.064	0.063	chrX:+:18091258-18091390:18091554-18091796:18091951-18092853	244,378,303	316,248,323	pass
7953	FBgn0021765	scu	chrX	+	18091554	18091654	18091258	18091390	18091951	18092853	7953	5,10,6	240,368,299	59,39,48	270,218,285	148	74	0.0	0.0	0.01,0.013,0.01	0.098,0.082,0.078	-0.075	0.01	0.013	0.01	0.098	0.082	0.078	chrX:+:18091258-18091390:18091554-18091654:18091951-18092853	245,378,305	329,257,333	pass
8608	FBgn0051363	Jupiter	chr3R	-	11593321	11593354	11592366	11592624	11593632	11593766	8608	5,14,5	1722,2233,1649	102,82,103	1845,1492,2028	106	74	0.0	0.0	0.002,0.004,0.002	0.037,0.037,0.034	-0.033	0.002	0.004	0.002	0.037	0.037	0.034	chr3R:-:11592366-11592624:11593321-11593354:11593632-11593766	1727,2247,1654	1947,1574,2131	pass
9416	FBgn0033212	CG1399	chr2R	-	7677997	7678404	7676539	7677734	7678569	7678626	9416	195,272,234	10,13,10	209,175,246	69,34,59	148	74	1.11022302463e-16	3.73603587093e-14	0.907,0.913,0.921	0.602,0.72,0.676	0.248	0.907	0.913	0.921	0.602	0.72	0.676	chr2R:-:7676539-7677734:7677997-7678404:7678569-7678626	205,285,244	278,209,305	pass
12462	FBgn0002183	dre4	chr3L	-	1872353	1872470	1871573	1871917	1872581	1872735	12462	436,619,415	243,347,313	331,273,337	512,340,528	148	74	2.22044604925e-16	7.29416527179e-14	0.473,0.471,0.399	0.244,0.286,0.242	0.19	0.473	0.471	0.399	0.244	0.286	0.242	chr3L:-:1871573-1871917:1872353-1872470:1872581-1872735	679,966,728	843,613,865	pass
5748	FBgn0250753	kra	chr3R	-	5600203	5600308	5599115	5599364	5601014	5601136	5748	7,16,8	991,1433,1231	83,73,88	1631,1260,1832	148	74	3.33066907388e-16	1.06868002819e-13	0.004,0.006,0.003	0.025,0.028,0.023	-0.021	0.004	0.006	0.003	0.025	0.028	0.023	chr3R:-:5599115-5599364:5600203-5600308:5601014-5601136	998,1449,1239	1714,1333,1920	pass
3810	FBgn0026189	prominin-like	chr3L	-	3117534	3117768	3117345	3117405	3117833	3117973	3810	2,6,4	362,444,328	28,19,38	287,239,314	148	74	4.4408920985e-16	1.39252246098e-13	0.003,0.007,0.006	0.047,0.038,0.057	-0.042	0.003	0.007	0.006	0.047	0.038	0.057	chr3L:-:3117345-3117405:3117534-3117768:3117833-3117973	364,450,332	315,258,352	pass
13558	FBgn0042174	CR18854	chr2L	-	9789674	9789693	9789366	9789615	9789790	9790309	13558	28,53,45	110,104,83	119,80,128	76,41,60	92	74	9.99200722163e-16	3.06354941415e-13	0.17,0.291,0.304	0.557,0.611,0.632	-0.345	0.17	0.291	0.304	0.557	0.611	0.632	chr2L:-:9789366-9789615:9789674-9789693:9789790-9790309	138,157,128	195,121,188	pass
10054	FBgn0015218	eIF-4E	chr3L	-	9401039	9401606	9400582	9400953	9402279	9402460	10054	855,962,779	120,177,132	781,657,781	302,234,307	148	74	1.33226762955e-15	3.99593401846e-13	0.781,0.731,0.747	0.564,0.584,0.56	0.184	0.781	0.731	0.747	0.564	0.584	0.56	chr3L:-:9400582-9400953:9401039-9401606:9402279-9402460	975,1139,911	1083,891,1088	pass
11383	FBgn0033699	RpS11	chr2R	-	12200120	12200241	12199833	12200039	12200774	12200815	11383	974,1944,1261	1,0,1	3046,2204,2904	53,35,57	148	74	3.21964677141e-15	9.45137585216e-13	0.998,1.0,0.998	0.966,0.969,0.962	0.033	0.998	1.0	0.998	0.966	0.969	0.962	chr2R:-:12199833-12200039:12200120-12200241:12200774-12200815	975,1944,1262	3099,2239,2961	pass
12708	FBgn0037728	CG16817	chr3R	+	9678561	9678648	9677926	9678086	9678719	9678959	12708	1315,1886,1415	2,1,1	2112,1766,2332	50,31,32	148	74	5.55111512313e-15	1.56241020122e-12	0.997,0.999,0.999	0.955,0.966,0.973	0.034	0.997	0.999	0.999	0.955	0.966	0.973	chr3R:+:9677926-9678086:9678561-9678648:9678719-9678959	1317,1887,1416	2162,1797,2364	pass
4522	FBgn0032694	MESR3	chr2L	+	18631742	18631774	18617255	18617724	18649597	18649627	4522	299,455,384	18,6,10	367,283,363	46,29,63	105	74	5.55111512313e-15	1.56241020122e-12	0.921,0.982,0.964	0.849,0.873,0.802	0.114	0.921	0.982	0.964	0.849	0.873	0.802	chr2L:+:18617255-18617724:18631742-18631774:18649597-18649627	317,461,394	413,312,426	pass
5283	FBgn0024807	DIP1	chrX	-	21628843	21629792	21628360	21628754	21629973	21630148	5283	51,51,25	3,5,3	46,42,67	51,32,46	148	74	5.66213742559e-15	1.56241020122e-12	0.895,0.836,0.806	0.311,0.396,0.421	0.47	0.895	0.836	0.806	0.311	0.396	0.421	chrX:-:21628360-21628754:21628843-21629792:21629973-21630148	54,56,28	97,74,113	pass
1937	FBgn0051145	CG31145	chr3R	-	23631485	23632186	23626596	23627460	23635277	23635321	1937	13,11,6	179,215,130	36,30,41	100,123,140	148	74	1.0325074129e-14	2.79323623055e-12	0.035,0.025,0.023	0.153,0.109,0.128	-0.102	0.035	0.025	0.023	0.153	0.109	0.128	chr3R:-:23626596-23627460:23631485-23632186:23635277-23635321	192,226,136	136,153,181	pass
3262	FBgn0035422	RpL28	chr3L	-	3222365	3222446	3221881	3221981	3222574	3222912	3262	40,62,62	20,31,16	393,296,428	23,20,28	148	74	2.88657986403e-14	7.65887353539e-12	0.5,0.5,0.66	0.895,0.881,0.884	-0.333	0.5	0.5	0.66	0.895	0.881	0.884	chr3L:-:3221881-3221981:3222365-3222446:3222574-3222912	60,93,78	416,316,456	pass
9513	FBgn0004435	Galphaq	chr2R	+	12614158	12614345	12612739	12612851	12615906	12616414	9513	180,253,211	30,38,25	159,142,172	68,79,73	148	74	4.48530101949e-14	1.16761694653e-11	0.75,0.769,0.808	0.539,0.473,0.541	0.258	0.75	0.769	0.808	0.539	0.473	0.541	chr2R:+:12612739-12612851:12614158-12614345:12615906-12616414	210,291,236	227,221,245	pass
8134	FBgn0027279	l(1)G0196	chrX	+	22504228	22504333	22503368	22503740	22505033	22505106	8134	233,328,247	0,0,0	224,161,195	12,10,15	148	74	4.80726569663e-14	1.20592445121e-11	1.0,1.0,1.0	0.903,0.89,0.867	0.113	1.0	1.0	1.0	0.903	0.89	0.867	chrX:+:22503368-22503740:22504228-22504333:22505033-22505106	233,328,247	236,171,210	pass
8145	FBgn0027279	l(1)G0196	chrX	+	22504228	22504337	22503368	22503740	22505033	22505106	8145	233,329,247	0,0,0	224,161,195	12,10,15	148	74	4.74065231515e-14	1.20592445121e-11	1.0,1.0,1.0	0.903,0.89,0.867	0.113	1.0	1.0	1.0	0.903	0.89	0.867	chrX:+:22503368-22503740:22504228-22504337:22505033-22505106	233,329,247	236,171,210	pass
3826	FBgn0026189	prominin-like	chr3L	-	3117599	3117768	3117345	3117405	3117833	3117973	3826	2,4,4	362,444,328	21,18,36	287,239,314	148	74	5.05151476204e-14	1.2445669495e-11	0.003,0.004,0.006	0.035,0.036,0.054	-0.037	0.003	0.004	0.006	0.035	0.036	0.054	chr3L:-:3117345-3117405:3117599-3117768:3117833-3117973	364,448,332	308,257,350	pass
3812	FBgn0026189	prominin-like	chr3L	-	3117625	3117768	3117345	3117405	3117833	3117973	3812	2,3,4	362,444,328	21,17,36	287,239,314	148	74	5.62883073485e-14	1.36247329208e-11	0.003,0.003,0.006	0.035,0.034,0.054	-0.037	0.003	0.003	0.006	0.035	0.034	0.054	chr3L:-:3117345-3117405:3117625-3117768:3117833-3117973	364,447,332	308,256,350	pass
10050	FBgn0015218	eIF-4E	chr3L	-	9401039	9401207	9400582	9400953	9402279	9402460	10050	701,752,610	120,177,132	657,535,654	302,234,307	148	74	6.92779167366e-14	1.64797830554e-11	0.745,0.68,0.698	0.521,0.533,0.516	0.184	0.745	0.68	0.698	0.521	0.533	0.516	chr3L:-:9400582-9400953:9401039-9401207:9402279-9402460	821,929,742	959,769,961	pass
2026	FBgn0027529	CG8920	chr2R	+	20324497	20324652	20324292	20324411	20324847	20325121	2026	6,7,6	65,85,58	38,18,29	42,38,47	148	74	8.32667268469e-14	1.94717123781e-11	0.044,0.04,0.049	0.311,0.191,0.236	-0.202	0.044	0.04	0.049	0.311	0.191	0.236	chr2R:+:20324292-20324411:20324497-20324652:20324847-20325121	71,92,64	80,56,76	pass
7346	FBgn0015778	rin	chr3R	+	13647421	13647546	13647003	13647200	13648917	13650497	7346	117,196,149	101,139,99	139,146,179	257,264,327	148	74	1.30784272301e-13	3.00738434156e-11	0.367,0.414,0.429	0.213,0.217,0.215	0.188	0.367	0.414	0.429	0.213	0.217	0.215	chr3R:+:13647003-13647200:13647421-13647546:13648917-13650497	218,335,248	396,410,506	pass
3811	FBgn0026189	prominin-like	chr3L	-	3117534	3117768	3117082	3117256	3117833	3117973	3811	2,3,4	127,156,114	25,19,39	161,121,172	148	74	1.60649271663e-13	3.63357049366e-11	0.008,0.01,0.017	0.072,0.073,0.102	-0.071	0.008	0.01	0.017	0.072	0.073	0.102	chr3L:-:3117082-3117256:3117534-3117768:3117833-3117973	129,159,118	186,140,211	pass
954	FBgn0014141	cher	chr3R	-	17109707	17109722	17108747	17108839	17110213	17110549	954	0,0,0	117,178,106	19,15,16	130,156,158	88	74	1.74193992564e-13	3.87637825065e-11	0.0,0.0,0.0	0.109,0.075,0.078	-0.087	0.0	0.0	0.0	0.109	0.075	0.078	chr3R:-:17108747-17108839:17109707-17109722:17110213-17110549	117,178,106	149,171,174	pass
5281	FBgn0024807	DIP1	chrX	-	21628919	21629792	21628360	21628754	21629973	21630148	5281	40,41,24	3,5,3	42,42,59	51,32,46	148	74	2.78999046088e-13	6.11007910933e-11	0.87,0.804,0.8	0.292,0.396,0.391	0.465	0.87	0.804	0.8	0.292	0.396	0.391	chrX:-:21628360-21628754:21628919-21629792:21629973-21630148	43,46,27	93,74,105	pass
3286	FBgn0035422	RpL28	chr3L	-	3222152	3222207	3221881	3221981	3222926	3222960	3286	31,37,32	192,977,591	51,39,49	2755,2353,2626	128	74	3.49276163547e-13	7.52963004447e-11	0.085,0.021,0.03	0.011,0.009,0.011	0.035	0.085	0.021	0.03	0.011	0.009	0.011	chr3L:-:3221881-3221981:3222152-3222207:3222926-3222960	223,1014,623	2806,2392,2675	pass
3259	FBgn0035422	RpL28	chr3L	-	3222152	3222379	3221883	3221981	3222926	3222960	3259	33,41,35	192,977,591	57,42,60	2755,2353,2626	148	74	4.04454247871e-13	8.4549322089e-11	0.079,0.021,0.029	0.01,0.009,0.011	0.033	0.079	0.021	0.029	0.01	0.009	0.011	chr3L:-:3221883-3221981:3222152-3222379:3222926-3222960	225,1018,626	2812,2395,2686	pass
3288	FBgn0035422	RpL28	chr3L	-	3222152	3222365	3221769	3221981	3222926	3222960	3288	33,41,35	192,977,591	57,43,59	2755,2353,2626	148	74	4.00457444982e-13	8.4549322089e-11	0.079,0.021,0.029	0.01,0.009,0.011	0.033	0.079	0.021	0.029	0.01	0.009	0.011	chr3L:-:3221769-3221981:3222152-3222365:3222926-3222960	225,1018,626	2812,2396,2685	pass
9499	FBgn0004435	Galphaq	chr2R	+	12614254	12614345	12612739	12612851	12615906	12616414	9499	188,258,218	30,38,25	171,148,186	68,79,73	148	74	4.8872017544e-13	1.00639884486e-10	0.758,0.772,0.813	0.557,0.484,0.56	0.247	0.758	0.772	0.813	0.557	0.484	0.56	chr2R:+:12612739-12612851:12614254-12614345:12615906-12616414	218,296,243	239,227,259	pass
14414	FBgn0040056	CG17698	chr3L	+	23748281	23748366	23746189	23746544	23748423	23748656	14414	1,1,4	0,0,0	0,0,0	1,1,2	148	74	5.19917442432e-13	1.05489719901e-10	1.0,1.0,1.0	0.0,0.0,0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	chr3L:+:23746189-23746544:23748281-23748366:23748423-23748656	1,1,4	1,1,2	fail
9506	FBgn0004435	Galphaq	chr2R	+	12614143	12614345	12612739	12612851	12615906	12616414	9506	181,253,213	30,38,25	166,140,180	68,79,73	148	74	6.43263220468e-13	1.28624676127e-10	0.751,0.769,0.81	0.55,0.47,0.552	0.253	0.751	0.769	0.81	0.55	0.47	0.552	chr2R:+:12612739-12612851:12614143-12614345:12615906-12616414	211,291,238	234,219,253	pass
13019	FBgn0261822	Bsg	chr2L	+	8089184	8089392	8088303	8088453	8089490	8089736	13019	82,103,54	7,16,8	54,41,74	45,25,44	148	74	6.99551527816e-13	1.37881606133e-10	0.854,0.763,0.771	0.375,0.451,0.457	0.368	0.854	0.763	0.771	0.375	0.451	0.457	chr2L:+:8088303-8088453:8089184-8089392:8089490-8089736	89,119,62	99,66,118	pass
