ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1773	"FBgn0264357"	"SNF4Agamma"	chr3R	+	21199180	21199763	21199180	21199396	21199527	21199763	1773	3,3,3	3,0,3	2,3,10	0,0,0	205	74	6.06617629728e-06	0.000304175411478	0.265,1.0,0.265	1.0,1.0,1.0	-0.49
3333	"FBgn0003567"	"su(Hw)"	chr3R	-	14308171	14308388	14308171	14308208	14308275	14308388	3333	1,4,1	6,11,8	14,10,13	2,8,6	141	74	6.33708576281e-06	0.000313284098978	0.08,0.16,0.062	0.786,0.396,0.532	-0.471
2642	"FBgn0051388"	"CG31388"	chr3R	+	11238853	11239041	11238853	11238900	11238956	11239041	2642	1,3,1	24,18,11	7,10,12	17,12,19	130	74	6.57703764628e-06	0.000320630585256	0.023,0.087,0.049	0.19,0.322,0.264	-0.206
666	"FBgn0033755"	"ClC-b"	chr2R	+	12574729	12574977	12574729	12574837	12574893	12574977	666	15,25,25	228,345,264	55,42,48	324,235,310	130	74	6.75698169383e-06	0.000324890489662	0.036,0.04,0.051	0.088,0.092,0.081	-0.045
2055	"FBgn0039637"	"CG11880"	chr3R	+	29123415	29124104	29123415	29123479	29123800	29124104	2055	62,88,53	74,120,61	226,217,309	160,153,198	395	74	6.96902953823e-06	0.000326150582389	0.136,0.121,0.14	0.209,0.21,0.226	-0.083
2452	"FBgn0019957"	"ND42"	chr3R	+	22027708	22029148	22027708	22027824	22028019	22029148	2452	28,63,53	0,1,0	34,35,48	2,4,4	269	74	6.88336567256e-06	0.000326150582389	1.0,0.945,1.0	0.824,0.706,0.768	0.216
1049	"FBgn0000253"	"Cam"	chr2R	+	12260112	12260293	12260112	12260188	12260275	12260293	1049	248,366,261	25,36,31	349,252,363	13,15,14	161	74	9.4849123452e-06	0.000438053188574	0.82,0.824,0.795	0.925,0.885,0.923	-0.098
3587	"FBgn0020306"	"dom"	chr2R	+	21340683	21341847	21340683	21341076	21341419	21341847	3587	683,863,731	35,31,22	855,767,1015	11,7,25	417	74	9.75222964039e-06	0.000444549688802	0.776,0.832,0.855	0.932,0.951,0.878	-0.099
2258	"FBgn0037262"	"MED31"	chr3R	+	4641962	4642428	4641962	4642008	4642288	4642428	2258	445,654,513	2,1,1	636,493,578	10,5,10	354	74	9.89156970999e-06	0.00044512063695	0.979,0.993,0.991	0.93,0.954,0.924	0.052
1208	"FBgn0023000"	"mth"	chr3L	-	345374	346338	345374	345885	346098	346338	1208	16,32,18	5,15,9	47,45,40	5,3,4	287	74	1.01930053216e-05	0.0004528790972	0.452,0.355,0.34	0.708,0.795,0.721	-0.359
869	"FBgn0010411"	"RpS18"	chr2R	+	20263978	20264128	20263978	20264007	20264075	20264128	869	122,145,116	61,122,75	491,337,467	166,107,177	142	74	1.39856009523e-05	0.000613618241782	0.51,0.382,0.446	0.607,0.621,0.579	-0.156
3566	"FBgn0025366"	"Ip259"	chr2L	+	10408351	10408621	10408351	10408386	10408457	10408621	3566	101,131,114	4,5,3	144,95,145	17,12,18	145	74	1.49247968292e-05	0.000646741195932	0.928,0.93,0.951	0.812,0.802,0.804	0.13
3382	"FBgn0038013"	"CG10038"	chr3R	-	12350373	12350644	12350373	12350465	12350543	12350644	3382	44,51,36	57,51,50	41,38,38	103,99,105	152	74	1.55345147417e-05	0.000656941527029	0.273,0.327,0.26	0.162,0.157,0.15	0.13
487	"FBgn0263102"	"psq"	chr2R	+	10612736	10613375	10612736	10612931	10612985	10613375	487	185,167,186	2,3,0	224,146,279	9,11,9	128	74	1.54787002462e-05	0.000656941527029	0.982,0.97,1.0	0.935,0.885,0.947	0.062
565	"FBgn0034230"	"CG4853"	chr2R	+	17514216	17515529	17514216	17514416	17514579	17515529	565	31,39,21	118,197,128	67,55,72	150,141,181	237	74	1.58874652225e-05	0.000663869082512	0.076,0.058,0.049	0.122,0.109,0.11	-0.053
2172	"FBgn0000541"	"E(bx)"	chr3L	-	239242	240667	239242	240116	240176	240667	2172	276,390,195	35,47,39	259,227,289	80,54,79	134	74	1.83617353872e-05	0.000758231661283	0.813,0.821,0.734	0.641,0.699,0.669	0.12
200	"FBgn0261625"	"CG42708"	chr2R	-	12679207	12679593	12679207	12679377	12679508	12679593	200	400,624,457	2,4,0	523,442,560	15,3,11	205	74	2.17066929814e-05	0.000885935957729	0.986,0.983,1.0	0.926,0.982,0.948	0.038
2194	"FBgn0000412"	"D1"	chr3R	-	9239489	9240068	9239489	9239908	9239969	9240068	2194	1127,1754,1255	14,20,9	2090,1528,2126	57,33,39	135	74	2.29395575739e-05	0.000925492495223	0.978,0.98,0.987	0.953,0.962,0.968	0.021
3417	"FBgn0037313"	"CG1161"	chr3R	+	5356002	5356748	5356002	5356128	5356424	5356748	3417	222,379,315	674,703,618	395,316,366	561,420,587	370	74	2.44592140232e-05	0.000975589104789	0.062,0.097,0.093	0.123,0.131,0.111	-0.038
3452	"FBgn0034968"	"RpL12"	chr2R	+	24060512	24060744	24060512	24060574	24060675	24060744	3452	1151,1164,1013	13121,17942,14259	1081,789,916	20545,14686,19145	175	74	2.58584071058e-05	0.00101980908923	0.036,0.027,0.029	0.022,0.022,0.02	0.009
596	"FBgn0261041"	"stj"	chr2R	+	13814083	13814314	13814083	13814184	13814242	13814314	596	9,9,7	118,153,115	24,22,15	92,120,127	132	74	2.64198660717e-05	0.0010303747768	0.041,0.032,0.033	0.128,0.093,0.062	-0.059
235	"FBgn0266694"	"CR45184"	chr3L	-	826985	827207	826985	827001	827181	827207	235	199,271,197	1751,2188,1697	301,282,343	1980,1314,1954	254	74	2.68134399154e-05	0.00103423268245	0.032,0.035,0.033	0.042,0.059,0.049	-0.017
841	"FBgn0033260"	"Cul4"	chr2R	-	8102259	8102906	8102259	8102544	8102607	8102906	841	215,257,226	38,49,34	309,297,325	27,20,32	137	74	2.77072852616e-05	0.00105709316596	0.753,0.739,0.782	0.861,0.889,0.846	-0.107
334	"FBgn0261276"	"Opa1"	chr2R	-	14231491	14232903	14231491	14231964	14232715	14232903	334	129,192,119	89,149,106	221,214,225	109,91,101	825	74	2.82173266339e-05	0.00106497652134	0.115,0.104,0.091	0.154,0.174,0.167	-0.062
1340	"FBgn0031995"	"CG8475"	chr2L	-	8193124	8195569	8193124	8193229	8195020	8195569	1340	87,119,79	62,53,46	151,114,159	44,37,40	1865	74	2.89800323202e-05	0.00107073593099	0.053,0.082,0.064	0.12,0.109,0.136	-0.055
2711	"FBgn0053096"	"CG33096"	chr3R	+	25097671	25098469	25097671	25097718	25097864	25098469	2711	121,234,125	1,0,0	314,274,340	5,3,14	220	74	2.88417610641e-05	0.00107073593099	0.976,1.0,1.0	0.955,0.968,0.891	0.054
2998	"FBgn0261800"	"LanB1"	chr2L	+	7814450	7814651	7814450	7814504	7814575	7814651	2998	14,33,13	13,18,12	59,51,63	9,12,16	145	74	2.93019690389e-05	0.00107135324298	0.355,0.483,0.356	0.77,0.684,0.668	-0.309
3272	"FBgn0063449"	"Uhg2"	chr2L	-	9894330	9894520	9894330	9894401	9894487	9894520	3272	19,16,18	1,0,0	31,28,43	4,5,4	160	74	2.99954738555e-05	0.0010854032292	0.898,1.0,1.0	0.782,0.721,0.833	0.187
1988	"FBgn0031897"	"CG13784"	chr2L	-	7218908	7220033	7218908	7219130	7219859	7220033	1988	477,782,509	8,13,7	651,583,744	27,23,28	803	74	3.03461288288e-05	0.00108688685907	0.846,0.847,0.87	0.69,0.7,0.71	0.154
2319	"FBgn0047135"	"CG32276"	chr3L	-	3198751	3199047	3198751	3198866	3198992	3199047	2319	787,1202,935	283,464,310	2070,1552,2007	515,362,493	200	74	3.30259982501e-05	0.00115960094181	0.507,0.489,0.527	0.598,0.613,0.601	-0.096
3703	"FBgn0050118"	"CG30118"	chr2R	-	18430736	18431357	18430736	18430885	18431172	18431357	3703	70,110,91	164,208,190	109,92,149	170,110,141	361	74	3.30370638691e-05	0.00115960094181	0.08,0.098,0.089	0.116,0.146,0.178	-0.058
2392	"FBgn0038256"	"CG7530"	chr3R	-	14730510	14731509	14730510	14730629	14731426	14731509	2392	204,363,234	0,0,0	261,232,248	8,0,2	871	74	3.38094315752e-05	0.00117496143395	1.0,1.0,1.0	0.735,1.0,0.913	0.117
530	"FBgn0011284"	"RpS4"	chr3L	+	13041981	13042131	13041981	13042014	13042109	13042131	530	462,657,473	5344,7356,5497	575,466,530	9557,7297,9402	169	74	3.50182198565e-05	0.00120503874212	0.036,0.038,0.036	0.026,0.027,0.024	0.011
2268	"FBgn0052626"	"AMPdeam"	chrX	-	13832903	13835149	13832903	13833031	13834814	13835149	2268	70,134,68	46,63,46	144,137,160	41,44,45	1857	74	3.77940609075e-05	0.0012879335319	0.057,0.078,0.056	0.123,0.11,0.124	-0.055
1543	"FBgn0031078"	"Nup205"	chrX	+	19852213	19852569	19852213	19852354	19852423	19852569	1543	19,17,17	99,122,76	3,5,9	79,99,108	143	74	3.90143660294e-05	0.00131673485349	0.09,0.067,0.104	0.019,0.025,0.041	0.059
2293	"FBgn0011604"	"Iswi"	chr2R	+	12636670	12636990	12636670	12636781	12636843	12636990	2293	27,49,24	7,7,1	99,88,116	4,1,1	136	74	3.95400675969e-05	0.00132176797395	0.677,0.792,0.929	0.931,0.98,0.984	-0.166
1408	"FBgn0015324"	"Vha26"	chr3R	+	5591762	5592038	5591762	5591830	5591928	5592038	1408	105,159,132	349,648,493	291,233,356	768,562,783	172	74	3.99351378304e-05	0.0013223805074	0.115,0.095,0.103	0.14,0.151,0.164	-0.047
