ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2578	"FBgn0033844"	"bbc"	chr2R	-	13488916	13489048	13489741	13489873	13487973	13488132	13491434	13491593	2578	38,34,40	239,212,246	17,24,21	8,7,7	148	148	0.0	0.0	0.137,0.138,0.14	0.68,0.774,0.75	-0.596
2803	"FBgn0042693"	"PP2A-B'"	chr3R	+	18169656	18170098	18171528	18171703	18167756	18167867	18175332	18175529	2803	28,9,15	195,236,220	38,72,73	103,157,121	148	148	0.0	0.0	0.126,0.037,0.064	0.27,0.314,0.376	-0.244
2847	"FBgn0010909"	"msn"	chr3L	-	2560115	2560295	2561931	2562843	2557792	2558389	2563817	2563959	2847	166,143,123	312,278,256	174,263,277	139,191,199	148	148	0.0	0.0	0.347,0.34,0.325	0.556,0.579,0.582	-0.235
323	"FBgn0052230"	"CG32230"	chr3L	+	23339429	23339476	23339533	23339680	23339325	23339369	23341456	23341597	323	39,15,26	3227,2485,3575	51,71,61	1475,1606,1723	120	148	0.0	0.0	0.015,0.007,0.009	0.041,0.052,0.042	-0.035
99	"FBgn0037328"	"RpL35A"	chr3R	-	5465799	5466027	5466152	5466381	5465629	5465731	5466979	5467008	99	2943,2148,2610	12182,10423,14367	1483,3586,3221	3304,5560,4184	148	148	0.0	0.0	0.195,0.171,0.154	0.31,0.392,0.435	-0.206
2161	"FBgn0023213"	"eIF4G"	chr4	-	916120	916267	916866	917090	915836	916059	917274	917743	2161	643,552,630	922,745,924	302,456,380	1374,1147,1425	148	148	1.11022302463e-16	1.33752658073e-14	0.411,0.426,0.405	0.18,0.284,0.211	0.189
2177	"FBgn0029506"	"Tsp42Ee"	chr2R	+	7013032	7013116	7017012	7017375	7012253	7012335	7017434	7017626	2177	1897,1623,1709	2562,2224,2304	1893,2453,2606	1319,1715,1553	148	148	1.11022302463e-16	1.33752658073e-14	0.425,0.422,0.426	0.589,0.589,0.627	-0.177
78	"FBgn0020279"	"lig"	chr2R	+	8076292	8076448	8077259	8077292	8075859	8076108	8077730	8078815	78	787,758,757	93,119,99	657,867,878	24,42,39	148	106	1.11022302463e-16	1.33752658073e-14	0.858,0.82,0.846	0.951,0.937,0.942	-0.102
2759	"FBgn0010225"	"Gel"	chr3R	+	4236552	4236804	4237624	4237817	4235216	4235324	4238302	4238377	2759	2206,1885,1831	2355,2214,1982	1430,2065,1960	708,1319,1026	148	148	7.77156117238e-16	8.89455176179e-14	0.484,0.46,0.48	0.669,0.61,0.656	-0.17
2710	"FBgn0004657"	"mys"	chrX	+	8065447	8065532	8066097	8066182	8064532	8064761	8067061	8067496	2710	857,679,589	38,37,31	593,878,932	4,5,11	148	148	1.66533453694e-15	1.81521464526e-13	0.958,0.948,0.95	0.993,0.994,0.988	-0.04
2132	"FBgn0003475"	"spir"	chr2L	+	20339244	20339375	20339979	20340112	20336469	20336549	20343598	20343672	2132	466,465,468	287,271,288	440,355,490	81,111,125	148	148	1.99840144433e-15	2.0792458664e-13	0.619,0.632,0.619	0.845,0.762,0.797	-0.178
2146	"FBgn0032006"	"Pvr"	chr2L	-	8226928	8227150	8228082	8228257	8226457	8226606	8228493	8229011	2146	581,473,357	65,61,47	815,1027,1121	31,45,40	148	148	9.10382880193e-15	9.06028875114e-13	0.899,0.886,0.884	0.963,0.958,0.966	-0.073
2891	"FBgn0002921"	"Atpalpha"	chr3R	+	20960725	20960825	20962214	20962295	20959236	20959380	20963724	20963856	2891	2,5,9	384,326,238	36,26,42	287,336,392	148	148	2.38697950294e-14	2.27658170093e-12	0.005,0.015,0.036	0.111,0.072,0.097	-0.075
2895	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20960725	20960825	20957733	20958167	20963724	20963856	2895	181,157,104	5,7,9	94,128,84	38,24,44	148	148	5.7620574978e-14	5.27573984499e-12	0.973,0.957,0.92	0.712,0.842,0.656	0.213
2648	"FBgn0034051"	"Mlf"	chr2R	-	15937020	15937326	15937678	15937879	15935892	15936580	15938446	15938978	2648	303,281,298	111,98,111	307,239,247	24,44,28	148	148	7.08322289711e-14	6.23596046596e-12	0.732,0.741,0.729	0.927,0.845,0.898	-0.156
2890	"FBgn0002921"	"Atpalpha"	chr3R	+	20960725	20960825	20962214	20962295	20948779	20948829	20963724	20963856	2890	2,6,9	296,233,193	57,28,55	330,354,458	148	148	3.07087688611e-13	2.60342118234e-11	0.007,0.025,0.045	0.147,0.073,0.107	-0.083
2247	"FBgn0250823"	"gish"	chr3R	+	16274151	16275169	16289630	16289839	16273000	16273330	16292723	16292834	2247	212,150,138	307,266,209	379,249,378	209,205,215	148	148	3.20743431814e-13	2.62207755508e-11	0.408,0.361,0.398	0.645,0.548,0.637	-0.221
311	"FBgn0000308"	"chic"	chr2L	-	5976610	5976782	5979411	5979704	5973202	5973674	5980950	5981018	311	586,434,695	2483,2270,2951	952,1012,1126	2054,2770,2595	148	148	4.54414283979e-13	3.58673895182e-11	0.191,0.161,0.191	0.317,0.268,0.303	-0.115
1220	"FBgn0033159"	"Dscam1"	chr2R	-	7339027	7339315	7346641	7346929	7332260	7332380	7347848	7348010	1220	1,2,3	0,0,0	0,0,0	1,1,1	148	148	9.34918809037e-13	7.13343051295e-11	1.0,1.0,1.0	0.0,0.0,0.0	1.0
184	"FBgn0036821"	"CG3961"	chr3L	-	18887060	18887215	18887552	18887746	18881077	18881251	18890189	18890281	184	714,646,453	543,497,431	970,925,1072	307,449,447	148	148	9.70556968127e-13	7.16646741949e-11	0.568,0.565,0.512	0.76,0.673,0.706	-0.165
87	"FBgn0011726"	"tsr"	chr2R	-	24044813	24044919	24044991	24045182	24044452	24044750	24046665	24046805	87	18267,13482,15048	21174,19103,22463	23562,20707,25113	16368,16255,19520	148	148	1.06603614825e-12	7.62548982295e-11	0.463,0.414,0.401	0.59,0.56,0.563	-0.145
133	"FBgn0025726"	"unc-13"	chr4	-	878850	878992	881842	881949	876869	877194	882960	883081	133	3,0,4	221,153,164	19,32,31	260,207,325	148	148	2.01905159258e-12	1.40048760467e-10	0.013,0.0,0.024	0.068,0.134,0.087	-0.084
295	"FBgn0040388"	"boi"	chrX	-	2456590	2456686	2469336	2469411	2450902	2452147	2469890	2470043	295	242,181,171	123,112,81	252,252,273	385,257,405	148	148	2.45470310745e-12	1.65259276852e-10	0.663,0.618,0.679	0.396,0.495,0.403	0.222
2724	"FBgn0040660"	"CG13551"	chr2R	-	23382614	23382759	23383047	23383122	23377865	23378177	23383364	23383424	2724	396,310,381	454,455,641	194,244,242	638,649,744	148	148	5.73352476607e-12	3.74972519701e-10	0.466,0.405,0.373	0.233,0.273,0.245	0.164
1765	"FBgn0033159"	"Dscam1"	chr2R	-	7356972	7357096	7359221	7359345	7348130	7348975	7361717	7361867	1765	0,0,0	4,4,2	1,3,9	1,1,4	148	148	2.69152478083e-11	1.66510816846e-09	0.0,0.0,0.0	0.5,0.75,0.692	-0.647
2672	"FBgn0259984"	"kuz"	chr2L	+	13551141	13551666	13610055	13610578	13550138	13550293	13630705	13631184	2672	53,46,38	189,221,112	140,137,183	181,237,277	148	148	2.63254973376e-11	1.66510816846e-09	0.219,0.172,0.253	0.436,0.366,0.398	-0.185
2232	"FBgn0039969"	"Fis1"	chr2R	-	5604467	5604516	5604582	5604650	5604243	5604411	5604709	5604834	2232	577,314,367	399,215,314	287,330,288	385,434,501	141	122	3.63259422542e-11	2.18816004789e-09	0.556,0.558,0.503	0.392,0.397,0.332	0.165
2749	"FBgn0261822"	"Bsg"	chr2L	+	8089393	8089736	8105691	8105809	8083419	8083521	8106839	8107000	2749	44,44,32	567,410,409	117,81,118	376,511,527	148	148	4.54876136757e-11	2.66977301804e-09	0.072,0.097,0.073	0.237,0.137,0.183	-0.105
1519	"FBgn0033159"	"Dscam1"	chr2R	-	7335715	7336003	7346641	7346929	7332260	7332380	7347848	7348010	1519	1,2,3	1,0,0	0,0,0	2,2,2	148	148	5.10199660297e-11	2.91961755605e-09	0.5,1.0,1.0	0.0,0.0,0.0	0.833
209	"FBgn0020660"	"eIF-4B"	chr3L	-	27844504	27844604	27847424	27847485	27842668	27842778	27856783	27857935	209	180,156,216	639,522,640	474,283,429	712,536,732	134	148	6.87624401863e-11	3.76488829001e-09	0.237,0.248,0.272	0.424,0.368,0.393	-0.143
2704	"FBgn0031190"	"CG12576"	chrX	-	22477178	22477483	22480511	22480898	22474850	22476452	22481914	22482027	2704	227,188,183	137,128,142	310,266,358	75,105,81	148	148	6.90805190828e-11	3.76488829001e-09	0.624,0.595,0.563	0.805,0.717,0.815	-0.185
158	"FBgn0051145"	"CG31145"	chr3R	-	23622370	23622649	23626596	23627460	23616197	23616322	23635277	23635321	158	101,82,69	261,247,215	152,172,219	168,264,267	148	148	7.52117257363e-11	3.91271909569e-09	0.279,0.249,0.243	0.475,0.394,0.451	-0.183
22	"FBgn0034743"	"RpS16"	chr2R	+	22606246	22606288	22606508	22606640	22606020	22606169	22606933	22607048	22	69,72,103	16516,14308,19486	86,105,108	4366,8300,6918	115	148	7.50324247178e-11	3.91271909569e-09	0.005,0.006,0.007	0.025,0.016,0.02	-0.014
270	"FBgn0036661"	"CG9705"	chr3L	+	16780504	16780790	16781462	16781585	16780099	16780420	16781663	16782419	270	543,444,500	457,375,509	659,546,692	209,302,300	148	148	2.08529304935e-10	1.06071906444e-08	0.543,0.542,0.496	0.759,0.644,0.698	-0.173
2673	"FBgn0259984"	"kuz"	chr2L	+	13551141	13551666	13609790	13609987	13550138	13550293	13610055	13610578	2673	53,46,38	320,226,142	140,138,183	290,326,365	148	148	2.48644993484e-10	1.23727910888e-08	0.142,0.169,0.211	0.326,0.297,0.334	-0.145
2312	"FBgn0261545"	"CG42663"	chr2R	+	12738435	12738504	12746608	12746661	12734920	12735119	12748912	12749461	2312	76,76,45	43,53,40	167,127,178	36,27,40	142	126	2.75930611693e-10	1.34384078759e-08	0.611,0.56,0.5	0.805,0.807,0.798	-0.246
2148	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8228082	8228257	8226457	8226603	8228493	8229011	2148	302,260,162	99,65,49	491,556,609	60,85,62	148	148	3.38004513267e-10	1.60763395929e-08	0.753,0.8,0.768	0.891,0.867,0.908	-0.115
597	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7357590	7357714	7348130	7348975	7361717	7361867	597	2,1,1	0,0,0	2,1,3	7,1,3	148	148	3.44141826147e-10	1.60763395929e-08	1.0,1.0,1.0	0.222,0.5,0.5	0.593
2889	"FBgn0002921"	"Atpalpha"	chr3R	+	20960725	20960825	20962214	20962295	20957733	20958167	20963724	20963856	2889	5,7,9	262,205,163	38,24,44	211,253,313	148	148	3.820945782e-10	1.749228979e-08	0.019,0.033,0.052	0.153,0.087,0.123	-0.086
2915	"FBgn0040271"	"Sulf1"	chr3R	-	16321962	16322169	16330919	16330956	16314364	16315246	16337844	16338543	2915	426,369,261	54,64,25	526,603,734	23,39,30	110	148	4.24909440966e-10	1.90709354975e-08	0.914,0.886,0.934	0.969,0.954,0.971	-0.053
1640	"FBgn0033159"	"Dscam1"	chr2R	-	7357590	7357714	7359221	7359345	7348130	7348975	7361717	7361867	1640	0,0,0	2,1,1	1,3,9	2,1,3	148	148	6.08624706189e-10	2.67911913936e-08	0.0,0.0,0.0	0.333,0.75,0.75	-0.611
2556	"FBgn0039993"	"CG17691"	chr2R	+	1590939	1591017	1594945	1595192	1590569	1590883	1595765	1595984	2556	544,473,576	348,368,390	575,550,697	154,248,240	148	148	6.49312048573e-10	2.80429297959e-08	0.61,0.562,0.596	0.789,0.689,0.744	-0.151
2585	"FBgn0262109"	"CR42862"	chr3L	+	224972	225140	225725	229244	224105	224183	229588	230964	2585	732,665,460	85,69,52	765,627,980	38,32,37	148	148	6.8026317912e-10	2.88356003149e-08	0.896,0.906,0.898	0.953,0.951,0.964	-0.056
593	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7356972	7357096	7348130	7348975	7361717	7361867	593	4,4,2	0,0,0	1,1,4	7,1,3	148	148	1.13348552766e-09	4.71736067784e-08	1.0,1.0,1.0	0.125,0.5,0.571	0.601
257	"FBgn0265434"	"zip"	chr2R	-	25002287	25002444	25005867	25006083	25000038	25000160	25010379	25010616	257	350,307,239	545,468,290	299,459,508	908,1079,1284	148	148	1.33672972691e-09	5.42669487827e-08	0.391,0.396,0.452	0.248,0.298,0.283	0.137
2719	"FBgn0013733"	"shot"	chr2R	-	13867124	13867303	13868155	13868349	13866701	13866975	13869859	13869977	2719	331,262,234	28,20,8	314,375,335	3,4,6	148	148	1.35133948476e-09	5.42669487827e-08	0.922,0.929,0.967	0.991,0.989,0.982	-0.048
1827	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7359221	7359345	7348130	7348975	7361717	7361867	1827	0,0,0	2,4,1	1,3,9	0,3,4	148	148	1.39301137292e-09	5.49759143554e-08	0.0,0.0,0.0	1.0,0.5,0.692	-0.731
1746	"FBgn0033159"	"Dscam1"	chr2R	-	7356526	7356650	7359221	7359345	7348130	7348975	7361717	7361867	1746	0,0,0	1,1,1	1,3,9	1,3,5	148	148	1.51557943973e-09	5.87993447041e-08	0.0,0.0,0.0	0.5,0.5,0.643	-0.548
2017	"FBgn0033159"	"Dscam1"	chr2R	-	7357182	7357306	7359221	7359345	7348130	7348975	7361717	7361867	2017	0,0,0	3,2,4	1,3,9	2,3,4	148	148	1.5433253564e-09	5.88778623467e-08	0.0,0.0,0.0	0.333,0.5,0.692	-0.508
2865	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23747758	23747812	23737959	23738184	23747872	23748060	2865	22,22,33	16,25,21	53,56,67	9,8,10	148	127	3.02728009327e-09	1.13597444811e-07	0.541,0.43,0.574	0.835,0.857,0.852	-0.333
2748	"FBgn0261822"	"Bsg"	chr2L	+	8089184	8089736	8105691	8105809	8088303	8088453	8106839	8107000	2748	77,60,44	567,412,408	25,16,31	378,511,527	148	148	3.94008370375e-09	1.43371304051e-07	0.12,0.127,0.097	0.062,0.03,0.056	0.065
2758	"FBgn0010225"	"Gel"	chr3R	+	4237624	4237817	4238302	4238377	4236787	4236939	4238569	4238765	2758	67,39,34	681,564,507	11,13,16	382,571,547	148	148	3.94599919407e-09	1.43371304051e-07	0.09,0.065,0.063	0.028,0.022,0.028	0.047
1157	"FBgn0033159"	"Dscam1"	chr2R	-	7352898	7353022	7359221	7359345	7348130	7348975	7361717	7361867	1157	0,0,0	4,4,1	1,3,9	1,7,5	148	148	1.16126791516e-08	4.02761953141e-07	0.0,0.0,0.0	0.5,0.3,0.643	-0.481
2142	"FBgn0032006"	"Pvr"	chr2L	-	8227669	8227826	8228082	8228257	8226457	8226606	8228493	8229011	2142	581,473,357	99,65,49	815,1027,1121	61,85,62	148	148	1.15446918691e-08	4.02761953141e-07	0.854,0.879,0.879	0.93,0.924,0.948	-0.063
2864	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23746189	23746544	23737959	23738184	23747872	23748060	2864	22,22,33	98,74,92	53,56,67	66,63,89	148	148	1.16130576266e-08	4.02761953141e-07	0.183,0.229,0.264	0.445,0.471,0.429	-0.223
1411	"FBgn0033159"	"Dscam1"	chr2R	-	7353565	7353692	7356972	7357096	7348130	7348975	7361717	7361867	1411	4,4,2	0,0,1	1,1,4	3,9,8	148	148	1.39986542358e-08	4.78252530534e-07	1.0,1.0,0.667	0.25,0.1,0.333	0.661
2743	"FBgn0020309"	"crol"	chr2L	-	11802286	11803674	11803784	11803898	11800154	11800322	11806047	11806157	2743	387,352,262	169,122,93	408,446,500	59,108,94	148	148	1.46474291585e-08	4.9305831388e-07	0.696,0.743,0.738	0.874,0.805,0.842	-0.115
2210	"FBgn0264605"	"CG43954"	chr3L	-	16678807	16679932	16681237	16681370	16677566	16678660	16694201	16694296	2210	258,164,138	270,220,234	254,257,316	120,191,182	148	148	1.53672261582e-08	5.02508295373e-07	0.489,0.427,0.371	0.679,0.574,0.635	-0.2
2240	"FBgn0063485"	"Lasp"	chr3L	-	16678807	16679473	16681237	16681370	16678424	16678660	16694201	16694296	2240	258,164,138	270,220,234	254,257,316	120,191,182	148	148	1.53672261582e-08	5.02508295373e-07	0.489,0.427,0.371	0.679,0.574,0.635	-0.2
1063	"FBgn0033159"	"Dscam1"	chr2R	-	7359221	7359345	7360081	7360205	7348130	7348975	7361717	7361867	1063	2,4,2	0,0,0	2,6,3	1,3,9	148	148	1.98309582089e-08	6.39338920284e-07	1.0,1.0,1.0	0.667,0.667,0.25	0.472
126	"FBgn0025726"	"unc-13"	chr4	-	885759	885891	902825	903282	883566	883641	903336	903471	126	112,76,54	303,241,202	277,350,393	550,499,582	148	148	2.34632963059e-08	7.45937295058e-07	0.27,0.24,0.211	0.335,0.412,0.403	-0.143
1338	"FBgn0033159"	"Dscam1"	chr2R	-	7354685	7354809	7355900	7356024	7348130	7348975	7361717	7361867	1338	0,0,0	9,5,4	7,1,3	6,3,5	148	148	2.43985894821e-08	7.65046182528e-07	0.0,0.0,0.0	0.538,0.25,0.375	-0.388
2434	"FBgn0033212"	"CG1399"	chr2R	-	7680924	7680999	7681307	7681470	7679341	7679930	7682525	7683513	2434	240,227,181	213,202,188	168,240,302	91,119,130	148	148	2.74965773484e-08	8.50536020953e-07	0.53,0.529,0.491	0.649,0.669,0.699	-0.156
594	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7357182	7357306	7348130	7348975	7361717	7361867	594	3,2,4	0,0,0	2,3,4	7,1,3	148	148	3.43855164342e-08	1.04944596157e-06	1.0,1.0,1.0	0.222,0.75,0.571	0.486
2230	"FBgn0039969"	"Fis1"	chr2R	-	5603899	5604012	5604467	5604516	5603586	5603761	5604709	5604834	2230	93,37,65	173,165,222	39,42,51	379,342,426	122	148	3.89789683863e-08	1.17398498206e-06	0.395,0.214,0.262	0.111,0.13,0.127	0.168
2572	"FBgn0260634"	"eIF4G2"	chr3R	-	23814968	23815106	23815240	23817030	23814012	23814915	23818226	23818642	2572	13,6,3	44,41,27	30,36,27	33,48,28	148	148	4.22064554417e-08	1.25468281177e-06	0.228,0.128,0.1	0.476,0.429,0.491	-0.313
127	"FBgn0025726"	"unc-13"	chr4	-	885759	885891	898392	903282	883566	883641	903336	903471	127	119,80,58	303,241,202	287,355,417	550,499,582	148	148	5.96756655202e-08	1.75125126123e-06	0.282,0.249,0.223	0.343,0.416,0.417	-0.141
1316	"FBgn0033159"	"Dscam1"	chr2R	-	7354685	7354809	7359221	7359345	7348130	7348975	7361717	7361867	1316	0,0,0	9,5,4	1,3,9	6,3,5	148	148	6.27714283885e-08	1.81878227318e-06	0.0,0.0,0.0	0.143,0.5,0.643	-0.429
1067	"FBgn0033159"	"Dscam1"	chr2R	-	7359221	7359345	7359441	7359565	7348130	7348975	7361717	7361867	1067	3,5,1	0,0,0	3,7,5	1,3,9	148	148	6.90836350348e-08	1.97665550743e-06	1.0,1.0,1.0	0.75,0.7,0.357	0.398
1407	"FBgn0033159"	"Dscam1"	chr2R	-	7353565	7353692	7354685	7354809	7348130	7348975	7361717	7361867	1407	9,5,4	0,0,1	6,3,5	3,9,8	148	148	7.16317088978e-08	2.02425903293e-06	1.0,1.0,0.8	0.667,0.25,0.385	0.499
2005	"FBgn0033159"	"Dscam1"	chr2R	-	7358002	7358129	7359221	7359345	7348130	7348975	7361717	7361867	2005	0,0,0	6,3,1	1,3,9	5,4,7	148	148	7.5144655276e-08	2.09763556008e-06	0.0,0.0,0.0	0.167,0.429,0.563	-0.386
1860	"FBgn0033159"	"Dscam1"	chr2R	-	7350781	7350905	7355900	7356024	7348130	7348975	7361717	7361867	1860	0,0,0	2,4,1	7,1,3	0,3,4	148	148	9.15953491942e-08	2.44938657734e-06	0.0,0.0,0.0	1.0,0.25,0.429	-0.56
2314	"FBgn0261545"	"CG42663"	chr2R	+	12734920	12735119	12738435	12738504	12705171	12705636	12746608	12746661	2314	66,73,52	74,46,47	50,44,65	133,103,135	148	142	9.0636345762e-08	2.44938657734e-06	0.461,0.604,0.515	0.265,0.291,0.316	0.236
2431	"FBgn0039907"	"lgs"	chr4	-	439447	441451	442179	442389	438974	439165	442863	443154	2431	96,91,44	146,122,81	197,166,217	107,150,121	148	148	9.30959511702e-08	2.44938657734e-06	0.397,0.427,0.352	0.648,0.525,0.642	-0.213
2437	"FBgn0039924"	"PIP4K"	chr4	-	1192705	1192770	1193559	1193654	1192418	1192652	1193707	1193859	2437	103,95,139	185,142,171	145,145,190	120,112,118	148	138	9.30293942991e-08	2.44938657734e-06	0.342,0.384,0.431	0.53,0.547,0.6	-0.173
2493	"FBgn0016031"	"lama"	chr3L	-	5345836	5346500	5347627	5347683	5345655	5345772	5354614	5355346	2493	88,81,79	73,64,61	49,66,46	111,98,123	129	148	9.30168257973e-08	2.44938657734e-06	0.58,0.592,0.598	0.336,0.436,0.3	0.233
1191	"FBgn0033159"	"Dscam1"	chr2R	-	7364455	7364617	7366465	7366627	7361717	7361867	7368387	7368732	1191	15,9,3	2,3,2	4,5,5	16,15,18	148	148	9.44153073501e-08	2.45587089232e-06	0.882,0.75,0.6	0.2,0.25,0.217	0.522
1695	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7355900	7356024	7348130	7348975	7361717	7361867	1695	0,0,0	5,5,9	7,1,3	8,5,4	148	148	9.85329664527e-08	2.5341793282e-06	0.0,0.0,0.0	0.467,0.167,0.429	-0.354
1412	"FBgn0033159"	"Dscam1"	chr2R	-	7353565	7353692	7357182	7357306	7348130	7348975	7361717	7361867	1412	3,2,4	0,0,1	2,3,4	3,9,8	148	148	1.07913619041e-07	2.71681237306e-06	1.0,1.0,0.8	0.4,0.25,0.333	0.606
1683	"FBgn0033159"	"Dscam1"	chr2R	-	7350580	7350704	7353565	7353692	7348130	7348975	7361717	7361867	1683	0,0,1	5,5,9	3,9,8	8,5,4	148	148	1.08007831345e-07	2.71681237306e-06	0.0,0.0,0.1	0.273,0.643,0.667	-0.494
121	"FBgn0005640"	"Eip63E"	chr3L	+	3588041	3588080	3593328	3593546	3578288	3578480	3594650	3594742	121	58,41,55	147,165,132	113,104,143	116,156,174	112	148	1.33698652593e-07	3.32648060636e-06	0.343,0.247,0.355	0.563,0.468,0.521	-0.202
602	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7356526	7356650	7348130	7348975	7361717	7361867	602	1,1,1	0,0,0	1,3,5	7,1,3	148	148	1.36203202938e-07	3.35235625296e-06	1.0,1.0,1.0	0.125,0.75,0.625	0.5
2318	"FBgn0261545"	"CG42663"	chr2R	+	12722304	12723006	12734920	12735119	12705171	12705636	12746608	12746661	2318	180,178,119	66,73,52	271,259,323	50,44,65	148	148	1.42157455252e-07	3.46168526672e-06	0.732,0.709,0.696	0.844,0.855,0.832	-0.131
2147	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8228082	8228257	8226457	8226606	8228493	8229011	2147	581,473,357	103,65,51	815,1027,1121	64,95,71	148	148	1.57865358896e-07	3.79845451065e-06	0.849,0.879,0.875	0.927,0.915,0.94	-0.06
2335	"FBgn0051363"	"Jupiter"	chr3R	-	11592366	11592624	11593632	11593766	11590385	11591307	11619703	11619906	2335	1906,1662,1656	1353,1311,1358	1445,1820,2016	701,943,927	148	148	1.60392802928e-07	3.79845451065e-06	0.585,0.559,0.549	0.673,0.659,0.685	-0.108
584	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7358603	7358727	7348130	7348975	7361717	7361867	584	3,1,3	0,0,0	9,4,2	7,1,3	148	148	1.60965525353e-07	3.79845451065e-06	1.0,1.0,1.0	0.563,0.8,0.4	0.412
1096	"FBgn0033159"	"Dscam1"	chr2R	-	7355290	7355414	7355900	7356024	7348130	7348975	7361717	7361867	1096	0,0,0	6,2,2	7,1,3	5,6,2	148	148	1.67238502935e-07	3.90621360427e-06	0.0,0.0,0.0	0.583,0.143,0.6	-0.442
592	"FBgn0033159"	"Dscam1"	chr2R	-	7355900	7356024	7358002	7358129	7348130	7348975	7361717	7361867	592	6,3,1	0,0,0	5,4,7	7,1,3	148	148	1.9204463475e-07	4.4403047368e-06	1.0,1.0,1.0	0.417,0.8,0.7	0.361
