ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2464	"FBgn0265630"	"sno"	chrX	-	13202739	13203057	13200466	13200904	13203709	13204150	2464	14,25,11	22,18,11	2,2,2	27,26,34	148	74	4.25437463036e-12	6.6243115568e-10	0.241,0.41,0.333	0.036,0.037,0.029	0.294
4433	"FBgn0004838"	"Hrb27C"	chr2L	+	6922734	6922826	6920703	6920861	6923783	6924400	4433	1220,950,645	217,156,115	844,1060,1126	288,369,406	148	74	4.39004388397e-12	6.64025494907e-10	0.738,0.753,0.737	0.594,0.59,0.581	0.154
3253	"FBgn0261545"	"CG42663"	chr2R	+	12738435	12738504	12734920	12735119	12746608	12746661	3253	149,122,92	53,60,44	299,228,312	39,36,48	142	74	1.31483712806e-11	1.93354104332e-09	0.594,0.514,0.521	0.8,0.767,0.772	-0.237
5255	"FBgn0020309"	"crol"	chr2L	-	11806047	11806157	11803784	11803898	11809125	11809438	5255	616,549,389	51,40,40	648,700,807	139,130,167	148	74	1.52374779461e-11	2.18019481748e-09	0.858,0.873,0.829	0.7,0.729,0.707	0.141
5163	"FBgn0013733"	"shot"	chr2R	-	13871665	13871725	13871293	13871338	13871978	13872153	5163	157,123,118	20,23,22	70,112,110	38,64,56	133	74	2.0653811994e-11	2.87740212359e-09	0.814,0.748,0.749	0.506,0.493,0.522	0.263
944	"FBgn0030052"	"CG12065"	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	944	54,60,74	307,314,288	14,12,7	160,225,180	148	74	2.6442736889e-11	3.58943202796e-09	0.081,0.087,0.114	0.042,0.026,0.019	0.065
2470	"FBgn0003742"	"tra2"	chr2R	-	14603733	14603925	14603347	14603501	14603983	14604123	2470	27,38,32	32,24,42	9,16,11	55,66,75	148	74	8.84117223876e-11	1.1701291458e-08	0.297,0.442,0.276	0.076,0.108,0.068	0.254
3763	"FBgn0261885"	"osa"	chr3R	-	17694833	17695313	17694135	17694295	17695922	17696150	3763	22,28,11	51,49,23	3,5,3	37,59,59	148	74	9.70441504933e-11	1.25305300661e-08	0.177,0.222,0.193	0.039,0.041,0.025	0.162
2245	"FBgn0051158"	"Efa6"	chr3R	+	22602195	22602435	22600544	22601666	22602844	22603923	2245	9,19,15	67,69,57	1,1,0	34,59,76	148	74	1.29866450926e-10	1.59995954676e-08	0.063,0.121,0.116	0.014,0.008,0.0	0.093
4809	"FBgn0015222"	"Fer1HCH"	chr3R	-	30386717	30386828	30386318	30386596	30387463	30387550	4809	73,77,63	1883,1506,1532	5,13,4	605,1205,1050	148	74	1.29955157746e-10	1.59995954676e-08	0.019,0.025,0.02	0.004,0.005,0.002	0.018
1042	"FBgn0052000"	"CG32000"	chr4	+	137222	137332	136878	137167	137390	137752	1042	281,232,183	2,0,0	190,215,231	10,7,17	148	74	3.24016369291e-10	3.81187257561e-08	0.986,1.0,1.0	0.905,0.939,0.872	0.09
5494	"FBgn0261556"	"CG42674"	chr3L	-	20156679	20157222	20155900	20155998	20158479	20158668	5494	16,14,13	69,60,47	0,0,0	29,40,35	148	74	3.18859605386e-10	3.81187257561e-08	0.104,0.104,0.121	0.0,0.0,0.0	0.11
2632	"FBgn0005427"	"ewg"	chrX	-	272421	272883	271487	271613	273182	273387	2632	21,20,10	2,3,1	3,6,9	11,10,11	148	74	7.31430471745e-10	8.41781069004e-08	0.84,0.769,0.833	0.12,0.231,0.29	0.6
1037	"FBgn0058045"	"CG40045"	chr3L	+	24034877	24035018	24030754	24030857	24035431	24035859	1037	51,46,52	1182,930,1253	12,11,15	1182,1028,1186	148	74	1.32286892551e-09	1.46966596753e-07	0.021,0.024,0.02	0.005,0.005,0.006	0.016
3402	"FBgn0037262"	"MED31"	chr3R	+	4642283	4642428	4641962	4642008	4642568	4642658	3402	201,214,253	11,14,12	260,255,371	2,2,2	148	74	1.3325267556e-09	1.46966596753e-07	0.901,0.884,0.913	0.985,0.985,0.989	-0.087
2291	"FBgn0032006"	"Pvr"	chr2L	-	8226928	8227150	8226457	8226606	8228493	8229011	2291	65,61,47	3,2,1	31,45,40	11,14,11	148	74	1.40855083153e-09	1.52180981676e-07	0.915,0.938,0.959	0.585,0.616,0.645	0.322
6067	"FBgn0030752"	"CG9947"	chrX	-	16439423	16439514	16437420	16439286	16439596	16439762	6067	52,37,48	455,395,498	5,5,10	207,281,248	148	74	1.44521750123e-09	1.5301962903e-07	0.054,0.045,0.046	0.012,0.009,0.02	0.035
3366	"FBgn0030530"	"jub"	chrX	-	13828223	13828253	13827578	13827719	13828641	13830317	3366	13,12,9	33,39,46	0,0,1	26,26,29	103	74	3.02012104214e-09	3.0173441286e-07	0.221,0.181,0.123	0.0,0.0,0.024	0.167
421	"FBgn0004907"	"14-3-3zeta"	chr2R	+	10105940	10106104	10105701	10105825	10107466	10108474	421	1126,991,1210	22,19,20	966,1249,1292	4,5,1	148	74	3.02076386127e-09	3.0173441286e-07	0.962,0.963,0.968	0.992,0.992,0.998	-0.03
6288	"FBgn0001139"	"gro"	chr3R	+	26046535	26046592	26045728	26045827	26046732	26046909	6288	269,258,221	17,22,15	374,345,449	6,3,9	130	74	2.93284441177e-09	3.0173441286e-07	0.9,0.87,0.893	0.973,0.985,0.966	-0.087
3401	"FBgn0037262"	"MED31"	chr3R	+	4642288	4642428	4641962	4642008	4642568	4642658	3401	138,153,179	11,14,12	184,170,239	2,2,2	148	74	3.2966324115e-09	3.23192073824e-07	0.862,0.845,0.882	0.979,0.977,0.984	-0.117
1803	"FBgn0010352"	"Nc73EF"	chr3L	+	16966067	16966358	16959704	16959884	16967381	16968080	1803	5,5,8	2,3,5	3,9,9	0,0,0	148	74	3.95267896192e-09	3.80463316807e-07	0.556,0.455,0.444	1.0,1.0,1.0	-0.515
635	"FBgn0266758"	"Esyt2"	chr3R	+	24549684	24549764	24549013	24549139	24551328	24551812	635	255,193,157	43,31,36	186,198,228	17,9,6	148	74	4.37034874956e-09	4.13154040717e-07	0.748,0.757,0.686	0.845,0.917,0.95	-0.174
6059	"FBgn0002921"	"Atpalpha"	chr3R	+	20962214	20962295	20957733	20958167	20963724	20963856	6059	262,205,163	266,229,170	211,253,313	478,502,561	148	74	4.72576022759e-09	4.38915344647e-07	0.33,0.309,0.324	0.181,0.201,0.218	0.121
3334	"FBgn0262614"	"pyd"	chr3R	-	8828834	8831005	8827067	8828318	8832141	8832274	3334	76,50,77	29,24,42	46,70,75	4,10,7	148	74	5.57693047298e-09	5.0903913662e-07	0.567,0.51,0.478	0.852,0.778,0.843	-0.306
2642	"FBgn0052654"	"Sec16"	chrX	+	12605802	12606153	12604863	12605388	12607697	12607879	2642	8,12,10	19,32,19	4,2,1	36,57,54	148	74	6.84611423107e-09	6.14293707446e-07	0.174,0.158,0.208	0.053,0.017,0.009	0.154
4715	"FBgn0266557"	"kis"	chr2L	-	229172	229382	228132	228281	230537	230627	4715	178,149,102	9,6,2	143,227,243	17,50,36	148	74	8.54815118689e-09	7.54231873057e-07	0.908,0.925,0.962	0.808,0.694,0.771	0.174
4685	"FBgn0035793"	"CG7546"	chr3L	+	7513522	7513621	7512785	7513392	7513817	7514354	4685	1,1,1	70,43,82	8,6,11	28,50,34	148	74	9.06742469997e-09	7.86933546912e-07	0.007,0.011,0.006	0.125,0.057,0.139	-0.099
2501	"FBgn0026375"	"RhoGAPp190"	chrX	-	17645886	17646012	17643680	17644178	17646519	17646585	2501	16,5,3	32,36,18	0,0,0	28,26,43	148	74	1.29335742116e-08	1.10436035284e-06	0.2,0.065,0.077	0.0,0.0,0.0	0.114
203	"FBgn0085442"	"NKAIN"	chr2R	+	24884525	24884580	24883673	24883734	24887222	24888615	203	85,93,83	28,20,19	152,238,217	8,20,16	128	74	1.53466735986e-08	1.28960777827e-06	0.637,0.729,0.716	0.917,0.873,0.887	-0.198
1097	"FBgn0036239"	"Pop2"	chr3L	-	12001726	12001931	12000749	12001090	12002585	12002915	1097	11,14,17	126,109,94	1,0,6	112,108,148	148	74	2.06604710007e-08	1.70900833559e-06	0.042,0.06,0.083	0.004,0.0,0.02	0.054
1951	"FBgn0062413"	"Ctr1A"	chrX	+	6666239	6666269	6665438	6665686	6666849	6667628	1951	35,14,40	117,100,108	1,10,4	78,88,80	103	74	2.19243281308e-08	1.78565220191e-06	0.177,0.091,0.21	0.009,0.075,0.035	0.12
1214	"FBgn0028341"	"l(1)G0232"	chrX	-	9638192	9638465	9630193	9631095	9640533	9640624	1214	6,3,6	3,3,2	3,1,4	0,0,0	148	74	2.4377452168e-08	1.90951840522e-06	0.5,0.333,0.6	1.0,1.0,1.0	-0.522
1606	"FBgn0034072"	"Dg"	chr2R	-	16086930	16087725	16085563	16085620	16088304	16088365	1606	58,80,42	87,73,57	61,48,70	184,176,190	148	74	2.45272481214e-08	1.90951840522e-06	0.25,0.354,0.269	0.142,0.12,0.156	0.152
4206	"FBgn0034345"	"CG5174"	chr2R	+	18424606	18424666	18424325	18424486	18424871	18425076	4206	578,565,538	172,126,161	336,409,391	145,204,225	133	74	2.38793652629e-08	1.90951840522e-06	0.652,0.714,0.65	0.563,0.527,0.492	0.145
2363	"FBgn0023213"	"eIF4G"	chr4	-	927392	928151	926010	926661	929821	930023	2363	14,6,3	289,225,163	45,42,38	293,456,387	148	74	2.74319628124e-08	2.10470740766e-06	0.024,0.013,0.009	0.071,0.044,0.047	-0.039
2311	"FBgn0264693"	"ens"	chr3L	-	4130388	4130643	4129650	4129791	4131120	4131236	2311	25,34,19	114,108,78	2,12,12	103,115,145	148	74	3.06003195005e-08	2.31425844908e-06	0.099,0.136,0.109	0.01,0.05,0.04	0.081
4260	"FBgn0039465"	"Tsp97E"	chr3R	-	26962539	26963080	26961063	26962451	26963157	26963520	4260	14,10,12	91,82,95	0,2,1	61,90,100	148	74	3.62550428568e-08	2.70329854766e-06	0.071,0.057,0.059	0.0,0.011,0.005	0.057
651	"FBgn0031220"	"CG4822"	chr2L	-	120167	120364	119827	120080	120420	120631	651	460,384,340	847,807,760	285,314,373	950,1182,1250	148	74	3.87180910666e-08	2.84685519592e-06	0.214,0.192,0.183	0.13,0.117,0.13	0.071
3006	"FBgn0004449"	"Ten-m"	chr3L	-	22301925	22301952	22297988	22301316	22302794	22303002	3006	11,7,2	69,82,34	2,1,0	128,208,215	100	74	4.87483099443e-08	3.53525414856e-06	0.106,0.059,0.042	0.011,0.004,0.0	0.064
2636	"FBgn0005427"	"ewg"	chrX	-	272556	272883	271487	271613	273182	273392	2636	14,13,8	2,3,1	3,4,8	11,10,11	148	74	5.02397491386e-08	3.59417881e-06	0.778,0.684,0.8	0.12,0.167,0.267	0.569
5925	"FBgn0033463"	"CG1513"	chr2R	-	9884084	9884206	9883896	9884002	9884621	9884708	5925	344,281,363	78,76,77	614,528,675	91,54,65	148	74	6.38070605241e-08	4.50392771219e-06	0.688,0.649,0.702	0.771,0.83,0.839	-0.134
1286	"FBgn0037248"	"srl"	chr3R	-	4428549	4428623	4426881	4427000	4428974	4429335	1286	117,109,131	240,185,213	200,155,201	148,167,190	147	74	6.82668939156e-08	4.75532811038e-06	0.197,0.229,0.236	0.405,0.318,0.347	-0.136
2635	"FBgn0005427"	"ewg"	chrX	-	272457	272883	271487	271613	273182	273392	2635	14,13,7	2,3,1	3,4,8	11,10,11	148	74	7.29029162594e-08	5.01231219061e-06	0.778,0.684,0.778	0.12,0.167,0.267	0.562
1609	"FBgn0003016"	"osp"	chr2L	-	14601131	14601480	14599775	14600875	14601686	14601798	1609	12,26,3	2,1,1	3,1,4	7,4,6	148	74	7.79200286516e-08	5.28857220105e-06	0.75,0.929,0.6	0.176,0.111,0.25	0.581
4019	"FBgn0033889"	"CG6701"	chr2R	-	13979476	13979943	13979183	13979418	13980027	13980165	4019	9,5,5	39,18,17	0,0,1	22,45,53	148	74	9.72419327283e-08	6.51644040334e-06	0.103,0.122,0.128	0.0,0.0,0.009	0.115
3236	"FBgn0031883"	"Caper"	chr2L	+	7034198	7034273	7032720	7033018	7035406	7035561	3236	10,10,10	200,213,207	42,22,38	259,193,238	148	74	1.18462057719e-07	7.83922666955e-06	0.024,0.023,0.024	0.075,0.054,0.074	-0.044
2080	"FBgn0037747"	"CG8481"	chr3R	+	9768744	9768838	9767833	9768140	9768922	9770027	2080	14,10,10	58,71,64	16,36,26	41,37,34	148	74	2.50396582469e-07	1.63654260196e-05	0.108,0.066,0.072	0.163,0.327,0.277	-0.174
502	"FBgn0085432"	"pan"	chr4	+	104082	104528	99405	99475	107402	110059	502	12,7,4	54,34,32	3,3,1	96,71,121	148	74	2.65912916353e-07	1.70097511281e-05	0.1,0.093,0.059	0.015,0.021,0.004	0.071
655	"FBgn0031220"	"CG4822"	chr2L	-	119287	119375	119133	119235	119430	119554	655	3241,2900,2510	40,22,23	1179,1912,1816	39,36,37	148	74	2.66681024486e-07	1.70097511281e-05	0.976,0.985,0.982	0.938,0.964,0.961	0.027
3654	"FBgn0011656"	"Mef2"	chr2R	-	9940744	9940953	9921609	9922003	9958123	9958858	3654	32,32,26	20,20,23	61,47,67	13,10,10	148	74	2.80770337868e-07	1.76952162937e-05	0.444,0.444,0.361	0.701,0.701,0.77	-0.308
2284	"FBgn0032006"	"Pvr"	chr2L	-	8227669	8227826	8226457	8226606	8228493	8229011	2284	99,65,49	3,2,1	61,85,62	11,14,11	148	74	2.90837718353e-07	1.81140574231e-05	0.943,0.942,0.961	0.735,0.752,0.738	0.207
3192	"FBgn0021765"	"scu"	chrX	+	18091554	18091654	18091258	18091390	18091951	18092853	3192	37,22,46	273,243,283	11,18,19	255,328,389	148	74	3.02914911932e-07	1.86468784159e-05	0.063,0.043,0.075	0.021,0.027,0.024	0.036
682	"FBgn0024811"	"Crk"	chr4	+	211853	211982	210557	210680	212627	212729	682	242,215,233	37,21,29	229,217,293	59,87,75	148	74	3.11730628644e-07	1.89689879085e-05	0.766,0.837,0.801	0.66,0.555,0.661	0.176
38	"FBgn0026401"	"Nipped-B"	chr2R	-	4699058	4699151	4695461	4695610	4711813	4712045	38	1,5,1	0,0,0	7,5,8	1,5,2	148	74	3.24064482582e-07	1.91934139023e-05	1.0,1.0,1.0	0.778,0.333,0.667	0.407
443	"FBgn0035438"	"PHGPx"	chr3L	+	3327342	3327553	3326264	3326367	3327859	3328183	443	94,99,131	1231,1004,1402	49,92,71	1334,1355,1744	148	74	3.25384565847e-07	1.91934139023e-05	0.037,0.047,0.045	0.018,0.033,0.02	0.019
53	"FBgn0026401"	"Nipped-B"	chr2R	-	4722146	4722325	4719769	4720210	4726623	4726788	53	280,231,161	14,8,20	407,317,481	6,9,2	148	74	3.26295287345e-07	1.91934139023e-05	0.909,0.935,0.801	0.971,0.946,0.992	-0.088
4598	"FBgn0035001"	"slik"	chr2R	-	24393487	24393514	24392128	24393203	24396042	24396175	4598	236,174,188	37,30,34	300,274,353	20,21,20	100	74	3.51490131223e-07	2.04482280736e-05	0.825,0.811,0.804	0.917,0.906,0.929	-0.104
2305	"FBgn0264693"	"ens"	chr3L	-	4129650	4129791	4126988	4127162	4131120	4131236	2305	168,163,128	49,48,45	137,190,225	23,24,23	148	74	3.71017640388e-07	2.13496455241e-05	0.632,0.629,0.587	0.749,0.798,0.83	-0.176
1842	"FBgn0035348"	"CG16758"	chr3L	-	2502594	2502723	2499690	2500462	2503142	2503606	1842	23,11,10	54,59,59	1,5,0	40,44,53	148	74	4.47158103545e-07	2.54543548405e-05	0.176,0.085,0.078	0.012,0.054,0.0	0.091
1068	"FBgn0263395"	"hppy"	chr2R	+	19220743	19220782	19218130	19218194	19224052	19224386	1068	26,34,33	7,10,8	32,19,27	24,39,35	112	74	4.54004853268e-07	2.55691669489e-05	0.71,0.692,0.732	0.468,0.244,0.338	0.361
6160	"FBgn0086674"	"Tango13"	chrX	+	13575901	13576376	13563822	13564333	13576611	13577664	6160	35,34,20	0,0,0	51,45,41	5,4,7	148	74	4.7296684258e-07	2.63566996276e-05	1.0,1.0,1.0	0.836,0.849,0.745	0.19
4201	"FBgn0029903"	"pod1"	chrX	+	6809373	6809406	6809063	6809137	6809484	6809657	4201	123,99,90	22,25,22	106,134,182	57,68,95	106	74	4.85389014093e-07	2.6767181673e-05	0.796,0.734,0.741	0.565,0.579,0.572	0.185
3430	"FBgn0052626"	"AMPdeam"	chrX	-	13834170	13834206	13832903	13833022	13834814	13835149	3430	10,11,6	15,26,10	0,1,1	9,13,12	109	74	5.99852407412e-07	3.27383365447e-05	0.312,0.223,0.289	0.0,0.05,0.054	0.24
81	"FBgn0061200"	"Nup153"	chrX	+	16606861	16606999	16605849	16606008	16607932	16608000	81	249,258,194	9,12,13	84,112,116	10,28,17	148	74	6.29738893698e-07	3.40187520738e-05	0.933,0.915,0.882	0.808,0.667,0.773	0.161
3394	"FBgn0034500"	"CG11200"	chr2R	-	20308146	20308499	20306414	20306636	20308560	20308671	3394	33,26,30	62,47,49	20,20,27	90,129,110	148	74	6.47788746755e-07	3.46403396497e-05	0.21,0.217,0.234	0.1,0.072,0.109	0.127
5252	"FBgn0020309"	"crol"	chr2L	-	11797828	11798041	11794326	11797741	11798664	11799150	5252	702,591,478	50,37,38	444,670,738	60,103,96	148	74	7.03142080227e-07	3.72243417272e-05	0.875,0.889,0.863	0.787,0.765,0.794	0.094
4961	"FBgn0001248"	"Idh"	chr3L	-	8358555	8358715	8356403	8357905	8360792	8360906	4961	61,61,52	258,254,224	25,41,37	305,301,327	148	74	7.37407800822e-07	3.82729107603e-05	0.106,0.107,0.104	0.039,0.064,0.054	0.053
6299	"FBgn0262125"	"Sec23"	chr3R	+	5651980	5652001	5651253	5651802	5652380	5652629	6299	44,54,58	511,438,470	27,42,31	98,175,123	94	74	7.33119779217e-07	3.82729107603e-05	0.063,0.088,0.089	0.178,0.159,0.166	-0.088
2294	"FBgn0032006"	"Pvr"	chr2L	-	8227651	8227826	8226457	8226606	8228493	8229011	2294	103,65,51	3,2,1	64,95,71	11,14,11	148	74	7.51672364352e-07	3.86344999697e-05	0.945,0.942,0.962	0.744,0.772,0.763	0.19
401	"FBgn0035060"	"Eps-15"	chr2R	-	24772940	24773003	24772597	24772795	24773211	24773301	401	168,114,150	20,29,34	119,134,174	63,67,78	136	74	7.64491104865e-07	3.8915537588e-05	0.82,0.681,0.706	0.507,0.521,0.548	0.21
1098	"FBgn0036239"	"Pop2"	chr3L	-	12001726	12001865	12000749	12001090	12002585	12002915	1098	15,14,21	126,109,94	6,2,6	112,108,148	148	74	8.59443013645e-07	4.33322982308e-05	0.056,0.06,0.1	0.026,0.009,0.02	0.054
681	"FBgn0024811"	"Crk"	chr4	+	211589	211794	210557	210680	212627	212729	681	177,159,146	37,21,29	167,189,194	59,87,75	148	74	8.94450398636e-07	4.4671890664e-05	0.705,0.791,0.716	0.586,0.521,0.564	0.18
1989	"FBgn0003495"	"spz"	chr3R	-	27067357	27067495	27066607	27066665	27069143	27070070	1989	214,173,163	347,307,355	241,258,307	266,310,294	148	74	1.03456184986e-06	5.11866395622e-05	0.236,0.22,0.187	0.312,0.294,0.343	-0.102
