ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
359	FBgn0014141	cher	chr3R	-	17109707	17109722	17108747	17108839	17110213	17110549	359	22,22,13	153,134,58	1,0,0	80,161,174	89	74	0.0	0.0	0.107,0.12,0.157	0.01,0.0,0.0	0.125	0.107	0.12	0.157	0.01	0.0	0.0	chr3R:-:17108747-17108839:17109707-17109722:17110213-17110549	175,156,71	81,161,174	pass
3763	FBgn0261885	osa	chr3R	-	17694833	17695313	17694135	17694295	17695922	17696150	3763	86,120,51	51,49,23	11,20,20	37,59,59	554	74	0.0	0.0	0.184,0.246,0.229	0.038,0.043,0.043	0.178	0.184	0.246	0.229	0.038	0.043	0.043	chr3R:-:17694135-17694295:17694833-17695313:17695922-17696150	137,169,74	48,79,79	pass
3825	FBgn0033212	CG1399	chr2R	-	7677997	7678404	7676539	7677734	7678569	7678626	3825	1636,1603,1733	110,98,84	1230,1503,1527	21,21,22	481	74	0.0	0.0	0.696,0.716,0.76	0.9,0.917,0.914	-0.186	0.696	0.716	0.76	0.9	0.917	0.914	chr2R:-:7676539-7677734:7677997-7678404:7678569-7678626	1746,1701,1817	1251,1524,1549	pass
4282	FBgn0013576	mtd	chr3R	-	5291989	5292079	5274965	5275087	5292639	5292841	4282	30,27,45	159,149,135	0,1,9	159,189,209	164	74	0.0	0.0	0.078,0.076,0.131	0.0,0.002,0.019	0.088	0.078	0.076	0.131	0.0	0.002	0.019	chr3R:-:5274965-5275087:5291989-5292079:5292639-5292841	189,176,180	159,190,218	pass
4829	FBgn0034051	Mlf	chr2R	-	15937020	15937326	15935892	15936580	15938446	15938978	4829	995,872,837	136,148,165	301,354,313	179,176,169	380	74	0.0	0.0	0.588,0.534,0.497	0.247,0.281,0.265	0.275	0.588	0.534	0.497	0.247	0.281	0.265	chr2R:-:15935892-15936580:15937020-15937326:15938446-15938978	1131,1020,1002	480,530,482	pass
4866	FBgn0022764	Sin3A	chr2R	-	12577453	12577709	12576567	12576993	12579128	12579356	4866	42,40,26	129,119,106	16,9,1	239,216,286	330	74	0.0	0.0	0.068,0.07,0.052	0.015,0.009,0.001	0.055	0.068	0.07	0.052	0.015	0.009	0.001	chr2R:-:12576567-12576993:12577453-12577709:12579128-12579356	171,159,132	255,225,287	pass
4868	FBgn0022764	Sin3A	chr2R	-	12577453	12578285	12576567	12576993	12579128	12579356	4868	523,404,415	129,119,106	253,191,208	239,216,286	906	74	0.0	0.0	0.249,0.217,0.242	0.08,0.067,0.056	0.168	0.249	0.217	0.242	0.08	0.067	0.056	chr2R:-:12576567-12576993:12577453-12578285:12579128-12579356	652,523,521	492,407,494	pass
4869	FBgn0022764	Sin3A	chr2R	-	12577453	12578551	12576567	12576993	12579128	12579356	4869	766,635,681	129,119,106	302,263,298	239,216,286	1172	74	0.0	0.0	0.273,0.252,0.289	0.074,0.071,0.062	0.202	0.273	0.252	0.289	0.074	0.071	0.062	chr2R:-:12576567-12576993:12577453-12578551:12579128-12579356	895,754,787	541,479,584	pass
5513	FBgn0042693	PP2A-B'	chr3R	+	18171273	18171312	18169483	18170098	18171528	18171703	5513	33,36,32	215,150,157	4,0,1	324,225,317	113	74	0.0	0.0	0.091,0.136,0.118	0.008,0.0,0.002	0.112	0.091	0.136	0.118	0.008	0.0	0.002	chr3R:+:18169483-18170098:18171273-18171312:18171528-18171703	248,186,189	328,225,318	pass
5654	FBgn0266410	CG45050	chr3R	+	9342575	9342894	9341866	9342491	9354421	9354854	5654	496,332,510	323,243,209	158,223,225	300,310,410	393	74	0.0	0.0	0.224,0.205,0.315	0.09,0.119,0.094	0.147	0.224	0.205	0.315	0.09	0.119	0.094	chr3R:+:9341866-9342491:9342575-9342894:9354421-9354854	819,575,719	458,533,635	pass
589	FBgn0025726	unc-13	chr4	-	906027	906997	903336	903471	907073	907550	589	3083,2544,2758	58,44,31	2936,2858,3541	200,196,232	1044	74	0.0	0.0	0.79,0.804,0.863	0.51,0.508,0.52	0.306	0.79	0.804	0.863	0.51	0.508	0.52	chr4:-:903336-903471:906027-906997:907073-907550	3141,2588,2789	3136,3054,3773	pass
604	FBgn0025726	unc-13	chr4	-	882616	882723	876869	877194	882960	883081	604	294,327,253	19,16,10	391,344,413	79,91,109	181	74	0.0	0.0	0.864,0.893,0.912	0.669,0.607,0.608	0.262	0.864	0.893	0.912	0.669	0.607	0.608	chr4:-:876869-877194:882616-882723:882960-883081	313,343,263	470,435,522	pass
6050	FBgn0002921	Atpalpha	chr3R	+	20959236	20959380	20948779	20948829	20962214	20962295	6050	307,289,222	35,28,32	171,199,178	120,101,146	218	74	0.0	0.0	0.749,0.778,0.702	0.326,0.401,0.293	0.403	0.749	0.778	0.702	0.326	0.401	0.293	chr3R:+:20948779-20948829:20959236-20959380:20962214-20962295	342,317,254	291,300,324	pass
6052	FBgn0002921	Atpalpha	chr3R	+	20959236	20959380	20957733	20958167	20963724	20963856	6052	369,328,250	266,229,170	188,243,182	478,502,561	218	74	0.0	0.0	0.32,0.327,0.333	0.118,0.141,0.099	0.207	0.32	0.327	0.333	0.118	0.141	0.099	chr3R:+:20957733-20958167:20959236-20959380:20963724-20963856	635,557,420	666,745,743	pass
6102	FBgn0040271	Sulf1	chr3R	-	16321962	16322169	16314364	16315246	16330919	16330956	6102	283,228,162	219,160,133	141,161,174	351,393,528	281	74	0.0	0.0	0.254,0.273,0.243	0.096,0.097,0.08	0.166	0.254	0.273	0.243	0.096	0.097	0.08	chr3R:-:16314364-16315246:16321962-16322169:16330919-16330956	502,388,295	492,554,702	pass
738	FBgn0000370	crc	chr2L	+	21311192	21311531	21310865	21311032	21311752	21312043	738	830,703,818	2088,1647,1812	334,290,399	2069,2166,2248	413	74	0.0	0.0	0.066,0.071,0.075	0.028,0.023,0.031	0.043	0.066	0.071	0.075	0.028	0.023	0.031	chr2L:+:21310865-21311032:21311192-21311531:21311752-21312043	2918,2350,2630	2403,2456,2647	pass
940	FBgn0030052	CG12065	chrX	+	8586551	8586608	8585985	8586245	8587257	8587525	940	499,469,416	582,547,513	31,50,59	586,621,751	131	74	0.0	0.0	0.326,0.326,0.314	0.029,0.044,0.042	0.284	0.326	0.326	0.314	0.029	0.044	0.042	chrX:+:8585985-8586245:8586551-8586608:8587257-8587525	1081,1016,929	617,671,810	pass
962	FBgn0261041	stj	chr2R	+	13816035	13816083	13815554	13815648	13816202	13816313	962	14,27,18	151,145,123	0,0,0	119,203,209	122	74	0.0	0.0	0.053,0.101,0.082	0.0,0.0,0.0	0.079	0.053	0.101	0.082	0.0	0.0	0.0	chr2R:+:13815554-13815648:13816035-13816083:13816202-13816313	165,172,141	119,203,209	pass
2470	FBgn0003742	tra2	chr2R	-	14603733	14603925	14603347	14603501	14603983	14604123	2470	75,88,97	32,24,42	29,36,35	55,66,75	266	74	1.11022302463e-16	1.99470070092e-14	0.395,0.505,0.391	0.128,0.132,0.115	0.305	0.395	0.505	0.391	0.128	0.132	0.115	chr2R:-:14603347-14603501:14603733-14603925:14603983-14604123	107,112,139	84,102,110	pass
2811	FBgn0264953	Piezo	chr2L	+	8181983	8182049	8179871	8180029	8182304	8182450	2811	257,243,158	28,24,19	179,207,229	0,3,1	140	74	1.11022302463e-16	1.99470070092e-14	0.829,0.843,0.815	1.0,0.973,0.992	-0.159	0.829	0.843	0.815	1.0	0.973	0.992	chr2L:+:8179871-8180029:8181983-8182049:8182304-8182450	285,267,177	179,210,230	pass
3216	FBgn0040068	Vav	chrX	+	19264684	19265308	19263880	19263955	19269256	19269365	3216	26,27,44	28,15,16	8,7,5	33,49,42	698	74	3.33066907388e-16	5.61009572132e-14	0.09,0.16,0.226	0.025,0.015,0.012	0.141	0.09	0.16	0.226	0.025	0.015	0.012	chrX:+:19263880-19263955:19264684-19265308:19269256-19269365	54,42,60	41,56,47	pass
5494	FBgn0261556	CG42674	chr3L	-	20156679	20157222	20155900	20155998	20158479	20158668	5494	83,55,54	69,60,47	5,7,2	29,40,35	617	74	3.33066907388e-16	5.61009572132e-14	0.126,0.099,0.121	0.02,0.021,0.007	0.099	0.126	0.099	0.121	0.02	0.021	0.007	chr3L:-:20155900-20155998:20156679-20157222:20158479-20158668	152,115,101	34,47,37	pass
4828	FBgn0034051	Mlf	chr2R	-	15937020	15937326	15935892	15936580	15937678	15937879	4828	1185,1053,1023	50,48,44	357,409,369	59,53,48	380	74	6.66133814775e-16	1.08801856413e-13	0.822,0.81,0.819	0.541,0.6,0.6	0.237	0.822	0.81	0.819	0.541	0.6	0.6	chr2R:-:15935892-15936580:15937020-15937326:15937678-15937879	1235,1101,1067	416,462,417	pass
4431	FBgn0004838	Hrb27C	chr2L	+	6922730	6922826	6920703	6920861	6923783	6924400	4431	2045,1592,1082	217,156,115	1280,1604,1695	288,369,406	170	74	8.881784197e-16	1.40802402417e-13	0.804,0.816,0.804	0.659,0.654,0.645	0.155	0.804	0.816	0.804	0.659	0.654	0.645	chr2L:+:6920703-6920861:6922730-6922826:6923783-6924400	2262,1748,1197	1568,1973,2101	pass
2634	FBgn0005427	ewg	chrX	-	269430	269468	268508	269366	271087	271209	2634	0,0,3	5,5,3	2,2,7	0,0,0	112	74	9.99200722163e-16	1.53876911213e-13	0.0,0.0,0.398	1.0,1.0,1.0	-0.867	0.0	0.0	0.398	1.0	1.0	1.0	chrX:-:268508-269366:269430-269468:271087-271209	5,5,6	2,2,7	fail
2806	FBgn0264953	Piezo	chr2L	+	8185125	8185278	8184814	8184850	8186116	8186255	2806	48,52,44	112,105,80	24,9,31	158,177,213	227	74	1.44328993201e-15	2.16092575931e-13	0.123,0.139,0.152	0.047,0.016,0.045	0.102	0.123	0.139	0.152	0.047	0.016	0.045	chr2L:+:8184814-8184850:8185125-8185278:8186116-8186255	160,157,124	182,186,244	pass
4260	FBgn0039465	Tsp97E	chr3R	-	26962539	26963080	26961063	26962451	26963157	26963520	4260	90,90,98	91,82,95	18,18,30	61,90,100	615	74	1.7763568394e-15	2.58771982821e-13	0.106,0.117,0.11	0.034,0.023,0.035	0.08	0.106	0.117	0.11	0.034	0.023	0.035	chr3R:-:26961063-26962451:26962539-26963080:26963157-26963520	181,172,193	79,108,130	pass
2464	FBgn0265630	sno	chrX	-	13202739	13203057	13200466	13200904	13203709	13204150	2464	41,59,24	22,18,11	5,9,9	27,26,34	392	74	3.21964677141e-15	4.56681476261e-13	0.26,0.382,0.292	0.034,0.061,0.048	0.264	0.26	0.382	0.292	0.034	0.061	0.048	chrX:-:13200466-13200904:13202739-13203057:13203709-13204150	63,77,35	32,35,43	pass
6413	FBgn0034971	CG3209	chr2R	+	24071990	24072224	24069999	24070242	24072704	24072961	6413	1043,930,1127	37,18,34	427,672,595	53,63,49	308	74	3.99680288865e-15	5.52378655637e-13	0.871,0.925,0.888	0.659,0.719,0.745	0.187	0.871	0.925	0.888	0.659	0.719	0.745	chr2R:+:24069999-24070242:24071990-24072224:24072704-24072961	1080,948,1161	480,735,644	pass
3014	FBgn0005632	faf	chr3R	+	31788659	31788844	31787801	31788197	31789496	31790121	3014	75,32,69	135,130,131	22,31,21	224,165,240	259	74	5.3290705182e-15	7.18092252327e-13	0.137,0.066,0.131	0.027,0.051,0.024	0.077	0.137	0.066	0.131	0.027	0.051	0.024	chr3R:+:31787801-31788197:31788659-31788844:31789496-31790121	210,162,200	246,196,261	pass
613	FBgn0025726	unc-13	chr4	-	878850	878992	876869	877194	882960	883081	613	408,305,309	19,16,10	562,444,707	79,91,109	216	74	9.7699626167e-15	1.28439264644e-12	0.88,0.867,0.914	0.709,0.626,0.69	0.212	0.88	0.867	0.914	0.709	0.626	0.69	chr4:-:876869-877194:878850-878992:882960-883081	427,321,319	641,535,816	pass
4433	FBgn0004838	Hrb27C	chr2L	+	6922734	6922826	6920703	6920861	6923783	6924400	4433	1468,1159,805	217,156,115	955,1204,1275	288,369,406	166	74	1.29896093881e-14	1.66699987147e-12	0.751,0.768,0.757	0.596,0.593,0.583	0.168	0.751	0.768	0.757	0.596	0.593	0.583	chr2L:+:6920703-6920861:6922734-6922826:6923783-6924400	1685,1315,920	1243,1573,1681	pass
3394	FBgn0034500	CG11200	chr2R	-	20308146	20308499	20306414	20306636	20308560	20308671	3394	122,96,99	62,47,49	59,62,82	90,129,110	427	74	1.487698853e-14	1.86481321341e-12	0.254,0.261,0.259	0.102,0.077,0.114	0.16	0.254	0.261	0.259	0.102	0.077	0.114	chr2R:-:20306414-20306636:20308146-20308499:20308560-20308671	184,143,148	149,191,192	pass
794	FBgn0039959	CG17514	chr3L	-	27987737	27988702	27967243	27974140	28012380	28012483	794	1738,1298,1146	50,38,29	1511,2060,2252	13,13,12	1039	74	1.78745906965e-14	2.18963736032e-12	0.712,0.709,0.738	0.892,0.919,0.93	-0.194	0.712	0.709	0.738	0.892	0.919	0.93	chr3L:-:27967243-27974140:27987737-27988702:28012380-28012483	1788,1336,1175	1524,2073,2264	pass
1097	FBgn0036239	Pop2	chr3L	-	12001726	12001931	12000749	12001090	12002585	12002915	1097	30,30,34	126,109,94	3,3,10	112,108,148	279	74	2.07611705605e-14	2.43266759394e-12	0.059,0.068,0.088	0.007,0.007,0.018	0.061	0.059	0.068	0.088	0.007	0.007	0.018	chr3L:-:12000749-12001090:12001726-12001931:12002585-12002915	156,139,128	115,111,158	pass
5255	FBgn0020309	crol	chr2L	-	11806047	11806157	11803784	11803898	11809125	11809438	5255	883,814,523	51,40,40	827,920,1011	139,130,167	184	74	2.03170813506e-14	2.43266759394e-12	0.874,0.891,0.84	0.705,0.74,0.709	0.15	0.874	0.891	0.84	0.705	0.74	0.709	chr2L:-:11803784-11803898:11806047-11806157:11809125-11809438	934,854,563	966,1050,1178	pass
146	FBgn0264492	CkIIalpha	chr3L	+	23100219	23100357	23099639	23099723	23102121	23103460	146	908,602,808	106,95,123	680,745,676	199,248,300	212	74	3.67483821151e-14	4.21433573618e-12	0.749,0.689,0.696	0.544,0.512,0.44	0.213	0.749	0.689	0.696	0.544	0.512	0.44	chr3L:+:23099639-23099723:23100219-23100357:23102121-23103460	1014,697,931	879,993,976	pass
1606	FBgn0034072	Dg	chr2R	-	16086930	16087725	16085563	16085620	16088304	16088365	1606	465,484,303	87,73,57	419,392,465	184,176,190	869	74	4.07451850037e-14	4.57534473271e-12	0.313,0.361,0.312	0.162,0.159,0.172	0.164	0.313	0.361	0.312	0.162	0.159	0.172	chr2R:-:16085563-16085620:16086930-16087725:16088304-16088365	552,557,360	603,568,655	pass
148	FBgn0264492	CkIIalpha	chr3L	+	23100244	23100357	23099639	23099723	23102121	23103460	148	926,638,829	106,95,123	727,843,785	199,248,300	187	74	7.23865412056e-14	7.96251953262e-12	0.776,0.727,0.727	0.591,0.574,0.509	0.185	0.776	0.727	0.727	0.591	0.574	0.509	chr3L:+:23099639-23099723:23100244-23100357:23102121-23103460	1032,733,952	926,1091,1085	pass
6051	FBgn0002921	Atpalpha	chr3R	+	20959236	20959380	20948779	20948829	20960725	20960825	6051	188,171,146	0,1,0	95,119,99	21,5,14	218	74	8.85957973651e-14	9.55062695596e-12	1.0,0.983,1.0	0.606,0.89,0.706	0.26	1.0	0.983	1.0	0.606	0.89	0.706	chr3R:+:20948779-20948829:20959236-20959380:20960725-20960825	188,172,146	116,124,113	pass
4530	FBgn0033844	bbc	chr2R	-	13488916	13489048	13487973	13488132	13491434	13491593	4530	401,353,377	50,44,40	58,93,83	25,34,44	206	74	9.10382880193e-14	9.62149749851e-12	0.742,0.742,0.772	0.455,0.496,0.404	0.3	0.742	0.742	0.772	0.455	0.496	0.404	chr2R:-:13487973-13488132:13488916-13489048:13491434-13491593	451,397,417	83,127,127	pass
5384	FBgn0010225	Gel	chr3R	+	4236999	4237210	4236787	4236939	4237624	4237817	5384	7,4,4	61,38,32	11,13,26	10,13,16	285	74	1.45883305436e-13	1.51213656981e-11	0.029,0.027,0.031	0.222,0.206,0.297	-0.213	0.029	0.027	0.031	0.222	0.206	0.297	chr3R:+:4236787-4236939:4236999-4237210:4237624-4237817	68,42,36	21,26,42	pass
681	FBgn0024811	Crk	chr4	+	211589	211794	210557	210680	212627	212729	681	686,520,599	37,21,29	462,531,600	59,87,75	279	74	1.10933484621e-12	1.12817260775e-10	0.831,0.868,0.846	0.675,0.618,0.68	0.191	0.831	0.868	0.846	0.675	0.618	0.68	chr4:+:210557-210680:211589-211794:212627-212729	723,541,628	521,618,675	pass
5495	FBgn0261556	CG42674	chr3L	-	20168475	20169063	20158479	20158668	20190657	20192299	5495	47,43,48	42,60,45	177,116,189	53,48,48	662	74	1.33693056625e-12	1.33445476891e-10	0.111,0.074,0.107	0.272,0.213,0.306	-0.166	0.111	0.074	0.107	0.272	0.213	0.306	chr3L:-:20158479-20158668:20168475-20169063:20190657-20192299	89,103,93	230,164,237	pass
1037	FBgn0058045	CG40045	chr3L	+	24034877	24035018	24030754	24030857	24035431	24035859	1037	92,66,74	1182,930,1253	20,23,29	1182,1028,1186	215	74	1.59705582092e-12	1.5651147045e-10	0.026,0.024,0.02	0.006,0.008,0.008	0.016	0.026	0.024	0.02	0.006	0.008	0.008	chr3L:+:24030754-24030857:24034877-24035018:24035431-24035859	1274,996,1327	1202,1051,1215	pass
944	FBgn0030052	CG12065	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	944	58,66,82	307,314,288	16,12,7	160,225,180	155	74	2.73858713484e-12	2.63589011728e-10	0.083,0.091,0.12	0.046,0.025,0.018	0.068	0.083	0.091	0.12	0.046	0.025	0.018	chrX:+:8584455-8584575:8584842-8584923:8585809-8585918	365,380,370	176,237,187	pass
5252	FBgn0020309	crol	chr2L	-	11797828	11798041	11794326	11797741	11798664	11799150	5252	1576,1400,1091	50,37,38	810,1199,1253	60,103,96	287	74	2.90600876696e-12	2.74796267613e-10	0.89,0.907,0.881	0.777,0.75,0.771	0.127	0.89	0.907	0.881	0.777	0.75	0.771	chr2L:-:11794326-11797741:11797828-11798041:11798664-11799150	1626,1437,1129	870,1302,1349	pass
2478	FBgn0053113	Rtnl1	chr2L	-	5004171	5004207	4994786	4994994	5008180	5009720	2478	65,55,67	153,141,147	85,105,120	65,98,107	110	74	3.566369422e-12	3.31426399734e-10	0.222,0.208,0.235	0.468,0.419,0.43	-0.217	0.222	0.208	0.235	0.468	0.419	0.43	chr2L:-:4994786-4994994:5004171-5004207:5008180-5009720	218,196,214	150,203,227	pass
669	FBgn0003256	rl	chr2R	+	1076815	1076877	1076634	1076761	1080330	1080441	669	67,38,54	588,440,440	15,22,17	524,542,568	136	74	4.13080680772e-12	3.77373706671e-10	0.058,0.045,0.063	0.015,0.022,0.016	0.038	0.058	0.045	0.063	0.015	0.022	0.016	chr2R:+:1076634-1076761:1076815-1076877:1080330-1080441	655,478,494	539,564,585	pass
3253	FBgn0261545	CG42663	chr2R	+	12738435	12738504	12734920	12735119	12746608	12746661	3253	149,122,92	53,60,44	299,228,312	39,36,48	143	74	1.32032162981e-11	1.18608893078e-09	0.593,0.513,0.52	0.799,0.766,0.771	-0.237	0.593	0.513	0.52	0.799	0.766	0.771	chr2R:+:12734920-12735119:12738435-12738504:12746608-12746661	202,182,136	338,264,360	pass
5163	FBgn0013733	shot	chr2R	-	13871665	13871725	13871293	13871338	13871978	13872153	5163	157,123,118	20,23,22	70,112,110	38,64,56	134	74	2.06664685365e-11	1.82610271167e-09	0.813,0.747,0.748	0.504,0.491,0.52	0.264	0.813	0.747	0.748	0.504	0.491	0.52	chr2R:-:13871293-13871338:13871665-13871725:13871978-13872153	177,146,140	108,176,166	pass
4809	FBgn0015222	Fer1HCH	chr3R	-	30386717	30386828	30386318	30386596	30387463	30387550	4809	114,123,121	1883,1506,1532	26,27,27	605,1205,1050	185	74	2.48514542278e-11	2.16047319819e-09	0.024,0.032,0.031	0.017,0.009,0.01	0.017	0.024	0.032	0.031	0.017	0.009	0.01	chr3R:-:30386318-30386596:30386717-30386828:30387463-30387550	1997,1629,1653	631,1232,1077	pass
3264	FBgn0264975	Nrg	chrX	+	8549017	8549356	8548421	8548525	8550082	8551207	3264	12,9,9	17,10,21	1,0,0	43,26,37	413	74	2.69754218962e-11	2.30789720667e-09	0.112,0.139,0.071	0.004,0.0,0.0	0.106	0.112	0.139	0.071	0.004	0.0	0.0	chrX:+:8548421-8548525:8549017-8549356:8550082-8551207	29,19,30	44,26,37	fail
2277	FBgn0261113	Xrp1	chr3R	+	18920412	18921319	18918259	18918625	18925077	18925796	2277	13933,13336,11701	42,35,40	15911,15768,17943	13,16,15	981	74	2.92357249521e-11	2.46219621081e-09	0.962,0.966,0.957	0.989,0.987,0.989	-0.027	0.962	0.966	0.957	0.989	0.987	0.989	chr3R:+:18918259-18918625:18920412-18921319:18925077-18925796	13975,13371,11741	15924,15784,17958	pass
502	FBgn0085432	pan	chr4	+	104082	104528	99405	99475	107402	110059	502	28,44,28	54,34,32	16,22,21	96,71,121	520	74	3.99903443693e-11	3.31612240232e-09	0.069,0.156,0.111	0.023,0.042,0.024	0.082	0.069	0.156	0.111	0.023	0.042	0.024	chr4:+:99405-99475:104082-104528:107402-110059	82,78,60	112,93,142	pass
746	FBgn0051145	CG31145	chr3R	-	23631485	23632186	23626596	23627460	23635277	23635321	746	287,270,201	101,82,68	222,240,262	149,172,219	775	74	5.57365265053e-11	4.55181633127e-09	0.213,0.239,0.22	0.125,0.118,0.103	0.109	0.213	0.239	0.22	0.125	0.118	0.103	chr3R:-:23626596-23627460:23631485-23632186:23635277-23635321	388,352,269	371,412,481	pass
6202	FBgn0261722	fwe	chr3L	-	15811219	15812897	15810080	15810848	15813245	15813353	6202	535,397,455	93,98,149	151,152,181	85,87,98	1752	74	1.02046815442e-10	8.20943783929e-09	0.195,0.146,0.114	0.07,0.069,0.072	0.081	0.195	0.146	0.114	0.07	0.069	0.072	chr3L:-:15810080-15810848:15811219-15812897:15813245-15813353	628,495,604	236,239,279	pass
1098	FBgn0036239	Pop2	chr3L	-	12001726	12001865	12000749	12001090	12002585	12002915	1098	32,22,34	126,109,94	8,4,10	112,108,148	213	74	1.6374768208e-10	1.2979411859e-08	0.081,0.066,0.112	0.024,0.013,0.023	0.066	0.081	0.066	0.112	0.024	0.013	0.023	chr3L:-:12000749-12001090:12001726-12001865:12002585-12002915	158,131,128	120,112,158	pass
3401	FBgn0037262	MED31	chr3R	+	4642288	4642428	4641962	4642008	4642568	4642658	3401	262,288,344	11,14,12	438,365,511	2,2,2	214	74	1.93162486006e-10	1.5089069559e-08	0.892,0.877,0.908	0.987,0.984,0.989	-0.094	0.892	0.877	0.908	0.987	0.984	0.989	chr3R:+:4641962-4642008:4642288-4642428:4642568-4642658	273,302,356	440,367,513	pass
3193	FBgn0086254	CG6084	chr3L	-	11620922	11621103	11620534	11620665	11621213	11621422	3193	1259,968,1222	612,553,664	499,545,551	451,546,543	255	74	2.22628471214e-10	1.71423922835e-08	0.374,0.337,0.348	0.243,0.225,0.227	0.121	0.374	0.337	0.348	0.243	0.225	0.227	chr3L:-:11620534-11620665:11620922-11621103:11621213-11621422	1871,1521,1886	950,1091,1094	pass
