ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
687	"FBgn0024814"	"Clc"	chr3L	+	20242505	20243735	20242505	20242667	20242784	20243735	687	198,179,247	443,367,375	80,128,160	374,598,620	148	74	1.09579012531e-13	6.86480284385e-12	0.183,0.196,0.248	0.097,0.097,0.114	0.106
20	"FBgn0026401"	"Nipped-B"	chr2R	-	4726847	4727734	4726847	4727085	4727157	4727734	20	86,77,57	149,134,100	159,178,203	105,98,154	145	74	4.92828000631e-13	2.91589900373e-11	0.228,0.227,0.225	0.436,0.481,0.402	-0.213
1305	"FBgn0011290"	"Taf12"	chr3R	-	11678943	11679398	11678943	11679184	11679353	11679398	1305	355,306,370	60,57,66	209,184,203	115,71,109	148	74	5.37236921616e-13	3.01135432379e-11	0.747,0.729,0.737	0.476,0.564,0.482	0.23
321	"FBgn0031285"	"CG3662"	chr2L	+	823636	824337	823636	824137	824190	824337	321	991,817,1136	60,54,82	1183,889,1272	27,20,28	126	74	1.65423230669e-12	8.80878703312e-11	0.907,0.899,0.891	0.963,0.963,0.964	-0.064
1462	"FBgn0001961"	"Arpc1"	chr2L	-	13829345	13829741	13829345	13829643	13829709	13829741	1462	399,393,425	13,2,9	259,380,387	26,36,32	139	74	2.37898589717e-12	1.20648570499e-10	0.942,0.991,0.962	0.841,0.849,0.866	0.113
1336	"FBgn0015756"	"RpL9"	chr2L	-	11004005	11004153	11004005	11004055	11004128	11004153	1336	212,162,239	285,268,486	144,158,159	559,467,632	146	74	3.55626639248e-12	1.72155623091e-10	0.274,0.235,0.2	0.115,0.146,0.113	0.112
1042	"FBgn0064225"	"RpL5"	chr2L	-	22536536	22536650	22536536	22536565	22536620	22536650	1042	1691,1059,1480	2343,1620,2065	490,625,614	976,2694,1742	128	74	9.23194853897e-12	4.27479356261e-10	0.294,0.274,0.293	0.225,0.118,0.169	0.116
399	"FBgn0028697"	"RpL15"	chr3L	+	27267255	27267918	27267255	27267455	27267513	27267918	399	587,421,504	78,59,74	296,368,384	104,104,135	131	74	1.00893737809e-11	4.47715961527e-10	0.81,0.801,0.794	0.617,0.667,0.616	0.168
473	"FBgn0035253"	"CG7971"	chr3L	-	1660598	1661165	1660598	1660857	1661108	1661165	473	102,80,81	25,18,28	110,119,158	6,3,9	148	74	1.06042952197e-11	4.51742976359e-10	0.671,0.69,0.591	0.902,0.952,0.898	-0.267
635	"FBgn0053057"	"CG33057"	chr3L	-	8402167	8405277	8402167	8404050	8404102	8405277	635	7,12,9	81,62,55	41,27,43	55,43,70	125	74	1.43635103811e-11	5.88351482918e-10	0.049,0.103,0.088	0.306,0.271,0.267	-0.201
146	"FBgn0031220"	"CG4822"	chr2L	-	119133	119375	119133	119235	119287	119375	146	191,163,166	1476,1244,1120	179,236,264	587,973,949	125	74	1.73454584029e-11	6.84181970337e-10	0.071,0.072,0.081	0.153,0.126,0.141	-0.065
1577	"FBgn0262579"	"Ect4"	chr3L	+	8105439	8106949	8105439	8105657	8106015	8106949	1577	978,893,787	12,11,28	813,736,790	48,46,50	148	74	2.04231076495e-11	7.76807487383e-10	0.976,0.976,0.934	0.894,0.889,0.888	0.072
554	"FBgn0045823"	"vsg"	chr3L	+	9714323	9714623	9714323	9714399	9714505	9714623	554	1251,948,1013	1441,1179,1127	483,799,741	1184,1416,1621	148	74	3.63886698551e-11	1.33634253089e-09	0.303,0.287,0.31	0.169,0.22,0.186	0.108
747	"FBgn0037074"	"CG7324"	chr3L	-	21338869	21339555	21338869	21339220	21339325	21339555	747	728,664,722	47,30,39	287,409,410	38,70,54	148	74	6.70965505378e-11	2.38192754409e-09	0.886,0.917,0.902	0.791,0.745,0.792	0.126
1018	"FBgn0028577"	"pUf68"	chr3L	-	1499042	1499879	1499042	1499337	1499771	1499879	1018	122,86,100	1,0,1	35,34,62	8,5,8	148	74	7.33585414636e-11	2.52022085996e-09	0.984,1.0,0.98	0.686,0.773,0.795	0.237
1296	"FBgn0004179"	"Csp"	chr3L	+	22271557	22273745	22271557	22271762	22272368	22273745	1296	101,94,91	347,385,324	121,157,141	194,264,256	148	74	1.89094628844e-10	6.19889947453e-09	0.127,0.109,0.123	0.238,0.229,0.216	-0.108
1534	"FBgn0003261"	"Rm62"	chr3R	-	6002062	6003911	6002062	6003098	6003672	6003911	1534	185,169,177	199,168,173	70,58,73	168,135,165	148	74	1.92078575267e-10	6.19889947453e-09	0.317,0.335,0.338	0.172,0.177,0.181	0.153
942	"FBgn0010315"	"CycD"	chrX	-	15908536	15909676	15908536	15909222	15909530	15909676	942	36,28,42	186,139,143	34,45,44	44,66,64	148	74	2.06134442848e-10	6.45685828333e-09	0.088,0.092,0.128	0.279,0.254,0.256	-0.16
286	"FBgn0085638"	"CG41378"	chr2R	-	2830707	2831043	2830707	2830781	2830865	2831043	286	114,117,123	39,32,42	166,135,162	7,18,13	148	74	4.19124401851e-10	1.27533567992e-08	0.594,0.646,0.594	0.922,0.789,0.862	-0.246
562	"FBgn0250753"	"kra"	chr3R	-	5600037	5600571	5600037	5600308	5600487	5600571	562	638,523,545	66,46,59	758,685,864	31,19,39	148	74	4.37789582364e-10	1.29512751449e-08	0.829,0.85,0.822	0.924,0.947,0.917	-0.096
758	"FBgn0031897"	"CG13784"	chr2L	-	7218908	7220033	7218908	7219130	7219859	7220033	758	120,79,84	38,33,32	150,147,209	19,18,19	148	74	7.29889704232e-10	2.10089874326e-08	0.612,0.545,0.568	0.798,0.803,0.846	-0.241
43	"FBgn0039302"	"Nup358"	chr3R	+	25256354	25257057	25256354	25256855	25256924	25257057	43	616,548,530	34,26,39	695,694,787	11,6,21	142	74	7.88456522294e-10	2.15309281088e-08	0.904,0.917,0.876	0.971,0.984,0.951	-0.07
788	"FBgn0260742"	"CG12213"	chr3R	-	11965544	11966739	11965544	11966286	11966454	11966739	788	103,103,106	90,76,118	37,33,37	94,86,84	148	74	7.79888931213e-10	2.15309281088e-08	0.364,0.404,0.31	0.164,0.161,0.18	0.191
1454	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884084	9884206	1454	97,55,75	192,153,191	56,41,55	286,248,331	148	74	9.44533007363e-10	2.5148191321e-08	0.202,0.152,0.164	0.089,0.076,0.077	0.092
310	"FBgn0035207"	"CG9153"	chr3L	+	1313695	1314090	1313695	1313908	1313974	1314090	310	171,144,97	46,45,24	563,496,635	73,47,61	139	74	1.436355479e-09	3.73102093935e-08	0.664,0.63,0.683	0.804,0.849,0.847	-0.174
192	"FBgn0016975"	"stnB"	chrX	-	22990167	22991790	22990167	22990774	22990837	22991790	192	188,172,147	53,59,53	328,352,363	27,48,59	136	74	2.90519530655e-09	7.36674524161e-08	0.659,0.613,0.601	0.869,0.8,0.77	-0.189
153	"FBgn0003256"	"rl"	chr2R	+	1071974	1072439	1071974	1072045	1072250	1072439	153	322,159,192	21,14,10	125,206,193	30,37,43	148	74	3.29256022447e-09	8.15482939316e-08	0.885,0.85,0.906	0.676,0.736,0.692	0.179
1065	"FBgn0003607"	"Su(var)205"	chr2L	-	8210729	8211122	8210729	8210861	8210978	8211122	1065	307,288,344	907,735,760	546,501,624	805,795,820	148	74	3.5495825168e-09	8.59160313725e-08	0.145,0.164,0.185	0.253,0.24,0.276	-0.092
429	"FBgn0014189"	"Hel25E"	chr2L	-	5540168	5541090	5540168	5540300	5540971	5541090	429	273,207,248	935,766,957	246,298,302	397,701,651	148	74	6.53311826859e-09	1.54617132357e-07	0.127,0.119,0.115	0.237,0.175,0.188	-0.08
135	"FBgn0005640"	"Eip63E"	chr3L	+	3515750	3516828	3515750	3515934	3516528	3516828	135	96,91,86	56,34,33	108,151,153	15,20,22	148	74	7.27834537084e-09	1.68509517825e-07	0.462,0.572,0.566	0.783,0.791,0.777	-0.25
334	"FBgn0027786"	"Mtch"	chr3L	+	184625	185074	184625	184681	184774	185074	334	120,102,123	16,15,7	52,80,68	17,36,43	148	74	9.68016689029e-09	2.18311659549e-07	0.789,0.773,0.898	0.605,0.526,0.442	0.296
406	"FBgn0033886"	"Rpn13"	chr2R	-	13958544	13959398	13958544	13959099	13959204	13959398	406	285,256,313	450,411,504	182,229,250	146,234,188	148	74	9.83939874022e-09	2.18311659549e-07	0.241,0.237,0.237	0.384,0.329,0.399	-0.132
591	"FBgn0031078"	"Nup205"	chrX	+	19852213	19852569	19852213	19852354	19852423	19852569	591	13,4,4	116,99,51	23,42,32	87,114,129	142	74	2.33495507374e-08	5.03018646636e-07	0.055,0.021,0.039	0.121,0.161,0.114	-0.094
895	"FBgn0011604"	"Iswi"	chr2R	+	12636670	12636990	12636670	12636737	12636843	12636990	895	96,75,62	41,25,32	47,78,80	59,88,88	148	74	2.36158989031e-08	5.03018646636e-07	0.539,0.6,0.492	0.285,0.307,0.313	0.242
661	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8385097	8384699	8384895	8384996	8385097	661	253,168,203	361,267,293	77,113,99	229,313,280	148	74	2.52736522821e-08	5.27773327067e-07	0.259,0.239,0.257	0.144,0.153,0.15	0.103
231	"FBgn0028540"	"CG9008"	chr2L	-	13774339	13775406	13774339	13775185	13775254	13775406	231	24,12,14	8,2,6	1,11,14	0,0,0	142	74	3.05758529606e-08	6.2621698852e-07	0.61,0.758,0.549	1.0,1.0,1.0	-0.361
712	"FBgn0003638"	"su(w[a])"	chrX	+	1042259	1043421	1042259	1042432	1042802	1043421	712	37,19,12	6,4,6	51,36,56	2,0,0	148	74	4.20030280557e-08	8.44023110931e-07	0.755,0.704,0.5	0.927,1.0,1.0	-0.323
1108	"FBgn0026575"	"hang"	chrX	+	16435144	16438454	16435144	16436504	16436587	16438454	1108	129,109,91	8,14,10	79,113,117	36,33,35	148	74	5.8388271329e-08	1.15154646232e-06	0.89,0.796,0.82	0.523,0.631,0.626	0.242
221	"FBgn0020660"	"eIF-4B"	chr3L	-	27856365	27857935	27856365	27856707	27856783	27857935	221	16,22,25	87,67,65	12,4,7	116,70,118	148	74	1.02146080816e-07	1.97791956489e-06	0.084,0.141,0.161	0.049,0.028,0.029	0.093
1502	"FBgn0052582"	"CR32582"	chrX	+	15836281	15836674	15836281	15836397	15836524	15836674	1502	92,71,82	41,33,39	35,41,39	33,56,57	148	74	1.05860372579e-07	1.98428950885e-06	0.529,0.518,0.512	0.347,0.268,0.255	0.23
935	"FBgn0025637"	"SkpA"	chrX	+	656355	657899	656355	656604	657098	657899	935	225,191,185	98,87,86	100,75,104	92,78,92	148	74	1.06201410333e-07	1.98428950885e-06	0.534,0.523,0.518	0.352,0.325,0.361	0.179
56	"FBgn0038294"	"Mf"	chr3R	-	15176363	15178489	15176363	15176433	15178279	15178489	56	167,193,188	1256,1166,1352	39,67,49	537,863,594	148	74	2.82645776672e-07	5.18996124406e-06	0.062,0.076,0.065	0.035,0.037,0.04	0.03
772	"FBgn0025725"	"alphaCOP"	chr3L	-	1644011	1645199	1644011	1645061	1645169	1645199	772	392,308,233	57,37,24	397,379,452	86,108,120	148	74	3.05604979323e-07	5.51642886405e-06	0.775,0.806,0.829	0.698,0.637,0.653	0.141
1034	"FBgn0031483"	"CG9641"	chr2L	-	2975150	2976862	2975150	2976554	2976818	2976862	1034	67,59,65	35,29,37	69,78,84	12,10,18	148	74	3.2671326089e-07	5.7991603808e-06	0.489,0.504,0.468	0.742,0.796,0.7	-0.259
290	"FBgn0019624"	"CoVa"	chr3R	+	11819598	11820299	11819598	11819644	11819710	11820299	290	305,185,263	754,497,662	110,154,184	456,734,770	139	74	4.08190411805e-07	7.12660309135e-06	0.177,0.165,0.175	0.114,0.1,0.113	0.063
1343	"FBgn0026620"	"tacc"	chr3R	-	4734411	4735346	4734411	4734853	4735164	4735346	1343	1236,1126,1148	12,10,15	791,881,834	21,24,31	148	74	4.19062651691e-07	7.19841490405e-06	0.981,0.983,0.975	0.95,0.948,0.931	0.037
516	"FBgn0002413"	"dco"	chr3R	-	31060374	31061210	31060374	31060464	31061076	31061210	516	128,126,79	187,151,140	231,148,231	651,403,553	148	74	5.07583896248e-07	8.58058491276e-06	0.255,0.294,0.22	0.151,0.155,0.173	0.097
602	"FBgn0030838"	"CG5445"	chrX	+	17302469	17303390	17302469	17302786	17302838	17303390	602	93,76,77	61,54,38	111,88,142	34,22,26	125	74	5.49165449781e-07	9.13845631276e-06	0.474,0.455,0.545	0.659,0.703,0.764	-0.217
1594	"FBgn0016754"	"sba"	chr3R	-	23896208	23897191	23896208	23896608	23897062	23897191	1594	39,52,40	29,22,21	5,12,18	29,18,33	148	74	5.8098122746e-07	9.51915395761e-06	0.402,0.542,0.488	0.079,0.25,0.214	0.296
1322	"FBgn0038013"	"CG10038"	chr3R	-	12350373	12350644	12350373	12350465	12350543	12350644	1322	64,25,30	100,73,79	35,50,73	34,43,39	148	74	6.34735480953e-07	1.02423225336e-05	0.242,0.146,0.16	0.34,0.368,0.483	-0.214
154	"FBgn0003256"	"rl"	chr2R	+	1071974	1072439	1071974	1072045	1072267	1072439	154	347,181,218	5,3,1	179,271,279	14,15,12	148	74	7.74150186622e-07	1.23055216232e-05	0.972,0.968,0.991	0.865,0.9,0.921	0.082
57	"FBgn0038294"	"Mf"	chr3R	-	15176363	15178489	15176363	15176427	15178279	15178489	57	261,299,287	38,35,45	71,143,94	26,38,40	148	74	1.00396043601e-06	1.57237921228e-05	0.774,0.81,0.761	0.577,0.653,0.54	0.192
746	"FBgn0010198"	"RpS15Aa"	chrX	-	13337504	13337638	13337504	13337539	13337606	13337638	746	346,222,340	493,401,608	61,133,122	200,390,310	140	74	1.10032603595e-06	1.69832931636e-05	0.271,0.226,0.228	0.139,0.153,0.172	0.087
495	"FBgn0003495"	"spz"	chr3R	-	27066607	27066884	27066607	27066665	27066728	27066884	495	542,477,505	16,24,22	372,378,387	26,48,36	136	74	1.24952401059e-06	1.9010615304e-05	0.949,0.915,0.926	0.886,0.811,0.854	0.08
1542	"FBgn0030674"	"CG8184"	chrX	+	15721545	15724378	15721545	15723124	15723232	15724378	1542	66,42,34	14,20,14	196,147,198	13,18,19	148	74	2.0393145912e-06	3.0589718868e-05	0.702,0.512,0.548	0.883,0.803,0.839	-0.254
1323	"FBgn0025638"	"Roc1a"	chrX	+	647303	647637	647303	647525	647609	647637	1323	96,64,118	828,713,975	127,125,126	574,651,765	148	74	2.31049193467e-06	3.41760265337e-05	0.055,0.043,0.057	0.1,0.088,0.076	-0.036
1053	"FBgn0013305"	"Nmda1"	chr2R	-	12878384	12879222	12878384	12878710	12879196	12879222	1053	76,59,70	112,105,80	45,52,73	127,182,196	148	74	2.44674861472e-06	3.56957160915e-05	0.253,0.219,0.304	0.151,0.125,0.157	0.114
1271	"FBgn0261854"	"aPKC"	chr2R	-	14945113	14946417	14945113	14946090	14946149	14946417	1271	104,97,79	71,63,64	117,121,121	43,39,38	132	74	2.66804466975e-06	3.83982104498e-05	0.451,0.463,0.409	0.604,0.635,0.641	-0.186
517	"FBgn0002413"	"dco"	chr3R	-	31060374	31061210	31060374	31060464	31061069	31061210	517	107,96,62	20,22,16	160,95,145	77,49,74	148	74	4.73606261242e-06	6.72520890964e-05	0.728,0.686,0.66	0.51,0.492,0.495	0.192
722	"FBgn0260398"	"Pbp49"	chr2R	-	8129353	8131323	8129353	8131172	8131255	8131323	722	173,108,127	15,12,7	209,220,293	4,3,8	148	74	5.13964902837e-06	7.20227133581e-05	0.852,0.818,0.901	0.963,0.973,0.948	-0.104
1006	"FBgn0030328"	"Amun"	chrX	-	11712768	11713805	11712768	11713688	11713754	11713805	1006	43,41,49	142,120,97	46,56,53	335,220,307	139	74	6.32151478175e-06	8.70188001363e-05	0.139,0.154,0.212	0.068,0.119,0.084	0.078
639	"FBgn0004227"	"nonA"	chrX	+	16365586	16368526	16365586	16365642	16366903	16368526	639	36,20,16	214,158,208	42,32,36	118,129,145	148	74	6.37320789731e-06	8.70188001363e-05	0.078,0.06,0.037	0.151,0.11,0.11	-0.065
1491	"FBgn0046214"	"vig2"	chr3R	+	25123444	25124115	25123444	25123479	25123631	25124115	1491	782,601,743	4,3,2	696,1167,1170	15,16,20	148	74	9.11900459943e-06	0.00012139674873	0.99,0.99,0.995	0.959,0.973,0.967	0.025
370	"FBgn0035397"	"CG11486"	chr3L	+	3071132	3071307	3071132	3071189	3071256	3071307	370	4,3,6	7,4,8	21,12,11	1,3,3	140	74	9.09068032784e-06	0.00012139674873	0.232,0.284,0.284	0.917,0.679,0.66	-0.485
59	"FBgn0038294"	"Mf"	chr3R	-	15176363	15178489	15176363	15176433	15176538	15178489	59	62,53,80	1,1,2	21,53,41	5,7,5	148	74	1.05374693652e-05	0.00013854820832	0.969,0.964,0.952	0.677,0.791,0.804	0.204
10	"FBgn0262737"	"mub"	chr3L	+	21920902	21921327	21920902	21920987	21921053	21921327	10	76,72,65	4,8,5	36,51,40	0,1,0	139	74	1.10114124574e-05	0.000143014076428	0.91,0.827,0.874	1.0,0.964,1.0	-0.118
1432	"FBgn0033244"	"CG8726"	chr2R	-	7969573	7970176	7969573	7969769	7969868	7970176	1432	33,30,27	167,120,127	21,20,16	199,176,241	148	74	1.23580119545e-05	0.000158569671464	0.09,0.111,0.096	0.05,0.054,0.032	0.054
553	"FBgn0026573"	"ADD1"	chr2R	+	11971724	11973040	11971724	11972148	11972586	11973040	553	69,68,46	45,56,41	45,60,58	14,17,21	148	74	1.28501076847e-05	0.000162921008145	0.434,0.378,0.359	0.616,0.638,0.58	-0.221
1110	"FBgn0033879"	"CG6543"	chr2R	-	13854101	13854331	13854101	13854224	13854297	13854331	1110	49,33,39	264,189,284	39,41,48	89,156,137	146	74	1.30305551673e-05	0.000163265191214	0.086,0.081,0.065	0.182,0.118,0.151	-0.073
1131	"FBgn0032796"	"CG10188"	chr2L	-	19507489	19508764	19507489	19508265	19508351	19508764	1131	21,13,16	0,0,0	34,23,48	3,2,6	148	74	1.47887959741e-05	0.000183140322237	1.0,1.0,1.0	0.85,0.852,0.8	0.166
781	"FBgn0039637"	"CG11880"	chr3R	+	29123415	29124104	29123415	29123499	29123800	29124104	781	108,67,53	1,0,0	54,109,94	5,6,4	148	74	1.58477637449e-05	0.000193998487222	0.982,1.0,1.0	0.844,0.901,0.922	0.105
1303	"FBgn0011290"	"Taf12"	chr3R	-	11678943	11679690	11678943	11679398	11679566	11679690	1303	91,68,85	111,115,114	69,70,93	46,44,78	148	74	1.74158854085e-05	0.000208403572585	0.291,0.228,0.272	0.429,0.443,0.373	-0.151
743	"FBgn0262124"	"uex"	chr2R	-	3942933	3943335	3942933	3943141	3943195	3943335	743	100,70,71	40,22,26	105,148,120	17,16,23	127	74	1.73316373094e-05	0.000208403572585	0.593,0.65,0.614	0.783,0.843,0.752	-0.174
187	"FBgn0263102"	"psq"	chr2R	+	10612736	10613375	10612736	10612931	10612985	10613375	187	229,183,153	5,5,1	128,268,227	14,18,11	127	74	1.82364635199e-05	0.000215798151652	0.964,0.955,0.989	0.842,0.897,0.923	0.082
277	"FBgn0033166"	"Eaf"	chr2R	-	7406205	7407819	7406205	7407060	7407739	7407819	277	21,14,15	26,26,15	60,50,60	33,22,25	148	74	2.06299779878e-05	0.000241438753374	0.288,0.212,0.333	0.476,0.532,0.545	-0.24
501	"FBgn0266848"	"wap"	chrX	-	22454661	22455422	22454661	22455087	22455273	22455422	501	232,138,124	7,10,5	140,187,156	2,1,1	148	74	2.60075448724e-05	0.000301065600969	0.943,0.873,0.925	0.972,0.989,0.987	-0.069
926	"FBgn0002873"	"mud"	chrX	+	14249644	14254288	14249644	14252875	14252935	14254288	926	0,2,0	15,15,12	10,6,6	37,20,20	133	74	2.64429804484e-05	0.000302814776103	0.0,0.069,0.0	0.131,0.143,0.143	-0.116
1224	"FBgn0027561"	"CG18659"	chr2R	-	9124743	9126066	9124743	9125220	9125550	9126066	1224	38,31,31	189,160,207	33,21,31	54,77,72	148	74	2.73456916507e-05	0.00030982086817	0.091,0.088,0.07	0.234,0.12,0.177	-0.094
426	"FBgn0004587"	"B52"	chr3R	+	13662969	13665526	13662969	13663051	13663454	13665526	426	157,159,161	75,54,47	141,214,202	23,39,37	148	74	3.25651447742e-05	0.000365072412469	0.511,0.596,0.631	0.754,0.733,0.732	-0.16
416	"FBgn0028325"	"l(1)G0334"	chrX	+	4702324	4702892	4702324	4702591	4702823	4702892	416	111,83,74	190,164,171	50,56,48	161,192,192	148	74	3.46348714886e-05	0.000384230605577	0.226,0.202,0.178	0.134,0.127,0.111	0.078
1260	"FBgn0020440"	"Fak"	chr2R	-	19436547	19437259	19436547	19436643	19437214	19437259	1260	21,27,14	0,0,1	41,40,56	6,1,9	148	74	3.76004964943e-05	0.000412830193468	1.0,1.0,0.875	0.774,0.952,0.757	0.131
751	"FBgn0034181"	"CG8963"	chr2R	-	17019206	17019522	17019206	17019349	17019432	17019522	751	47,41,48	10,16,14	61,56,69	44,38,61	148	74	3.97408690807e-05	0.000431877811948	0.701,0.562,0.632	0.409,0.424,0.361	0.234
468	"FBgn0259726"	"CG42380"	chr2R	-	21669536	21669916	21669536	21669693	21669754	21669916	468	34,54,41	100,102,87	57,96,54	76,99,63	134	74	4.13602803311e-05	0.000444936349016	0.158,0.226,0.207	0.293,0.349,0.321	-0.124
579	"FBgn0067779"	"dbr"	chr2L	+	67042	67507	67042	67111	67388	67507	579	100,79,51	1,0,1	69,86,108	9,3,4	148	74	4.40988009982e-05	0.000469652230631	0.98,1.0,0.962	0.793,0.935,0.931	0.094
738	"FBgn0262732"	"mbf1"	chr3L	+	16574644	16574976	16574644	16574752	16574852	16574976	738	225,161,173	683,392,508	200,221,215	349,381,423	148	74	4.60788333806e-05	0.000485880767825	0.141,0.17,0.146	0.223,0.225,0.203	-0.065
1512	"FBgn0261673"	"nemy"	chr2R	-	12664984	12665799	12664984	12665232	12665699	12665799	1512	171,174,118	54,29,31	197,166,254	18,26,20	148	74	5.10028981161e-05	0.000532530259742	0.613,0.75,0.656	0.845,0.761,0.864	-0.15
203	"FBgn0015790"	"Rab11"	chr3R	+	21111407	21111855	21111407	21111466	21111654	21111855	203	308,268,295	509,352,465	401,358,382	756,934,899	148	74	5.2204369263e-05	0.000535580252654	0.232,0.276,0.241	0.21,0.161,0.175	0.068
577	"FBgn0004919"	"gol"	chr2R	-	25072626	25073589	25072626	25073214	25073277	25073589	577	7,10,7	18,9,17	0,0,1	4,2,3	136	74	5.23007946254e-05	0.000535580252654	0.175,0.377,0.183	0.0,0.0,0.154	0.194
293	"FBgn0031637"	"mxt"	chr2L	-	4844168	4844646	4844168	4844242	4844308	4844646	293	102,96,91	4,7,3	58,77,46	0,0,0	139	74	5.44961961327e-05	0.000552747132203	0.931,0.88,0.942	1.0,1.0,1.0	-0.082
240	"FBgn0034963"	"Not11"	chr2R	-	24036719	24037140	24036719	24036914	24036974	24037140	240	50,22,66	123,87,120	55,43,43	48,57,55	133	74	5.76047078391e-05	0.000578764281591	0.184,0.123,0.234	0.389,0.296,0.303	-0.149
105	"FBgn0031948"	"CG7149"	chr2L	-	7786159	7787031	7786159	7786424	7786700	7787031	105	46,18,43	0,2,7	23,29,28	0,0,0	148	74	6.57969872626e-05	0.000648831402173	1.0,0.818,0.754	1.0,1.0,1.0	-0.143
