ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
3351	FBgn0032077	CG9515	chr2L	-	8942508	8942655	8942109	8942452	8942826	8943071	3351	189,253,205	5,13,3	203,103,75	51,28,20	148	74	0.0	0.0	0.95,0.907,0.972	0.666,0.648,0.652	0.288	0.95	0.907	0.972	0.666	0.648	0.652	chr2L:-:8942109-8942452:8942508-8942655:8942826-8943071	194,266,208	254,131,95	pass
3353	FBgn0051363	Jupiter	chr3R	-	11593321	11593354	11592366	11592624	11593632	11593766	3353	5,14,5	1722,2233,1649	211,171,145	2496,1558,1535	106	74	0.0	0.0	0.002,0.004,0.002	0.056,0.071,0.062	-0.06	0.002	0.004	0.002	0.056	0.071	0.062	chr3R:-:11592366-11592624:11593321-11593354:11593632-11593766	1727,2247,1654	2707,1729,1680	pass
390	FBgn0004907	14-3-3zeta	chr2R	+	10105940	10106104	10105701	10105825	10107466	10108474	390	978,1352,964	1,0,0	1489,658,738	39,28,22	148	74	0.0	0.0	0.998,1.0,1.0	0.95,0.922,0.944	0.061	0.998	1.0	1.0	0.95	0.922	0.944	chr2R:+:10105701-10105825:10105940-10106104:10107466-10108474	979,1352,964	1528,686,760	pass
4008	FBgn0015218	eIF-4E	chr3L	-	9401039	9401606	9400582	9400953	9402279	9402460	4008	855,962,779	120,177,132	757,588,515	576,422,361	148	74	0.0	0.0	0.781,0.731,0.747	0.397,0.411,0.416	0.345	0.781	0.731	0.747	0.397	0.411	0.416	chr3L:-:9400582-9400953:9401039-9401606:9402279-9402460	975,1139,911	1333,1010,876	pass
4010	FBgn0015218	eIF-4E	chr3L	-	9401039	9401367	9400582	9400953	9402279	9402460	4010	1044,1219,971	120,177,132	1067,826,730	576,422,361	148	74	0.0	0.0	0.813,0.775,0.786	0.481,0.495,0.503	0.298	0.813	0.775	0.786	0.481	0.495	0.503	chr3L:-:9400582-9400953:9401039-9401367:9402279-9402460	1164,1396,1103	1643,1248,1091	pass
4469	FBgn0033844	bbc	chr2R	-	13488916	13489048	13487973	13488132	13491434	13491593	4469	44,42,48	144,148,82	172,48,55	58,17,17	148	74	0.0	0.0	0.133,0.124,0.226	0.597,0.585,0.618	-0.439	0.133	0.124	0.226	0.597	0.585	0.618	chr2R:-:13487973-13488132:13488916-13489048:13491434-13491593	188,190,130	230,65,72	pass
4912	FBgn0002183	dre4	chr3L	-	1872353	1872470	1871573	1871917	1872581	1872735	4912	436,619,415	243,347,313	279,184,197	587,463,427	148	74	0.0	0.0	0.473,0.471,0.399	0.192,0.166,0.187	0.266	0.473	0.471	0.399	0.192	0.166	0.187	chr3L:-:1871573-1871917:1872353-1872470:1872581-1872735	679,966,728	866,647,624	pass
5032	FBgn0037728	CG16817	chr3R	+	9678561	9678648	9677926	9678086	9678719	9678976	5032	1315,1886,1415	2,1,1	3314,1469,1467	79,39,33	148	74	0.0	0.0	0.997,0.999,0.999	0.954,0.95,0.957	0.045	0.997	0.999	0.999	0.954	0.95	0.957	chr3R:+:9677926-9678086:9678561-9678648:9678719-9678976	1317,1887,1416	3393,1508,1500	pass
5162	FBgn0020309	crol	chr2L	-	11797828	11798041	11794326	11797741	11798664	11799150	5162	509,704,435	23,25,12	1091,462,400	211,134,120	148	74	0.0	0.0	0.917,0.934,0.948	0.721,0.633,0.625	0.273	0.917	0.934	0.948	0.721	0.633	0.625	chr2L:-:11794326-11797741:11797828-11798041:11798664-11799150	532,729,447	1302,596,520	pass
5358	FBgn0083124	Uhg4	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	5358	300,464,405	0,0,2	596,714,303	73,64,45	125	74	0.0	0.0	1.0,1.0,0.992	0.829,0.868,0.799	0.165	1.0	1.0	0.992	0.829	0.868	0.799	chr2R:+:9095272-9095339:9095577-9095629:9095897-9095958	300,464,407	669,778,348	pass
5569	FBgn0020503	CLIP-190	chr2L	+	17401518	17401581	17401112	17401290	17402374	17402485	5569	65,75,38	0,0,0	74,37,37	22,12,14	136	74	0.0	0.0	1.0,1.0,1.0	0.647,0.627,0.59	0.379	1.0	1.0	1.0	0.647	0.627	0.59	chr2L:+:17401112-17401290:17401518-17401581:17402374-17402485	65,75,38	96,49,51	pass
5578	FBgn0020503	CLIP-190	chr2L	+	17401515	17401581	17401112	17401290	17402374	17402485	5578	74,68,48	0,0,0	78,43,40	22,12,14	139	74	0.0	0.0	1.0,1.0,1.0	0.654,0.656,0.603	0.362	1.0	1.0	1.0	0.654	0.656	0.603	chr2L:+:17401112-17401290:17401515-17401581:17402374-17402485	74,68,48	100,55,54	pass
5741	FBgn0016917	Stat92E	chr3R	-	20541679	20542092	20540522	20541553	20550720	20551107	5741	132,226,154	325,434,264	438,247,231	291,177,181	148	74	0.0	0.0	0.169,0.207,0.226	0.429,0.411,0.39	-0.209	0.169	0.207	0.226	0.429	0.411	0.39	chr3R:-:20540522-20541553:20541679-20542092:20550720-20551107	457,660,418	729,424,412	pass
5811	FBgn0033463	CG1513	chr2R	-	9884084	9884206	9883896	9884002	9884621	9884708	5811	509,615,489	9,11,10	465,455,488	88,79,118	148	74	0.0	0.0	0.966,0.965,0.961	0.725,0.742,0.674	0.25	0.966	0.965	0.961	0.725	0.742	0.674	chr2R:-:9883896-9884002:9884084-9884206:9884621-9884708	518,626,499	553,534,606	pass
5940	FBgn0011361	mtacp1	chr3L	+	1330862	1330949	1330130	1330290	1331041	1331170	5940	416,478,411	748,877,710	854,337,298	462,211,152	148	74	0.0	0.0	0.218,0.214,0.224	0.48,0.444,0.495	-0.254	0.218	0.214	0.224	0.48	0.444	0.495	chr3L:+:1330130-1330290:1330862-1330949:1331041-1331170	1164,1355,1121	1316,548,450	pass
6113	FBgn0003261	Rm62	chr3R	-	6005205	6005297	6004016	6005126	6008036	6008573	6113	85,103,64	219,338,223	105,69,115	1086,631,1044	148	74	0.0	0.0	0.163,0.132,0.125	0.046,0.052,0.052	0.09	0.163	0.132	0.125	0.046	0.052	0.052	chr3R:-:6004016-6005126:6005205-6005297:6008036-6008573	304,441,287	1191,700,1159	pass
67	FBgn0037788	CG3940	chr3R	+	10118283	10118442	10117608	10117680	10118513	10120081	67	784,1040,866	21,27,18	317,197,124	51,26,21	148	74	0.0	0.0	0.949,0.951,0.96	0.757,0.791,0.747	0.188	0.949	0.951	0.96	0.757	0.791	0.747	chr3R:+:10117608-10117680:10118283-10118442:10118513-10120081	805,1067,884	368,223,145	pass
811	FBgn0267795	CG32138	chr3L	+	14069085	14069396	14068807	14068927	14069891	14070369	811	195,176,165	172,222,135	80,46,58	324,196,214	148	74	0.0	0.0	0.362,0.284,0.379	0.11,0.105,0.119	0.23	0.362	0.284	0.379	0.11	0.105	0.119	chr3L:+:14068807-14068927:14069085-14069396:14069891-14070369	367,398,300	404,242,272	pass
911	FBgn0030052	CG12065	chrX	+	8586551	8586608	8585985	8586245	8587257	8587525	911	79,116,80	674,898,748	297,159,171	819,464,417	130	74	0.0	0.0	0.063,0.068,0.057	0.171,0.163,0.189	-0.112	0.063	0.068	0.057	0.171	0.163	0.189	chrX:+:8585985-8586245:8586551-8586608:8587257-8587525	753,1014,828	1116,623,588	pass
914	FBgn0030052	CG12065	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	914	4,10,2	340,425,360	47,35,15	499,153,171	148	74	0.0	0.0	0.006,0.012,0.003	0.045,0.103,0.042	-0.056	0.006	0.012	0.003	0.045	0.103	0.042	chrX:+:8584455-8584575:8584842-8584923:8585809-8585918	344,435,362	546,188,186	pass
955	FBgn0020660	eIF-4B	chr3L	-	27847424	27847485	27844504	27844604	27856783	27857935	955	369,611,441	29,44,32	643,782,936	205,214,335	134	74	0.0	0.0	0.875,0.885,0.884	0.634,0.669,0.607	0.245	0.875	0.885	0.884	0.634	0.669	0.607	chr3L:-:27844504-27844604:27847424-27847485:27856783-27857935	398,655,473	848,996,1271	pass
1045	FBgn0036239	Pop2	chr3L	-	12001726	12001865	12000749	12001090	12002585	12002915	1045	1,3,1	63,104,61	50,38,30	175,114,122	148	74	2.22044604925e-16	2.73379202873e-14	0.008,0.014,0.008	0.125,0.143,0.109	-0.116	0.008	0.014	0.008	0.125	0.143	0.109	chr3L:-:12000749-12001090:12001726-12001865:12002585-12002915	64,107,62	225,152,152	pass
4235	FBgn0013576	mtd	chr3R	-	5291989	5292079	5274965	5275087	5292639	5292841	4235	0,0,2	273,268,177	16,21,16	169,116,109	148	74	3.33066907388e-16	3.91429313205e-14	0.0,0.0,0.006	0.045,0.083,0.068	-0.063	0.0	0.0	0.006	0.045	0.083	0.068	chr3R:-:5274965-5275087:5291989-5292079:5292639-5292841	273,268,179	185,137,125	pass
5669	FBgn0005278	Sam-S	chr2L	+	111906	112019	110754	110877	112689	113369	5669	1402,1714,1344	16,19,18	1597,1043,974	69,59,40	148	74	3.33066907388e-16	3.91429313205e-14	0.978,0.978,0.974	0.92,0.898,0.924	0.063	0.978	0.978	0.974	0.92	0.898	0.924	chr2L:+:110754-110877:111906-112019:112689-113369	1418,1733,1362	1666,1102,1014	pass
4960	FBgn0010905	Spn	chr3L	-	2512148	2512157	2511162	2511763	2512294	2512472	4960	3,1,2	0,0,0	0,0,0	7,6,9	82	74	9.99200722163e-16	1.14819265207e-13	1.0,1.0,1.0	0.0,0.0,0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	chr3L:-:2511162-2511763:2512148-2512157:2512294-2512472	3,1,2	7,6,9	fail
1120	FBgn0265434	zip	chr2R	-	24998277	24998301	24997208	24997301	25000038	25000160	1120	478,584,438	4,2,3	740,417,325	43,23,17	97	74	2.10942374679e-15	2.32081493503e-13	0.989,0.996,0.991	0.929,0.933,0.936	0.059	0.989	0.996	0.991	0.929	0.933	0.936	chr2R:-:24997208-24997301:24998277-24998301:25000038-25000160	482,586,441	783,440,342	pass
345	FBgn0014141	cher	chr3R	-	17109707	17109722	17108747	17108839	17110213	17110549	345	0,0,0	117,178,106	44,10,11	341,80,93	88	74	2.10942374679e-15	2.32081493503e-13	0.0,0.0,0.0	0.098,0.095,0.09	-0.094	0.0	0.0	0.0	0.098	0.095	0.09	chr3R:-:17108747-17108839:17109707-17109722:17110213-17110549	117,178,106	385,90,104	pass
1044	FBgn0036239	Pop2	chr3L	-	12001726	12001931	12000749	12001090	12002585	12002915	1044	1,3,1	63,104,61	48,37,25	175,114,122	148	74	2.6645352591e-15	2.81190037241e-13	0.008,0.014,0.008	0.121,0.14,0.093	-0.108	0.008	0.014	0.008	0.121	0.14	0.093	chr3L:-:12000749-12001090:12001726-12001931:12002585-12002915	64,107,62	223,151,147	pass
3343	FBgn0037262	MED31	chr3R	+	4642288	4642428	4641962	4642008	4642568	4642658	3343	74,117,93	0,2,1	203,116,186	46,28,22	148	74	2.6645352591e-15	2.81190037241e-13	1.0,0.967,0.979	0.688,0.674,0.809	0.258	1.0	0.967	0.979	0.688	0.674	0.809	chr3R:+:4641962-4642008:4642288-4642428:4642568-4642658	74,119,94	249,144,208	pass
2844	FBgn0263391	hts	chr2R	-	19406019	19406088	19399025	19399093	19407840	19407912	2844	214,258,167	92,92,76	244,151,175	247,153,215	142	74	3.5527136788e-15	3.67421648661e-13	0.548,0.594,0.534	0.34,0.34,0.298	0.233	0.548	0.594	0.534	0.34	0.34	0.298	chr2R:-:19399025-19399093:19406019-19406088:19407840-19407912	306,350,243	491,304,390	pass
3344	FBgn0037262	MED31	chr3R	+	4642283	4642428	4641962	4642008	4642568	4642658	3344	95,150,123	0,2,1	317,152,260	46,28,22	148	74	1.11022302463e-14	1.12567907066e-12	1.0,0.974,0.984	0.775,0.731,0.855	0.199	1.0	0.974	0.984	0.775	0.731	0.855	chr3R:+:4641962-4642008:4642283-4642428:4642568-4642658	95,152,124	363,180,282	pass
274	FBgn0034184	CG9646	chr2R	+	17051821	17053144	17050716	17051164	17053268	17053418	274	154,197,172	19,26,22	173,131,100	84,54,51	148	74	1.9206858326e-14	1.89560107652e-12	0.802,0.791,0.796	0.507,0.548,0.495	0.28	0.802	0.791	0.796	0.507	0.548	0.495	chr2R:+:17050716-17051164:17051821-17053144:17053268-17053418	173,223,194	257,185,151	pass
4243	FBgn0032005	Snx6	chr2L	-	8218853	8218871	8218569	8218679	8219115	8219298	4243	42,66,45	185,226,184	23,5,4	279,162,116	91	74	1.94289029309e-14	1.89560107652e-12	0.156,0.192,0.166	0.063,0.024,0.027	0.133	0.156	0.192	0.166	0.063	0.024	0.027	chr2L:-:8218569-8218679:8218853-8218871:8219115-8219298	227,292,229	302,167,120	pass
3664	FBgn0259228	C3G	chrX	-	6787095	6787266	6786155	6786812	6787350	6787520	3664	77,76,53	2,0,1	73,56,48	13,20,23	148	74	4.65183447318e-14	4.45456223348e-12	0.951,1.0,0.964	0.737,0.583,0.511	0.361	0.951	1.0	0.964	0.737	0.583	0.511	chrX:-:6786155-6786812:6787095-6787266:6787350-6787520	79,76,54	86,76,71	pass
3792	FBgn0041210	HDAC4	chrX	-	13282165	13282229	13276434	13276547	13285202	13285632	3792	115,114,90	0,0,1	153,134,134	13,25,16	137	74	6.28386231938e-14	5.90797310064e-12	1.0,1.0,0.98	0.864,0.743,0.819	0.185	1.0	1.0	0.98	0.864	0.743	0.819	chrX:-:13276434-13276547:13282165-13282229:13285202-13285632	115,114,91	166,159,150	pass
919	FBgn0000259	CkIIbeta	chrX	+	11795104	11795186	11794818	11795008	11795600	11795887	919	456,660,495	21,20,22	712,416,423	75,54,74	148	74	6.5281113848e-14	6.02801142336e-12	0.916,0.943,0.918	0.826,0.794,0.741	0.139	0.916	0.943	0.918	0.826	0.794	0.741	chrX:+:11794818-11795008:11795104-11795186:11795600-11795887	477,680,517	787,470,497	pass
3667	FBgn0259228	C3G	chrX	-	6787095	6787248	6786155	6786812	6787350	6787520	3667	117,100,74	2,0,1	122,86,93	13,20,23	148	74	9.74775815621e-14	8.84309779399e-12	0.967,1.0,0.974	0.824,0.683,0.669	0.255	0.967	1.0	0.974	0.824	0.683	0.669	chrX:-:6786155-6786812:6787095-6787248:6787350-6787520	119,100,75	135,106,116	pass
2260	FBgn0261113	Xrp1	chr3R	+	18920412	18921319	18919422	18919512	18925077	18925796	2260	1721,2123,1407	49,50,31	3408,1941,1820	176,126,139	148	74	1.32782673745e-13	1.18382621713e-11	0.946,0.955,0.958	0.906,0.885,0.867	0.067	0.946	0.955	0.958	0.906	0.885	0.867	chr3R:+:18919422-18919512:18920412-18921319:18925077-18925796	1770,2173,1438	3584,2067,1959	pass
3222	FBgn0260794	ctrip	chr3R	-	4796488	4797697	4793217	4795064	4799691	4800678	3222	13,6,11	43,28,24	74,94,91	48,62,49	148	74	6.05737682235e-13	5.30893144888e-11	0.131,0.097,0.186	0.435,0.431,0.481	-0.311	0.131	0.097	0.186	0.435	0.431	0.481	chr3R:-:4793217-4795064:4796488-4797697:4799691-4800678	56,34,35	122,156,140	pass
4844	FBgn0259984	kuz	chr2L	+	13558799	13558832	13551141	13551666	13609790	13609987	4844	409,523,381	1,3,1	499,511,293	30,17,14	106	74	6.24722495957e-13	5.38406671099e-11	0.997,0.992,0.996	0.921,0.955,0.936	0.058	0.997	0.992	0.996	0.921	0.955	0.936	chr2L:+:13551141-13551666:13558799-13558832:13609790-13609987	410,526,382	529,528,307	pass
5579	FBgn0027932	Akap200	chr2L	+	8428319	8429462	8427614	8428067	8430280	8430977	5579	899,1116,853	1014,1327,1002	1147,622,864	2456,1442,1865	148	74	7.49622586227e-13	6.35458753013e-11	0.307,0.296,0.299	0.189,0.177,0.188	0.116	0.307	0.296	0.299	0.189	0.177	0.188	chr2L:+:8427614-8428067:8428319-8429462:8430280-8430977	1913,2443,1855	3603,2064,2729	pass
628	FBgn0266758	Esyt2	chr3R	+	24549684	24549764	24549013	24549139	24551328	24551812	628	137,171,137	6,1,4	402,309,210	68,42,30	148	74	1.01840758049e-12	8.49384773986e-11	0.919,0.988,0.945	0.747,0.786,0.778	0.18	0.919	0.988	0.945	0.747	0.786	0.778	chr3R:+:24549013-24549139:24549684-24549764:24551328-24551812	143,172,141	470,351,240	pass
1574	FBgn0050020	CG30020	chr2R	+	10888282	10888396	10888075	10888225	10888470	10888821	1574	62,112,88	3,3,2	136,110,65	30,33,15	148	74	1.36357591884e-12	1.11921445656e-10	0.912,0.949,0.957	0.694,0.625,0.684	0.272	0.912	0.949	0.957	0.694	0.625	0.684	chr2R:+:10888075-10888225:10888282-10888396:10888470-10888821	65,115,90	166,143,80	pass
4407	FBgn0039467	CG14253	chr3R	+	26981513	26981751	26980517	26980702	26983962	26984217	4407	487,628,490	3,6,6	574,899,472	31,43,25	148	74	1.39044331604e-12	1.12343474801e-10	0.988,0.981,0.976	0.903,0.913,0.904	0.075	0.988	0.981	0.976	0.903	0.913	0.904	chr3R:+:26980517-26980702:26981513-26981751:26983962-26984217	490,634,496	605,942,497	pass
2756	FBgn0039969	Fis1	chr2R	-	5604582	5604650	5604467	5604516	5604709	5604834	2756	744,1245,1132	24,55,38	1381,1591,721	156,136,62	141	74	1.58617563528e-12	1.26186372462e-10	0.942,0.922,0.94	0.823,0.86,0.859	0.087	0.942	0.922	0.94	0.823	0.86	0.859	chr2R:-:5604467-5604516:5604582-5604650:5604709-5604834	768,1300,1170	1537,1727,783	pass
1963	FBgn0003495	spz	chr3R	-	27067357	27067495	27067121	27067199	27069143	27070070	1963	337,521,423	290,409,330	600,449,450	232,176,116	148	74	1.87527771089e-12	1.46925167318e-10	0.368,0.389,0.391	0.564,0.561,0.66	-0.212	0.368	0.389	0.391	0.564	0.561	0.66	chr3R:-:27067121-27067199:27067357-27067495:27069143-27070070	627,930,753	832,625,566	pass
5599	FBgn0032196	CG5708	chr2L	-	10225873	10225965	10225503	10225811	10226664	10226808	5599	230,251,248	15,26,23	223,292,124	61,96,28	148	74	4.21718215904e-12	3.25478342454e-10	0.885,0.828,0.844	0.646,0.603,0.689	0.206	0.885	0.828	0.844	0.646	0.603	0.689	chr2L:-:10225503-10225811:10225873-10225965:10226664-10226808	245,277,271	284,388,152	pass
2732	FBgn0013749	Arf102F	chr4	+	1124435	1124698	1124166	1124331	1124767	1124893	2732	1254,1888,1683	1,11,2	2224,1733,1259	51,36,9	148	74	6.03983529857e-12	4.59293946013e-10	0.998,0.988,0.998	0.956,0.96,0.986	0.027	0.998	0.988	0.998	0.956	0.96	0.986	chr4:+:1124166-1124331:1124435-1124698:1124767-1124893	1255,1899,1685	2275,1769,1268	pass
5159	FBgn0020309	crol	chr2L	-	11806047	11806157	11803784	11803898	11808013	11808972	5159	373,488,306	6,8,2	842,427,547	58,27,34	148	74	1.56726853717e-11	1.17454284141e-09	0.969,0.968,0.987	0.879,0.888,0.889	0.089	0.969	0.968	0.987	0.879	0.888	0.889	chr2L:-:11803784-11803898:11806047-11806157:11808013-11808972	379,496,308	900,454,581	pass
5160	FBgn0020309	crol	chr2L	-	11806047	11806157	11803784	11803898	11809125	11809438	5160	441,618,407	25,36,19	996,682,816	107,120,132	148	74	2.51134668616e-11	1.82903855129e-09	0.898,0.896,0.915	0.823,0.74,0.756	0.13	0.898	0.896	0.915	0.823	0.74	0.756	chr2L:-:11803784-11803898:11806047-11806157:11809125-11809438	466,654,426	1103,802,948	pass
5386	FBgn0261556	CG42674	chr3L	-	20156679	20157222	20155900	20155998	20158479	20158668	5386	0,0,0	121,107,65	14,8,4	77,21,25	148	74	2.48003839687e-11	1.82903855129e-09	0.0,0.0,0.0	0.083,0.16,0.074	-0.106	0.0	0.0	0.0	0.083	0.16	0.074	chr3L:-:20155900-20155998:20156679-20157222:20158479-20158668	121,107,65	91,29,29	pass
