ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
2263	FBgn0261113	Xrp1	chr3R	+	18919422	18919512	18918259	18918625	18925077	18925796	2263	796,953,703	7,5,3	1663,980,815	68,52,36	164	74	0.0	0.0	0.981,0.989,0.991	0.917,0.895,0.911	0.079	0.981	0.989	0.991	0.917	0.895	0.911	chr3R:+:18918259-18918625:18919422-18919512:18925077-18925796	803,958,706	1731,1032,851	pass
2284	FBgn0264693	ens	chr3L	-	4128307	4128973	4126988	4127162	4129650	4129791	2284	129,151,98	97,100,79	601,199,226	123,55,42	740	74	0.0	0.0	0.117,0.131,0.11	0.328,0.266,0.35	-0.195	0.117	0.131	0.11	0.328	0.266	0.35	chr3L:-:4126988-4127162:4128307-4128973:4129650-4129791	226,251,177	724,254,268	pass
2293	FBgn0264693	ens	chr3L	-	4130388	4130643	4129650	4129791	4131120	4131236	2293	16,31,10	155,159,129	164,63,81	202,96,86	329	74	0.0	0.0	0.023,0.042,0.017	0.154,0.129,0.175	-0.125	0.023	0.042	0.017	0.154	0.129	0.175	chr3L:-:4129650-4129791:4130388-4130643:4131120-4131236	171,190,139	366,159,167	pass
2387	FBgn0260462	CG12163	chr3R	-	5243837	5244254	5239491	5239619	5251423	5251745	2387	327,411,350	418,435,365	111,48,56	692,508,617	491	74	0.0	0.0	0.105,0.125,0.126	0.024,0.014,0.013	0.102	0.105	0.125	0.126	0.024	0.014	0.013	chr3R:-:5239491-5239619:5243837-5244254:5251423-5251745	745,846,715	803,556,673	pass
2776	FBgn0264953	Piezo	chr2L	+	8181983	8182049	8179871	8180029	8182304	8182450	2776	199,294,183	0,0,0	297,191,139	37,23,14	140	74	0.0	0.0	1.0,1.0,1.0	0.809,0.814,0.84	0.179	1.0	1.0	1.0	0.809	0.814	0.84	chr2L:+:8179871-8180029:8181983-8182049:8182304-8182450	199,294,183	334,214,153	pass
2855	FBgn0015286	Rala	chrX	-	3707367	3707491	3704983	3706251	3708743	3708918	2855	1242,1531,1216	36,43,24	1615,1213,1011	316,228,242	198	74	0.0	0.0	0.928,0.93,0.95	0.656,0.665,0.61	0.292	0.928	0.93	0.95	0.656	0.665	0.61	chrX:-:3704983-3706251:3707367-3707491:3708743-3708918	1278,1574,1240	1931,1441,1253	pass
2876	FBgn0014133	bif	chrX	+	11687461	11687635	11681717	11684254	11689200	11689543	2876	1047,1338,956	2,2,5	1181,419,381	37,18,15	248	74	0.0	0.0	0.994,0.995,0.983	0.905,0.874,0.883	0.103	0.994	0.995	0.983	0.905	0.874	0.883	chrX:+:11681717-11684254:11687461-11687635:11689200-11689543	1049,1340,961	1218,437,396	pass
305	FBgn0020279	lig	chr2R	+	8073366	8073471	8073126	8073234	8073599	8073700	305	1248,1527,1116	1,9,3	2361,1169,1162	111,57,67	179	74	0.0	0.0	0.998,0.986,0.994	0.898,0.894,0.878	0.103	0.998	0.986	0.994	0.898	0.894	0.878	chr2R:+:8073126-8073234:8073366-8073471:8073599-8073700	1249,1536,1119	2472,1226,1229	pass
328	FBgn0266694	CR45184	chr3L	-	827645	827697	827422	827469	827876	829851	328	226,369,321	0,0,1	202,81,78	23,16,9	126	74	0.0	0.0	1.0,1.0,0.995	0.838,0.748,0.836	0.191	1.0	1.0	0.995	0.838	0.748	0.836	chr3L:-:827422-827469:827645-827697:827876-829851	226,369,322	225,97,87	pass
3351	FBgn0032077	CG9515	chr2L	-	8942508	8942655	8942109	8942452	8942826	8943071	3351	284,363,311	5,13,3	316,164,122	51,28,20	221	74	0.0	0.0	0.95,0.903,0.972	0.675,0.662,0.671	0.272	0.95	0.903	0.972	0.675	0.662	0.671	chr2L:-:8942109-8942452:8942508-8942655:8942826-8943071	289,376,314	367,192,142	pass
3353	FBgn0051363	Jupiter	chr3R	-	11593321	11593354	11592366	11592624	11593632	11593766	3353	5,14,5	1722,2233,1649	211,171,145	2496,1558,1535	107	74	0.0	0.0	0.002,0.004,0.002	0.055,0.071,0.061	-0.06	0.002	0.004	0.002	0.055	0.071	0.061	chr3R:-:11592366-11592624:11593321-11593354:11593632-11593766	1727,2247,1654	2707,1729,1680	pass
390	FBgn0004907	14-3-3zeta	chr2R	+	10105940	10106104	10105701	10105825	10107466	10108474	390	1381,1841,1345	1,0,0	2352,1037,1206	39,28,22	238	74	0.0	0.0	0.998,1.0,1.0	0.949,0.92,0.945	0.061	0.998	1.0	1.0	0.949	0.92	0.945	chr2R:+:10105701-10105825:10105940-10106104:10107466-10108474	1382,1841,1345	2391,1065,1228	pass
4008	FBgn0015218	eIF-4E	chr3L	-	9401039	9401606	9400582	9400953	9402279	9402460	4008	3666,5071,3707	120,177,132	4556,3551,4154	576,422,361	641	74	0.0	0.0	0.779,0.768,0.764	0.477,0.493,0.571	0.257	0.779	0.768	0.764	0.477	0.493	0.571	chr3L:-:9400582-9400953:9401039-9401606:9402279-9402460	3786,5248,3839	5132,3973,4515	pass
4010	FBgn0015218	eIF-4E	chr3L	-	9401039	9401367	9400582	9400953	9402279	9402460	4010	3193,4473,3251	120,177,132	3997,3203,3843	576,422,361	402	74	0.0	0.0	0.83,0.823,0.819	0.561,0.583,0.662	0.222	0.83	0.823	0.819	0.561	0.583	0.662	chr3L:-:9400582-9400953:9401039-9401367:9402279-9402460	3313,4650,3383	4573,3625,4204	pass
4235	FBgn0013576	mtd	chr3R	-	5291989	5292079	5274965	5275087	5292639	5292841	4235	0,1,2	273,268,177	21,29,24	169,116,109	164	74	0.0	0.0	0.0,0.002,0.005	0.053,0.101,0.09	-0.079	0.0	0.002	0.005	0.053	0.101	0.09	chr3R:-:5274965-5275087:5291989-5292079:5292639-5292841	273,269,179	190,145,133	pass
4468	FBgn0033844	bbc	chr2R	-	13489741	13489873	13487973	13488132	13491434	13491593	4468	104,156,120	144,148,82	241,104,91	58,17,17	206	74	0.0	0.0	0.206,0.275,0.345	0.599,0.687,0.658	-0.373	0.206	0.275	0.345	0.599	0.687	0.658	chr2R:-:13487973-13488132:13489741-13489873:13491434-13491593	248,304,202	299,121,108	pass
4469	FBgn0033844	bbc	chr2R	-	13488916	13489048	13487973	13488132	13491434	13491593	4469	120,111,116	144,148,82	391,161,143	58,17,17	206	74	0.0	0.0	0.23,0.212,0.337	0.708,0.773,0.751	-0.484	0.23	0.212	0.337	0.708	0.773	0.751	chr2R:-:13487973-13488132:13488916-13489048:13491434-13491593	264,259,198	449,178,160	pass
4534	FBgn0033699	RpS11	chr2R	-	12200427	12200550	12199833	12200039	12200774	12200815	4534	33,39,28	1,0,1	67,34,36	350,45,68	197	74	0.0	0.0	0.925,1.0,0.913	0.067,0.221,0.166	0.795	0.925	1.0	0.913	0.067	0.221	0.166	chr2R:-:12199833-12200039:12200427-12200550:12200774-12200815	34,39,29	417,79,104	pass
4912	FBgn0002183	dre4	chr3L	-	1872353	1872470	1871573	1871917	1872581	1872735	4912	582,800,557	243,347,313	395,223,240	587,463,427	191	74	0.0	0.0	0.481,0.472,0.408	0.207,0.157,0.179	0.273	0.481	0.472	0.408	0.207	0.157	0.179	chr3L:-:1871573-1871917:1872353-1872470:1872581-1872735	825,1147,870	982,686,667	pass
5032	FBgn0037728	CG16817	chr3R	+	9678561	9678648	9677926	9678086	9678719	9678976	5032	1498,2145,1628	2,1,1	3751,1605,1588	79,39,33	161	74	0.0	0.0	0.997,0.999,0.999	0.956,0.95,0.957	0.044	0.997	0.999	0.999	0.956	0.95	0.957	chr3R:+:9677926-9678086:9678561-9678648:9678719-9678976	1500,2146,1629	3830,1644,1621	pass
5125	FBgn0082582	tmod	chr3R	+	30576597	30576818	30572924	30573072	30577178	30577558	5125	30,57,19	771,779,622	208,170,196	931,516,588	295	74	0.0	0.0	0.01,0.018,0.008	0.053,0.076,0.077	-0.057	0.01	0.018	0.008	0.053	0.076	0.077	chr3R:+:30572924-30573072:30576597-30576818:30577178-30577558	801,836,641	1139,686,784	pass
5129	FBgn0082582	tmod	chr3R	+	30575431	30575948	30572924	30573072	30577178	30577558	5129	99,150,102	771,779,622	384,323,247	931,516,588	591	74	0.0	0.0	0.016,0.024,0.02	0.049,0.073,0.05	-0.037	0.016	0.024	0.02	0.049	0.073	0.05	chr3R:+:30572924-30573072:30575431-30575948:30577178-30577558	870,929,724	1315,839,835	pass
5162	FBgn0020309	crol	chr2L	-	11797828	11798041	11794326	11797741	11798664	11799150	5162	1355,1559,1088	23,25,12	2010,919,770	211,134,120	287	74	0.0	0.0	0.938,0.941,0.959	0.711,0.639,0.623	0.288	0.938	0.941	0.959	0.711	0.639	0.623	chr2L:-:11794326-11797741:11797828-11798041:11798664-11799150	1378,1584,1100	2221,1053,890	pass
5358	FBgn0083124	Uhg4	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	5358	300,464,405	0,0,2	596,714,303	73,64,45	126	74	0.0	0.0	1.0,1.0,0.992	0.827,0.868,0.798	0.166	1.0	1.0	0.992	0.827	0.868	0.798	chr2R:+:9095272-9095339:9095577-9095629:9095897-9095958	300,464,407	669,778,348	pass
5386	FBgn0261556	CG42674	chr3L	-	20156679	20157222	20155900	20155998	20158479	20158668	5386	8,6,6	121,107,65	59,24,16	77,21,25	617	74	0.0	0.0	0.008,0.007,0.011	0.084,0.121,0.071	-0.083	0.008	0.007	0.011	0.084	0.121	0.071	chr3L:-:20155900-20155998:20156679-20157222:20158479-20158668	129,113,71	136,45,41	pass
5569	FBgn0020503	CLIP-190	chr2L	+	17401518	17401581	17401112	17401290	17402374	17402485	5569	65,75,38	0,0,0	74,37,37	22,12,14	137	74	0.0	0.0	1.0,1.0,1.0	0.645,0.625,0.588	0.381	1.0	1.0	1.0	0.645	0.625	0.588	chr2L:+:17401112-17401290:17401518-17401581:17402374-17402485	65,75,38	96,49,51	pass
5578	FBgn0020503	CLIP-190	chr2L	+	17401515	17401581	17401112	17401290	17402374	17402485	5578	74,68,48	0,0,0	78,43,40	22,12,14	140	74	0.0	0.0	1.0,1.0,1.0	0.652,0.654,0.602	0.364	1.0	1.0	1.0	0.652	0.654	0.602	chr2L:+:17401112-17401290:17401515-17401581:17402374-17402485	74,68,48	100,55,54	pass
5669	FBgn0005278	Sam-S	chr2L	+	111906	112019	110754	110877	112689	113369	5669	1785,2213,1689	16,19,18	1978,1236,1202	69,59,40	187	74	0.0	0.0	0.978,0.979,0.974	0.919,0.892,0.922	0.066	0.978	0.979	0.974	0.919	0.892	0.922	chr2L:+:110754-110877:111906-112019:112689-113369	1801,2232,1707	2047,1295,1242	pass
5741	FBgn0016917	Stat92E	chr3R	-	20541679	20542092	20540522	20541553	20550720	20551107	5741	648,905,623	325,434,264	1562,885,833	291,177,181	487	74	0.0	0.0	0.233,0.241,0.264	0.449,0.432,0.412	-0.185	0.233	0.241	0.264	0.449	0.432	0.412	chr3R:-:20540522-20541553:20541679-20542092:20550720-20551107	973,1339,887	1853,1062,1014	pass
5811	FBgn0033463	CG1513	chr2R	-	9884084	9884206	9883896	9884002	9884621	9884708	5811	648,849,638	9,11,10	653,618,671	88,79,118	196	74	0.0	0.0	0.965,0.967,0.96	0.737,0.747,0.682	0.242	0.965	0.967	0.96	0.737	0.747	0.682	chr2R:-:9883896-9884002:9884084-9884206:9884621-9884708	657,860,648	741,697,789	pass
5940	FBgn0011361	mtacp1	chr3L	+	1330862	1330949	1330130	1330290	1331041	1331170	5940	595,749,599	748,877,710	1381,629,581	462,211,152	161	74	0.0	0.0	0.268,0.282,0.279	0.579,0.578,0.637	-0.322	0.268	0.282	0.279	0.579	0.578	0.637	chr3L:+:1330130-1330290:1330862-1330949:1331041-1331170	1343,1626,1309	1843,840,733	pass
6101	FBgn0261722	fwe	chr3L	-	15811219	15812897	15810080	15810848	15813245	15813353	6101	101,168,130	114,120,126	413,362,275	130,97,74	1752	74	0.0	0.0	0.036,0.056,0.042	0.118,0.136,0.136	-0.085	0.036	0.056	0.042	0.118	0.136	0.136	chr3L:-:15810080-15810848:15811219-15812897:15813245-15813353	215,288,256	543,459,349	pass
6113	FBgn0003261	Rm62	chr3R	-	6005205	6005297	6004016	6005126	6008036	6008573	6113	96,125,85	219,338,223	120,76,128	1086,631,1044	166	74	0.0	0.0	0.163,0.142,0.145	0.047,0.051,0.052	0.1	0.163	0.142	0.145	0.047	0.051	0.052	chr3R:-:6004016-6005126:6005205-6005297:6008036-6008573	315,463,308	1206,707,1172	pass
6334	FBgn0027335	Rip11	chrX	-	18636613	18636873	18635641	18636319	18637412	18637573	6334	2599,3378,2649	305,417,297	3005,3416,4450	187,113,94	334	74	0.0	0.0	0.654,0.642,0.664	0.781,0.87,0.913	-0.201	0.654	0.642	0.664	0.781	0.87	0.913	chrX:-:18635641-18636319:18636613-18636873:18637412-18637573	2904,3795,2946	3192,3529,4544	pass
67	FBgn0037788	CG3940	chr3R	+	10118283	10118442	10117608	10117680	10118513	10120081	67	1285,1689,1353	21,27,18	500,324,219	51,26,21	233	74	0.0	0.0	0.951,0.952,0.96	0.757,0.798,0.768	0.18	0.951	0.952	0.96	0.757	0.798	0.768	chr3R:+:10117608-10117680:10118283-10118442:10118513-10120081	1306,1716,1371	551,350,240	pass
811	FBgn0267795	CG32138	chr3L	+	14069085	14069396	14068807	14068927	14069891	14070369	811	463,513,376	172,222,135	269,132,139	324,196,214	385	74	0.0	0.0	0.341,0.308,0.349	0.138,0.115,0.111	0.211	0.341	0.308	0.349	0.138	0.115	0.111	chr3L:+:14068807-14068927:14069085-14069396:14069891-14070369	635,735,511	593,328,353	pass
911	FBgn0030052	CG12065	chrX	+	8586551	8586608	8585985	8586245	8587257	8587525	911	79,116,80	674,898,748	297,159,171	819,464,417	131	74	0.0	0.0	0.062,0.068,0.057	0.17,0.162,0.188	-0.111	0.062	0.068	0.057	0.17	0.162	0.188	chrX:+:8585985-8586245:8586551-8586608:8587257-8587525	753,1014,828	1116,623,588	pass
914	FBgn0030052	CG12065	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	914	4,10,2	340,425,360	53,35,17	499,153,171	155	74	0.0	0.0	0.006,0.011,0.003	0.048,0.098,0.045	-0.057	0.006	0.011	0.003	0.048	0.098	0.045	chrX:+:8584455-8584575:8584842-8584923:8585809-8585918	344,435,362	552,188,188	pass
955	FBgn0020660	eIF-4B	chr3L	-	27847424	27847485	27844504	27844604	27856783	27857935	955	369,611,441	29,44,32	643,782,936	205,214,335	135	74	0.0	0.0	0.875,0.884,0.883	0.632,0.667,0.605	0.246	0.875	0.884	0.883	0.632	0.667	0.605	chr3L:-:27844504-27844604:27847424-27847485:27856783-27857935	398,655,473	848,996,1271	pass
2347	FBgn0023213	eIF4G	chr4	-	927392	928151	926010	926661	929821	930023	2347	163,230,144	220,335,203	170,97,118	775,406,291	833	74	1.11022302463e-16	1.01374847214e-14	0.062,0.057,0.059	0.019,0.021,0.035	0.034	0.062	0.057	0.059	0.019	0.021	0.035	chr4:-:926010-926661:927392-928151:929821-930023	383,565,347	945,503,409	pass
2446	FBgn0265630	sno	chrX	-	13202739	13203057	13200466	13200904	13203709	13204150	2446	6,3,6	15,27,22	110,36,45	29,16,21	392	74	1.11022302463e-16	1.01374847214e-14	0.07,0.021,0.049	0.417,0.298,0.288	-0.288	0.07	0.021	0.049	0.417	0.298	0.288	chrX:-:13200466-13200904:13202739-13203057:13203709-13204150	21,30,28	139,52,66	pass
2881	FBgn0261553	CG42671	chr3L	+	11227672	11228088	11226635	11226801	11229112	11229635	2881	365,514,358	1,1,3	538,369,391	29,19,25	490	74	1.11022302463e-16	1.01374847214e-14	0.982,0.987,0.947	0.737,0.746,0.703	0.243	0.982	0.987	0.947	0.737	0.746	0.703	chr3L:+:11226635-11226801:11227672-11228088:11229112-11229635	366,515,361	567,388,416	pass
3176	FBgn0031883	Caper	chr2L	+	7034483	7034693	7032720	7033018	7035406	7035561	3176	72,123,80	104,143,120	63,64,38	265,225,233	284	74	1.11022302463e-16	1.01374847214e-14	0.153,0.183,0.148	0.058,0.069,0.041	0.105	0.153	0.183	0.148	0.058	0.069	0.041	chr2L:+:7032720-7033018:7034483-7034693:7035406-7035561	176,266,200	328,289,271	pass
3768	FBgn0033212	CG1399	chr2R	-	7677997	7678404	7676539	7677734	7678569	7678626	3768	1813,2318,1780	10,13,10	2187,1167,1264	57,37,33	481	74	1.11022302463e-16	1.01374847214e-14	0.965,0.965,0.965	0.855,0.829,0.855	0.119	0.965	0.965	0.965	0.855	0.829	0.855	chr2R:-:7676539-7677734:7677997-7678404:7678569-7678626	1823,2331,1790	2244,1204,1297	pass
1362	FBgn0025741	PlexA	chr4	-	1014582	1014728	1014317	1014526	1014777	1014908	1362	768,1067,828	1,2,1	1798,887,782	42,19,27	220	74	2.22044604925e-16	1.99313258929e-14	0.996,0.994,0.996	0.935,0.94,0.907	0.068	0.996	0.994	0.996	0.935	0.94	0.907	chr4:-:1014317-1014526:1014582-1014728:1014777-1014908	769,1069,829	1840,906,809	pass
4960	FBgn0010905	Spn	chr3L	-	2512148	2512157	2511162	2511763	2512294	2512472	4960	3,1,2	0,0,0	0,0,0	7,6,9	83	74	9.99200722163e-16	8.81961170763e-14	1.0,1.0,1.0	0.0,0.0,0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	chr3L:-:2511162-2511763:2512148-2512157:2512294-2512472	3,1,2	7,6,9	fail
5926	FBgn0260936	scny	chr3L	+	5774413	5774846	5772432	5774076	5775188	5775845	5926	159,286,183	181,259,185	390,301,335	189,98,101	507	74	1.55431223448e-15	1.34944878587e-13	0.114,0.139,0.126	0.231,0.31,0.326	-0.163	0.114	0.139	0.126	0.231	0.31	0.326	chr3L:+:5772432-5774076:5774413-5774846:5775188-5775845	340,545,368	579,399,436	pass
1120	FBgn0265434	zip	chr2R	-	24998277	24998301	24997208	24997301	25000038	25000160	1120	478,584,438	4,2,3	740,417,325	43,23,17	98	74	1.88737914186e-15	1.61218708634e-13	0.989,0.995,0.991	0.929,0.932,0.935	0.06	0.989	0.995	0.991	0.929	0.932	0.935	chr2R:-:24997208-24997301:24998277-24998301:25000038-25000160	482,586,441	783,440,342	pass
345	FBgn0014141	cher	chr3R	-	17109707	17109722	17108747	17108839	17110213	17110549	345	0,0,0	117,178,106	44,10,11	341,80,93	89	74	2.33146835171e-15	1.92929006104e-13	0.0,0.0,0.0	0.097,0.094,0.09	-0.094	0.0	0.0	0.0	0.097	0.094	0.09	chr3R:-:17108747-17108839:17109707-17109722:17110213-17110549	117,178,106	385,90,104	pass
5579	FBgn0027932	Akap200	chr2L	+	8428319	8429462	8427614	8428067	8430280	8430977	5579	7443,9599,7429	1014,1327,1002	8598,6033,6642	2456,1442,1865	1217	74	2.33146835171e-15	1.92929006104e-13	0.309,0.305,0.311	0.176,0.203,0.178	0.123	0.309	0.305	0.311	0.176	0.203	0.178	chr2L:+:8427614-8428067:8428319-8429462:8430280-8430977	8457,10926,8431	11054,7475,8507	pass
2844	FBgn0263391	hts	chr2R	-	19406019	19406088	19399025	19399093	19407840	19407912	2844	214,258,167	92,92,76	244,151,175	247,153,215	143	74	3.5527136788e-15	2.89464179122e-13	0.546,0.592,0.532	0.338,0.338,0.296	0.233	0.546	0.592	0.532	0.338	0.338	0.296	chr2R:-:19399025-19399093:19406019-19406088:19407840-19407912	306,350,243	491,304,390	pass
3344	FBgn0037262	MED31	chr3R	+	4642283	4642428	4641962	4642008	4642568	4642658	3344	190,293,236	0,2,1	592,312,524	46,28,22	219	74	4.66293670343e-15	3.74165345172e-13	1.0,0.98,0.988	0.813,0.79,0.889	0.159	1.0	0.98	0.988	0.813	0.79	0.889	chr3R:+:4641962-4642008:4642283-4642428:4642568-4642658	190,295,237	638,340,546	pass
3131	FBgn0086254	CG6084	chr3L	-	11620922	11621103	11620534	11620665	11621213	11621422	3131	1070,1396,1209	486,581,499	768,658,452	728,507,412	255	74	1.94289029309e-14	1.51316867532e-12	0.39,0.411,0.413	0.234,0.274,0.241	0.155	0.39	0.411	0.413	0.234	0.274	0.241	chr3L:-:11620534-11620665:11620922-11621103:11621213-11621422	1556,1977,1708	1496,1165,864	pass
4243	FBgn0032005	Snx6	chr2L	-	8218853	8218871	8218569	8218679	8219115	8219298	4243	42,66,45	185,226,184	23,5,4	279,162,116	92	74	1.94289029309e-14	1.51316867532e-12	0.154,0.19,0.164	0.062,0.024,0.027	0.132	0.154	0.19	0.164	0.062	0.024	0.027	chr2L:-:8218569-8218679:8218853-8218871:8219115-8219298	227,292,229	302,167,120	pass
2289	FBgn0264693	ens	chr3L	-	4128613	4128973	4126988	4127162	4129650	4129791	2289	97,103,66	97,100,79	400,128,116	123,55,42	434	74	2.0650148258e-14	1.58497369818e-12	0.146,0.149,0.125	0.357,0.284,0.32	-0.18	0.146	0.149	0.125	0.357	0.284	0.32	chr3L:-:4126988-4127162:4128613-4128973:4129650-4129791	194,203,145	523,183,158	pass
2259	FBgn0261113	Xrp1	chr3R	+	18920412	18921319	18918259	18918625	18925077	18925796	2259	10385,12885,9046	7,5,3	23179,14845,17273	68,52,36	981	74	3.80806497446e-14	2.88107315782e-12	0.991,0.995,0.996	0.963,0.956,0.973	0.03	0.991	0.995	0.996	0.963	0.956	0.973	chr3R:+:18918259-18918625:18920412-18921319:18925077-18925796	10392,12890,9049	23247,14897,17309	pass
3343	FBgn0037262	MED31	chr3R	+	4642288	4642428	4641962	4642008	4642568	4642658	3343	133,222,172	0,2,1	422,259,436	46,28,22	214	74	4.54081217072e-14	3.38706214875e-12	1.0,0.975,0.983	0.76,0.762,0.873	0.188	1.0	0.975	0.983	0.76	0.762	0.873	chr3R:+:4641962-4642008:4642288-4642428:4642568-4642658	133,224,173	468,287,458	pass
