ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6113	"FBgn0003261"	"Rm62"	chr3R	-	6005205	6005297	6004016	6005126	6008036	6008573	6113	96,125,85	219,338,223	120,76,128	1086,631,1044	166	74	0.0	0.0	0.163,0.142,0.145	0.047,0.051,0.052	0.1
6334	"FBgn0027335"	"Rip11"	chrX	-	18636613	18636873	18635641	18636319	18637412	18637573	6334	2599,3378,2649	305,417,297	3005,3416,4450	187,113,94	334	74	0.0	0.0	0.654,0.642,0.664	0.781,0.87,0.913	-0.201
67	"FBgn0037788"	"CG3940"	chr3R	+	10118283	10118442	10117608	10117680	10118513	10120081	67	1285,1689,1353	21,27,18	500,324,219	51,26,21	233	74	0.0	0.0	0.951,0.952,0.96	0.757,0.798,0.768	0.18
811	"FBgn0267795"	"CG32138"	chr3L	+	14069085	14069396	14068807	14068927	14069891	14070369	811	463,513,376	172,222,135	269,132,139	324,196,214	385	74	0.0	0.0	0.341,0.308,0.349	0.138,0.115,0.111	0.211
911	"FBgn0030052"	"CG12065"	chrX	+	8586551	8586608	8585985	8586245	8587257	8587525	911	79,116,80	674,898,748	297,159,171	819,464,417	131	74	0.0	0.0	0.062,0.068,0.057	0.17,0.162,0.188	-0.111
914	"FBgn0030052"	"CG12065"	chrX	+	8584842	8584923	8584455	8584575	8585809	8585918	914	4,10,2	340,425,360	53,35,17	499,153,171	155	74	0.0	0.0	0.006,0.011,0.003	0.048,0.098,0.045	-0.057
955	"FBgn0020660"	"eIF-4B"	chr3L	-	27847424	27847485	27844504	27844604	27856783	27857935	955	369,611,441	29,44,32	643,782,936	205,214,335	135	74	0.0	0.0	0.875,0.884,0.883	0.632,0.667,0.605	0.246
2347	"FBgn0023213"	"eIF4G"	chr4	-	927392	928151	926010	926661	929821	930023	2347	163,230,144	220,335,203	170,97,118	775,406,291	833	74	1.11022302463e-16	1.01374847214e-14	0.062,0.057,0.059	0.019,0.021,0.035	0.034
2446	"FBgn0265630"	"sno"	chrX	-	13202739	13203057	13200466	13200904	13203709	13204150	2446	6,3,6	15,27,22	110,36,45	29,16,21	392	74	1.11022302463e-16	1.01374847214e-14	0.07,0.021,0.049	0.417,0.298,0.288	-0.288
2881	"FBgn0261553"	"CG42671"	chr3L	+	11227672	11228088	11226635	11226801	11229112	11229635	2881	365,514,358	1,1,3	538,369,391	29,19,25	490	74	1.11022302463e-16	1.01374847214e-14	0.982,0.987,0.947	0.737,0.746,0.703	0.243
3176	"FBgn0031883"	"Caper"	chr2L	+	7034483	7034693	7032720	7033018	7035406	7035561	3176	72,123,80	104,143,120	63,64,38	265,225,233	284	74	1.11022302463e-16	1.01374847214e-14	0.153,0.183,0.148	0.058,0.069,0.041	0.105
3768	"FBgn0033212"	"CG1399"	chr2R	-	7677997	7678404	7676539	7677734	7678569	7678626	3768	1813,2318,1780	10,13,10	2187,1167,1264	57,37,33	481	74	1.11022302463e-16	1.01374847214e-14	0.965,0.965,0.965	0.855,0.829,0.855	0.119
1362	"FBgn0025741"	"PlexA"	chr4	-	1014582	1014728	1014317	1014526	1014777	1014908	1362	768,1067,828	1,2,1	1798,887,782	42,19,27	220	74	2.22044604925e-16	1.99313258929e-14	0.996,0.994,0.996	0.935,0.94,0.907	0.068
4960	"FBgn0010905"	"Spn"	chr3L	-	2512148	2512157	2511162	2511763	2512294	2512472	4960	3,1,2	0,0,0	0,0,0	7,6,9	83	74	9.99200722163e-16	8.81961170763e-14	1.0,1.0,1.0	0.0,0.0,0.0	1.0
5926	"FBgn0260936"	"scny"	chr3L	+	5774413	5774846	5772432	5774076	5775188	5775845	5926	159,286,183	181,259,185	390,301,335	189,98,101	507	74	1.55431223448e-15	1.34944878587e-13	0.114,0.139,0.126	0.231,0.31,0.326	-0.163
1120	"FBgn0265434"	"zip"	chr2R	-	24998277	24998301	24997208	24997301	25000038	25000160	1120	478,584,438	4,2,3	740,417,325	43,23,17	98	74	1.88737914186e-15	1.61218708634e-13	0.989,0.995,0.991	0.929,0.932,0.935	0.06
345	"FBgn0014141"	"cher"	chr3R	-	17109707	17109722	17108747	17108839	17110213	17110549	345	0,0,0	117,178,106	44,10,11	341,80,93	89	74	2.33146835171e-15	1.92929006104e-13	0.0,0.0,0.0	0.097,0.094,0.09	-0.094
5579	"FBgn0027932"	"Akap200"	chr2L	+	8428319	8429462	8427614	8428067	8430280	8430977	5579	7443,9599,7429	1014,1327,1002	8598,6033,6642	2456,1442,1865	1217	74	2.33146835171e-15	1.92929006104e-13	0.309,0.305,0.311	0.176,0.203,0.178	0.123
2844	"FBgn0263391"	"hts"	chr2R	-	19406019	19406088	19399025	19399093	19407840	19407912	2844	214,258,167	92,92,76	244,151,175	247,153,215	143	74	3.5527136788e-15	2.89464179122e-13	0.546,0.592,0.532	0.338,0.338,0.296	0.233
3344	"FBgn0037262"	"MED31"	chr3R	+	4642283	4642428	4641962	4642008	4642568	4642658	3344	190,293,236	0,2,1	592,312,524	46,28,22	219	74	4.66293670343e-15	3.74165345172e-13	1.0,0.98,0.988	0.813,0.79,0.889	0.159
3131	"FBgn0086254"	"CG6084"	chr3L	-	11620922	11621103	11620534	11620665	11621213	11621422	3131	1070,1396,1209	486,581,499	768,658,452	728,507,412	255	74	1.94289029309e-14	1.51316867532e-12	0.39,0.411,0.413	0.234,0.274,0.241	0.155
4243	"FBgn0032005"	"Snx6"	chr2L	-	8218853	8218871	8218569	8218679	8219115	8219298	4243	42,66,45	185,226,184	23,5,4	279,162,116	92	74	1.94289029309e-14	1.51316867532e-12	0.154,0.19,0.164	0.062,0.024,0.027	0.132
2289	"FBgn0264693"	"ens"	chr3L	-	4128613	4128973	4126988	4127162	4129650	4129791	2289	97,103,66	97,100,79	400,128,116	123,55,42	434	74	2.0650148258e-14	1.58497369818e-12	0.146,0.149,0.125	0.357,0.284,0.32	-0.18
2259	"FBgn0261113"	"Xrp1"	chr3R	+	18920412	18921319	18918259	18918625	18925077	18925796	2259	10385,12885,9046	7,5,3	23179,14845,17273	68,52,36	981	74	3.80806497446e-14	2.88107315782e-12	0.991,0.995,0.996	0.963,0.956,0.973	0.03
3343	"FBgn0037262"	"MED31"	chr3R	+	4642288	4642428	4641962	4642008	4642568	4642658	3343	133,222,172	0,2,1	422,259,436	46,28,22	214	74	4.54081217072e-14	3.38706214875e-12	1.0,0.975,0.983	0.76,0.762,0.873	0.188
3792	"FBgn0041210"	"HDAC4"	chrX	-	13282165	13282229	13276434	13276547	13285202	13285632	3792	115,114,90	0,0,1	153,134,134	13,25,16	138	74	6.20614670765e-14	4.5649656894e-12	1.0,1.0,0.98	0.863,0.742,0.818	0.186
598	"FBgn0025726"	"unc-13"	chr4	-	878850	878992	876869	877194	882960	883081	598	133,270,161	26,57,30	616,804,845	49,47,38	216	74	9.13713549267e-14	6.62880405057e-12	0.637,0.619,0.648	0.812,0.854,0.884	-0.215
1574	"FBgn0050020"	"CG30020"	chr2R	+	10888282	10888396	10888075	10888225	10888470	10888821	1574	87,157,131	3,3,2	182,141,88	30,33,15	188	74	1.11133324765e-13	7.95354172913e-12	0.919,0.954,0.963	0.705,0.627,0.698	0.269
6030	"FBgn0265784"	"CrebB"	chrX	+	18375248	18375386	18373286	18373455	18375842	18376817	6030	164,220,180	89,95,89	142,66,54	155,90,127	212	74	1.38222766566e-13	9.76037028978e-12	0.391,0.447,0.414	0.242,0.204,0.129	0.226
6118	"FBgn0003261"	"Rm62"	chr3R	-	6005949	6006102	6004016	6005126	6008036	6008573	6118	31,35,15	219,338,223	23,12,7	1086,631,1044	227	74	1.79523063082e-13	1.25099229221e-11	0.044,0.033,0.021	0.007,0.006,0.002	0.028
1168	"FBgn0005672"	"spi"	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1168	1894,2922,2206	61,107,95	2324,2158,2766	357,222,206	270	74	2.25597318604e-13	1.55164077835e-11	0.895,0.882,0.864	0.641,0.727,0.786	0.162
574	"FBgn0025726"	"unc-13"	chr4	-	906027	906997	903336	903471	907073	907550	574	1994,3153,2066	26,34,12	4126,3810,2888	121,93,100	1044	74	2.52131648892e-13	1.71190924684e-11	0.845,0.868,0.924	0.707,0.744,0.672	0.171
919	"FBgn0000259"	"CkIIbeta"	chrX	+	11795104	11795186	11794818	11795008	11795600	11795887	919	491,678,517	21,20,22	768,464,456	75,54,74	156	74	3.71702668645e-13	2.49181940904e-11	0.917,0.941,0.918	0.829,0.803,0.745	0.133
246	"FBgn0034282"	"Mapmodulin"	chr2R	-	17867782	17868088	17867325	17867559	17868286	17868369	246	100,122,96	617,837,693	100,60,82	1354,1171,1373	380	74	5.87752069237e-13	3.84288266504e-11	0.031,0.028,0.026	0.014,0.01,0.011	0.017
4844	"FBgn0259984"	"kuz"	chr2L	+	13558799	13558832	13551141	13551666	13609790	13609987	4844	409,523,381	1,3,1	499,511,293	30,17,14	107	74	5.81867887206e-13	3.84288266504e-11	0.996,0.992,0.996	0.92,0.954,0.935	0.058
3664	"FBgn0259228"	"C3G"	chrX	-	6787095	6787266	6786155	6786812	6787350	6787520	3664	135,191,115	2,0,1	210,158,160	13,20,23	245	74	7.46847028665e-13	4.8235388583e-11	0.953,1.0,0.972	0.83,0.705,0.678	0.237
5160	"FBgn0020309"	"crol"	chr2L	-	11806047	11806157	11803784	11803898	11809125	11809438	5160	648,861,613	25,36,19	1383,972,1079	107,120,132	184	74	8.18789480661e-13	5.22446878263e-11	0.912,0.906,0.928	0.839,0.765,0.767	0.125
3463	"FBgn0003654"	"sw"	chrX	-	20235803	20235950	20235508	20235746	20236082	20236198	3463	51,43,45	99,123,100	47,30,38	349,258,252	221	74	9.73665592596e-13	6.13872973618e-11	0.147,0.105,0.131	0.043,0.037,0.048	0.085
736	"FBgn0051145"	"CG31145"	chr3R	-	23631485	23632186	23626596	23627460	23635277	23635321	736	90,95,76	179,215,130	267,148,188	202,163,123	775	74	1.11732845198e-12	6.96161350787e-11	0.046,0.04,0.053	0.112,0.08,0.127	-0.06
3667	"FBgn0259228"	"C3G"	chrX	-	6787095	6787248	6786155	6786812	6787350	6787520	3667	169,197,134	2,0,1	253,180,202	13,20,23	227	74	1.28130839272e-12	7.89047586959e-11	0.965,1.0,0.978	0.864,0.746,0.741	0.197
628	"FBgn0266758"	"Esyt2"	chr3R	+	24549684	24549764	24549013	24549139	24551328	24551812	628	140,174,139	6,1,4	412,317,222	68,42,30	154	74	1.55764290355e-12	9.48192737609e-11	0.918,0.988,0.943	0.744,0.784,0.781	0.18
2756	"FBgn0039969"	"Fis1"	chr2R	-	5604582	5604650	5604467	5604516	5604709	5604834	2756	744,1245,1132	24,55,38	1381,1591,721	156,136,62	142	74	1.58617563528e-12	9.54589336869e-11	0.942,0.922,0.939	0.822,0.859,0.858	0.088
3180	"FBgn0031883"	"Caper"	chr2L	+	7034764	7034912	7032903	7033018	7035406	7035561	3180	39,38,33	104,143,120	31,13,14	265,225,233	222	74	1.63868918435e-12	9.75112125878e-11	0.111,0.081,0.084	0.038,0.019,0.02	0.066
5949	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20948779	20948829	20962214	20962295	5949	164,200,156	10,17,15	377,230,267	95,114,90	218	74	2.0152768343e-12	1.18587845716e-10	0.848,0.8,0.779	0.574,0.406,0.502	0.315
1681	"FBgn0243516"	"Vrp1"	chr2R	-	22108850	22108979	22107580	22108780	22109586	22110023	1681	22,28,24	133,141,133	97,74,58	208,115,85	203	74	3.54083429244e-12	2.06068773767e-10	0.057,0.068,0.062	0.145,0.19,0.199	-0.116
2732	"FBgn0013749"	"Arf102F"	chr4	+	1124435	1124698	1124166	1124331	1124767	1124893	2732	3675,5393,4737	1,11,2	5599,4037,3692	51,36,9	337	74	4.28812541031e-12	2.46846871446e-10	0.999,0.991,0.998	0.96,0.961,0.989	0.026
5159	"FBgn0020309"	"crol"	chr2L	-	11806047	11806157	11803784	11803898	11808013	11808972	5159	580,731,512	6,8,2	1229,717,810	58,27,34	184	74	5.3111959275e-12	3.02452619699e-10	0.975,0.974,0.99	0.895,0.914,0.905	0.075
3696	"FBgn0032297"	"CG17124"	chr2L	-	10753316	10754014	10745781	10746078	10755903	10756325	3696	1,5,7	44,44,31	74,65,46	108,111,80	772	74	1.36268774042e-11	7.67744071624e-10	0.002,0.011,0.021	0.062,0.053,0.052	-0.044
6102	"FBgn0261722"	"fwe"	chr3L	-	15811219	15812241	15810080	15810848	15813245	15813353	6102	52,81,69	114,120,126	183,152,97	130,97,74	1096	74	2.04175565344e-11	1.13822504638e-09	0.03,0.044,0.036	0.087,0.096,0.081	-0.051
6254	"FBgn0264607"	"CaMKII"	chr4	-	1047263	1047390	1045155	1045248	1047452	1047575	6254	551,719,524	3,1,2	819,499,438	34,16,4	201	74	2.25545138122e-11	1.24425734531e-09	0.985,0.996,0.99	0.899,0.92,0.976	0.059
2232	"FBgn0051158"	"Efa6"	chr3R	+	22602195	22602435	22600544	22601666	22602844	22603923	2232	13,9,6	92,83,92	33,31,40	118,56,44	314	74	2.66457966802e-11	1.45480555895e-09	0.032,0.025,0.015	0.062,0.115,0.176	-0.094
5953	"FBgn0002921"	"Atpalpha"	chr3R	+	20967107	20967202	20966397	20966613	20973172	20973347	5953	1626,2515,1798	3,4,2	3168,1365,1198	44,21,16	169	74	3.69271280221e-11	1.99557214291e-09	0.996,0.996,0.997	0.969,0.966,0.97	0.028
4407	"FBgn0039467"	"CG14253"	chr3R	+	26981513	26981751	26980517	26980702	26983962	26984217	4407	674,990,737	3,6,6	1012,1432,821	31,43,25	312	74	4.07363032195e-11	2.17918648334e-09	0.982,0.975,0.967	0.886,0.888,0.886	0.088
3037	"FBgn0034970"	"yki"	chr2R	-	24066560	24066716	24066260	24066313	24067162	24067254	3037	765,1108,949	102,188,138	1486,921,876	104,67,56	230	74	4.24611457106e-11	2.24874227683e-09	0.707,0.655,0.689	0.821,0.816,0.834	-0.14
2676	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8384895	8384454	8384540	8386216	8386385	2676	287,387,297	0,0,2	416,163,161	10,18,6	270	74	4.42800240918e-11	2.3218515603e-09	1.0,1.0,0.976	0.919,0.713,0.88	0.155
6154	"FBgn0264078"	"Flo2"	chrX	+	14925645	14925684	14924225	14924413	14926765	14926874	6154	93,137,122	88,117,104	51,62,35	122,114,146	113	74	5.14670528418e-11	2.67225011618e-09	0.409,0.434,0.434	0.215,0.263,0.136	0.221
387	"FBgn0004907"	"14-3-3zeta"	chr2R	+	10106288	10106452	10105701	10105825	10107466	10109687	387	2481,3602,2641	1,0,0	5061,2652,2448	39,28,22	238	74	5.53516121826e-11	2.84604017591e-09	0.999,1.0,1.0	0.976,0.967,0.972	0.028
5599	"FBgn0032196"	"CG5708"	chr2L	-	10225873	10225965	10225503	10225811	10226664	10226808	5599	257,288,278	15,26,23	262,347,153	61,96,28	166	74	5.69434499553e-11	2.89973568234e-09	0.884,0.832,0.843	0.657,0.617,0.709	0.192
2832	"FBgn0034858"	"eIF2B-delta"	chr2R	+	23386789	23386827	23386520	23386622	23387006	23387612	2832	28,35,22	19,15,22	21,18,7	93,62,35	112	74	6.44874154077e-11	3.25262239999e-09	0.493,0.607,0.398	0.13,0.161,0.117	0.363
2678	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8385097	8384454	8384540	8386216	8386385	2678	779,1037,746	0,0,2	1091,508,419	10,18,6	472	74	7.02202740399e-11	3.50836388033e-09	1.0,1.0,0.983	0.945,0.816,0.916	0.102
590	"FBgn0025726"	"unc-13"	chr4	-	882616	882723	876869	877194	882960	883081	590	98,146,90	26,57,30	416,402,397	49,47,38	181	74	8.07190980723e-11	3.99521816253e-09	0.606,0.512,0.551	0.776,0.778,0.81	-0.232
1963	"FBgn0003495"	"spz"	chr3R	-	27067357	27067495	27067121	27067199	27069143	27070070	1963	490,753,612	290,409,330	810,641,661	232,176,116	212	74	8.44306846659e-11	4.14023061102e-09	0.371,0.391,0.393	0.549,0.56,0.665	-0.206
3465	"FBgn0003654"	"sw"	chrX	-	20235807	20235950	20235508	20235746	20236082	20236198	3465	55,53,54	99,123,100	65,48,47	349,258,252	217	74	1.05752739898e-10	5.09209636071e-09	0.159,0.128,0.156	0.06,0.06,0.06	0.088
