ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1132	"FBgn0032796"	"CG10188"	chr2L	-	19507489	19508764	19507489	19508265	19508351	19508764	1132	21,13,16	0,0,0	24,18,20	7,2,1	148	74	3.10561695505e-06	0.000298986214127	1.0,1.0,1.0	0.632,0.818,0.909	0.214
524	"FBgn0036212"	"CG11597"	chr3L	-	11820337	11822092	11820337	11821719	11821833	11822092	524	6,2,1	3,1,4	4,3,5	0,0,1	148	74	3.79558486019e-06	0.000334960363912	0.5,0.5,0.111	1.0,1.0,0.714	-0.534
567	"FBgn0037890"	"CG17734"	chr3R	-	11242207	11243013	11242207	11242563	11242823	11243013	567	183,216,220	294,318,395	135,97,152	390,286,353	148	74	7.5977275541e-06	0.000618922575369	0.237,0.254,0.218	0.148,0.145,0.177	0.08
1438	"FBgn0020389"	"Papss"	chr3L	+	19845292	19845630	19845292	19845428	19845496	19845630	1438	56,36,32	6,8,3	20,24,34	9,18,18	141	74	1.16975214749e-05	0.000810473636265	0.83,0.703,0.848	0.538,0.412,0.498	0.311
585	"FBgn0050392"	"CG30392"	chr2R	-	21290913	21291581	21290913	21290970	21291031	21291581	585	220,202,265	57,46,50	236,176,206	22,21,22	134	74	1.12735091994e-05	0.000810473636265	0.681,0.708,0.745	0.856,0.822,0.838	-0.127
662	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8385097	8384699	8384895	8384996	8385097	662	253,168,203	361,267,293	175,124,188	419,311,438	148	74	1.22451163175e-05	0.000810473636265	0.259,0.239,0.257	0.173,0.166,0.177	0.08
474	"FBgn0035253"	"CG7971"	chr3L	-	1660598	1661165	1660598	1660857	1661108	1661165	474	102,80,81	25,18,28	112,100,112	15,4,11	148	74	1.84607137359e-05	0.00114999387331	0.671,0.69,0.591	0.789,0.926,0.836	-0.2
1284	"FBgn0261564"	"CG42678"	chr2R	+	22925106	22925612	22925106	22925484	22925548	22925612	1284	64,52,67	109,84,63	102,72,90	67,42,63	137	74	2.63553891056e-05	0.00155057539238	0.241,0.251,0.365	0.451,0.481,0.436	-0.17
135	"FBgn0005640"	"Eip63E"	chr3L	+	3515750	3516828	3515750	3515934	3516528	3516828	135	96,91,86	56,34,33	123,113,149	32,19,19	148	74	2.96380859447e-05	0.0016519333166	0.462,0.572,0.566	0.658,0.748,0.797	-0.201
1297	"FBgn0004179"	"Csp"	chr3L	+	22271557	22273745	22271557	22271762	22272368	22273745	1297	101,94,91	347,385,324	160,143,187	399,333,381	148	74	3.92442722791e-05	0.00207798421718	0.127,0.109,0.123	0.167,0.177,0.197	-0.061
107	"FBgn0015019"	"Cctgamma"	chr3R	+	16647604	16647929	16647604	16647697	16647835	16647929	107	90,60,96	198,150,217	73,72,87	343,256,318	148	74	6.28505867206e-05	0.00316946530177	0.185,0.167,0.181	0.096,0.123,0.12	0.065
1153	"FBgn0031228"	"CG11455"	chr2L	+	155334	155784	155334	155429	155566	155784	1153	328,281,332	99,82,141	304,213,340	175,126,177	148	74	7.99850081236e-05	0.0038501874365	0.624,0.631,0.541	0.465,0.458,0.49	0.128
1135	"FBgn0030876"	"CG6762"	chrX	+	17857111	17857650	17857111	17857358	17857491	17857650	1135	14,8,19	5,3,0	23,9,20	0,0,1	148	74	9.4742879617e-05	0.00436229171802	0.583,0.571,1.0	1.0,1.0,0.909	-0.252
1019	"FBgn0028577"	"pUf68"	chr3L	-	1499042	1499879	1499042	1499337	1499771	1499879	1019	122,86,100	1,0,1	84,64,65	3,3,6	148	74	0.000102298171396	0.00451390681285	0.984,1.0,0.98	0.933,0.914,0.844	0.091
670	"FBgn0022238"	"lolal"	chr2R	-	18155891	18156379	18155891	18156165	18156267	18156379	670	67,58,37	0,1,2	57,48,44	7,2,6	148	74	0.000109516022225	0.00463909870145	1.0,0.967,0.902	0.803,0.923,0.786	0.119
400	"FBgn0028697"	"RpL15"	chr3L	+	27267255	27267918	27267255	27267455	27267513	27267918	400	587,421,504	78,59,74	430,278,322	81,69,84	131	74	0.00017705387571	0.00721154055296	0.81,0.801,0.794	0.75,0.695,0.684	0.092
1401	"FBgn0020306"	"dom"	chr2R	+	21340683	21341847	21340683	21341076	21341419	21341847	1401	288,300,332	8,2,7	287,226,317	11,7,25	148	74	0.000193389424349	0.00758516297724	0.947,0.987,0.96	0.929,0.942,0.864	0.053
230	"FBgn0028540"	"CG9008"	chr2L	-	13774339	13775406	13774339	13775047	13775254	13775406	230	32,22,19	6,6,10	9,9,9	12,8,13	148	74	0.000254019730858	0.00960738910638	0.727,0.647,0.487	0.273,0.36,0.257	0.324
417	"FBgn0028325"	"l(1)G0334"	chrX	+	4702324	4702892	4702324	4702591	4702823	4702892	417	111,83,74	190,164,171	59,47,89	228,168,230	148	74	0.000299253733329	0.0109279208136	0.226,0.202,0.178	0.115,0.123,0.162	0.069
1286	"FBgn0013272"	"Gp150"	chr2R	+	22317661	22317954	22317661	22317737	22317881	22317954	1286	110,105,70	179,150,117	66,56,83	173,154,199	148	74	0.000324563562235	0.0114570937469	0.235,0.259,0.23	0.16,0.154,0.173	0.079
1261	"FBgn0020440"	"Fak"	chr2R	-	19436547	19437259	19436547	19436643	19437214	19437259	1261	21,27,14	0,0,1	25,26,41	5,2,2	148	74	0.000365907668035	0.012499878079	1.0,1.0,0.875	0.714,0.867,0.911	0.128
440	"FBgn0039644"	"CG11897"	chr3R	+	29158121	29158690	29158121	29158347	29158498	29158690	440	177,168,116	163,178,118	101,81,122	131,137,206	148	74	0.000503405202456	0.0166595659188	0.352,0.321,0.33	0.278,0.228,0.228	0.09
1225	"FBgn0027561"	"CG18659"	chr2R	-	9124743	9126066	9124743	9125220	9125550	9126066	1225	38,31,31	189,160,207	44,33,53	121,121,165	148	74	0.000679871354259	0.0207226832398	0.091,0.088,0.07	0.154,0.12,0.138	-0.054
221	"FBgn0020660"	"eIF-4B"	chr3L	-	27856365	27857935	27856365	27856707	27856783	27857935	221	16,22,25	87,67,65	37,19,31	50,36,61	148	74	0.00067375511853	0.0207226832398	0.084,0.141,0.161	0.27,0.209,0.203	-0.099
851	"FBgn0262736"	"Vha16-1"	chr2R	-	6632026	6632384	6632026	6632140	6632305	6632384	851	654,493,493	220,188,165	572,552,604	330,224,349	148	74	0.000684885659484	0.0207226832398	0.598,0.567,0.599	0.464,0.552,0.464	0.095
1073	"FBgn0010622"	"l(2)06496"	chr2R	-	23061419	23062593	23061419	23061594	23061682	23062593	1073	43,36,36	17,16,20	20,13,20	20,20,19	148	74	0.000735622142389	0.0216395513553	0.558,0.529,0.474	0.333,0.245,0.345	0.213
1097	"FBgn0001942"	"eIF-4a"	chr2L	+	5985025	5985579	5985025	5985220	5985338	5985579	1097	7941,6314,7218	6145,4869,5740	5986,4503,5790	6414,4465,5874	148	74	0.00100291324719	0.0284804375975	0.393,0.393,0.386	0.318,0.335,0.33	0.063
1348	"FBgn0035639"	"CG5537"	chr3L	+	5811385	5812228	5811385	5811918	5812064	5812228	1348	496,492,619	33,20,51	482,329,455	50,36,50	148	74	0.00102196093362	0.0284804375975	0.883,0.925,0.859	0.828,0.82,0.82	0.066
902	"FBgn0053558"	"mim"	chr2R	-	6927389	6928836	6927389	6928148	6928508	6928836	902	19,7,24	2,5,2	6,14,15	1,0,1	148	74	0.00129680170465	0.0352131539801	0.826,0.412,0.857	0.75,1.0,0.882	-0.179
748	"FBgn0037074"	"CG7324"	chr3L	-	21338869	21339555	21338869	21339220	21339325	21339555	748	728,664,722	47,30,39	539,447,589	51,43,46	148	74	0.00146574598587	0.0388056249759	0.886,0.917,0.902	0.841,0.839,0.865	0.053
705	"FBgn0250823"	"gish"	chr3R	+	16274151	16275169	16274151	16274875	16274953	16275169	705	301,344,258	26,32,20	349,310,366	15,9,23	148	74	0.00151760616198	0.0391986567204	0.853,0.843,0.866	0.921,0.945,0.888	-0.064
939	"FBgn0085433"	"CG34404"	chr3R	-	15366346	15366780	15366346	15366596	15366663	15366780	939	3,3,3	0,1,1	3,3,4	2,2,2	140	74	0.00156720230575	0.0395158867093	1.0,0.613,0.613	0.442,0.442,0.514	0.276
674	"FBgn0016701"	"Rab4"	chr2R	+	17573461	17573714	17573461	17573521	17573620	17573714	674	472,413,456	17,6,21	441,362,437	23,22,31	148	74	0.00191539749104	0.0471722312328	0.933,0.972,0.916	0.906,0.892,0.876	0.049
202	"FBgn0045842"	"yuri"	chr2L	-	15263769	15264692	15263769	15264095	15264150	15264692	202	162,113,175	14,26,27	134,129,145	52,27,43	128	74	0.00207950386565	0.0489376576383	0.87,0.715,0.789	0.598,0.734,0.661	0.127
279	"FBgn0033166"	"Eaf"	chr2R	-	7406205	7407819	7406205	7407060	7407137	7407819	279	29,22,17	14,8,3	27,33,38	2,5,3	148	74	0.00205308517356	0.0489376576383	0.509,0.579,0.739	0.871,0.767,0.864	-0.225
852	"FBgn0262736"	"Vha16-1"	chr2R	-	6632026	6632384	6632026	6632140	6632323	6632384	852	816,651,639	601,556,534	854,732,910	910,735,1034	148	74	0.00230500055809	0.0530651215439	0.404,0.369,0.374	0.319,0.332,0.306	0.063
479	"FBgn0014024"	"Rnp4F"	chrX	-	5322389	5322696	5322389	5322549	5322630	5322696	479	13,7,5	0,0,0	2,6,15	1,2,2	148	74	0.0028793098997	0.0648763656124	1.0,1.0,1.0	0.5,0.6,0.789	0.37
305	"FBgn0028394"	"CG17834"	chr2L	+	8535785	8536079	8535785	8535845	8535917	8536079	305	112,102,114	53,40,29	74,60,94	56,39,54	145	74	0.00298859163133	0.0651972159917	0.519,0.565,0.667	0.403,0.44,0.47	0.146
323	"FBgn0031285"	"CG3662"	chr2L	+	823636	824337	823636	824137	824218	824337	323	1107,902,1257	33,16,34	1004,737,990	39,33,41	148	74	0.00301667949348	0.0651972159917	0.944,0.966,0.949	0.928,0.918,0.924	0.03
630	"FBgn0029157"	"ssh"	chr3R	-	24939002	24941781	24939002	24939804	24939872	24941781	630	127,147,92	14,7,20	146,121,166	6,4,10	141	74	0.00346887965513	0.0734708710957	0.826,0.917,0.707	0.927,0.941,0.897	-0.105
1417	"FBgn0029524"	"CG3176"	chrX	+	482117	482768	482117	482433	482517	482768	1417	25,20,26	12,13,12	14,10,10	23,9,12	148	74	0.00370742484487	0.0755978587378	0.51,0.435,0.52	0.233,0.357,0.294	0.194
543	"FBgn0026737"	"CG6171"	chr3R	-	15362795	15363315	15362795	15363097	15363151	15363315	543	213,160,198	69,48,62	171,137,143	73,62,79	127	74	0.00378346224089	0.0755978587378	0.643,0.66,0.65	0.577,0.563,0.513	0.1
82	"FBgn0261625"	"CG42708"	chr2R	-	12671074	12672587	12671074	12671486	12671534	12672587	82	6,12,5	2,3,2	8,7,3	8,8,6	121	74	0.00373843301678	0.0755978587378	0.647,0.71,0.605	0.379,0.349,0.234	0.333
1169	"FBgn0260486"	"Ziz"	chr2L	-	7472512	7473889	7472512	7473199	7473419	7473889	1169	198,149,212	27,12,40	146,122,172	47,34,30	148	74	0.00434322034783	0.0851753768213	0.786,0.861,0.726	0.608,0.642,0.741	0.127
464	"FBgn0261461"	"RhoGAP18B"	chrX	-	19164150	19165347	19164150	19164700	19165219	19165347	464	10,11,6	1,3,1	7,5,5	0,0,0	148	74	0.00459115572308	0.0884006165589	0.833,0.647,0.75	1.0,1.0,1.0	-0.257
108	"FBgn0015019"	"Cctgamma"	chr3R	+	16647604	16647929	16647604	16647756	16647835	16647929	108	69,45,79	8,11,7	56,47,57	16,13,20	148	74	0.00536776708318	0.0980080231222	0.812,0.672,0.849	0.636,0.644,0.588	0.155
1463	"FBgn0001961"	"Arpc1"	chr2L	-	13829345	13829741	13829345	13829643	13829709	13829741	1463	399,393,425	13,2,9	462,420,548	22,12,21	139	74	0.00518415488992	0.0980080231222	0.942,0.991,0.962	0.918,0.949,0.933	0.032
362	"FBgn0053180"	"Ranbp16"	chrX	-	15929172	15929402	15929172	15929258	15929340	15929402	362	10,6,5	20,17,24	12,9,11	12,11,12	148	74	0.00534670496556	0.0980080231222	0.2,0.15,0.094	0.333,0.29,0.314	-0.164
10	"FBgn0262737"	"mub"	chr3L	+	21920902	21921327	21920902	21920987	21921053	21921327	10	76,72,65	4,8,5	95,65,109	3,3,1	139	74	0.00547389003208	0.098251687186	0.91,0.827,0.874	0.944,0.92,0.983	-0.079
372	"FBgn0036147"	"Plod"	chr3L	-	11205733	11206016	11205733	11205869	11205955	11206016	372	20,21,43	0,2,0	39,21,22	4,2,1	148	74	0.00582486440262	0.102808856706	1.0,0.84,1.0	0.83,0.84,0.917	0.084
518	"FBgn0002413"	"dco"	chr3R	-	31060374	31061210	31060374	31060464	31061069	31061210	518	107,96,62	20,22,16	86,63,95	34,26,33	148	74	0.00601399190185	0.104406843017	0.728,0.686,0.66	0.558,0.548,0.59	0.126
834	"FBgn0033387"	"CG8008"	chr2R	-	9160621	9160950	9160621	9160772	9160840	9160950	834	135,117,86	79,64,56	102,87,109	86,76,101	141	74	0.00621469447292	0.106150991078	0.473,0.49,0.446	0.384,0.375,0.362	0.096
1158	"FBgn0004403"	"RpS14a"	chrX	+	7933741	7934270	7933741	7933774	7934008	7934270	1158	249,162,239	1473,1114,1628	297,215,268	1359,1063,1451	148	74	0.00716383821895	0.112176217889	0.078,0.068,0.068	0.099,0.092,0.085	-0.021
1189	"FBgn0039261"	"CG6422"	chr3R	-	25038420	25038674	25038420	25038516	25038652	25038674	1189	70,48,55	136,78,93	47,49,58	155,118,143	148	74	0.00702915423023	0.112176217889	0.205,0.235,0.228	0.132,0.172,0.169	0.065
187	"FBgn0263102"	"psq"	chr2R	+	10612736	10613375	10612736	10612931	10612985	10613375	187	229,183,153	5,5,1	224,146,279	9,11,9	127	74	0.00720300549238	0.112176217889	0.964,0.955,0.989	0.935,0.886,0.948	0.046
496	"FBgn0003495"	"spz"	chr3R	-	27066607	27066884	27066607	27066665	27066728	27066884	496	542,477,505	16,24,22	561,430,617	40,24,42	136	74	0.00686190798578	0.112176217889	0.949,0.915,0.926	0.884,0.907,0.889	0.037
580	"FBgn0067779"	"dbr"	chr2L	+	67042	67507	67042	67111	67388	67507	580	100,79,51	1,0,1	65,86,96	3,0,6	148	74	0.00704229662165	0.112176217889	0.98,1.0,0.962	0.915,1.0,0.889	0.046
63	"FBgn0016756"	"Ubp64E"	chr3L	+	5756496	5758148	5756496	5757121	5757175	5758148	63	195,227,148	46,43,22	178,162,202	60,39,63	127	74	0.00697019280447	0.112176217889	0.712,0.755,0.797	0.634,0.708,0.651	0.09
1115	"FBgn0023130"	"a6"	chrX	-	1693614	1695474	1693614	1693958	1694121	1695474	1115	145,164,174	0,2,2	132,104,133	3,2,6	148	74	0.00735238348901	0.112843103114	1.0,0.976,0.978	0.957,0.963,0.917	0.039
1556	"FBgn0261550"	"CG42668"	chr3R	+	20321701	20321880	20321701	20321713	20321767	20321880	1556	321,294,238	11,3,4	336,253,351	1,0,6	127	74	0.00765393032793	0.115793031675	0.944,0.983,0.972	0.995,1.0,0.971	-0.022
800	"FBgn0033265"	"coil"	chr2R	-	8125532	8127009	8125532	8126869	8126923	8127009	800	4,11,11	68,78,76	19,13,17	69,58,85	127	74	0.00792003927364	0.118131290011	0.033,0.076,0.078	0.138,0.116,0.104	-0.057
599	"FBgn0042185"	"CG18769"	chr3L	+	6550738	6551949	6550738	6550869	6551681	6551949	599	18,16,9	7,4,1	11,10,15	9,8,12	148	74	0.00855028078712	0.124786480003	0.563,0.667,0.818	0.379,0.385,0.385	0.3
980	"FBgn0041210"	"HDAC4"	chrX	-	13284891	13285632	13284891	13284962	13285202	13285632	980	182,162,133	3,4,4	161,167,268	1,1,1	148	74	0.00860190088783	0.124786480003	0.968,0.953,0.943	0.988,0.988,0.993	-0.035
1351	"FBgn0028397"	"Tob"	chrX	-	16080803	16081282	16080803	16080957	16081041	16081282	1351	13,35,17	2,1,1	17,13,18	5,1,5	148	74	0.00905989275992	0.129654411253	0.765,0.946,0.895	0.63,0.867,0.643	0.155
1474	"FBgn0052205"	"CR32205"	chr3L	-	19423378	19424183	19423378	19423567	19423773	19424183	1474	14,13,8	196,165,222	4,2,6	154,119,156	148	74	0.00932124755847	0.131616015526	0.034,0.038,0.018	0.013,0.008,0.019	0.017
224	"FBgn0032000"	"CG8372"	chr2L	-	8212038	8212902	8212038	8212692	8212766	8212902	224	69,56,69	90,57,101	105,75,86	88,50,87	147	74	0.00975290410735	0.133334068922	0.278,0.331,0.256	0.375,0.43,0.332	-0.091
259	"FBgn0038704"	"CG5316"	chr3R	+	19403467	19404118	19403467	19403822	19403892	19404118	259	12,6,18	36,33,37	6,9,1	33,30,46	143	74	0.00982063963728	0.133334068922	0.147,0.086,0.201	0.086,0.134,0.011	0.068
52	"FBgn0025820"	"JTBR"	chr3L	-	1802007	1802856	1802007	1802753	1802803	1802856	52	59,39,33	3,1,8	33,27,63	12,5,13	123	74	0.0097047153704	0.133334068922	0.922,0.959,0.713	0.623,0.765,0.745	0.154
776	"FBgn0010412"	"RpS19a"	chrX	+	16637893	16638303	16637893	16637927	16638232	16638303	776	4376,3094,4537	4046,2787,4261	4358,3327,4149	3240,2465,3102	148	74	0.010947641115	0.146753822035	0.351,0.357,0.347	0.402,0.403,0.401	-0.05
1471	"FBgn0023479"	"Tequila"	chr3L	+	9087848	9089948	9087848	9088115	9089354	9089948	1471	290,212,192	56,68,51	310,309,380	68,41,60	148	74	0.0115270773073	0.150413453728	0.721,0.609,0.653	0.695,0.79,0.76	-0.087
406	"FBgn0037896"	"ninaG"	chr3R	-	11420098	11421375	11420098	11420650	11420698	11421375	406	7,0,5	2,1,3	17,5,6	0,2,1	121	74	0.0117887787152	0.150413453728	0.682,0.0,0.505	1.0,0.605,0.786	-0.401
410	"FBgn0035880"	"CG17352"	chr3L	-	8355143	8355942	8355143	8355548	8355611	8355942	410	9,5,6	6,6,5	4,6,13	0,4,1	136	74	0.0117833540902	0.150413453728	0.449,0.312,0.395	1.0,0.449,0.876	-0.39
683	"FBgn0035850"	"Atg18a"	chr3L	+	8186994	8187576	8186994	8187218	8187478	8187576	683	23,18,11	4,5,2	20,19,26	1,1,2	148	74	0.0116845493444	0.150413453728	0.742,0.643,0.733	0.909,0.905,0.867	-0.188
414	"FBgn0037525"	"CG17816"	chr3R	-	7885853	7886733	7885853	7886168	7886595	7886733	414	2,2,1	1,1,0	3,2,3	1,1,1	148	74	0.0119791680237	0.151023082585	0.5,0.5,1.0	0.6,0.5,0.6	0.1
225	"FBgn0013981"	"His4r"	chr3R	+	14625787	14626229	14625787	14625917	14626025	14626229	225	47,27,42	32,17,36	48,33,47	62,33,61	148	74	0.0124897307902	0.154739262038	0.423,0.443,0.368	0.279,0.333,0.278	0.115
590	"FBgn0039163"	"CG5515"	chr3R	-	24188515	24188896	24188515	24188607	24188669	24188896	590	179,159,169	99,74,82	153,123,145	128,73,99	135	74	0.0125661723657	0.154739262038	0.498,0.541,0.53	0.396,0.48,0.445	0.083
1293	"FBgn0039265"	"CG11790"	chr3R	+	25047705	25048349	25047705	25047918	25048024	25048349	1293	42,27,41	453,441,434	52,39,38	369,299,385	148	74	0.013494903937	0.162398900787	0.044,0.03,0.045	0.066,0.061,0.047	-0.018
521	"FBgn0039026"	"CG7029"	chr3R	+	22787005	22788517	22787005	22787832	22787967	22788517	521	95,80,53	2,0,0	80,70,85	2,2,4	148	74	0.0133700254616	0.162398900787	0.96,1.0,1.0	0.952,0.946,0.914	0.049
1595	"FBgn0016754"	"sba"	chr3R	-	23896208	23897191	23896208	23896608	23897062	23897191	1595	39,52,40	29,22,21	10,14,32	14,14,30	148	74	0.0137237369325	0.163297049568	0.402,0.542,0.488	0.263,0.333,0.348	0.163
342	"FBgn0034528"	"CG11180"	chr2R	-	20620913	20623174	20620913	20621317	20621459	20623174	342	213,194,253	21,35,29	205,169,246	44,38,41	148	74	0.0141454731945	0.166445067922	0.835,0.735,0.814	0.7,0.69,0.75	0.081
1236	"FBgn0023518"	"trr"	chrX	-	1884006	1889950	1884006	1889294	1889357	1889950	1236	3,0,1	24,27,12	4,4,6	20,27,36	136	74	0.0148430429212	0.167221089931	0.064,0.0,0.043	0.098,0.075,0.083	-0.05
1250	"FBgn0034946"	"CG3065"	chr2R	+	23970304	23972233	23970304	23970685	23970755	23972233	1250	211,185,209	52,43,43	243,217,274	43,25,46	143	74	0.0148269618417	0.167221089931	0.677,0.69,0.716	0.745,0.818,0.755	-0.078
1558	"FBgn0261550"	"CG42668"	chr3R	+	20309343	20310638	20309343	20309666	20309903	20310638	1558	259,271,161	7,4,1	262,245,329	12,6,12	148	74	0.0147350001065	0.167221089931	0.949,0.971,0.988	0.916,0.953,0.932	0.036
752	"FBgn0034181"	"CG8963"	chr2R	-	17019206	17019522	17019206	17019349	17019432	17019522	752	47,41,48	10,16,14	35,20,64	23,15,28	148	74	0.0146855283225	0.167221089931	0.701,0.562,0.632	0.432,0.4,0.533	0.177
1352	"FBgn0034657"	"LBR"	chr2R	+	21720733	21721327	21720733	21720874	21720947	21721327	1352	11,10,13	5,4,1	6,9,8	11,7,5	146	74	0.0150167019694	0.167396709322	0.527,0.559,0.868	0.217,0.395,0.448	0.298
324	"FBgn0259221"	"CG42321"	chr2R	-	13438606	13439051	13438606	13438823	13438927	13439051	324	21,19,10	2,0,0	24,17,18	2,0,4	148	74	0.0152377492552	0.168091421471	0.84,1.0,1.0	0.857,1.0,0.692	0.097
78	"FBgn0020381"	"Dredd"	chrX	-	634124	635289	634124	634487	634545	635289	78	65,50,63	54,45,50	43,22,50	58,34,57	131	74	0.0157753999856	0.172228335925	0.405,0.386,0.416	0.295,0.268,0.331	0.104
667	"FBgn0026086"	"Adar"	chrX	+	1779089	1780244	1779089	1779258	1780061	1780244	667	102,107,80	3,6,2	108,84,115	3,1,0	148	74	0.0162890631918	0.17602161143	0.944,0.899,0.952	0.947,0.977,1.0	-0.043
281	"FBgn0259740"	"CG42394"	chr3R	+	10851284	10851788	10851284	10851488	10851548	10851788	281	531,424,557	72,49,68	464,279,422	75,58,67	133	74	0.0166883502172	0.178514776566	0.804,0.828,0.82	0.775,0.728,0.778	0.057
663	"FBgn0032036"	"CG13384"	chr2L	+	8384454	8384895	8384454	8384540	8384699	8384895	663	2,4,3	30,31,25	0,1,1	29,27,35	148	74	0.0170131184231	0.180168924101	0.032,0.061,0.057	0.0,0.018,0.014	0.039
1455	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884084	9884206	1455	97,55,75	192,153,191	98,39,89	259,217,258	148	74	0.0176229970259	0.184779741093	0.202,0.152,0.164	0.159,0.082,0.147	0.043
513	"FBgn0036518"	"RhoGAP71E"	chr3L	+	15601634	15603119	15601634	15602515	15602664	15603119	513	171,128,122	18,14,20	158,120,190	28,31,33	148	74	0.0189049101427	0.196277449423	0.826,0.821,0.753	0.738,0.659,0.742	0.087
711	"FBgn0031312"	"Tango14"	chr2L	+	1158660	1159467	1158660	1158782	1158856	1159467	711	312,277,334	31,27,30	375,312,395	21,21,25	147	74	0.0193225068216	0.198665385671	0.835,0.838,0.849	0.9,0.882,0.888	-0.049
1037	"FBgn0001145"	"Gs2"	chrX	+	11423956	11424454	11423956	11424103	11424269	11424454	1037	6,3,4	34,32,29	1,3,0	24,20,31	148	74	0.020248631366	0.202353537363	0.081,0.045,0.065	0.02,0.07,0.0	0.034
1527	"FBgn0038659"	"EndoA"	chr3R	+	18906608	18910348	18906608	18907020	18907199	18910348	1527	13,22,7	96,94,93	19,21,32	87,77,131	148	74	0.0202544617191	0.202353537363	0.063,0.105,0.036	0.098,0.12,0.109	-0.041
549	"FBgn0033767"	"CG13148"	chr2R	+	12686608	12687079	12686608	12686911	12686969	12687079	549	8,5,4	0,0,1	6,7,4	2,1,1	131	74	0.0202489221973	0.202353537363	1.0,1.0,0.693	0.629,0.798,0.693	0.191
125	"FBgn0032170"	"CG4658"	chr2L	+	9957294	9957900	9957294	9957329	9957402	9957900	125	39,34,44	3,3,5	40,29,41	0,1,3	146	74	0.0209977953221	0.202636942875	0.868,0.852,0.817	1.0,0.936,0.874	-0.091
206	"FBgn0011774"	"Irbp"	chr3R	+	11411055	11412440	11411055	11411118	11411219	11412440	206	367,313,300	6,4,5	282,218,274	12,8,5	148	74	0.0205802334677	0.202636942875	0.968,0.975,0.968	0.922,0.932,0.965	0.031
423	"FBgn0039560"	"CG5514"	chr3R	+	27942434	27942778	27942434	27942483	27942587	27942778	423	59,65,82	3,0,5	51,23,48	0,0,2	148	74	0.0210482188067	0.202636942875	0.908,1.0,0.891	1.0,1.0,0.923	-0.041
