ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
756	FBgn0039959	CG17514	chr3L	-	27987737	27988702	27967243	27974140	28012380	28012483	756	244,161,134	50,38,29	222,230,284	19,19,19	148	74	1.78766910164e-08	5.76635014598e-06	0.709,0.679,0.698	0.854,0.858,0.882	-0.169	0.709	0.679	0.698	0.854	0.858	0.882	chr3L:-:27967243-27974140:27987737-27988702:28012380-28012483	294,199,163	241,249,303	pass
1140	FBgn0028341	l(1)G0232	chrX	-	9638192	9638465	9630193	9631095	9640533	9640624	1140	6,3,6	3,3,2	1,4,3	0,0,0	148	74	2.4377452168e-08	7.40070768465e-06	0.5,0.333,0.6	1.0,1.0,1.0	-0.522	0.5	0.333	0.6	1.0	1.0	1.0	chrX:-:9630193-9631095:9638192-9638465:9640533-9640624	9,6,8	1,4,3	fail
3795	FBgn0263396	sqd	chr3R	-	13636970	13637078	13636365	13636525	13642298	13642427	3795	28,21,24	199,178,189	53,49,45	150,119,172	148	74	2.66768721557e-08	7.64885206642e-06	0.066,0.056,0.06	0.15,0.171,0.116	-0.085	0.066	0.056	0.06	0.15	0.171	0.116	chr3R:-:13636365-13636525:13636970-13637078:13642298-13642427	227,199,213	203,168,217	pass
5365	FBgn0261556	CG42674	chr3L	-	20156679	20157222	20155900	20155998	20158479	20158668	5365	16,14,13	69,60,47	2,2,6	70,61,93	148	74	7.1244085631e-08	1.93521434706e-05	0.104,0.104,0.121	0.014,0.016,0.031	0.089	0.104	0.104	0.121	0.014	0.016	0.031	chr3L:-:20155900-20155998:20156679-20157222:20158479-20158668	85,74,60	72,63,99	pass
3294	FBgn0030530	jub	chrX	-	13828223	13828253	13827578	13827719	13828641	13830317	3294	13,12,9	33,39,46	2,0,2	44,38,31	103	74	7.63401333259e-08	1.96995714047e-05	0.221,0.181,0.123	0.032,0.0,0.044	0.15	0.221	0.181	0.123	0.032	0.0	0.044	chrX:-:13827578-13827719:13828223-13828253:13828641-13830317	46,51,55	46,38,33	pass
5767	FBgn0033463	CG1513	chr2R	-	9884084	9884206	9883896	9884002	9884621	9884708	5767	344,281,363	78,76,77	529,378,517	46,47,68	148	74	9.08430646263e-08	2.2325764597e-05	0.688,0.649,0.702	0.852,0.801,0.792	-0.135	0.688	0.649	0.702	0.852	0.801	0.792	chr2R:-:9883896-9884002:9884084-9884206:9884621-9884708	422,357,440	575,425,585	pass
5292	FBgn0036318	Wbp2	chr3L	+	12852426	12852528	12851308	12851722	12852615	12852716	5292	52,41,53	139,117,145	34,26,20	193,154,198	148	74	9.84621898459e-08	2.3098334627e-05	0.158,0.149,0.155	0.081,0.078,0.048	0.085	0.158	0.149	0.155	0.081	0.078	0.048	chr3L:+:12851308-12851722:12852426-12852528:12852615-12852716	191,158,198	227,180,218	pass
1154	FBgn0005672	spi	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1154	951,782,798	296,220,225	1346,1110,1370	252,180,227	148	74	1.5359886163e-07	3.17089489949e-05	0.616,0.64,0.639	0.728,0.755,0.751	-0.113	0.616	0.64	0.639	0.728	0.755	0.751	chr2L:-:19567899-19569226:19571571-19571767:19577185-19577315	1247,1002,1023	1598,1290,1597	pass
1819	FBgn0010548	Aldh-III	chr2R	-	7469109	7469225	7467690	7467826	7469359	7469557	1819	122,100,111	0,2,0	115,92,116	7,6,10	148	74	1.52981443735e-07	3.17089489949e-05	1.0,0.962,1.0	0.891,0.885,0.853	0.111	1.0	0.962	1.0	0.891	0.885	0.853	chr2R:-:7467690-7467826:7469109-7469225:7469359-7469557	122,102,111	122,98,126	pass
4450	FBgn0033844	bbc	chr2R	-	13488916	13489048	13487973	13488132	13491434	13491593	4450	239,212,246	50,44,40	182,158,191	77,55,89	148	74	1.5109451168e-07	3.17089489949e-05	0.705,0.707,0.755	0.542,0.59,0.518	0.172	0.705	0.707	0.755	0.542	0.59	0.518	chr2R:-:13487973-13488132:13488916-13489048:13491434-13491593	289,256,286	259,213,280	pass
5508	FBgn0266410	CG45050	chr3R	+	9342575	9342894	9341866	9342491	9354421	9354854	5508	184,123,177	323,243,209	105,89,123	323,282,371	148	74	2.9386240874e-07	5.83316881349e-05	0.222,0.202,0.297	0.14,0.136,0.142	0.101	0.222	0.202	0.297	0.14	0.136	0.142	chr3R:+:9341866-9342491:9342575-9342894:9354421-9354854	507,366,386	428,371,494	pass
3836	FBgn0033897	Rcd1	chr2R	-	14150035	14150095	14149233	14149818	14150225	14150454	3836	10,5,9	81,60,47	0,0,1	64,71,76	133	74	3.78851620408e-07	7.24167856639e-05	0.064,0.044,0.096	0.0,0.0,0.007	0.066	0.064	0.044	0.096	0.0	0.0	0.007	chr2R:-:14149233-14149818:14150035-14150095:14150225-14150454	91,65,56	64,71,77	pass
3354	FBgn0052626	AMPdeam	chrX	-	13834170	13834206	13832903	13833031	13834814	13835149	3354	18,33,10	51,50,39	5,0,6	41,44,45	109	74	5.03551091602e-07	9.28152565628e-05	0.193,0.309,0.148	0.076,0.0,0.083	0.164	0.193	0.309	0.148	0.076	0.0	0.083	chrX:-:13832903-13833031:13834170-13834206:13834814-13835149	69,83,49	46,44,51	pass
3873	FBgn0028577	pUf68	chr3L	-	1499771	1499879	1499042	1499337	1501350	1501406	3873	1,0,1	3,2,2	6,3,6	1,1,1	148	74	5.41340273164e-07	9.63399017172e-05	0.143,0.0,0.2	0.75,0.6,0.75	-0.586	0.143	0.0	0.2	0.75	0.6	0.75	chr3L:-:1499042-1499337:1499771-1499879:1501350-1501406	4,2,3	7,4,7	fail
1610	FBgn0039560	CG5514	chr3R	+	27942434	27942483	27939706	27942133	27942587	27942778	1610	31,17,22	18,25,31	11,1,10	39,30,43	122	74	1.88723836603e-06	0.000324667906903	0.511,0.292,0.301	0.146,0.02,0.124	0.271	0.511	0.292	0.301	0.146	0.02	0.124	chr3R:+:27939706-27942133:27942434-27942483:27942587-27942778	49,42,53	50,31,53	pass
409	FBgn0004907	14-3-3zeta	chr2R	+	10105940	10106104	10105701	10105825	10107466	10108474	409	1126,991,1210	22,19,20	1465,1107,1572	10,1,14	148	74	2.05449587265e-06	0.000342040425766	0.962,0.963,0.968	0.987,0.998,0.982	-0.025	0.962	0.963	0.968	0.987	0.998	0.982	chr2R:+:10105701-10105825:10105940-10106104:10107466-10108474	1148,1010,1230	1475,1108,1586	pass
3038	FBgn0083962	CG34126	chr2L	+	4985732	4985762	4984712	4985424	4985861	4985954	3038	8,6,2	32,18,17	0,0,1	16,19,35	103	74	2.19183365002e-06	0.000353501670867	0.152,0.193,0.078	0.0,0.0,0.02	0.134	0.152	0.193	0.078	0.0	0.0	0.02	chr2L:+:4984712-4985424:4985732-4985762:4985861-4985954	40,24,19	16,19,36	fail
4179	FBgn0004395	unk	chr3R	-	23155131	23155240	23154844	23154967	23155808	23156011	4179	36,25,24	52,47,43	12,13,17	76,58,67	148	74	2.84328329525e-06	0.000444672275357	0.257,0.21,0.218	0.073,0.101,0.113	0.133	0.257	0.21	0.218	0.073	0.101	0.113	chr3R:-:23154844-23154967:23155131-23155240:23155808-23156011	88,72,67	88,71,84	pass
3835	FBgn0033897	Rcd1	chr2R	-	14150035	14150095	14149887	14149953	14150225	14150454	3835	13,5,15	18,19,17	4,1,1	20,24,23	133	74	3.45359142118e-06	0.000524234862491	0.287,0.128,0.329	0.1,0.023,0.024	0.199	0.287	0.128	0.329	0.1	0.023	0.024	chr2R:-:14149887-14149953:14150035-14150095:14150225-14150454	31,24,32	24,25,24	pass
233	FBgn0260745	mfas	chr3R	-	11992071	11992143	11989209	11989325	11992741	11992874	233	8,3,6	3,0,5	6,6,3	0,0,0	145	74	3.87539152535e-06	0.0005642974692	0.576,1.0,0.38	1.0,1.0,1.0	-0.348	0.576	1.0	0.38	1.0	1.0	1.0	chr3R:-:11989209-11989325:11992071-11992143:11992741-11992874	11,3,11	6,6,3	fail
4498	FBgn0004509	Fur1	chr3R	-	25431916	25431981	25417937	25417964	25472481	25473058	4498	95,87,51	11,4,11	102,104,129	1,3,2	138	74	3.93619625871e-06	0.0005642974692	0.822,0.921,0.713	0.982,0.949,0.972	-0.149	0.822	0.921	0.713	0.982	0.949	0.972	chr3R:-:25417937-25417964:25431916-25431981:25472481-25473058	106,91,62	103,107,131	pass
2551	FBgn0052654	Sec16	chrX	+	12605802	12606153	12604863	12605388	12607697	12607879	2551	8,12,10	19,32,19	4,2,4	41,35,45	148	74	4.5746481685e-06	0.000621309452569	0.174,0.158,0.208	0.047,0.028,0.043	0.141	0.174	0.158	0.208	0.047	0.028	0.043	chrX:+:12604863-12605388:12605802-12606153:12607697-12607879	27,44,29	45,37,49	pass
795	FBgn0053170	CG33170	chr3L	+	22865877	22865960	22865770	22865824	22867399	22867535	795	1064,943,1263	24,13,20	1143,833,1056	6,2,8	148	74	4.55430559543e-06	0.000621309452569	0.957,0.973,0.969	0.99,0.995,0.985	-0.024	0.957	0.973	0.969	0.99	0.995	0.985	chr3L:+:22865770-22865824:22865877-22865960:22867399-22867535	1088,956,1283	1149,835,1064	pass
2154	FBgn0051158	Efa6	chr3R	+	22602195	22602435	22600544	22601666	22602844	22603923	2154	9,19,15	67,69,57	3,3,5	53,63,86	148	74	5.06541775425e-06	0.000660912942384	0.063,0.121,0.116	0.028,0.023,0.028	0.074	0.063	0.121	0.116	0.028	0.023	0.028	chr3R:+:22600544-22601666:22602195-22602435:22602844-22603923	76,88,72	56,66,91	pass
48	FBgn0026401	Nipped-B	chr2R	-	4722146	4722325	4719769	4720210	4726623	4726788	48	280,231,161	14,8,20	245,230,295	2,7,3	148	74	5.12236343642e-06	0.000660912942384	0.909,0.935,0.801	0.984,0.943,0.98	-0.087	0.909	0.935	0.801	0.984	0.943	0.98	chr2R:-:4719769-4720210:4722146-4722325:4726623-4726788	294,239,181	247,237,298	pass
479	FBgn0085432	pan	chr4	+	104082	104528	99405	99475	107402	110059	479	12,7,4	54,34,32	2,3,0	52,60,55	148	74	5.57831739534e-06	0.000702187709204	0.1,0.093,0.059	0.019,0.024,0.0	0.07	0.1	0.093	0.059	0.019	0.024	0.0	chr4:+:99405-99475:104082-104528:107402-110059	66,41,36	54,63,55	pass
5328	FBgn0083124	Uhg4	chr2R	+	9096382	9096438	9096149	9096202	9096670	9096735	5328	470,338,459	21,3,14	440,321,400	2,2,4	129	74	5.9080994298e-06	0.000725992884695	0.928,0.985,0.95	0.992,0.989,0.983	-0.034	0.928	0.985	0.95	0.992	0.989	0.983	chr2R:+:9096149-9096202:9096382-9096438:9096670-9096735	491,341,473	442,323,404	pass
4728	FBgn0034051	Mlf	chr2R	-	15937020	15937326	15935892	15936580	15937678	15937879	4728	301,279,297	50,48,44	208,214,243	73,53,85	148	74	7.13513499417e-06	0.000856382132672	0.751,0.744,0.771	0.588,0.669,0.588	0.14	0.751	0.744	0.771	0.588	0.669	0.588	chr2R:-:15935892-15936580:15937020-15937326:15937678-15937879	351,327,341	281,267,328	pass
3353	FBgn0052626	AMPdeam	chrX	-	13834170	13834206	13832903	13833022	13834814	13835149	3353	10,11,6	15,26,10	1,2,4	19,28,29	109	74	8.08579923839e-06	0.00094842749703	0.312,0.223,0.289	0.034,0.046,0.086	0.219	0.312	0.223	0.289	0.034	0.046	0.086	chrX:-:13832903-13833022:13834170-13834206:13834814-13835149	25,37,16	20,30,33	fail
2185	FBgn0261113	Xrp1	chr3R	+	18920412	18921319	18918259	18918625	18925077	18925796	2185	1510,1403,1254	42,35,40	1300,1160,1507	19,15,16	148	74	8.29765096833e-06	0.000951648369946	0.947,0.952,0.94	0.972,0.975,0.979	-0.029	0.947	0.952	0.94	0.972	0.975	0.979	chr3R:+:18918259-18918625:18920412-18921319:18925077-18925796	1552,1438,1294	1319,1175,1523	pass
2189	FBgn0261113	Xrp1	chr3R	+	18919422	18919512	18918259	18918625	18925077	18925796	2189	1014,1006,781	42,35,40	831,807,1007	19,15,16	148	74	1.02265618166e-05	0.00114737577251	0.923,0.935,0.907	0.956,0.964,0.969	-0.041	0.923	0.935	0.907	0.956	0.964	0.969	chr3R:+:18918259-18918625:18919422-18919512:18925077-18925796	1056,1041,821	850,822,1023	pass
2217	FBgn0264693	ens	chr3L	-	4133548	4133656	4131955	4132212	4133768	4133822	2217	28,25,22	93,103,82	12,15,12	128,107,142	148	74	1.31179085266e-05	0.001440457998	0.131,0.108,0.118	0.045,0.066,0.041	0.068	0.131	0.108	0.118	0.045	0.066	0.041	chr3L:-:4131955-4132212:4133548-4133656:4133768-4133822	121,128,104	140,122,154	pass
2838	FBgn0015286	Rala	chrX	-	3707367	3707491	3704609	3706251	3708743	3708918	2838	777,685,606	176,167,159	785,613,817	109,105,117	148	74	1.48126802475e-05	0.00159267172411	0.688,0.672,0.656	0.783,0.745,0.777	-0.096	0.688	0.672	0.656	0.783	0.745	0.777	chrX:-:3704609-3706251:3707367-3707491:3708743-3708918	953,852,765	894,718,934	pass
3931	FBgn0262738	norpA	chrX	+	4332795	4332840	4325347	4325616	4349003	4349587	3931	46,24,17	3,6,2	31,36,45	1,0,0	118	74	1.51225223378e-05	0.00159280281195	0.906,0.715,0.842	0.951,1.0,1.0	-0.163	0.906	0.715	0.842	0.951	1.0	1.0	chrX:+:4325347-4325616:4332795-4332840:4349003-4349587	49,30,19	32,36,45	fail
4176	FBgn0004395	unk	chr3R	-	23155439	23155549	23154844	23154967	23155808	23156011	4176	35,31,21	52,47,43	15,14,19	76,58,67	148	74	1.83081217835e-05	0.00188976433049	0.252,0.248,0.196	0.09,0.108,0.124	0.125	0.252	0.248	0.196	0.09	0.108	0.124	chr3R:-:23154844-23154967:23155439-23155549:23155808-23156011	87,78,64	91,72,86	pass
2942	FBgn0005632	faf	chr3R	+	31788659	31788844	31787801	31788197	31789496	31790121	2942	20,1,11	135,130,131	0,2,4	154,112,133	148	74	1.90331943795e-05	0.00192608463123	0.069,0.004,0.04	0.0,0.009,0.015	0.03	0.069	0.004	0.04	0.0	0.009	0.015	chr3R:+:31787801-31788197:31788659-31788844:31789496-31790121	155,131,142	154,114,137	pass
5302	FBgn0036318	Wbp2	chr3L	+	12851308	12851722	12850914	12851153	12852426	12852521	5302	170,174,181	5,10,11	174,135,190	2,3,0	148	74	2.0416314484e-05	0.00202631921254	0.944,0.897,0.892	0.978,0.957,1.0	-0.067	0.944	0.897	0.892	0.978	0.957	1.0	chr3L:+:12850914-12851153:12851308-12851722:12852426-12852521	175,184,192	176,138,190	pass
2622	FBgn0032036	CG13384	chr2L	+	8384996	8385097	8384699	8384895	8386216	8386385	2622	667,527,505	16,13,15	725,603,818	4,9,5	148	74	3.03996937708e-05	0.00296024187832	0.954,0.953,0.944	0.989,0.971,0.988	-0.032	0.954	0.953	0.944	0.989	0.971	0.988	chr2L:+:8384699-8384895:8384996-8385097:8386216-8386385	683,540,520	729,612,823	pass
2365	FBgn0267792	rgr	chr2R	+	8608156	8608255	8600414	8601229	8608311	8608521	2365	5,5,11	71,90,82	13,16,19	57,51,71	148	74	3.19357134857e-05	0.00305222624629	0.034,0.027,0.063	0.102,0.136,0.118	-0.077	0.034	0.027	0.063	0.102	0.136	0.118	chr2R:+:8600414-8601229:8608156-8608255:8608311-8608521	76,95,93	70,67,90	pass
1821	FBgn0010548	Aldh-III	chr2R	-	7468421	7468537	7467690	7467826	7469359	7469557	1821	304,268,315	0,2,0	369,279,345	7,6,10	148	74	3.36403801998e-05	0.00315669094929	1.0,0.985,1.0	0.963,0.959,0.945	0.039	1.0	0.985	1.0	0.963	0.959	0.945	chr2R:-:7467690-7467826:7468421-7468537:7469359-7469557	304,270,315	376,285,355	pass
1000	FBgn0263395	hppy	chr2R	+	19220743	19220782	19218130	19218194	19224052	19224386	1000	26,34,33	7,10,8	26,10,23	20,29,18	112	74	3.80768872026e-05	0.00350919312237	0.71,0.692,0.732	0.462,0.186,0.458	0.343	0.71	0.692	0.732	0.462	0.186	0.458	chr2R:+:19218130-19218194:19220743-19220782:19224052-19224386	33,44,41	46,39,41	pass
4595	FBgn0035793	CG7546	chr3L	+	7513522	7513621	7512785	7513392	7513817	7514354	4595	1,1,1	70,43,82	7,6,7	57,63,49	148	74	4.10286215345e-05	0.00371488974982	0.007,0.011,0.006	0.058,0.045,0.067	-0.049	0.007	0.011	0.006	0.058	0.045	0.067	chr3L:+:7512785-7513392:7513522-7513621:7513817-7514354	71,44,83	64,69,56	pass
5295	FBgn0036318	Wbp2	chr3L	+	12852426	12852521	12851308	12851722	12852615	12852716	5295	43,46,38	139,117,145	35,25,26	193,154,198	148	74	5.15333024528e-05	0.00458557541308	0.134,0.164,0.116	0.083,0.075,0.062	0.065	0.134	0.164	0.116	0.083	0.075	0.062	chr3L:+:12851308-12851722:12852426-12852521:12852615-12852716	182,163,183	228,179,224	pass
3910	FBgn0000173	ben	chrX	+	13996615	13996728	13996344	13996523	13998094	13999805	3910	50,48,56	504,412,487	31,24,30	508,403,553	148	74	5.85444594625e-05	0.00512115178451	0.047,0.055,0.054	0.03,0.029,0.026	0.024	0.047	0.055	0.054	0.03	0.029	0.026	chrX:+:13996344-13996523:13996615-13996728:13998094-13999805	554,460,543	539,427,583	pass
4694	FBgn0036144	GlcAT-P	chr3L	-	11182154	11182643	11179529	11179716	11183633	11184208	4694	36,24,28	25,10,26	27,22,27	54,38,58	148	74	6.27320822492e-05	0.00539600460814	0.419,0.545,0.35	0.2,0.224,0.189	0.234	0.419	0.545	0.35	0.2	0.224	0.189	chr3L:-:11179529-11179716:11182154-11182643:11183633-11184208	61,34,54	81,60,85	pass
2213	FBgn0264693	ens	chr3L	-	4128307	4128973	4126988	4127162	4129650	4129791	2213	58,47,28	54,55,50	36,23,37	93,72,94	148	74	6.716270908e-05	0.00568240559938	0.349,0.299,0.219	0.162,0.138,0.164	0.134	0.349	0.299	0.219	0.162	0.138	0.164	chr3L:-:4126988-4127162:4128307-4128973:4129650-4129791	112,102,78	129,95,131	pass
2255	FBgn0263995	cpo	chr3R	+	18011096	18011713	18010227	18010574	18012095	18012150	2255	2,4,3	0,2,1	1,1,0	2,2,1	148	74	6.89988997653e-05	0.00574360196272	1.0,0.5,0.6	0.2,0.2,0.0	0.567	1.0	0.5	0.6	0.2	0.2	0.0	chr3R:+:18010227-18010574:18011096-18011713:18012095-18012150	2,6,4	3,3,1	fail
2395	FBgn0053113	Rtnl1	chr2L	-	5004171	5004207	4994786	4994994	5008180	5009720	2395	65,55,67	153,141,147	99,92,111	136,112,164	109	74	8.13815205133e-05	0.00666682583126	0.224,0.209,0.236	0.331,0.358,0.315	-0.112	0.224	0.209	0.236	0.331	0.358	0.315	chr2L:-:4994786-4994994:5004171-5004207:5008180-5009720	218,196,214	235,204,275	pass
1026	FBgn0036239	Pop2	chr3L	-	12001726	12001865	12000749	12001090	12002585	12002915	1026	15,14,21	126,109,94	5,5,6	108,92,107	148	74	8.6855623934e-05	0.0070040917988	0.056,0.06,0.1	0.023,0.026,0.027	0.047	0.056	0.06	0.1	0.023	0.026	0.027	chr3L:-:12000749-12001090:12001726-12001865:12002585-12002915	141,123,115	113,97,113	pass
5385	FBgn0042693	PP2A-B'	chr3R	+	18171273	18171312	18169483	18170098	18171528	18171703	5385	33,36,32	215,150,157	20,11,19	196,166,184	112	74	8.89585606753e-05	0.00706330971762	0.092,0.137,0.119	0.063,0.042,0.064	0.06	0.092	0.137	0.119	0.063	0.042	0.064	chr3R:+:18169483-18170098:18171273-18171312:18171528-18171703	248,186,189	216,177,203	pass
3257	FBgn0034572	CG9346	chr2R	+	21013401	21013445	21013157	21013339	21013512	21013845	3257	39,46,53	3,6,1	64,39,63	0,0,0	117	74	0.000107412082462	0.00813150514922	0.892,0.829,0.971	1.0,1.0,1.0	-0.103	0.892	0.829	0.971	1.0	1.0	1.0	chr2R:+:21013157-21013339:21013401-21013445:21013512-21013845	42,52,54	64,39,63	pass
3415	FBgn0053558	mim	chr2R	-	6927389	6928148	6926669	6926821	6928508	6928836	3415	6,15,8	79,46,63	3,1,7	101,62,101	148	74	0.000105606972352	0.00813150514922	0.037,0.14,0.06	0.015,0.008,0.033	0.06	0.037	0.14	0.06	0.015	0.008	0.033	chr2R:-:6926669-6926821:6927389-6928148:6928508-6928836	85,61,71	104,63,108	pass
3448	FBgn0003654	sw	chrX	-	20232116	20232164	20230440	20230596	20233422	20233443	3448	78,59,45	3,8,1	81,66,119	0,1,1	121	74	0.000107972663109	0.00813150514922	0.941,0.819,0.965	1.0,0.976,0.986	-0.079	0.941	0.819	0.965	1.0	0.976	0.986	chrX:-:20230440-20230596:20232116-20232164:20233422-20233443	81,67,46	81,67,120	pass
5130	FBgn0011742	Arp2	chrX	-	16551474	16551489	16550249	16550465	16552339	16552450	5130	10,11,4	152,122,114	3,3,1	173,117,161	88	74	0.000108714174636	0.00813150514922	0.052,0.07,0.029	0.014,0.021,0.005	0.037	0.052	0.07	0.029	0.014	0.021	0.005	chrX:-:16550249-16550465:16551474-16551489:16552339-16552450	162,133,118	176,120,162	pass
