ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
2785	FBgn0031883	Caper	chr2L	+	7034483	7034693	7032720	7033018	7035406	7035561	2785	72,123,80	104,143,120	39,36,57	224,279,260	284	74	0.0	0.0	0.153,0.183,0.148	0.043,0.033,0.054	0.118	0.153	0.183	0.148	0.043	0.033	0.054	chr2L:+:7032720-7033018:7034483-7034693:7035406-7035561	176,266,200	263,315,317	pass
2811	FBgn0261545	CG42663	chr2R	+	12722304	12723006	12705171	12705636	12734920	12735119	2811	1880,2387,1903	2,2,2	1581,1809,1481	18,30,19	776	74	0.0	0.0	0.989,0.991,0.989	0.893,0.852,0.881	0.114	0.989	0.991	0.989	0.893	0.852	0.881	chr2R:+:12705171-12705636:12722304-12723006:12734920-12735119	1882,2389,1905	1599,1839,1500	pass
2859	FBgn0263251	vnc	chr3L	+	9972880	9973001	9972311	9972397	9973093	9974023	2859	160,165,155	197,258,183	43,69,42	281,376,380	195	74	0.0	0.0	0.236,0.195,0.243	0.055,0.065,0.04	0.171	0.236	0.195	0.243	0.055	0.065	0.04	chr3L:+:9972311-9972397:9972880-9973001:9973093-9974023	357,423,338	324,445,422	pass
2860	FBgn0263251	vnc	chr3L	+	9972921	9973001	9972311	9972397	9973093	9974023	2860	76,75,83	197,258,183	31,30,23	281,376,380	154	74	0.0	0.0	0.156,0.123,0.179	0.05,0.037,0.028	0.114	0.156	0.123	0.179	0.05	0.037	0.028	chr3L:+:9972311-9972397:9972921-9973001:9973093-9974023	273,333,266	312,406,403	pass
3060	FBgn0003654	sw	chrX	-	20235803	20235950	20235508	20235746	20236082	20236198	3060	51,43,45	99,123,100	17,12,25	189,201,192	221	74	0.0	0.0	0.147,0.105,0.131	0.029,0.02,0.042	0.097	0.147	0.105	0.131	0.029	0.02	0.042	chrX:-:20235508-20235746:20235803-20235950:20236082-20236198	150,166,145	206,213,217	pass
3062	FBgn0003654	sw	chrX	-	20235807	20235950	20235508	20235746	20236082	20236198	3062	55,53,54	99,123,100	21,20,20	189,201,192	217	74	0.0	0.0	0.159,0.128,0.156	0.037,0.033,0.034	0.113	0.159	0.128	0.156	0.037	0.033	0.034	chrX:-:20235508-20235746:20235807-20235950:20236082-20236198	154,176,154	210,221,212	pass
3334	FBgn0041210	HDAC4	chrX	-	13282165	13282229	13276434	13276547	13285202	13285632	3334	115,114,90	0,0,1	71,103,78	16,34,20	138	74	0.0	0.0	1.0,1.0,0.98	0.704,0.619,0.677	0.327	1.0	1.0	0.98	0.704	0.619	0.677	chrX:-:13276434-13276547:13282165-13282229:13285202-13285632	115,114,91	87,137,98	pass
348	FBgn0035438	PHGPx	chr3L	+	3327342	3327553	3326264	3326367	3327859	3328183	348	111,132,125	588,870,639	38,63,86	878,1331,1318	285	74	0.0	0.0	0.047,0.038,0.048	0.011,0.012,0.017	0.031	0.047	0.038	0.048	0.011	0.012	0.017	chr3L:+:3326264-3326367:3327342-3327553:3327859-3328183	699,1002,764	916,1394,1404	pass
3509	FBgn0064225	RpL5	chr2L	-	22536536	22536565	22536114	22536378	22536620	22536650	3509	3232,5043,3503	12,16,13	2802,3507,5255	66,80,107	103	74	0.0	0.0	0.995,0.996,0.995	0.968,0.969,0.972	0.026	0.995	0.996	0.995	0.968	0.969	0.972	chr2L:-:22536114-22536378:22536536-22536565:22536620-22536650	3244,5059,3516	2868,3587,5362	pass
3838	FBgn0004838	Hrb27C	chr2L	+	6922730	6922826	6920703	6920861	6923783	6924400	3838	1034,1403,1018	104,199,117	653,898,796	168,282,254	170	74	0.0	0.0	0.812,0.754,0.791	0.629,0.581,0.577	0.19	0.812	0.754	0.791	0.629	0.581	0.577	chr2L:+:6920703-6920861:6922730-6922826:6923783-6924400	1138,1602,1135	821,1180,1050	pass
4263	FBgn0259984	kuz	chr2L	+	13558799	13558832	13551141	13551666	13609790	13609987	4263	409,523,381	1,3,1	211,297,275	8,25,27	107	74	0.0	0.0	0.996,0.992,0.996	0.948,0.891,0.876	0.09	0.996	0.992	0.996	0.948	0.891	0.876	chr2L:+:13551141-13551666:13558799-13558832:13609790-13609987	410,526,382	219,322,302	pass
4317	FBgn0002183	dre4	chr3L	-	1872353	1872470	1871573	1871917	1872581	1872735	4317	582,800,557	243,347,313	175,264,259	304,500,511	191	74	0.0	0.0	0.481,0.472,0.408	0.182,0.17,0.164	0.282	0.481	0.472	0.408	0.182	0.17	0.164	chr3L:-:1871573-1871917:1872353-1872470:1872581-1872735	825,1147,870	479,764,770	pass
4497	FBgn0082582	tmod	chr3R	+	30576597	30576818	30572924	30573072	30577178	30577558	4497	30,57,19	771,779,622	135,123,145	498,753,717	295	74	0.0	0.0	0.01,0.018,0.008	0.064,0.039,0.048	-0.038	0.01	0.018	0.008	0.064	0.039	0.048	chr3R:+:30572924-30573072:30576597-30576818:30577178-30577558	801,836,641	633,876,862	pass
4526	FBgn0020309	crol	chr2L	-	11806047	11806157	11803784	11803898	11809125	11809438	4526	648,861,613	25,36,19	647,787,788	91,142,126	184	74	0.0	0.0	0.912,0.906,0.928	0.741,0.69,0.716	0.2	0.912	0.906	0.928	0.741	0.69	0.716	chr2L:-:11803784-11803898:11806047-11806157:11809125-11809438	673,897,632	738,929,914	pass
4527	FBgn0020309	crol	chr2L	-	11797828	11798041	11795171	11797741	11798664	11799402	4527	1355,1559,1088	23,25,12	633,648,765	49,47,41	287	74	0.0	0.0	0.938,0.941,0.959	0.769,0.78,0.828	0.154	0.938	0.941	0.959	0.769	0.78	0.828	chr2L:-:11795171-11797741:11797828-11798041:11798664-11799402	1378,1584,1100	682,695,806	pass
4703	FBgn0083124	Uhg4	chr2R	+	9095577	9095629	9095272	9095339	9095897	9095958	4703	300,464,405	0,0,2	251,334,303	21,37,42	126	74	0.0	0.0	1.0,1.0,0.992	0.875,0.841,0.809	0.156	1.0	1.0	0.992	0.875	0.841	0.809	chr2R:+:9095272-9095339:9095577-9095629:9095897-9095958	300,464,407	272,371,345	pass
4844	FBgn0031187	CG14619	chrX	+	22462399	22463272	22457613	22458260	22466164	22466375	4844	115,122,92	26,27,36	204,209,204	8,7,8	947	74	0.0	0.0	0.257,0.261,0.166	0.666,0.7,0.666	-0.449	0.257	0.261	0.166	0.666	0.7	0.666	chrX:+:22457613-22458260:22462399-22463272:22466164-22466375	141,149,128	212,216,212	pass
5087	FBgn0033463	CG1513	chr2R	-	9884084	9884206	9883896	9884002	9884621	9884708	5087	648,849,638	9,11,10	509,751,616	122,143,103	196	74	0.0	0.0	0.965,0.967,0.96	0.612,0.665,0.693	0.307	0.965	0.967	0.96	0.612	0.665	0.693	chr2R:-:9883896-9884002:9884084-9884206:9884621-9884708	657,860,648	631,894,719	pass
5142	FBgn0032198	eEF1delta	chr2L	+	10233480	10233561	10232506	10232659	10233756	10234450	5142	1719,2456,2054	674,933,707	1312,1634,1726	1060,1351,1388	155	74	0.0	0.0	0.549,0.557,0.581	0.371,0.366,0.373	0.192	0.549	0.557	0.581	0.371	0.366	0.373	chr2L:+:10232506-10232659:10233480-10233561:10233756-10234450	2393,3389,2761	2372,2985,3114	pass
516	FBgn0259238	CG42336	chr2R	-	11295493	11295885	11294535	11294785	11297261	11297520	516	42,63,48	404,454,380	42,58,73	73,74,114	466	74	0.0	0.0	0.016,0.022,0.02	0.084,0.111,0.092	-0.076	0.016	0.022	0.02	0.084	0.111	0.092	chr2R:-:11294535-11294785:11295493-11295885:11297261-11297520	446,517,428	115,132,187	pass
5189	FBgn0011361	mtacp1	chr3L	+	1330862	1330949	1330130	1330290	1331041	1331170	5189	595,749,599	748,877,710	418,477,702	150,207,233	161	74	0.0	0.0	0.268,0.282,0.279	0.562,0.514,0.581	-0.276	0.268	0.282	0.279	0.562	0.514	0.581	chr3L:+:1330130-1330290:1330862-1330949:1331041-1331170	1343,1626,1309	568,684,935	pass
5196	FBgn0002921	Atpalpha	chr3R	+	20959236	20959380	20948779	20948829	20962214	20962295	5196	164,200,156	10,17,15	299,301,277	109,178,122	218	74	0.0	0.0	0.848,0.8,0.779	0.482,0.365,0.435	0.382	0.848	0.8	0.779	0.482	0.365	0.435	chr3R:+:20948779-20948829:20959236-20959380:20962214-20962295	174,217,171	408,479,399	pass
5379	FBgn0264078	Flo2	chrX	+	14925645	14925684	14924225	14924413	14926765	14926874	5379	93,137,122	88,117,104	42,60,57	172,154,169	113	74	0.0	0.0	0.409,0.434,0.434	0.138,0.203,0.181	0.252	0.409	0.434	0.434	0.138	0.203	0.181	chrX:+:14924225-14924413:14925645-14925684:14926765-14926874	181,254,226	214,214,226	pass
5541	FBgn0027335	Rip11	chrX	-	18636613	18636873	18635641	18636319	18637412	18637573	5541	2599,3378,2649	305,417,297	4507,5372,4862	110,109,126	334	74	0.0	0.0	0.654,0.642,0.664	0.901,0.916,0.895	-0.251	0.654	0.642	0.664	0.901	0.916	0.895	chrX:-:18635641-18636319:18636613-18636873:18637412-18637573	2904,3795,2946	4617,5481,4988	pass
607	FBgn0051145	CG31145	chr3R	-	23631485	23632186	23626596	23627460	23635277	23635321	607	90,95,76	179,215,130	152,245,202	125,153,126	775	74	0.0	0.0	0.046,0.04,0.053	0.104,0.133,0.133	-0.077	0.046	0.04	0.053	0.104	0.133	0.133	chr3R:-:23626596-23627460:23631485-23632186:23635277-23635321	269,310,206	277,398,328	pass
804	FBgn0261041	stj	chr2R	+	13811197	13811254	13810752	13810836	13813799	13813880	804	24,40,34	85,117,73	84,121,126	37,43,56	131	74	0.0	0.0	0.138,0.162,0.208	0.562,0.614,0.56	-0.409	0.138	0.162	0.208	0.562	0.614	0.56	chr2R:+:13810752-13810836:13811197-13811254:13813799-13813880	109,157,107	121,164,182	pass
822	FBgn0020660	eIF-4B	chr3L	-	27847424	27847485	27844504	27844604	27856783	27857935	822	369,611,441	29,44,32	750,927,794	260,384,399	135	74	0.0	0.0	0.875,0.884,0.883	0.613,0.57,0.522	0.312	0.875	0.884	0.883	0.613	0.57	0.522	chr3L:-:27844504-27844604:27847424-27847485:27856783-27857935	398,655,473	1010,1311,1193	pass
5488	FBgn0011217	eff	chr3R	-	14734386	14734418	14733699	14733883	14737419	14737483	5488	2629,3353,2651	0,0,0	4405,5638,5353	59,106,105	106	74	1.11022302463e-16	1.29983743068e-14	1.0,1.0,1.0	0.981,0.974,0.973	0.024	1.0	1.0	1.0	0.981	0.974	0.973	chr3R:-:14733699-14733883:14734386-14734418:14737419-14737483	2629,3353,2651	4464,5744,5458	pass
4262	FBgn0259984	kuz	chr2L	+	13636383	13636843	13635648	13636213	13637287	13639411	4262	1257,1838,1214	55,102,58	1651,1962,1684	16,32,29	534	74	3.33066907388e-16	3.79952479736e-14	0.76,0.714,0.744	0.935,0.895,0.889	-0.167	0.76	0.714	0.744	0.935	0.895	0.889	chr2L:+:13635648-13636213:13636383-13636843:13637287-13639411	1312,1940,1272	1667,1994,1713	pass
2574	FBgn0086676	spin	chr2R	+	16136833	16137029	16136424	16136566	16137204	16138238	2574	60,69,55	160,195,158	9,6,4	103,88,117	270	74	1.11022302463e-15	1.23484555914e-13	0.093,0.088,0.087	0.023,0.018,0.009	0.073	0.093	0.088	0.087	0.023	0.018	0.009	chr2R:+:16136424-16136566:16136833-16137029:16137204-16138238	220,264,213	112,94,121	pass
667	FBgn0036821	CG3961	chr3L	-	18887060	18887215	18881077	18881251	18890189	18890281	667	1477,1869,1376	3,7,5	535,582,606	16,19,14	229	74	2.55351295664e-15	2.77087296197e-13	0.994,0.989,0.989	0.915,0.908,0.933	0.072	0.994	0.989	0.989	0.915	0.908	0.933	chr3L:-:18881077-18881251:18887060-18887215:18890189-18890281	1480,1876,1381	551,601,620	pass
5125	FBgn0032101	CG9586	chr2L	-	9165942	9166164	9165420	9165842	9166222	9166514	5125	1195,1459,1187	2,0,0	763,977,977	7,19,25	296	74	4.4408920985e-15	4.70417355863e-13	0.993,1.0,1.0	0.965,0.928,0.907	0.064	0.993	1.0	1.0	0.965	0.928	0.907	chr2L:-:9165420-9165842:9165942-9166164:9166222-9166514	1197,1459,1187	770,996,1002	pass
4366	FBgn0010905	Spn	chr3L	-	2512148	2512157	2511162	2511763	2512294	2512472	4366	3,1,2	0,0,0	0,0,0	2,4,4	83	74	5.99520433298e-15	6.20294513429e-13	1.0,1.0,1.0	0.0,0.0,0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	chr3L:-:2511162-2511763:2512148-2512157:2512294-2512472	3,1,2	2,4,4	fail
5180	FBgn0260936	scny	chr3L	+	5774413	5774846	5772432	5774076	5775188	5775845	5180	159,286,183	181,259,185	215,291,258	92,116,93	507	74	6.77236045021e-15	6.84777991886e-13	0.114,0.139,0.126	0.254,0.268,0.288	-0.144	0.114	0.139	0.126	0.254	0.268	0.288	chr3L:+:5772432-5774076:5774413-5774846:5775188-5775845	340,545,368	307,407,351	pass
3457	FBgn0000173	ben	chrX	+	13996615	13996728	13996344	13996523	13998094	13999805	3457	20,13,10	404,577,447	55,57,44	406,472,428	187	74	1.86517468137e-14	1.84403603498e-12	0.019,0.009,0.009	0.051,0.046,0.039	-0.033	0.019	0.009	0.009	0.051	0.046	0.039	chrX:+:13996344-13996523:13996615-13996728:13998094-13999805	424,590,457	461,529,472	pass
3841	FBgn0004838	Hrb27C	chr2L	+	6922734	6922826	6920703	6920861	6923783	6924400	3841	768,1001,702	104,199,117	536,677,607	168,282,254	166	74	2.6645352591e-14	2.57706899299e-12	0.767,0.692,0.728	0.587,0.517,0.516	0.189	0.767	0.692	0.728	0.587	0.517	0.516	chr2L:+:6920703-6920861:6922734-6922826:6923783-6924400	872,1200,819	704,959,861	pass
4894	FBgn0032196	CG5708	chr2L	-	10225873	10225965	10225503	10225811	10226664	10226808	4894	257,288,278	15,26,23	105,127,122	29,42,39	166	74	4.28546087505e-14	4.05659902832e-12	0.884,0.832,0.843	0.617,0.574,0.582	0.262	0.884	0.832	0.843	0.617	0.574	0.582	chr2L:-:10225503-10225811:10225873-10225965:10226664-10226808	272,314,301	134,169,161	pass
3693	FBgn0039465	Tsp97E	chr3R	-	26962539	26963080	26961063	26962451	26963157	26963520	3693	7,22,9	105,135,84	18,46,30	42,49,61	615	74	5.06261699229e-14	4.69241312473e-12	0.008,0.019,0.013	0.049,0.101,0.056	-0.055	0.008	0.019	0.013	0.049	0.101	0.056	chr3R:-:26961063-26962451:26962539-26963080:26963157-26963520	112,157,93	60,95,91	pass
2505	FBgn0015286	Rala	chrX	-	3716471	3716667	3710068	3710248	3719362	3719635	2505	87,126,74	519,601,455	46,70,56	598,1015,912	270	74	6.53921361504e-14	5.93733905578e-12	0.044,0.054,0.043	0.021,0.019,0.017	0.028	0.044	0.054	0.043	0.021	0.019	0.017	chrX:-:3710068-3710248:3716471-3716667:3719362-3719635	606,727,529	644,1085,968	pass
2054	FBgn0023213	eIF4G	chr4	-	927392	928151	926010	926661	929821	930023	2054	163,230,144	220,335,203	287,351,218	167,166,177	833	74	9.39248678833e-14	8.35743474426e-12	0.062,0.057,0.059	0.132,0.158,0.099	-0.07	0.062	0.057	0.059	0.132	0.158	0.099	chr4:-:926010-926661:927392-928151:929821-930023	383,565,347	454,517,395	pass
315	FBgn0035060	Eps-15	chr2R	-	24772940	24773003	24772597	24772795	24773211	24773301	315	176,221,154	18,16,6	89,146,151	39,71,38	137	74	1.43884903991e-13	1.25518419187e-11	0.841,0.882,0.933	0.552,0.526,0.682	0.299	0.841	0.882	0.933	0.552	0.526	0.682	chr2R:-:24772597-24772795:24772940-24773003:24773211-24773301	194,237,160	128,217,189	pass
5351	FBgn0003261	Rm62	chr3R	-	6005949	6006102	6004016	6005126	6008036	6008573	5351	31,35,15	219,338,223	13,7,16	743,897,663	227	74	2.60791388484e-13	2.23127093724e-11	0.044,0.033,0.021	0.006,0.003,0.008	0.027	0.044	0.033	0.021	0.006	0.003	0.008	chr3R:-:6004016-6005126:6005949-6006102:6008036-6008573	250,373,238	756,904,679	pass
2966	FBgn0039965	CG13865	chrX	+	23013818	23014108	23013494	23013681	23014452	23016586	2966	679,833,616	0,2,4	381,488,481	12,15,16	364	74	3.97459842816e-13	3.29383619146e-11	1.0,0.988,0.969	0.866,0.869,0.859	0.121	1.0	0.988	0.969	0.866	0.869	0.859	chrX:+:23013494-23013681:23013818-23014108:23014452-23016586	679,835,620	393,503,497	pass
4414	FBgn0261564	CG42678	chr2R	+	22930388	22931166	22930192	22930319	22931514	22932044	4414	138,188,173	47,70,49	331,463,441	22,37,53	852	74	3.99791311168e-13	3.29383619146e-11	0.203,0.189,0.235	0.566,0.521,0.42	-0.293	0.203	0.189	0.235	0.566	0.521	0.42	chr2R:+:22930192-22930319:22930388-22931166:22931514-22932044	185,258,222	353,500,494	pass
531	FBgn0031220	CG4822	chr2L	-	120167	120364	119827	120080	120420	120631	531	1079,1551,1170	549,834,620	768,918,964	758,1003,927	271	74	4.46531700504e-13	3.61203551917e-11	0.349,0.337,0.34	0.217,0.2,0.221	0.129	0.349	0.337	0.34	0.217	0.2	0.221	chr2L:-:119827-120080:120167-120364:120420-120631	1628,2385,1790	1526,1921,1891	pass
4465	FBgn0262743	Fs(2)Ket	chr2L	+	20739191	20740063	20738503	20738975	20749270	20750941	4465	1720,2488,1938	3,5,1	1689,1954,1968	19,20,25	946	74	5.16808817963e-13	4.10586148414e-11	0.978,0.975,0.993	0.874,0.884,0.86	0.109	0.978	0.975	0.993	0.874	0.884	0.86	chr2L:+:20738503-20738975:20739191-20740063:20749270-20750941	1723,2493,1939	1708,1974,1993	pass
4398	FBgn0036213	RpL10Ab	chr3L	+	11823199	11823565	11822850	11822890	11823657	11824211	4398	8637,12625,10007	0,0,0	15386,20165,19550	27,104,87	440	74	5.89306381471e-13	4.59969138801e-11	1.0,1.0,1.0	0.99,0.97,0.974	0.022	1.0	1.0	1.0	0.99	0.97	0.974	chr3L:+:11822850-11822890:11823199-11823565:11823657-11824211	8637,12625,10007	15413,20269,19637	pass
2718	FBgn0004607	zfh2	chr4	+	536965	537075	532982	535880	537174	538373	2718	287,453,361	8,5,7	196,201,270	20,31,21	184	74	7.96473997866e-13	6.10950485604e-11	0.935,0.973,0.954	0.798,0.723,0.838	0.168	0.935	0.973	0.954	0.798	0.723	0.838	chr4:+:532982-535880:536965-537075:537174-538373	295,458,368	216,232,291	pass
5331	FBgn0261722	fwe	chr3L	-	15811219	15812897	15810080	15810848	15813245	15813353	5331	101,168,130	114,120,126	210,248,209	77,83,76	1752	74	1.04971586978e-12	7.91556932992e-11	0.036,0.056,0.042	0.103,0.112,0.104	-0.062	0.036	0.056	0.042	0.103	0.112	0.104	chr3L:-:15810080-15810848:15811219-15812897:15813245-15813353	215,288,256	287,331,285	pass
3289	FBgn0030234	CG15211	chrX	+	10772890	10773166	10772540	10772626	10777960	10778128	3289	170,154,140	12,27,21	136,149,174	2,1,1	350	74	1.4473977572e-12	1.07324543696e-10	0.75,0.547,0.585	0.935,0.969,0.974	-0.332	0.75	0.547	0.585	0.935	0.969	0.974	chrX:+:10772540-10772626:10772890-10773166:10777960-10778128	182,181,161	138,150,175	pass
3290	FBgn0030234	CG15211	chrX	+	10772797	10773166	10772540	10772626	10777960	10778128	3290	181,181,150	12,27,21	149,160,189	2,1,1	443	74	1.52955426103e-12	1.11557162415e-10	0.716,0.528,0.544	0.926,0.964,0.969	-0.357	0.716	0.528	0.544	0.926	0.964	0.969	chrX:+:10772540-10772626:10772797-10773166:10777960-10778128	193,208,171	151,161,190	pass
3291	FBgn0030234	CG15211	chrX	+	10772791	10773166	10772540	10772626	10777960	10778128	3291	181,181,150	12,27,21	149,160,189	2,1,1	449	74	1.58983937126e-12	1.14083796173e-10	0.713,0.525,0.541	0.925,0.963,0.969	-0.359	0.713	0.525	0.541	0.925	0.963	0.969	chrX:+:10772540-10772626:10772791-10773166:10777960-10778128	193,208,171	151,161,190	pass
1650	FBgn0085423	CG34394	chr2L	-	3362415	3362718	3360995	3361443	3362998	3363195	1650	9,28,13	37,46,39	22,72,48	14,35,20	377	74	1.62658775338e-12	1.14868078013e-10	0.046,0.107,0.061	0.236,0.288,0.32	-0.21	0.046	0.107	0.061	0.236	0.288	0.32	chr2L:-:3360995-3361443:3362415-3362718:3362998-3363195	46,74,52	36,107,68	pass
2008	FBgn0264693	ens	chr3L	-	4130388	4130643	4129650	4129791	4131120	4131236	2008	16,31,10	155,159,129	25,64,31	78,72,74	329	74	1.71407332772e-12	1.19154878672e-10	0.023,0.042,0.017	0.067,0.167,0.086	-0.079	0.023	0.042	0.017	0.067	0.167	0.086	chr3L:-:4129650-4129791:4130388-4130643:4131120-4131236	171,190,139	103,136,105	pass
1720	FBgn0003495	spz	chr3R	-	27067357	27067495	27066607	27066665	27069143	27070070	1720	356,525,457	593,754,620	267,357,375	214,188,268	212	74	1.87927451378e-12	1.28629112489e-10	0.173,0.196,0.205	0.303,0.399,0.328	-0.152	0.173	0.196	0.205	0.303	0.399	0.328	chr3R:-:27066607-27066665:27067357-27067495:27069143-27070070	949,1279,1077	481,545,643	pass
5345	FBgn0003261	Rm62	chr3R	-	6005205	6005297	6004016	6005126	6008036	6008573	5345	96,125,85	219,338,223	140,109,137	743,897,663	166	74	2.03992378545e-12	1.37509407901e-10	0.163,0.142,0.145	0.077,0.051,0.084	0.079	0.163	0.142	0.145	0.077	0.051	0.084	chr3R:-:6004016-6005126:6005205-6005297:6008036-6008573	315,463,308	883,1006,800	pass
2522	FBgn0014133	bif	chrX	+	11687461	11687635	11681717	11684254	11689200	11689543	2522	1047,1338,956	2,2,5	334,404,440	6,16,12	248	74	2.70339306496e-12	1.79513369343e-10	0.994,0.995,0.983	0.943,0.883,0.916	0.077	0.994	0.995	0.983	0.943	0.883	0.916	chrX:+:11681717-11684254:11687461-11687635:11689200-11689543	1049,1340,961	340,420,452	pass
2770	FBgn0031681	pgant5	chr2L	-	5092874	5092898	5078461	5079574	5093444	5093592	2770	86,115,80	9,14,10	50,77,83	28,38,45	98	74	2.98550073552e-12	1.95330776064e-10	0.878,0.861,0.858	0.574,0.605,0.582	0.279	0.878	0.861	0.858	0.574	0.605	0.582	chr2L:-:5078461-5079574:5092874-5092898:5093444-5093592	95,129,90	78,115,128	pass
4095	FBgn0002645	Map205	chr3R	-	32061445	32061511	32056591	32059145	32066328	32068441	4095	28,30,30	123,154,107	10,7,2	156,141,141	140	74	3.0614399904e-12	1.97396326338e-10	0.107,0.093,0.129	0.033,0.026,0.007	0.088	0.107	0.093	0.129	0.033	0.026	0.007	chr3R:-:32056591-32059145:32061445-32061511:32066328-32068441	151,184,137	166,148,143	pass
942	FBgn0021979	l(2)k09913	chr2R	+	23067946	23068128	23067195	23067307	23070606	23070888	942	860,963,779	4,5,8	178,256,439	11,15,15	256	74	3.36508598764e-12	2.13875250843e-10	0.984,0.982,0.966	0.824,0.831,0.894	0.128	0.984	0.982	0.966	0.824	0.831	0.894	chr2R:+:23067195-23067307:23067946-23068128:23070606-23070888	864,968,787	189,271,454	pass
