ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2173	"FBgn0264605"	"CG43954"	chr3L	-	16694201	16694296	16681237	16681370	16710942	16711677	2173	652	1	248	52	150	75	0.0	0.0	0.997	0.705	0.292
2243	"FBgn0013749"	"Arf102F"	chr4	+	1124435	1124698	1124166	1124331	1124767	1124893	2243	1578	7	914	109	150	75	0.0	0.0	0.991	0.807	0.184
2261	"FBgn0039969"	"Fis1"	chr2R	-	5603899	5604012	5603586	5603761	5604582	5604650	2261	280	0	53	25	150	75	0.0	0.0	1.0	0.515	0.485
2326	"FBgn0250823"	"gish"	chr3R	+	16299590	16299689	16298469	16298550	16301244	16301351	2326	84	475	317	238	150	75	0.0	0.0	0.081	0.4	-0.319
2337	"FBgn0263391"	"hts"	chr2R	-	19418556	19418605	19411159	19411271	19423593	19423797	2337	478	2	157	48	123	75	0.0	0.0	0.993	0.666	0.327
2371	"FBgn0000117"	"arm"	chrX	-	1898979	1899039	1895113	1896753	1900509	1900646	2371	1039	0	288	31	134	75	0.0	0.0	1.0	0.839	0.161
2372	"FBgn0000117"	"arm"	chrX	-	1898979	1899039	1895113	1896753	1900043	1900173	2372	1655	0	460	103	134	75	0.0	0.0	1.0	0.714	0.286
2475	"FBgn0015766"	"Msr-110"	chr3L	-	5574939	5574966	5573631	5573829	5576837	5576941	2475	290	731	880	697	101	75	0.0	0.0	0.228	0.484	-0.256
2542	"FBgn0004607"	"zfh2"	chr4	+	536965	537075	532982	535880	537174	538373	2542	1600	193	517	797	150	75	0.0	0.0	0.806	0.245	0.561
2648	"FBgn0002590"	"RpS5a"	chrX	-	17144617	17144716	17143587	17143771	17146797	17147200	2648	9901	4	4564	96	150	75	0.0	0.0	0.999	0.96	0.039
2652	"FBgn0002590"	"RpS5a"	chrX	-	17145015	17145132	17143587	17143771	17146797	17147200	2652	7999	4	3917	96	150	75	0.0	0.0	0.999	0.953	0.046
2773	"FBgn0051363"	"Jupiter"	chr3R	-	11593632	11593766	11592366	11592624	11619703	11619906	2773	927	2	641	86	150	75	0.0	0.0	0.996	0.788	0.208
30	"FBgn0026401"	"Nipped-B"	chr2R	-	4728008	4728124	4727793	4727953	4728778	4729017	30	3154	3	2066	81	150	75	0.0	0.0	0.998	0.927	0.071
3147	"FBgn0039924"	"PIP4K"	chr4	-	1196319	1196477	1195841	1196091	1196757	1196848	3147	467	35	90	58	150	75	0.0	0.0	0.87	0.437	0.433
3225	"FBgn0058178"	"CG40178"	chr3L	-	25969229	25969627	25961359	25961540	25977966	25978150	3225	243	40	88	118	150	75	0.0	0.0	0.752	0.272	0.48
3229	"FBgn0058178"	"CG40178"	chr3L	-	25873859	25874085	25843724	25844107	25933195	25933410	3229	644	4	282	98	150	75	0.0	0.0	0.988	0.59	0.398
3231	"FBgn0058178"	"CG40178"	chr3L	-	25873859	25874085	25843724	25844107	25924295	25924456	3231	644	3	277	61	150	75	0.0	0.0	0.991	0.694	0.297
3243	"FBgn0058178"	"CG40178"	chr3L	-	25924295	25924456	25843724	25844107	25933195	25933410	3243	389	4	281	98	150	75	0.0	0.0	0.98	0.589	0.391
32	"FBgn0026401"	"Nipped-B"	chr2R	-	4728008	4728124	4727793	4727953	4728432	4728551	32	3168	180	2085	431	150	75	0.0	0.0	0.898	0.707	0.191
3551	"FBgn0035423"	"CG17737"	chr3L	+	3223769	3223927	3223340	3223526	3224313	3224650	3551	7557	0	3714	133	150	75	0.0	0.0	1.0	0.933	0.067
355	"FBgn0020647"	"KrT95D"	chr3R	-	24002421	24002547	24000179	24000780	24003415	24003764	355	453	46	225	177	150	75	0.0	0.0	0.831	0.389	0.442
3573	"FBgn0010434"	"cora"	chr2R	+	19235120	19235164	19229423	19229653	19235470	19235662	3573	558	0	276	52	118	75	0.0	0.0	1.0	0.771	0.229
3609	"FBgn0263120"	"Acsl"	chr2R	+	8676471	8676607	8674646	8674871	8678429	8678868	3609	1609	2	686	40	150	75	0.0	0.0	0.998	0.896	0.102
3664	"FBgn0004838"	"Hrb27C"	chr2L	+	6922730	6922826	6920703	6920861	6923783	6924400	3664	4947	399	2632	741	150	75	0.0	0.0	0.861	0.64	0.221
3667	"FBgn0004838"	"Hrb27C"	chr2L	+	6922734	6922826	6920703	6920861	6923783	6924400	3667	3674	399	2008	741	150	75	0.0	0.0	0.822	0.575	0.247
3776	"FBgn0259214"	"PMCA"	chr4	-	349729	350043	349480	349679	350602	350690	3776	1220	13	399	108	150	75	0.0	0.0	0.979	0.649	0.33
3814	"FBgn0004509"	"Fur1"	chr3R	-	25417937	25417964	25396711	25397562	25431916	25431981	3814	335	1	107	57	101	75	0.0	0.0	0.996	0.582	0.414
3965	"FBgn0053554"	"Nipped-A"	chr2R	-	5185574	5188356	5184123	5184660	5193556	5193707	3965	513	0	176	35	150	75	0.0	0.0	1.0	0.715	0.285
4117	"FBgn0259984"	"kuz"	chr2L	+	13558799	13558832	13551141	13551666	13609790	13609987	4117	412	0	144	45	107	75	0.0	0.0	1.0	0.692	0.308
4138	"FBgn0261793"	"Trf2"	chrX	+	8418350	8418426	8410276	8410689	8423183	8423575	4138	1132	59	102	157	150	75	0.0	0.0	0.906	0.245	0.661
4177	"FBgn0002183"	"dre4"	chr3L	-	1872353	1872470	1871573	1871917	1872581	1872735	4177	115	177	258	100	150	75	0.0	0.0	0.245	0.563	-0.318
4244	"FBgn0036213"	"RpL10Ab"	chr3L	+	11823199	11823565	11822850	11822890	11823657	11824211	4244	5076	0	2244	378	150	75	0.0	0.0	1.0	0.748	0.252
4245	"FBgn0036213"	"RpL10Ab"	chr3L	+	11823199	11823355	11822850	11822890	11823657	11824211	4245	6579	0	3053	378	150	75	0.0	0.0	1.0	0.802	0.198
4372	"FBgn0020309"	"crol"	chr2L	-	11806047	11806157	11803784	11803898	11808013	11808972	4372	328	16	132	68	150	75	0.0	0.0	0.911	0.493	0.418
4373	"FBgn0020309"	"crol"	chr2L	-	11806047	11806157	11803784	11803898	11809125	11809438	4373	374	27	147	128	150	75	0.0	0.0	0.874	0.365	0.509
4376	"FBgn0020309"	"crol"	chr2L	-	11797828	11798041	11795171	11797741	11798664	11799402	4376	277	25	94	106	150	75	0.0	0.0	0.847	0.307	0.54
4482	"FBgn0019936"	"RpS20"	chr3R	+	20822801	20822891	20822417	20822573	20823131	20823356	4482	23455	5	8247	289	150	75	0.0	0.0	1.0	0.935	0.065
4503	"FBgn0036318"	"Wbp2"	chr3L	+	12852231	12852277	12851308	12851722	12852426	12852521	4503	618	2	243	95	120	75	0.0	0.0	0.995	0.615	0.38
4570	"FBgn0042174"	"CR18854"	chr2L	-	9789674	9789732	9789366	9789615	9789790	9790309	4570	722	360	226	482	132	75	0.0	0.0	0.533	0.21	0.323
4607	"FBgn0022029"	"l(2)k01209"	chr2R	+	17421447	17421946	17420406	17420573	17423655	17423963	4607	209	366	202	61	150	75	0.0	0.0	0.222	0.623	-0.401
4666	"FBgn0266410"	"CG45050"	chr3R	+	9342575	9342894	9341866	9342491	9354421	9354854	4666	54	719	201	385	150	75	0.0	0.0	0.036	0.207	-0.171
4713	"FBgn0263977"	"Tim17b"	chr3R	+	3735268	3735446	3734854	3735166	3744835	3745306	4713	782	1	364	131	150	75	0.0	0.0	0.997	0.581	0.416
4714	"FBgn0032196"	"CG5708"	chr2L	-	10225873	10225965	10225503	10225811	10226664	10226808	4714	174	193	46	336	150	75	0.0	0.0	0.311	0.064	0.247
4776	"FBgn0005278"	"Sam-S"	chr2L	+	111906	112019	111004	111117	112689	113369	4776	425	6	188	63	150	75	0.0	0.0	0.973	0.599	0.374
4778	"FBgn0005278"	"Sam-S"	chr2L	+	111004	111117	110754	110877	111906	112019	4778	23	687	77	280	150	75	0.0	0.0	0.016	0.121	-0.105
4864	"FBgn0040056"	"CG17698"	chr3L	+	23748139	23748373	23747872	23748060	23748423	23748716	4864	1229	21	220	120	150	75	0.0	0.0	0.967	0.478	0.489
4955	"FBgn0032198"	"eEF1delta"	chr2L	+	10233480	10233561	10232506	10232659	10233756	10234450	4955	1359	439	301	354	150	75	0.0	0.0	0.608	0.298	0.31
5119	"FBgn0261722"	"fwe"	chr3L	-	15811219	15812897	15810080	15810848	15813245	15813353	5119	38	126	198	38	150	75	0.0	0.0	0.131	0.723	-0.592
5120	"FBgn0261722"	"fwe"	chr3L	-	15811219	15812241	15810080	15810848	15813245	15813353	5120	19	126	131	38	150	75	0.0	0.0	0.07	0.633	-0.563
5137	"FBgn0003261"	"Rm62"	chr3R	-	6002062	6003098	6001557	6001736	6003672	6003911	5137	455	3676	317	1268	150	75	0.0	0.0	0.058	0.111	-0.053
521	"FBgn0266758"	"Esyt2"	chr3R	+	24549684	24549764	24549013	24549139	24551328	24551812	521	1208	44	825	317	150	75	0.0	0.0	0.932	0.565	0.367
5268	"FBgn0011217"	"eff"	chr3R	-	14734386	14734418	14733699	14733883	14737419	14737483	5268	2439	0	1316	322	106	75	0.0	0.0	1.0	0.743	0.257
545	"FBgn0003256"	"rl"	chr2R	+	1080330	1080441	1076634	1076761	1105846	1105981	545	1395	23	342	80	150	75	0.0	0.0	0.968	0.681	0.287
547	"FBgn0003256"	"rl"	chr2R	+	1080330	1080441	1072250	1072439	1105846	1105981	547	397	2	133	42	150	75	0.0	0.0	0.99	0.613	0.377
553	"FBgn0003256"	"rl"	chr2R	+	1076634	1076761	1071974	1072439	1080330	1080441	553	1370	1	411	33	150	75	0.0	0.0	0.999	0.862	0.137
601	"FBgn0037580"	"DppIII"	chr3R	+	8344808	8345023	8344399	8344483	8345092	8345399	601	378	281	59	178	150	75	0.0	0.0	0.402	0.142	0.26
610	"FBgn0000370"	"crc"	chr2L	+	21311192	21311531	21310865	21311032	21311752	21312043	610	270	15348	503	3480	150	75	0.0	0.0	0.009	0.067	-0.058
645	"FBgn0039959"	"CG17514"	chr3L	-	27987737	27988702	27967243	27974140	28012380	28012483	645	749	10	446	110	150	75	0.0	0.0	0.974	0.67	0.304
741	"FBgn0030052"	"CG12065"	chrX	+	8586551	8586608	8585985	8586245	8587257	8587525	741	36	485	197	141	131	75	0.0	0.0	0.041	0.444	-0.403
772	"FBgn0020660"	"eIF-4B"	chr3L	-	27847424	27847485	27844504	27844604	27856783	27857935	772	844	33	154	72	135	75	0.0	0.0	0.934	0.543	0.391
814	"FBgn0058045"	"CG40045"	chr3L	+	24028810	24028938	24028514	24028723	24035431	24035859	814	79	0	26	302	150	75	0.0	0.0	1.0	0.041	0.959
816	"FBgn0058045"	"CG40045"	chr3L	+	24030754	24030857	24028514	24028723	24035431	24035859	816	3292	0	1304	302	150	75	0.0	0.0	1.0	0.683	0.317
818	"FBgn0058045"	"CG40045"	chr3L	+	24030754	24030854	24028514	24028723	24035431	24035859	818	2448	0	933	302	150	75	0.0	0.0	1.0	0.607	0.393
914	"FBgn0032988"	"Tif-IA"	chr2L	+	22253745	22253921	22250371	22250853	22257652	22257902	914	733	31	342	131	150	75	0.0	0.0	0.922	0.566	0.356
944	"FBgn0005672"	"spi"	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	944	3608	723	1300	662	150	75	0.0	0.0	0.714	0.495	0.219
2392	"FBgn0016930"	"Dyrk2"	chr2L	-	14217026	14217069	14197656	14197867	14222016	14222081	2392	130	1	172	83	117	75	1.11022302463e-16	5.32632922681e-15	0.988	0.571	0.417
497	"FBgn0025726"	"unc-13"	chr4	-	906027	906997	903336	903471	907073	907550	497	93	44	17	90	150	75	1.11022302463e-16	5.32632922681e-15	0.514	0.086	0.428
3969	"FBgn0053554"	"Nipped-A"	chr2R	-	5242384	5242582	5241895	5242062	5245951	5246137	3969	522	6	233	45	150	75	2.22044604925e-16	1.05227479846e-14	0.978	0.721	0.257
543	"FBgn0003256"	"rl"	chr2R	+	1080330	1080441	1071974	1072045	1105846	1105981	543	400	0	112	25	150	75	3.33066907388e-16	1.55939518326e-14	1.0	0.691	0.309
29	"FBgn0026401"	"Nipped-B"	chr2R	-	4728008	4728124	4727793	4727953	4728179	4728351	29	5122	6	3330	67	150	75	4.4408920985e-16	2.03027137586e-14	0.998	0.961	0.037
80	"FBgn0026401"	"Nipped-B"	chr2R	-	4698502	4698996	4695461	4695610	4699058	4699151	80	966	11	553	60	150	75	4.4408920985e-16	2.03027137586e-14	0.978	0.822	0.156
1156	"FBgn0034718"	"wdp"	chr2R	-	22308207	22308256	22298213	22301009	22311695	22311937	1156	326	15	111	50	123	75	1.44328993201e-15	6.52165659976e-14	0.93	0.575	0.355
1668	"FBgn0019660"	"roX2"	chrX	+	11579351	11579528	11579064	11579124	11579669	11580084	1668	91	1435	96	425	150	75	1.55431223448e-15	6.94259464734e-14	0.031	0.101	-0.07
4504	"FBgn0036318"	"Wbp2"	chr3L	+	12852231	12852277	12851308	12851722	12852615	12852716	4504	492	162	142	149	120	75	3.99680288865e-15	1.76495182106e-13	0.655	0.373	0.282
3747	"FBgn0260003"	"Dys"	chr3R	+	19593795	19594098	19592822	19593123	19594499	19595392	3747	0	82	68	100	150	75	4.88498130835e-15	2.13292554654e-13	0.0	0.254	-0.254
2604	"FBgn0032223"	"GATAd"	chr2L	+	10335780	10335924	10333913	10334812	10336021	10336883	2604	356	0	261	40	150	75	6.32827124036e-15	2.73240689334e-13	1.0	0.765	0.235
1530	"FBgn0036732"	"Oatp74D"	chr3L	+	17501444	17501478	17488064	17488332	17507624	17509304	1530	232	0	92	28	108	75	7.66053886991e-15	3.27130264269e-13	1.0	0.695	0.305
554	"FBgn0003256"	"rl"	chr2R	+	1076634	1076761	1071974	1072439	1105846	1105981	554	394	2	249	42	150	75	7.77156117238e-15	3.28263986042e-13	0.99	0.748	0.242
4830	"FBgn0023095"	"caps"	chr3L	+	13265179	13265392	13251153	13251211	13275561	13279642	4830	329	14	68	35	150	75	1.57651669497e-14	6.58746653404e-13	0.922	0.493	0.429
876	"FBgn0266409"	"CG45049"	chr3R	+	22728842	22729133	22726966	22727491	22729208	22729284	876	524	12	164	40	150	75	1.65423230669e-14	6.83866674872e-13	0.956	0.672	0.284
1508	"FBgn0250789"	"alpha-Spec"	chr3L	-	1784502	1784598	1781758	1783682	1784906	1788957	1508	0	175	27	59	150	75	1.84297022088e-14	7.46018987327e-13	0.0	0.186	-0.186
3141	"FBgn0033212"	"CG1399"	chr2R	-	7688195	7688293	7686903	7686954	7698109	7698902	3141	324	1	203	38	150	75	1.84297022088e-14	7.46018987327e-13	0.994	0.728	0.266
4631	"FBgn0028582"	"lqf"	chr3L	+	7536710	7536769	7535542	7535644	7536975	7538279	4631	108	52	12	64	133	75	2.38697950294e-14	9.56268283343e-13	0.539	0.096	0.443
2270	"FBgn0039969"	"Fis1"	chr2R	-	5604582	5604650	5604467	5604516	5604709	5604834	2270	863	31	263	55	142	75	2.42028619368e-14	9.59717566188e-13	0.936	0.716	0.22
2724	"FBgn0041789"	"Pax"	chr2L	-	19403998	19404682	19400780	19401372	19409403	19409549	2724	579	0	379	36	150	75	2.46469511467e-14	9.67455072284e-13	1.0	0.84	0.16
219	"FBgn0003415"	"skd"	chr3L	-	21003735	21004185	21002016	21002197	21004977	21005662	219	6	67	76	50	150	75	2.72004641033e-14	1.05701003505e-12	0.043	0.432	-0.389
4582	"FBgn0052311"	"zormin"	chr3L	-	2127077	2128760	2125238	2126670	2129053	2129229	4582	2	79	70	83	150	75	2.81996648255e-14	1.08498908428e-12	0.013	0.297	-0.284
3856	"FBgn0058263"	"MFS17"	chr2R	-	2521440	2522511	2494741	2495023	2553782	2553877	3856	314	91	10	37	150	75	3.2640556924e-14	1.23984533535e-12	0.633	0.119	0.514
675	"FBgn0267795"	"CG32138"	chr3L	+	14069085	14069396	14068807	14068927	14069891	14070369	675	290	317	455	207	150	75	3.28626015289e-14	1.23984533535e-12	0.314	0.524	-0.21
1953	"FBgn0260462"	"CG12163"	chr3R	-	5243837	5244254	5239491	5239619	5251423	5251745	1953	41	387	107	237	150	75	3.48610029732e-14	1.30259478417e-12	0.05	0.184	-0.134
4684	"FBgn0262160"	"CG9932"	chr2L	-	13050137	13050179	13029726	13031394	13059216	13060140	4684	422	1	275	38	116	75	4.09672296087e-14	1.51617765961e-12	0.996	0.824	0.172
3787	"FBgn0259214"	"PMCA"	chr4	-	351585	351827	350764	351209	351883	352126	3787	2239	9	988	42	150	75	5.72875080707e-14	2.1001816638e-12	0.992	0.922	0.07
1531	"FBgn0014391"	"sun"	chrX	-	15848297	15848347	15847858	15848004	15848885	15849016	1531	16	1318	40	383	124	75	8.18234369149e-14	2.96809696162e-12	0.007	0.059	-0.052
4260	"FBgn0037728"	"CG16817"	chr3R	+	9678561	9678648	9677926	9678086	9678719	9678976	4260	1920	2	648	29	150	75	8.24895707296e-14	2.96809696162e-12	0.998	0.918	0.08
4006	"FBgn0036144"	"GlcAT-P"	chr3L	-	11182154	11182643	11179529	11179716	11183633	11184208	4006	19	149	35	20	150	75	1.01474384451e-13	3.61770144933e-12	0.06	0.467	-0.407
3817	"FBgn0004509"	"Fur1"	chr3R	-	25354947	25356078	25354148	25354315	25356223	25356342	3817	0	115	39	80	150	75	1.38222766566e-13	4.8830333716e-12	0.0	0.196	-0.196
530	"FBgn0031220"	"CG4822"	chr2L	-	120167	120364	119827	120080	120420	120631	530	284	721	65	463	150	75	2.23265850252e-13	7.81631616288e-12	0.165	0.066	0.099
2224	"FBgn0035715"	"CG10103"	chr3L	-	6754744	6754807	6754016	6754493	6755419	6756158	2224	258	123	151	216	137	75	2.36588526548e-13	8.20877691219e-12	0.535	0.277	0.258
2347	"FBgn0015286"	"Rala"	chrX	-	3707367	3707491	3704983	3706251	3708743	3708918	2347	337	104	95	108	150	75	2.67674771237e-13	9.20516956661e-12	0.618	0.305	0.313
3960	"FBgn0053554"	"Nipped-A"	chr2R	-	5217344	5217435	5212328	5212467	5241895	5242062	3960	560	0	122	18	150	75	2.98983060532e-13	1.01916506423e-11	1.0	0.772	0.228
1001	"FBgn0266521"	"stai"	chr2L	+	6122697	6122853	6122263	6122410	6122977	6124653	1001	578	15	300	55	150	75	3.37729844091e-13	1.1412331949e-11	0.951	0.732	0.219
4641	"FBgn0026238"	"gus"	chr2R	-	5121736	5121840	5120762	5121652	5121982	5122247	4641	94	151	12	146	150	75	3.86912724082e-13	1.29615762567e-11	0.237	0.039	0.198
2594	"FBgn0086254"	"CG6084"	chr3L	-	11620922	11621103	11620534	11620665	11621213	11621422	2594	3830	560	2111	503	150	75	5.03486141668e-13	1.67226251839e-11	0.774	0.677	0.097
3762	"FBgn0260798"	"Gprk1"	chr2R	-	4427935	4427997	4407980	4408032	4470769	4470953	3762	307	0	191	31	136	75	5.52446977053e-13	1.81932962104e-11	1.0	0.773	0.227
2514	"FBgn0004055"	"uzip"	chr2R	+	25012632	25012706	25012061	25012177	25027702	25028484	2514	409	0	155	23	148	75	6.02962124674e-13	1.96900068612e-11	1.0	0.774	0.226
2265	"FBgn0039969"	"Fis1"	chr2R	-	5604467	5604516	5603586	5603761	5604582	5604650	2265	252	0	111	25	123	75	7.84816656108e-13	2.54149793803e-11	1.0	0.73	0.27
542	"FBgn0003256"	"rl"	chr2R	+	1072267	1072439	1071974	1072045	1105846	1105981	542	148	0	63	25	150	75	9.3369756371e-13	2.99863531618e-11	1.0	0.558	0.442
2449	"FBgn0005632"	"faf"	chr3R	+	31788659	31788844	31787801	31788197	31789496	31790121	2449	0	107	26	43	150	75	1.13264952972e-12	3.60776727253e-11	0.0	0.232	-0.232
4637	"FBgn0026238"	"gus"	chr2R	-	5121768	5121840	5120762	5121652	5121982	5122247	4637	66	151	5	146	146	75	1.75437442351e-12	5.54268212176e-11	0.183	0.017	0.166
2859	"FBgn0015949"	"hrg"	chr2R	-	19664546	19664666	19663918	19664484	19665524	19666230	2859	458	5	205	34	150	75	1.79056769412e-12	5.61140811238e-11	0.979	0.751	0.228
1270	"FBgn0050020"	"CG30020"	chr2R	+	10888282	10888396	10888075	10888225	10888470	10888821	1270	155	4	74	36	150	75	3.0566660314e-12	9.50256335842e-11	0.951	0.507	0.444
2397	"FBgn0016930"	"Dyrk2"	chr2L	-	14229531	14229536	14222016	14222081	14233647	14234108	2397	42	3	19	45	79	75	4.22750723317e-12	1.30381691334e-10	0.93	0.286	0.644
4544	"FBgn0037989"	"ATP8B"	chr3R	-	12082574	12082881	12076683	12076742	12090237	12090612	4544	395	0	667	58	150	75	5.87352388948e-12	1.79720581374e-10	1.0	0.852	0.148
1389	"FBgn0039972"	"CG17018"	chr2L	+	22354465	22354969	22354354	22354401	22363429	22364294	1389	1165	3	729	36	150	75	6.07836003752e-12	1.84535211764e-10	0.995	0.91	0.085
3766	"FBgn0260798"	"Gprk1"	chr2R	-	4336376	4336583	4322775	4322938	4350548	4350767	3766	223	2	149	36	150	75	7.99582622335e-12	2.40866517085e-10	0.982	0.674	0.308
2292	"FBgn0085370"	"Pde11"	chr2L	-	18565376	18565448	18543261	18543715	18571242	18572286	2292	156	0	96	28	146	75	1.01952890574e-11	3.04760717516e-10	1.0	0.638	0.362
88	"FBgn0026401"	"Nipped-B"	chr2R	-	4728432	4728551	4727793	4727953	4728778	4729017	88	408	3	770	81	150	75	1.06767927832e-11	3.16717685157e-10	0.986	0.826	0.16
2338	"FBgn0263391"	"hts"	chr2R	-	19418556	19418605	19411159	19411271	19424822	19424903	2338	287	0	132	23	123	75	1.18598464383e-11	3.49146691358e-10	1.0	0.778	0.222
90	"FBgn0026401"	"Nipped-B"	chr2R	-	4728432	4728551	4727793	4727953	4728806	4729017	90	463	1	878	68	150	75	1.24658061651e-11	3.64226486899e-10	0.996	0.866	0.13
64	"FBgn0026401"	"Nipped-B"	chr2R	-	4728179	4728351	4727793	4727953	4728432	4728551	64	409	180	465	431	150	75	1.34099398252e-11	3.88888254931e-10	0.532	0.35	0.182
3354	"FBgn0064225"	"RpL5"	chr2L	-	22536536	22536565	22536114	22536378	22536620	22536650	3354	17715	210	7013	171	103	75	1.54615209524e-11	4.45062743859e-10	0.984	0.968	0.016
3253	"FBgn0026777"	"Rad23"	chr4	+	308430	309079	308092	308289	309538	309633	3253	1549	15	1163	63	150	75	1.55797597046e-11	4.45168722148e-10	0.981	0.902	0.079
4752	"FBgn0040324"	"Ephrin"	chr4	+	575334	575645	573612	574428	575701	576325	4752	271	5	117	32	150	75	1.57719393101e-11	4.47370482913e-10	0.964	0.646	0.318
1865	"FBgn0032006"	"Pvr"	chr2L	-	8230124	8230331	8228493	8229011	8239691	8239878	1865	2326	2	524	21	150	75	2.07652783857e-11	5.84738201499e-10	0.998	0.926	0.072
1579	"FBgn0026418"	"Hsc70Cb"	chr3L	+	14041426	14041522	14040063	14040594	14042158	14042359	1579	39	444	101	317	150	75	2.21551665902e-11	6.19388326399e-10	0.042	0.137	-0.095
75	"FBgn0026401"	"Nipped-B"	chr2R	-	4695118	4695406	4693247	4693483	4711813	4712045	75	344	0	181	24	150	75	2.33890684598e-11	6.49213714534e-10	1.0	0.79	0.21
4702	"FBgn0027932"	"Akap200"	chr2L	+	8428319	8429462	8427614	8428067	8430280	8430977	4702	706	263	578	91	150	75	2.44483322476e-11	6.73802972441e-10	0.573	0.761	-0.188
5084	"FBgn0086674"	"Tango13"	chrX	+	13575901	13576182	13563822	13564333	13576611	13577664	5084	225	2	128	31	150	75	2.58705279421e-11	7.07977968894e-10	0.983	0.674	0.309
2393	"FBgn0016930"	"Dyrk2"	chr2L	-	14217026	14217069	14197656	14197867	14233647	14234108	2393	85	0	157	63	117	75	2.81011880432e-11	7.63644872279e-10	1.0	0.615	0.385
386	"FBgn0027291"	"l(1)G0156"	chrX	-	19521327	19521396	19520659	19520827	19521672	19521804	386	26	299	50	102	143	75	2.87893042739e-11	7.76911363947e-10	0.044	0.205	-0.161
2993	"FBgn0011656"	"Mef2"	chr2R	-	9934318	9934377	9921609	9922003	9958123	9958858	2993	66	14	11	36	133	75	3.56760176956e-11	9.56117274242e-10	0.727	0.147	0.58
3958	"FBgn0053554"	"Nipped-A"	chr2R	-	5217344	5217435	5204193	5204278	5241895	5242062	3958	405	1	101	17	150	75	3.97726296342e-11	1.05860574492e-09	0.995	0.748	0.247
4042	"FBgn0034051"	"Mlf"	chr2R	-	15937020	15937326	15935892	15936580	15937678	15937879	4042	122	247	174	123	150	75	4.11926048827e-11	1.08894192227e-09	0.198	0.414	-0.216
422	"FBgn0085432"	"pan"	chr4	+	85711	85799	82637	82746	87016	87166	422	239	0	196	31	150	75	4.59198234992e-11	1.20570563593e-09	1.0	0.76	0.24
220	"FBgn0043884"	"mask"	chr3R	+	24235392	24235431	24231654	24232974	24235816	24235955	220	120	99	62	185	113	75	4.67217375899e-11	1.21852800184e-09	0.446	0.182	0.264
