ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
931	"FBgn0010348"	"Arf79F"	chr3L	-	22869841	22870150	22869841	22870065	22871923	22872052	931	7656	64	2912	133	150	75	0.0	0.0	0.984	0.916	0.068
932	"FBgn0010348"	"Arf79F"	chr3L	-	22869841	22870150	22869841	22870065	22871459	22871724	932	6834	35	2966	108	150	75	0.0	0.0	0.99	0.932	0.058
1092	"FBgn0030809"	"CG9086"	chrX	-	16967494	16967861	16967494	16967719	16968509	16968679	1092	352	108	454	24	150	75	1.11022302463e-16	7.32747196256e-15	0.62	0.904	-0.284
48	"FBgn0264492"	"CkIIalpha"	chr3L	+	23100219	23100357	23100244	23100357	23099639	23099723	48	227	297	270	117	99	75	1.44328993201e-15	9.07210814406e-14	0.367	0.636	-0.269
1764	"FBgn0035001"	"slik"	chr2R	-	24401045	24401485	24401045	24401444	24401662	24401808	1764	618	12	335	58	115	75	2.99760216649e-15	1.79856129989e-13	0.971	0.79	0.181
2084	"FBgn0039690"	"CG1969"	chr3R	+	29741697	29741904	29741767	29741904	29741149	29741369	2084	168	11	38	37	144	75	1.96509475359e-14	1.12779351076e-12	0.888	0.348	0.54
1841	"FBgn0267698"	"Pak"	chr3R	+	6357874	6359022	6358282	6359022	6356749	6357340	1841	14	168	73	106	150	75	3.53050921831e-14	1.86410886727e-12	0.04	0.256	-0.216
1951	"FBgn0002783"	"mor"	chr3R	-	15968574	15969594	15968574	15969402	15969881	15970092	1951	344	102	246	8	150	75	3.39728245535e-14	1.86410886727e-12	0.628	0.939	-0.311
435	"FBgn0037351"	"RpL13A"	chr3R	+	5625332	5625947	5625513	5625947	5624889	5625130	435	391	10509	320	4732	150	75	4.37427871702e-14	2.22078765633e-12	0.018	0.033	-0.015
380	"FBgn0016038"	"mod(r)"	chrX	+	621841	622146	621890	622146	621529	621797	380	343	5	177	42	123	75	4.91828799909e-14	2.40449635511e-12	0.977	0.72	0.257
182	"FBgn0037710"	"CG9393"	chr3R	-	9561582	9562111	9561582	9562001	9562174	9562570	182	6	97	63	70	150	75	1.4743761767e-13	6.71095363188e-12	0.03	0.31	-0.28
709	"FBgn0003495"	"spz"	chr3R	-	27066607	27066884	27066607	27066665	27069143	27070070	709	432	387	142	31	150	75	1.43884903991e-13	6.71095363188e-12	0.358	0.696	-0.338
1128	"FBgn0039056"	"CenB1A"	chr3R	+	23121806	23121944	23121827	23121944	23121336	23121632	1128	250	83	291	16	95	75	8.0657702739e-13	3.54893892052e-11	0.704	0.935	-0.231
2182	"FBgn0033244"	"CG8726"	chr2R	-	7971243	7971564	7971243	7971529	7971636	7972003	2182	13	85	41	22	109	75	1.00380814771e-11	4.27427985477e-10	0.095	0.562	-0.467
1982	"FBgn0032656"	"CG5674"	chr2L	+	17971871	17974868	17972262	17974868	17963378	17963605	1982	37	5	6	33	150	75	1.18930421067e-11	4.90587986901e-10	0.787	0.083	0.704
325	"FBgn0020910"	"RpL3"	chr3R	+	11223087	11223530	11223394	11223530	11222560	11222729	325	457	1516	411	787	150	75	1.36751721058e-11	5.47006884232e-10	0.131	0.207	-0.076
17	"FBgn0013765"	"cnn"	chr2R	-	13442933	13443158	13442933	13443128	13444427	13444694	17	18	144	89	125	104	75	1.89553928109e-11	7.35915250306e-10	0.083	0.339	-0.256
387	"FBgn0026250"	"eIF-1A"	chr3R	+	18274825	18275141	18274866	18275141	18274664	18274756	387	66	2832	98	1471	115	75	7.52221618328e-11	2.83695010341e-09	0.015	0.042	-0.027
1868	"FBgn0037215"	"CG12582"	chr3R	+	4198220	4198772	4198258	4198772	4197736	4197871	1868	106	454	29	460	112	75	1.09768194534e-10	4.02483379958e-09	0.135	0.041	0.094
1035	"FBgn0034858"	"eIF2B-delta"	chr2R	+	23386941	23387612	23387006	23387612	23386520	23386622	1035	163	150	51	158	139	75	1.74017578125e-10	6.20819467905e-09	0.37	0.148	0.222
1734	"FBgn0031228"	"CG11455"	chr2L	+	155545	155784	155566	155784	155334	155429	1734	145	697	79	125	95	75	1.99125826938e-10	6.91700240943e-09	0.141	0.333	-0.192
2161	"FBgn0028703"	"Nhe3"	chr2L	-	6677834	6678756	6677834	6678224	6679985	6680114	2161	81	1	49	29	150	75	4.26552904109e-10	1.4437175216e-08	0.976	0.458	0.518
261	"FBgn0003256"	"rl"	chr2R	+	1072250	1072439	1072267	1072439	1071974	1072045	261	342	146	192	21	91	75	1.33698452309e-09	4.4120489262e-08	0.659	0.883	-0.224
1181	"FBgn0264491"	"how"	chr3R	+	22071696	22072041	22071738	22072041	22071332	22071429	1181	17	48	53	17	116	75	5.69018276941e-09	1.83196128186e-07	0.186	0.668	-0.482
180	"FBgn0262975"	"cnc"	chr3R	-	23220416	23220896	23220416	23220643	23221845	23221961	180	50	57	125	31	150	75	2.05000717513e-08	6.44287969327e-07	0.305	0.668	-0.363
494	"FBgn0031589"	"CG3714"	chr2L	-	4196474	4196814	4196474	4196779	4197964	4198071	494	90	174	98	60	109	75	2.35003885241e-08	7.21407275624e-07	0.262	0.529	-0.267
826	"FBgn0036510"	"CG7427"	chr3L	+	15564015	15565272	15564261	15565272	15563607	15563729	826	12	154	43	94	150	75	4.20207394436e-08	1.26062218331e-06	0.037	0.186	-0.149
1172	"FBgn0033483"	"egr"	chr2R	+	10083403	10083493	10083421	10083493	10083261	10083326	1172	380	78	204	107	92	75	4.30081914526e-08	1.26157361594e-06	0.799	0.608	0.191
743	"FBgn0263199"	"Galk"	chr3L	-	8985052	8985308	8985052	8985231	8985976	8986091	743	98	53	62	2	150	75	4.40703139537e-08	1.26462640041e-06	0.48	0.939	-0.459
600	"FBgn0028325"	"l(1)G0334"	chrX	+	4702691	4702892	4702823	4702892	4702324	4702591	600	30	288	50	124	150	75	6.61194414775e-08	1.85697154788e-06	0.05	0.168	-0.118
1809	"FBgn0030320"	"CG2247"	chrX	-	11608233	11608499	11608233	11608496	11608552	11608640	1809	158	37	149	3	77	75	9.75076475118e-08	2.68146030657e-06	0.806	0.98	-0.174
603	"FBgn0030703"	"MSBP"	chrX	-	15889301	15889748	15889301	15889732	15889908	15890109	603	221	1218	165	490	90	75	1.42420734095e-07	3.83664018378e-06	0.131	0.219	-0.088
382	"FBgn0016038"	"mod(r)"	chrX	+	621852	622146	621890	622146	621529	621797	382	78	5	74	42	112	75	1.7872693403e-07	4.71839105839e-06	0.913	0.541	0.372
366	"FBgn0050011"	"gem"	chr2R	+	10128783	10129029	10128822	10129029	10128580	10128692	366	58	224	108	155	113	75	1.93087965172e-07	4.99757086328e-06	0.147	0.316	-0.169
1017	"FBgn0264953"	"Piezo"	chr2L	+	8183140	8183563	8183188	8183563	8182304	8182450	1017	87	90	136	44	122	75	2.35508344604e-07	5.97828874764e-06	0.373	0.655	-0.282
2246	"FBgn0025720"	"Ate1"	chr2R	-	20256435	20256629	20256435	20256608	20256689	20257124	2246	7	80	47	76	95	75	2.49696386345e-07	6.21885339576e-06	0.065	0.328	-0.263
33	"FBgn0261954"	"east"	chrX	+	2019039	2019506	2019057	2019506	2018704	2018938	33	0	73	10	18	92	75	4.27078844623e-07	1.04397050908e-05	0.0	0.312	-0.312
1322	"FBgn0039600"	"CG1646"	chr3R	+	28812236	28812486	28812394	28812486	28812101	28812154	1322	23	181	43	84	150	75	8.76989807663e-07	2.10477553839e-05	0.06	0.204	-0.144
1727	"FBgn0003660"	"Syb"	chr2R	-	10250878	10251213	10250878	10251144	10251927	10251984	1727	623	555	351	486	143	75	1.25594440392e-06	2.96044038067e-05	0.371	0.275	0.096
2030	"FBgn0261822"	"Bsg"	chr2L	+	8089184	8089736	8089393	8089736	8083419	8083521	2030	226	194	286	123	150	75	1.76289102982e-06	4.08248449011e-05	0.368	0.538	-0.17
292	"FBgn0000370"	"crc"	chr2L	+	21312097	21312208	21312124	21312208	21311752	21312043	292	3362	51	778	36	101	75	1.80863304844e-06	4.11619935162e-05	0.98	0.941	0.039
942	"FBgn0036892"	"Lon"	chr3L	-	19610801	19611261	19610801	19611207	19611324	19611580	942	139	106	63	123	128	75	2.3133867223e-06	5.17571266684e-05	0.435	0.231	0.204
1597	"FBgn0022382"	"Pka-R2"	chr2R	-	10024050	10024359	10024050	10024202	10025849	10026042	1597	33	30	59	7	150	75	2.51142401908e-06	5.52513284198e-05	0.355	0.808	-0.453
733	"FBgn0039889"	"Arl4"	chr4	-	178777	178880	178777	178836	179091	179211	733	111	0	41	10	118	75	2.84864638078e-06	6.16428397152e-05	1.0	0.723	0.277
1583	"FBgn0032156"	"CG13124"	chr2L	-	9907607	9907855	9907607	9907847	9908424	9908633	1583	32	38	40	193	82	75	3.01075982057e-06	6.41000477928e-05	0.435	0.159	0.276
131	"FBgn0004875"	"enc"	chr3L	+	3839605	3841232	3839632	3841232	3839423	3839523	131	2	66	25	57	101	75	3.07435131897e-06	6.44149800165e-05	0.022	0.246	-0.224
1620	"FBgn0030354"	"Upf1"	chrX	-	11904743	11904976	11904743	11904947	11905034	11905371	1620	55	13	15	26	103	75	3.80837068303e-06	7.85476453375e-05	0.755	0.296	0.459
2148	"FBgn0261602"	"RpL8"	chr3L	+	2587575	2587890	2587750	2587890	2587455	2587513	2148	61	1436	65	647	150	75	4.11386983479e-06	8.35432027988e-05	0.021	0.048	-0.027
1959	"FBgn0061515"	"endos"	chr3L	-	14030806	14031230	14030806	14031057	14031388	14031706	1959	26	16	63	190	150	75	4.32885779356e-06	8.65771558712e-05	0.448	0.142	0.306
2221	"FBgn0001123"	"Galphas"	chr2R	+	23946437	23946520	23946446	23946520	23946136	23946261	2221	240	1349	169	566	83	75	5.26893302233e-06	0.000103805844619	0.138	0.212	-0.074
2189	"FBgn0010909"	"msn"	chr3L	-	2557792	2558389	2557792	2558035	2560115	2560295	2189	480	161	120	87	150	75	5.66217883979e-06	0.000109912883361	0.599	0.408	0.191
1499	"FBgn0028577"	"pUf68"	chr3L	-	1499042	1499879	1499042	1499337	1500244	1500388	1499	43	4	21	22	150	75	6.23048110882e-06	0.000118434777201	0.843	0.323	0.52
1695	"FBgn0000289"	"cg"	chr2R	+	14179108	14179254	14179111	14179254	14178893	14179041	1695	339	161	107	108	77	75	6.28063212427e-06	0.000118434777201	0.672	0.491	0.181
1531	"FBgn0038197"	"foxo"	chr3R	+	14081306	14081431	14081333	14081431	14081003	14081187	1531	221	39	251	10	101	75	7.88320511358e-06	0.000146560996478	0.808	0.949	-0.141
1845	"FBgn0052423"	"shep"	chr3L	-	5162455	5162631	5162455	5162610	5162966	5163149	1845	43	249	80	184	95	75	9.80370476455e-06	0.00017973458735	0.12	0.256	-0.136
2184	"FBgn0033913"	"CG8468"	chr2R	+	14220586	14220765	14220607	14220765	14219897	14220042	2184	75	292	47	65	95	75	1.05850456332e-05	0.000191400825148	0.169	0.363	-0.194
2135	"FBgn0026238"	"gus"	chr2R	-	5120762	5121840	5120762	5121652	5121982	5122247	2135	159	151	69	146	150	75	1.18299588735e-05	0.000210704553308	0.345	0.191	0.154
943	"FBgn0037755"	"CG12945"	chr3R	-	9790525	9790771	9790525	9790744	9790838	9791221	943	79	2	22	11	101	75	1.19718496198e-05	0.000210704553308	0.967	0.598	0.369
86	"FBgn0039705"	"Atg16"	chr3R	-	29831914	29832372	29831914	29832348	29833192	29833281	86	90	43	78	7	98	75	1.59402570307e-05	0.000276857095796	0.616	0.895	-0.279
241	"FBgn0036101"	"NijA"	chr3L	-	10695023	10695415	10695023	10695367	10695628	10695704	241	311	40	214	69	122	75	1.8025095235e-05	0.0003090016326	0.827	0.656	0.171
1437	"FBgn0028399"	"TMS1"	chr3L	+	16414802	16414956	16414814	16414956	16414283	16414493	1437	70	32	112	11	86	75	1.98692979535e-05	0.000331993332894	0.656	0.899	-0.243
98	"FBgn0262735"	"Imp"	chrX	-	10797835	10798565	10797835	10798544	10798618	10798993	98	123	384	128	208	95	75	1.98058302844e-05	0.000331993332894	0.202	0.327	-0.125
1139	"FBgn0052016"	"4E-T"	chr4	-	953512	953899	953512	953806	954019	954226	1139	931	31	841	69	150	75	2.452093007e-05	0.000404595346155	0.938	0.859	0.079
544	"FBgn0041164"	"armi"	chr3L	+	3462103	3462784	3462120	3462784	3461540	3461670	544	8	115	11	16	91	75	2.54553611807e-05	0.00041482810813	0.054	0.362	-0.308
1963	"FBgn0261564"	"CG42678"	chr2R	+	22929087	22930073	22929798	22930073	22927515	22927629	1963	173	10	79	23	150	75	2.87832371719e-05	0.00046333991545	0.896	0.632	0.264
564	"FBgn0041585"	"olf186-F"	chr2R	+	17855139	17857797	17857641	17857797	17850861	17851460	564	53	10	138	1	150	75	2.9695491603e-05	0.00047226564959	0.726	0.986	-0.26
896	"FBgn0030038"	"CG1440"	chrX	+	8438919	8439758	8439108	8439758	8437056	8437294	896	28	101	51	57	150	75	3.45149114692e-05	0.00054237718023	0.122	0.309	-0.187
725	"FBgn0061492"	"loj"	chr3L	+	6095092	6095343	6095112	6095343	6094986	6095017	725	176	79	60	5	94	75	3.55467769834e-05	0.000552020536683	0.64	0.905	-0.265
707	"FBgn0003495"	"spz"	chr3R	-	27066098	27066480	27066098	27066453	27066607	27066665	707	1104	818	138	170	101	75	3.7703290521e-05	0.000578701668462	0.501	0.376	0.125
1850	"FBgn0022764"	"Sin3A"	chr2R	-	12581638	12581951	12581638	12581939	12582288	12583829	1850	58	109	82	60	86	75	5.20712265878e-05	0.000781068398817	0.317	0.544	-0.227
2014	"FBgn0036765"	"CG7408"	chr3L	+	17879877	17880064	17879976	17880064	17879095	17879248	2014	488	42	186	42	150	75	5.1515593735e-05	0.000781068398817	0.853	0.689	0.164
1072	"FBgn0260012"	"pds5"	chr2R	+	12028294	12028655	12028552	12028655	12027984	12028232	1072	31	92	29	21	150	75	5.8550935608e-05	0.000858747055584	0.144	0.408	-0.264
2013	"FBgn0036765"	"CG7408"	chr3L	+	17879877	17880064	17879949	17880064	17879095	17879248	2013	518	70	248	71	146	75	5.81926345914e-05	0.000858747055584	0.792	0.642	0.15
40	"FBgn0019968"	"Khc-73"	chr2R	-	15522001	15522128	15522001	15522104	15522873	15523019	40	0	18	7	3	98	75	5.95521583024e-05	0.000863833505046	0.0	0.641	-0.641
301	"FBgn0265523"	"Smr"	chrX	-	12730933	12732400	12730933	12731906	12742318	12742444	301	3033	122	1892	37	150	75	6.57182490461e-05	0.000942914008053	0.926	0.962	-0.036
1187	"FBgn0027279"	"l(1)G0196"	chrX	+	22502194	22502869	22502635	22502869	22498306	22498619	1187	255	9	116	20	150	75	7.58864814233e-05	0.00107709844601	0.934	0.744	0.19
385	"FBgn0263395"	"hppy"	chr2R	+	19223239	19224386	19224052	19224386	19220743	19220782	385	11	14	45	6	150	75	7.74070448889e-05	0.00108699254525	0.282	0.789	-0.507
1730	"FBgn0010303"	"hep"	chrX	-	13080637	13081118	13080637	13081043	13081512	13082064	1730	44	34	37	4	149	75	8.49974013537e-05	0.00118101652407	0.394	0.823	-0.429
1991	"FBgn0011290"	"Taf12"	chr3R	-	11678943	11679398	11678943	11679184	11679566	11679690	1991	425	133	294	45	150	75	8.85628230235e-05	0.00121773881657	0.615	0.766	-0.151
2187	"FBgn0010909"	"msn"	chr3L	-	2564396	2564755	2564396	2564695	2565600	2565621	2187	489	42	253	4	134	75	8.97537281174e-05	0.00122139093933	0.867	0.973	-0.106
386	"FBgn0263395"	"hppy"	chr2R	+	19223239	19224386	19224052	19224386	19218130	19218194	386	10	32	25	12	150	75	9.39677760959e-05	0.00126568841272	0.135	0.51	-0.375
2279	"FBgn0261552"	"ps"	chr3R	+	9419782	9420047	9419806	9420047	9417939	9418000	2279	265	7	178	23	98	75	9.59465218078e-05	0.00127928695744	0.967	0.856	0.111
830	"FBgn0026181"	"Rok"	chrX	-	16627300	16627494	16627300	16627467	16627595	16627870	830	27	27	24	2	101	75	0.000108890934957	0.00143736034143	0.426	0.899	-0.473
1953	"FBgn0037746"	"CG8478"	chr3R	+	9764025	9764626	9764040	9764626	9763753	9763935	1953	5	44	19	22	89	75	0.000111437872578	0.00145641576043	0.087	0.421	-0.334
968	"FBgn0031390"	"tho2"	chr2L	-	2139629	2139676	2139629	2139673	2139727	2140312	968	75	23	21	27	77	75	0.000122278500171	0.00158242764927	0.761	0.431	0.33
1155	"FBgn0085437"	"CG34408"	chrX	+	10227348	10227957	10227402	10227957	10226514	10226655	1155	3	32	15	14	128	75	0.000125951446135	0.00161413503785	0.052	0.386	-0.334
2046	"FBgn0024806"	"DIP2"	chr3L	-	252834	252995	252834	252944	253313	254636	2046	46	28	65	8	125	75	0.000129494401593	0.00164358278945	0.496	0.83	-0.334
2028	"FBgn0261822"	"Bsg"	chr2L	+	8089184	8089736	8089393	8089736	8088303	8088453	2028	210	70	224	31	150	75	0.000132300035698	0.00166316131535	0.6	0.783	-0.183
2167	"FBgn0034420"	"CG10737"	chr2R	+	19170617	19171161	19170685	19171161	19164142	19164175	2167	97	61	101	22	142	75	0.000133556893505	0.00166316131535	0.456	0.708	-0.252
1742	"FBgn0004638"	"drk"	chr2R	-	13501812	13502091	13501812	13501924	13502690	13502841	1742	480	6	376	23	150	75	0.000142882670309	0.00175221180749	0.976	0.891	0.085
2041	"FBgn0037313"	"CG1161"	chr3R	+	5356002	5356748	5356424	5356748	5355833	5355942	2041	297	4	128	13	150	75	0.000143362784249	0.00175221180749	0.974	0.831	0.143
2181	"FBgn0030648"	"CG6340"	chrX	+	15483181	15483420	15483198	15483420	15482373	15482537	2181	25	112	22	24	91	75	0.000149782593232	0.00179739111878	0.155	0.43	-0.275
54	"FBgn0030812"	"CG8949"	chrX	-	17076924	17077467	17076924	17077440	17077680	17077837	54	13	43	44	35	101	75	0.000149096274987	0.00179739111878	0.183	0.483	-0.3
314	"FBgn0267795"	"CG32138"	chr3L	+	14065588	14067268	14065615	14067268	14065071	14065158	314	127	351	116	176	101	75	0.000157662074893	0.00187490035008	0.212	0.329	-0.117
851	"FBgn0037555"	"Ada2b"	chr3R	-	8238102	8238252	8238102	8238182	8238730	8239606	851	134	75	322	89	144	75	0.000188354733054	0.00221989506814	0.482	0.653	-0.171
681	"FBgn0263219"	"Dscam4"	chr3L	+	8280259	8280409	8280328	8280409	8279893	8279966	681	45	6	204	1	143	75	0.000210311418374	0.00245673515269	0.797	0.991	-0.194
1921	"FBgn0015477"	"Rme-8"	chr2R	-	9175732	9175934	9175732	9175931	9176090	9176235	1921	63	24	49	57	77	75	0.000235751673095	0.00270601920422	0.719	0.456	0.263
1981	"FBgn0032656"	"CG5674"	chr2L	+	17971871	17974868	17972262	17974868	17969371	17969518	1981	85	2	17	7	150	75	0.000234622339801	0.00270601920422	0.955	0.548	0.407
1188	"FBgn0027279"	"l(1)G0196"	chrX	+	22500997	22502869	22502635	22502869	22498306	22498619	1188	115	9	55	20	150	75	0.000251891006787	0.0028663459393	0.865	0.579	0.286
1869	"FBgn0037215"	"CG12582"	chr3R	+	4204212	4204572	4204218	4204572	4203781	4204162	1869	331	6	213	19	80	75	0.000285746728906	0.0032238092492	0.981	0.913	0.068
2323	"FBgn0027375"	"RecQ5"	chr3L	-	14629740	14630444	14629740	14630192	14630519	14631818	2323	24	61	2	46	150	75	0.000292515632383	0.00327220876903	0.164	0.021	0.143
306	"FBgn0086377"	"Syx7"	chr3L	+	21446160	21446375	21446197	21446375	21445833	21446023	306	7	138	22	94	111	75	0.000301649678356	0.00334603004563	0.033	0.137	-0.104
1860	"FBgn0020767"	"Spred"	chr2R	-	14762918	14763074	14762918	14763008	14763830	14763999	1860	418	25	203	33	140	75	0.000337450149371	0.00371195164308	0.9	0.767	0.133
1182	"FBgn0264491"	"how"	chr3R	+	22077283	22079321	22077363	22079321	22074448	22074944	1182	306	2	240	14	150	75	0.000408913249427	0.00446087181193	0.987	0.896	0.091
1057	"FBgn0027948"	"msps"	chr3R	+	16059460	16059684	16059484	16059684	16059242	16059375	1057	127	41	126	13	98	75	0.000448054933713	0.00484780747952	0.703	0.881	-0.178
691	"FBgn0039559"	"Mes-4"	chr3R	-	27933562	27935993	27933562	27935981	27936061	27937337	691	432	0	170	8	86	75	0.000481549833739	0.00516785187427	1.0	0.949	0.051
2057	"FBgn0035283"	"CG12024"	chr3L	+	1857464	1859047	1857512	1859047	1857164	1857403	2057	16	19	29	5	122	75	0.000545524893249	0.00580720047652	0.341	0.781	-0.44
1586	"FBgn0030040"	"CG15347"	chrX	-	8459223	8459382	8459223	8459337	8460765	8460898	1586	15	99	57	132	119	75	0.000551867226017	0.00582771790674	0.087	0.214	-0.127
899	"FBgn0032938"	"CG8671"	chr2L	+	21277196	21278429	21277229	21278429	21275723	21275806	899	149	6	158	27	107	75	0.00058996205367	0.00618055484797	0.946	0.804	0.142
1534	"FBgn0051992"	"gw"	chr4	-	652304	652584	652304	652578	652645	652842	1534	418	29	355	55	80	75	0.000652590450131	0.00678282987538	0.931	0.858	0.073
974	"FBgn0026086"	"Adar"	chrX	+	1775649	1775738	1775698	1775738	1773724	1774222	974	169	62	142	21	123	75	0.000665166262713	0.00685952708423	0.624	0.805	-0.181
2045	"FBgn0024806"	"DIP2"	chr3L	-	256213	256593	256213	256590	256648	257056	2045	32	10	53	1	77	75	0.000685119390029	0.00701052399099	0.757	0.981	-0.224
2130	"FBgn0015239"	"Hr78"	chr3L	-	21496819	21496922	21496819	21496877	21497290	21497494	2130	56	25	50	4	119	75	0.000725596616341	0.00731135521809	0.585	0.887	-0.302
2233	"FBgn0033463"	"CG1513"	chr2R	-	9883896	9884206	9883896	9884002	9884621	9884708	2233	266	7	99	13	150	75	0.000720269271026	0.00731135521809	0.95	0.792	0.158
186	"FBgn0010051"	"Itp-r83A"	chr3R	+	5527533	5527919	5527578	5527919	5517116	5517888	186	54	4	19	11	119	75	0.000789210342655	0.00789210342655	0.895	0.521	0.374
1434	"FBgn0028399"	"TMS1"	chr3L	+	16414793	16414956	16414814	16414956	16414283	16414493	1434	197	32	214	11	95	75	0.000816362924955	0.0081022485785	0.829	0.939	-0.11
1666	"FBgn0022987"	"qkr54B"	chr2R	+	17470566	17470886	17470576	17470886	17469623	17469717	1666	16	82	24	35	84	75	0.000898913243163	0.00885496627593	0.148	0.38	-0.232
2062	"FBgn0026620"	"tacc"	chr3R	-	4737472	4737780	4737472	4737738	4741851	4744182	2062	184	21	176	4	116	75	0.0009440124663	0.00916247393762	0.85	0.966	-0.116
734	"FBgn0039889"	"Arl4"	chr4	-	178777	178880	178777	178836	178936	179034	734	214	14	59	15	118	75	0.000939065716522	0.00916247393762	0.907	0.714	0.193
2348	"FBgn0264078"	"Flo2"	chrX	+	14926735	14926874	14926765	14926874	14925645	14925684	2348	10	18	11	1	104	75	0.000997498619866	0.00954129114654	0.286	0.888	-0.602
365	"FBgn0030101"	"CG12118"	chrX	-	9195550	9196136	9195550	9196119	9196195	9196414	365	28	41	21	6	91	75	0.000990860390951	0.00954129114654	0.36	0.743	-0.383
1613	"FBgn0262582"	"cic"	chr3R	+	20297096	20298532	20298383	20298532	20296199	20296499	1613	6	35	17	17	150	75	0.00101326756109	0.00962239698301	0.079	0.333	-0.254
1551	"FBgn0015218"	"eIF-4E"	chr3L	-	9401039	9401606	9401039	9401367	9402279	9402460	1551	1902	798	1173	610	150	75	0.00106577442324	0.0100487302763	0.544	0.49	0.054
2244	"FBgn0032101"	"CG9586"	chr2L	-	9165420	9165872	9165420	9165842	9165942	9166164	2244	4	111	13	61	104	75	0.00119947435738	0.0112291216436	0.025	0.133	-0.108
1324	"FBgn0039600"	"CG1646"	chr3R	+	28812226	28812486	28812394	28812486	28812101	28812154	1324	34	181	38	84	150	75	0.00121732024479	0.0113159346699	0.086	0.184	-0.098
158	"FBgn0033669"	"PI31"	chr2R	-	11968283	11968512	11968283	11968479	11968739	11968850	158	21	304	35	201	107	75	0.00126066504558	0.011636908113	0.046	0.109	-0.063
381	"FBgn0016038"	"mod(r)"	chrX	+	621841	622146	621852	622146	621529	621797	381	292	27	134	31	85	75	0.00131010033788	0.0120092530972	0.905	0.792	0.113
2126	"FBgn0040297"	"Nhe2"	chr2L	+	21125316	21125439	21125346	21125439	21124439	21124521	2126	11	15	94	30	104	75	0.00133167303779	0.0121228166199	0.346	0.693	-0.347
