ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2205	"FBgn0015622"	"Cnx99A"	chr3R	-	29316236	29316365	29316503	29316629	29315944	29316169	29316719	29316860	2205	4	772	25	372	150	150	1.18891922973e-08	2.30501715664e-07	0.005	0.063	-0.058
2332	"FBgn0058178"	"CG40178"	chr3L	-	25924295	25924456	25933195	25933410	25873859	25874085	25961359	25961540	2332	222	1	171	26	150	150	1.28813527622e-08	2.46654051039e-07	0.996	0.868	0.128
2330	"FBgn0058178"	"CG40178"	chr3L	-	25924295	25924456	25933195	25933410	25798440	25798742	25961359	25961540	2330	222	1	162	25	150	150	1.35057538486e-08	2.55456392917e-07	0.996	0.866	0.13
2576	"FBgn0020309"	"crol"	chr2L	-	11803784	11803898	11806047	11806157	11802904	11803674	11809125	11809438	2576	76	290	28	376	150	150	1.50756360728e-08	2.78968997403e-07	0.208	0.069	0.139
2702	"FBgn0002921"	"Atpalpha"	chr3R	+	20959236	20959380	20960725	20960825	20957733	20958167	20963724	20963856	2702	89	187	65	35	150	150	1.51085723932e-08	2.78968997403e-07	0.322	0.65	-0.328
2445	"FBgn0260798"	"Gprk1"	chr2R	-	4378368	4378695	4378963	4379155	4351117	4351218	4407980	4408032	2445	696	136	367	152	150	150	2.44292419627e-08	4.45761815108e-07	0.837	0.707	0.13
2639	"FBgn0031187"	"CG14619"	chrX	+	22462399	22463272	22463538	22465558	22457613	22458260	22466164	22466375	2639	42	66	31	3	150	150	2.53264365035e-08	4.56759337406e-07	0.389	0.912	-0.523
9	"FBgn0026401"	"Nipped-B"	chr2R	-	4711813	4712045	4719769	4720210	4693247	4693483	4722146	4722325	9	475	0	374	25	150	150	3.94766023204e-08	7.03772531022e-07	1.0	0.937	0.063
2561	"FBgn0026259"	"eIF5B"	chr3L	-	3432203	3432365	3443457	3443565	3428657	3429083	3445364	3445560	2561	344	279	290	112	150	150	4.04347932914e-08	7.12663231761e-07	0.552	0.721	-0.169
2668	"FBgn0040056"	"CG17698"	chr3L	+	23746189	23746544	23747758	23747812	23740160	23741084	23747872	23748060	2668	283	3	73	15	150	128	4.59831648314e-08	8.01347063522e-07	0.988	0.806	0.182
220	"FBgn0032988"	"Tif-IA"	chr2L	+	22250371	22250853	22253193	22253685	22249875	22250314	22253745	22253921	220	159	286	175	139	150	150	4.74171988341e-08	8.17156393241e-07	0.357	0.557	-0.2
402	"FBgn0033159"	"Dscam1"	chr2R	-	7334933	7335218	7345484	7345775	7332260	7332380	7347848	7348010	402	21	3	24	67	150	150	5.23522328821e-08	8.92289156045e-07	0.875	0.264	0.611
2491	"FBgn0053554"	"Nipped-A"	chr2R	-	5217344	5217435	5241895	5242062	5212328	5212467	5242384	5242582	2491	441	156	227	26	150	150	6.21243452237e-08	1.04733542872e-06	0.739	0.897	-0.158
2432	"FBgn0086779"	"step"	chr2L	-	21753218	21753814	21756553	21756627	21746151	21747332	21757163	21757466	2432	196	54	56	57	148	150	6.59435457351e-08	1.09976816597e-06	0.786	0.499	0.287
2600	"FBgn0019936"	"RpS20"	chr3R	+	20822417	20822573	20822801	20822891	20822180	20822273	20823131	20823356	2600	11841	10034	4681	3446	150	150	8.4362023367e-08	1.39197338556e-06	0.541	0.576	-0.035
113	"FBgn0010247"	"Parp"	chr3R	-	3523413	3523947	3584979	3585313	3461350	3462693	3585368	3585510	113	846	4	325	20	150	150	1.10119265484e-07	1.78147640963e-06	0.995	0.942	0.053
75	"FBgn0032456"	"MRP"	chr2L	+	12728020	12728241	12737397	12737618	12726745	12727116	12737958	12738176	75	86	37	203	17	150	150	1.10265464426e-07	1.78147640963e-06	0.699	0.923	-0.224
348	"FBgn0002413"	"dco"	chr3R	-	31058539	31058627	31060374	31060464	31054084	31057928	31061076	31061210	348	300	457	177	493	150	150	1.19012014022e-07	1.90296529637e-06	0.396	0.264	0.132
49	"FBgn0010215"	"alpha-Cat"	chr3L	-	23327493	23327645	23328713	23329398	23325888	23325956	23329885	23330089	49	129	0	151	27	150	150	1.26304349757e-07	1.99895965789e-06	1.0	0.848	0.152
31	"FBgn0026401"	"Nipped-B"	chr2R	-	4693247	4693483	4695118	4695406	4693010	4693168	4695461	4695610	31	303	698	199	795	150	150	1.28627680285e-07	2.01516699113e-06	0.303	0.2	0.103
2583	"FBgn0020309"	"crol"	chr2L	-	11802370	11803674	11803784	11803898	11800154	11800322	11809125	11809438	2583	35	63	141	67	150	150	1.34923841211e-07	2.09266877718e-06	0.357	0.678	-0.321
28	"FBgn0026401"	"Nipped-B"	chr2R	-	4698502	4698996	4699058	4699151	4693247	4693483	4700388	4700583	28	950	2	596	26	150	150	1.70823129642e-07	2.62323439678e-06	0.998	0.958	0.04
2689	"FBgn0025720"	"Ate1"	chr2R	-	20255885	20256035	20256082	20256235	20255627	20255809	20256435	20256629	2689	128	138	58	169	150	150	2.16972289024e-07	3.29925510075e-06	0.481	0.256	0.225
2584	"FBgn0020309"	"crol"	chr2L	-	11802286	11803674	11803784	11803898	11800154	11800322	11806047	11806157	2584	306	252	135	226	150	150	2.23103324704e-07	3.32724285208e-06	0.548	0.374	0.174
2729	"FBgn0002521"	"pho"	chr4	-	1173083	1173203	1173805	1174097	1172468	1173030	1174158	1174928	2729	65	323	46	66	150	150	2.22949304907e-07	3.32724285208e-06	0.168	0.411	-0.243
2230	"FBgn0260987"	"vtd"	chr3L	+	27146944	27147695	27156009	27156171	27136945	27137236	27157809	27157999	2230	0	162	12	56	150	150	2.27027810884e-07	3.3535250922e-06	0.0	0.176	-0.176
2662	"FBgn0023095"	"caps"	chr3L	+	13238674	13238714	13251153	13251211	13228691	13229140	13275561	13279642	2662	132	12	73	38	114	132	2.31417884189e-07	3.38612394695e-06	0.927	0.69	0.237
2396	"FBgn0034345"	"CG5174"	chr2R	+	18424606	18424666	18424871	18425034	18424325	18424486	18425339	18426221	2396	183	817	53	534	134	150	2.48524316793e-07	3.60244126492e-06	0.2	0.1	0.1
154	"FBgn0003256"	"rl"	chr2R	+	1080330	1080441	1105846	1105981	1071974	1072045	1113197	1113482	154	4	295	22	152	150	150	2.88343792398e-07	4.14093724083e-06	0.013	0.126	-0.113
2318	"FBgn0058178"	"CG40178"	chr3L	-	25961359	25961540	25977966	25978150	25933195	25933410	26013542	26013721	2318	136	229	44	198	150	150	2.91915018935e-07	4.15376325108e-06	0.373	0.182	0.191
2743	"FBgn0032123"	"Oatp30B"	chr2L	+	9523162	9523343	9533513	9533751	9521209	9521440	9534886	9535908	2743	19	40	40	10	150	150	4.4478125838e-07	6.27141574316e-06	0.322	0.8	-0.478
1211	"FBgn0033159"	"Dscam1"	chr2R	-	7364455	7364617	7366804	7366966	7361717	7361867	7368387	7368732	1211	19	14	136	8	150	150	4.74800270656e-07	6.63437134944e-06	0.576	0.944	-0.368
2394	"FBgn0035227"	"CG12090"	chr3L	-	1525641	1525703	1526333	1526398	1525284	1525392	1527189	1527381	2394	3	79	12	13	139	136	5.0863684431e-07	7.04371201361e-06	0.036	0.475	-0.439
2683	"FBgn0041111"	"lilli"	chr2L	+	2889673	2890916	2945029	2945792	2885928	2886578	2946708	2947435	2683	302	20	151	41	150	150	5.17718802273e-07	7.10603417987e-06	0.938	0.786	0.152
216	"FBgn0052062"	"A2bp1"	chr3L	+	10588659	10588731	10589355	10589516	10587626	10587687	10590326	10590390	216	0	30	16	14	146	150	5.31542314941e-07	7.23177307433e-06	0.0	0.54	-0.54
292	"FBgn0039972"	"CG17018"	chr2L	+	22354465	22354969	22363429	22364294	22354354	22354401	22365192	22365324	292	556	641	274	506	150	150	5.81533211808e-07	7.8431131436e-06	0.464	0.351	0.113
2334	"FBgn0058178"	"CG40178"	chr3L	-	25874141	25874384	25933195	25933410	25873859	25874085	25961359	25961540	2334	222	466	171	184	150	150	6.22258506611e-07	8.32002537719e-06	0.323	0.482	-0.159
159	"FBgn0003256"	"rl"	chr2R	+	1076634	1076761	1080330	1080441	1071974	1072439	1105846	1105981	159	394	397	249	133	150	150	6.3620188151e-07	8.3622806629e-06	0.498	0.652	-0.154
2229	"FBgn0260987"	"vtd"	chr3L	+	27146944	27147695	27156009	27156171	27146627	27146883	27157809	27157999	2229	365	162	232	41	150	150	6.30912318056e-07	8.3622806629e-06	0.693	0.85	-0.157
1214	"FBgn0033159"	"Dscam1"	chr2R	-	7364455	7364617	7365311	7365482	7361717	7361867	7368387	7368732	1214	10	14	83	8	150	150	7.21098063039e-07	9.39851340986e-06	0.417	0.912	-0.495
2640	"FBgn0031187"	"CG14619"	chrX	+	22462399	22463272	22463538	22465522	22457613	22458260	22466164	22466375	2640	42	90	31	10	150	150	7.96290652749e-07	1.02842968142e-05	0.318	0.756	-0.438
2727	"FBgn0052521"	"CG32521"	chrX	-	21223579	21223647	21279181	21279186	21211686	21211799	21281045	21281171	2727	295	103	285	37	79	142	8.02321028059e-07	1.02842968142e-05	0.837	0.933	-0.096
2519	"FBgn0039890"	"CG2316"	chr4	-	188577	189248	189997	190061	188424	188523	193544	193829	2519	2	61	14	17	138	150	8.84850862137e-07	1.12492105506e-05	0.034	0.472	-0.438
2773	"FBgn0051092"	"LpR2"	chr3R	-	25710024	25710147	25713536	25713656	25709290	25709517	25713841	25713961	2773	14	39	39	14	150	150	1.00876631159e-06	1.27202971486e-05	0.264	0.736	-0.472
2404	"FBgn0053208"	"Mical"	chr3R	-	10027329	10027381	10037815	10037890	10019704	10021383	10042791	10042895	2404	29	26	143	23	149	126	1.08267911614e-06	1.34338824731e-05	0.485	0.84	-0.355
527	"FBgn0033159"	"Dscam1"	chr2R	-	7364177	7364348	7366804	7366966	7361717	7361867	7368387	7368732	527	19	9	136	2	150	150	1.08103532348e-06	1.34338824731e-05	0.679	0.986	-0.307
8	"FBgn0026401"	"Nipped-B"	chr2R	-	4711813	4712045	4719769	4720210	4699058	4699151	4722146	4722325	8	478	0	379	21	150	150	1.10821702626e-06	1.36416238709e-05	1.0	0.948	0.052
531	"FBgn0033159"	"Dscam1"	chr2R	-	7364177	7364348	7365311	7365482	7361717	7361867	7368387	7368732	531	10	9	83	2	150	150	1.17986836301e-06	1.4409258512e-05	0.526	0.976	-0.45
2137	"FBgn0264605"	"CG43954"	chr3L	-	16681237	16681370	16694201	16694296	16680811	16680947	16710942	16711677	2137	285	640	122	493	150	150	1.35180227145e-06	1.63800415861e-05	0.308	0.198	0.11
2484	"FBgn0053554"	"Nipped-A"	chr2R	-	5241895	5242062	5245951	5246137	5210501	5210874	5250728	5251022	2484	101	0	45	12	150	150	1.42615394949e-06	1.71470137648e-05	1.0	0.789	0.211
2393	"FBgn0035227"	"CG12090"	chr3L	-	1525641	1525700	1526333	1526398	1525284	1525392	1527189	1527381	2393	3	39	12	5	139	133	1.46796891143e-06	1.75139983202e-05	0.069	0.697	-0.628
2718	"FBgn0261552"	"ps"	chr3R	+	9419806	9420047	9432028	9432839	9417939	9418000	9444010	9444076	2718	8	58	23	18	150	150	1.51027145801e-06	1.78811529112e-05	0.121	0.561	-0.44
