ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
641	"FBgn0024689"	"fws"	chr2L	-	17480295	17481029	17480295	17480919	17480972	17481029	641	365	93	229	17	128	75	9.08544530165e-07	1.28985791631e-05	0.697	0.888	-0.191
566	"FBgn0037890"	"CG17734"	chr3R	-	11242207	11243013	11242207	11242563	11242823	11243013	566	194	84	167	22	335	75	1.3143339006e-06	1.83810576845e-05	0.341	0.63	-0.289
1553	"FBgn0027086"	"Aats-ile"	chr3L	+	22288664	22288939	22288664	22288740	22288794	22288939	1553	422	395	172	78	129	75	1.41343996418e-06	1.94763712711e-05	0.383	0.562	-0.179
694	"FBgn0263006"	"Ca-P60A"	chr2R	-	23932666	23933444	23932666	23932814	23933258	23933444	694	88	97	84	27	519	75	1.51504506407e-06	2.05738728266e-05	0.116	0.31	-0.194
376	"FBgn0027498"	"CG2061"	chrX	+	11092491	11092841	11092491	11092718	11092780	11092841	376	9	59	16	8	137	75	1.53797805424e-06	2.05869348118e-05	0.077	0.523	-0.446
812	"FBgn0035151"	"CG17129"	chr3L	-	679896	680326	679896	679995	680173	680326	812	96	15	132	0	253	75	2.32365859842e-06	3.0665747982e-05	0.655	1.0	-0.345
1287	"FBgn0033088"	"PGAP3"	chr2R	+	6674260	6675061	6674260	6674727	6674780	6675061	1287	0	36	6	2	128	75	2.42766829595e-06	3.15934054626e-05	0.0	0.637	-0.637
1435	"FBgn0033913"	"CG8468"	chr2R	+	14219897	14220765	14219897	14220042	14220607	14220765	1435	1060	292	215	22	640	75	2.47594321845e-06	3.17802574752e-05	0.298	0.534	-0.236
683	"FBgn0035850"	"Atg18a"	chr3L	+	8186994	8187576	8186994	8187193	8187478	8187576	683	132	37	240	16	360	75	2.58483969506e-06	3.2729659382e-05	0.426	0.758	-0.332
589	"FBgn0039163"	"CG5515"	chr3R	-	24188515	24188896	24188515	24188607	24188669	24188896	589	157	142	94	29	137	75	3.61583459052e-06	4.50699145388e-05	0.377	0.64	-0.263
968	"FBgn0036180"	"CG6091"	chr3L	-	11606256	11607083	11606256	11606471	11606535	11607083	968	12	52	19	8	139	75	3.65561740123e-06	4.50699145388e-05	0.111	0.562	-0.451
788	"FBgn0260742"	"CG12213"	chr3R	-	11965544	11966739	11965544	11966286	11966454	11966739	788	45	60	53	15	243	75	4.05782429402e-06	4.93789787467e-05	0.188	0.522	-0.334
196	"FBgn0053095"	"CG33095"	chr3R	+	25097671	25098469	25097671	25097718	25097834	25098469	196	454	83	203	9	191	75	4.94261320105e-06	5.93747252485e-05	0.682	0.899	-0.217
468	"FBgn0259726"	"CG42380"	chr2R	-	21669536	21669916	21669536	21669693	21669754	21669916	468	13	53	20	9	136	75	5.57559693526e-06	6.61308142828e-05	0.119	0.551	-0.432
1034	"FBgn0031483"	"CG9641"	chr2L	-	2975150	2976862	2975150	2976554	2976818	2976862	1034	549	86	380	21	339	75	8.67001392002e-06	0.000101547538038	0.585	0.8	-0.215
552	"FBgn0037297"	"CG1116"	chr3R	+	5219656	5220133	5219656	5219855	5219915	5220133	552	46	10	2	11	135	75	9.04553663994e-06	0.000104637874464	0.719	0.092	0.627
772	"FBgn0025725"	"alphaCOP"	chr3L	-	1644011	1645199	1644011	1645061	1645169	1645199	772	593	270	297	71	183	75	1.12010684147e-05	0.000127992696397	0.474	0.632	-0.158
1442	"FBgn0000054"	"Adf1"	chr2R	+	6662269	6662757	6662269	6662448	6662568	6662757	1442	96	164	68	42	195	75	1.13794081616e-05	0.000128463921053	0.184	0.384	-0.2
24	"FBgn0005616"	"msl-2"	chr2L	-	3463706	3466112	3463706	3465918	3466051	3466112	24	48	69	42	13	208	75	1.19854796281e-05	0.000133695171566	0.201	0.538	-0.337
863	"FBgn0027360"	"Tim10"	chr2R	-	21690637	21691139	21690637	21691000	21691071	21691139	863	51	530	35	122	146	75	1.30580433072e-05	0.000143376539517	0.047	0.128	-0.081
937	"FBgn0025637"	"SkpA"	chrX	+	656355	657899	656355	656399	657098	657899	937	905	114	554	29	774	75	1.31594262524e-05	0.000143376539517	0.435	0.649	-0.214
107	"FBgn0015019"	"Cctgamma"	chr3R	+	16647604	16647929	16647604	16647697	16647835	16647929	107	132	321	106	124	213	75	1.37888807971e-05	0.000148507831114	0.126	0.231	-0.105
1379	"FBgn0010551"	"Phb2"	chr2R	+	18819466	18819765	18819466	18819501	18819620	18819765	1379	129	30	150	6	194	75	1.61759575504e-05	0.000172237184372	0.624	0.906	-0.282
1373	"FBgn0260945"	"Atg1"	chr3L	-	12787386	12787733	12787386	12787536	12787596	12787733	1373	20	21	40	4	135	75	1.63733138563e-05	0.000172379720038	0.346	0.847	-0.501
776	"FBgn0010412"	"RpS19a"	chrX	+	16637893	16638303	16637893	16637949	16638232	16638303	776	271	32	540	18	358	75	2.1944923749e-05	0.000228471039476	0.64	0.863	-0.223
171	"FBgn0002914"	"Myb"	chrX	-	15855789	15857823	15855789	15857545	15857640	15857823	171	143	106	91	23	170	75	2.31747726021e-05	0.000238623757452	0.373	0.636	-0.263
661	"FBgn0032036"	"CG13384"	chr2L	+	8384699	8385097	8384699	8384895	8384996	8385097	661	98	308	101	153	176	75	2.49231751572e-05	0.000253837120895	0.119	0.22	-0.101
372	"FBgn0259722"	"CG42376"	chrX	+	254875	255524	254875	254921	254983	255524	372	340	59	161	6	137	75	3.36582775283e-05	0.000339116194022	0.759	0.936	-0.177
1470	"FBgn0023479"	"Tequila"	chr3L	+	9087848	9089948	9087848	9088115	9089354	9089948	1470	3119	248	624	21	1314	75	3.51983952265e-05	0.000350860599226	0.418	0.629	-0.211
45	"FBgn0033183"	"CG1620"	chr2R	-	7494011	7495461	7494011	7494797	7494865	7495461	45	21	86	18	12	143	75	3.94691478653e-05	0.000389290437366	0.114	0.44	-0.326
1083	"FBgn0027580"	"CG1516"	chr2R	-	9860369	9860759	9860369	9860452	9860524	9860759	1083	266	35	142	2	147	75	4.0203431133e-05	0.000392402239288	0.795	0.973	-0.178
1168	"FBgn0260486"	"Ziz"	chr2L	-	7472512	7473889	7472512	7473199	7473419	7473889	1168	228	148	159	47	295	75	4.11306645494e-05	0.000397313738998	0.281	0.462	-0.181
52	"FBgn0025820"	"JTBR"	chr3L	-	1802007	1802856	1802007	1802753	1802803	1802856	52	75	40	62	6	125	75	4.276752263e-05	0.000408909884738	0.529	0.861	-0.332
1462	"FBgn0001961"	"Arpc1"	chr2L	-	13829345	13829741	13829345	13829643	13829709	13829741	1462	1272	169	747	52	141	75	4.59566602309e-05	0.000434963541781	0.8	0.884	-0.084
289	"FBgn0038738"	"CG4572"	chr3R	-	19862516	19864393	19862516	19864191	19864275	19864393	289	116	18	167	3	159	75	5.30838191644e-05	0.00049739538557	0.752	0.963	-0.211
1394	"FBgn0031030"	"Tao"	chrX	-	19573290	19573874	19573290	19573464	19573603	19573874	1394	50	8	18	20	214	75	5.63160871131e-05	0.000517335035539	0.687	0.24	0.447
362	"FBgn0024947"	"NTPase"	chr2L	-	2881381	2882833	2881381	2882511	2882691	2882833	362	42	136	51	58	255	75	5.57901068604e-05	0.000517335035539	0.083	0.205	-0.122
179	"FBgn0001142"	"Gs1"	chr2L	+	132076	134472	132076	132255	132475	134472	179	188	286	145	119	295	75	6.81910446654e-05	0.000620339891762	0.143	0.237	-0.094
439	"FBgn0039644"	"CG11897"	chr3R	+	29158121	29158690	29158121	29158347	29158498	29158690	439	240	45	489	36	226	75	8.42161855797e-05	0.000758755441232	0.639	0.818	-0.179
306	"FBgn0036661"	"CG9705"	chr3L	+	16780099	16780790	16780099	16780420	16780504	16780790	306	284	634	152	204	159	75	8.71514861942e-05	0.000776004353833	0.174	0.26	-0.086
755	"FBgn0030183"	"CG15309"	chrX	-	10206592	10208294	10206592	10207675	10207977	10208294	755	28	76	31	21	377	75	8.77870453643e-05	0.000776004353833	0.068	0.227	-0.159
1416	"FBgn0029524"	"CG3176"	chrX	+	482117	482768	482117	482433	482517	482768	1416	3	14	13	2	159	75	9.32564509413e-05	0.000816647612449	0.092	0.754	-0.662
194	"FBgn0033473"	"CG12128"	chr2R	+	10026838	10027643	10026838	10026875	10026950	10027643	194	117	25	52	0	150	75	0.00010994658209	0.000953888402022	0.701	1.0	-0.299
1246	"FBgn0019686"	"lok"	chr2L	+	20061496	20062012	20061496	20061720	20061781	20062012	1246	52	114	26	14	136	75	0.000116481595885	0.00100131426921	0.201	0.506	-0.305
406	"FBgn0033886"	"Rpn13"	chr2R	-	13958544	13959398	13958544	13959099	13959204	13959398	406	327	105	229	33	180	75	0.000128455311278	0.00109420569698	0.565	0.743	-0.178
1342	"FBgn0000382"	"csw"	chrX	+	2111204	2115701	2111204	2111623	2111703	2115701	1342	71	29	62	4	155	75	0.000141350948099	0.00119320575107	0.542	0.882	-0.34
743	"FBgn0262124"	"uex"	chr2R	-	3942933	3943335	3942933	3943141	3943195	3943335	743	465	116	185	18	129	75	0.00014278819141	0.00119457620849	0.7	0.857	-0.157
722	"FBgn0260398"	"Pbp49"	chr2R	-	8129353	8131323	8129353	8131172	8131255	8131323	722	676	43	322	4	158	75	0.000153567658897	0.0012733884636	0.882	0.974	-0.092
1159	"FBgn0035333"	"CG1317"	chr3L	-	2368013	2370048	2368013	2368425	2368629	2370048	1159	157	77	104	18	279	75	0.000157592194889	0.00129529725097	0.354	0.608	-0.254
1316	"FBgn0032752"	"CG10702"	chr2L	-	19068202	19069851	19068202	19069218	19069470	19069851	1316	178	25	73	0	327	75	0.000162025323641	0.00132015415871	0.62	1.0	-0.38
1229	"FBgn0086200"	"CR42490"	chr2L	+	18665131	18665914	18665131	18665286	18665675	18665914	1229	8	13	17	1	464	75	0.0001856934943	0.00149995520827	0.09	0.733	-0.643
742	"FBgn0262124"	"uex"	chr2R	-	3942933	3943335	3942933	3943138	3943195	3943335	742	500	92	190	12	132	75	0.000195982849444	0.00156953786264	0.755	0.9	-0.145
555	"FBgn0261593"	"RpS10b"	chrX	+	19598039	19598205	19598039	19598077	19598148	19598205	555	1374	30	1305	7	146	75	0.000201758643868	0.00160210041783	0.959	0.99	-0.031
895	"FBgn0011604"	"Iswi"	chr2R	+	12636670	12636990	12636670	12636737	12636843	12636990	895	173	205	73	39	181	75	0.000296934724866	0.0023380490521	0.259	0.437	-0.178
1167	"FBgn0260486"	"Ziz"	chr2L	-	7472512	7473889	7472512	7473199	7473297	7473889	1167	127	37	107	8	173	75	0.00030396827604	0.00237348562208	0.598	0.853	-0.255
518	"FBgn0031995"	"CG8475"	chr2L	-	8193124	8195569	8193124	8193229	8195020	8195569	518	449	47	326	11	1866	75	0.000323226234698	0.00250299985051	0.277	0.544	-0.267
321	"FBgn0031285"	"CG3662"	chr2L	+	823636	824337	823636	824137	824190	824337	321	480	7	246	17	128	75	0.000327266461069	0.00251351372149	0.976	0.895	0.081
1556	"FBgn0261550"	"CG42668"	chr3R	+	20309343	20310638	20309343	20309630	20309903	20310638	1556	1356	113	583	22	348	75	0.000354354027701	0.00269942865005	0.721	0.851	-0.13
37	"FBgn0037094"	"CG7611"	chr3L	+	21523185	21525716	21523185	21524067	21524721	21525716	37	129	31	78	3	729	75	0.000372900392112	0.00281780376943	0.3	0.728	-0.428
1283	"FBgn0261564"	"CG42678"	chr2R	+	22925106	22925612	22925106	22925484	22925548	22925612	1283	188	24	72	28	139	75	0.000379005954587	0.00281848078927	0.809	0.581	0.228
1415	"FBgn0027932"	"Akap200"	chr2L	+	8427614	8429462	8427614	8428067	8428319	8429462	1415	949	400	478	135	327	75	0.000378095665248	0.00281848078927	0.352	0.448	-0.096
685	"FBgn0035850"	"Atg18a"	chr3L	+	8186994	8187576	8186994	8187402	8187478	8187576	685	77	8	181	1	151	75	0.000395575136062	0.00291853466528	0.827	0.989	-0.162
472	"FBgn0035253"	"CG7971"	chr3L	-	1655524	1658464	1655524	1655709	1656678	1658464	472	161	22	94	1	1044	75	0.000460584908103	0.0033716254601	0.345	0.871	-0.526
1364	"FBgn0037261"	"CG9775"	chr3R	-	4638009	4638839	4638009	4638409	4638543	4638839	1364	152	235	91	73	209	75	0.000487700151517	0.00354244218583	0.188	0.309	-0.121
576	"FBgn0036510"	"CG7427"	chr3L	+	15564015	15565272	15564015	15564085	15564158	15565272	576	26	0	14	8	148	75	0.000515449524448	0.00371520157237	1.0	0.47	0.53
331	"FBgn0031739"	"CG14005"	chr2L	-	5800516	5801608	5800516	5800754	5800847	5801608	331	73	0	30	6	168	75	0.000536529930426	0.00383762247946	1.0	0.691	0.309
220	"FBgn0039581"	"Moca-cyp"	chr3R	+	28341371	28342214	28341371	28341459	28342184	28342214	220	389	20	164	0	800	75	0.000557688207912	0.00395874129404	0.646	1.0	-0.354
854	"FBgn0033471"	"CG12134"	chr2R	+	9971142	9972443	9971142	9971421	9971476	9972443	854	10	46	13	9	130	75	0.000582944829537	0.00409860003268	0.111	0.455	-0.344
969	"FBgn0036180"	"CG6091"	chr3L	-	11608675	11609465	11608675	11609188	11609285	11609465	969	32	47	32	12	172	75	0.00058613917223	0.00409860003268	0.229	0.538	-0.309
1263	"FBgn0063923"	"Kaz1-ORFB"	chr3L	+	217490	218058	217490	217775	217854	218058	1263	40	64	24	9	154	75	0.000602713316348	0.00418327686976	0.233	0.565	-0.332
1277	"FBgn0265174"	"PIG-V"	chr2R	+	16955457	16957308	16955457	16955677	16955737	16957308	1277	21	37	18	5	135	75	0.000636378354138	0.00438445968991	0.24	0.667	-0.427
762	"FBgn0024983"	"CG4293"	chrX	-	529409	529849	529409	529530	529631	529849	762	55	11	51	0	176	75	0.00067042606816	0.00458532281654	0.681	1.0	-0.319
115	"FBgn0031495"	"GABPI"	chr2L	+	3030538	3030947	3030538	3030575	3030775	3030947	115	493	4	154	9	275	75	0.000772015734844	0.00524187495325	0.971	0.824	0.147
538	"FBgn0020620"	"RN-tre"	chr2R	-	13989684	13990707	13989684	13989986	13990565	13990707	538	233	120	56	60	654	75	0.000780343298822	0.00526029979134	0.182	0.097	0.085
456	"FBgn0031818"	"CG9536"	chr2L	-	6474437	6475270	6474437	6474651	6474707	6475270	456	148	41	93	7	131	75	0.000810693838642	0.00542585804863	0.674	0.884	-0.21
940	"FBgn0038256"	"CG7530"	chr3R	-	14730510	14731509	14730510	14730629	14731404	14731509	940	263	25	83	0	850	75	0.000816611235191	0.00542670019414	0.481	1.0	-0.519
1477	"FBgn0039240"	"CG3744"	chr3R	-	24874992	24876654	24874992	24875999	24876246	24876654	1477	149	86	67	14	322	75	0.000883411193942	0.0058292696389	0.288	0.527	-0.239
506	"FBgn0061492"	"loj"	chr3L	+	6094986	6095343	6094986	6095017	6095112	6095343	506	518	79	161	8	170	75	0.000911904650089	0.00597520739254	0.743	0.899	-0.156
226	"FBgn0013981"	"His4r"	chr3R	+	14625787	14626229	14625787	14625815	14626025	14626229	226	373	1780	110	345	285	75	0.000926475252873	0.0060285229996	0.052	0.077	-0.025
624	"FBgn0036974"	"eRF1"	chr3L	+	20348354	20349206	20348354	20348408	20348941	20349206	624	331	11	115	15	608	75	0.00103203101763	0.00666905561048	0.788	0.486	0.302
1381	"FBgn0014006"	"Pk92B"	chr3R	+	19880115	19881061	19880115	19880310	19880882	19881061	1381	149	82	79	17	647	75	0.00105565353516	0.00677498193455	0.174	0.35	-0.176
