ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
268	"FBgn0003495"	"spz"	chr3R	-	27066728	27066884	27067357	27067495	27066607	27066665	27069143	27070070	268	494	401	26	122	213	231	0.0	0.0	0.572	0.188	0.384
269	"FBgn0003495"	"spz"	chr3R	-	27066728	27066884	27067121	27067199	27066607	27066665	27069143	27070070	269	1232	401	64	122	153	231	0.0	0.0	0.823	0.442	0.381
51	"FBgn0032901"	"sky"	chr2L	-	20903015	20903559	20916904	20917120	20882261	20882464	20918638	20918931	51	2478	1638	738	1650	291	619	0.0	0.0	0.763	0.488	0.275
52	"FBgn0032901"	"sky"	chr2L	-	20903015	20903559	20916904	20917120	20877552	20877677	20918638	20918931	52	2478	1458	739	1616	291	619	0.0	0.0	0.783	0.493	0.29
8	"FBgn0026401"	"Nipped-B"	chr2R	-	4719769	4720210	4722146	4722325	4712100	4712775	4726623	4726788	8	2208	4184	1352	4595	254	516	0.0	0.0	0.517	0.374	0.143
2259	"FBgn0013305"	"Nmda1"	chr2R	-	12879051	12879146	12879196	12879222	12878384	12878710	12879447	12879656	2259	276	648	110	680	101	170	1.33226762955e-15	1.0413891971e-13	0.418	0.214	0.204
2352	"FBgn0058263"	"MFS17"	chr2R	-	2553782	2553877	2564443	2564669	2522572	2522730	2565118	2565385	2352	594	387	238	44	301	170	6.10622663544e-15	4.61906498713e-13	0.464	0.753	-0.289
2093	"FBgn0250823"	"gish"	chr3R	+	16299590	16299689	16301244	16301351	16298469	16298550	16301822	16304768	2093	60	800	98	339	174	182	7.43849426499e-15	5.45102157856e-13	0.073	0.232	-0.159
2499	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23746189	23746544	23737959	23738184	23748423	23748716	2499	5286	732	1143	292	999	430	9.32587340685e-15	6.62702216335e-13	0.757	0.628	0.129
2085	"FBgn0085370"	"Pde11"	chr2L	-	18543261	18543715	18565376	18565448	18541856	18542003	18571242	18572286	2085	84	789	19	1020	147	529	1.55431223448e-14	1.07201829113e-12	0.277	0.063	0.214
2226	"FBgn0058178"	"CG40178"	chr3L	-	25873859	25874085	25933195	25933410	25843724	25844107	25961359	25961540	2226	1133	1705	620	546	290	301	1.98729921408e-14	1.33149047343e-12	0.408	0.541	-0.133
2507	"FBgn0025720"	"Ate1"	chr2R	-	20255885	20256035	20256082	20256235	20255627	20255809	20256435	20256629	2507	357	215	164	266	228	225	2.30926389122e-14	1.50422884025e-12	0.621	0.378	0.243
2476	"FBgn0031187"	"CG14619"	chrX	+	22462399	22463272	22463538	22465522	22457613	22458260	22466164	22466375	2476	698	2871	319	708	948	2059	2.93098878501e-14	1.85761316239e-12	0.346	0.495	-0.149
2331	"FBgn0260798"	"Gprk1"	chr2R	-	4378368	4378695	4407980	4408032	4350548	4350767	4427935	4427997	2331	272	599	61	406	127	402	3.14193115969e-14	1.93890225512e-12	0.59	0.322	0.268
2034	"FBgn0264693"	"ens"	chr3L	-	4129650	4129791	4130388	4130643	4126988	4127162	4131120	4131236	2034	116	691	100	173	330	216	3.47499806708e-14	2.08945396598e-12	0.099	0.274	-0.175
2224	"FBgn0058178"	"CG40178"	chr3L	-	25969229	25969627	25977966	25978150	25961359	25961540	26008060	26008177	2224	496	592	285	140	259	473	3.96349619791e-14	2.32359964602e-12	0.605	0.788	-0.183
2475	"FBgn0031187"	"CG14619"	chrX	+	22462399	22463272	22463538	22465558	22457613	22458260	22466164	22466375	2475	698	2849	319	705	948	2095	4.18554080284e-14	2.3939251665e-12	0.351	0.5	-0.149
107	"FBgn0003256"	"rl"	chr2R	+	1080330	1080441	1105846	1105981	1076634	1076761	1113197	1113482	107	1510	1049	279	377	186	210	4.38538094727e-14	2.44850436223e-12	0.619	0.455	0.164
78	"FBgn0265991"	"Zasp52"	chr2R	-	15763925	15764835	15765122	15769551	15763645	15763829	15773815	15773966	78	165	411	168	141	4504	985	7.63833440942e-14	4.16555678839e-12	0.081	0.207	-0.126
2397	"FBgn0259984"	"kuz"	chr2L	+	13558799	13558832	13609790	13609987	13551141	13551666	13610055	13610578	2397	88	817	16	840	108	272	2.68896016564e-13	1.43309354282e-11	0.213	0.046	0.167
41	"FBgn0032456"	"MRP"	chr2L	+	12728020	12728241	12729930	12730151	12726745	12727116	12737958	12738176	41	301	160	479	86	296	296	3.66928709639e-13	1.91210627579e-11	0.653	0.848	-0.195
2097	"FBgn0032120"	"CG33298"	chr2L	+	9496144	9496255	9503592	9504813	9495473	9495656	9515313	9515494	2097	190	2462	59	2145	186	1296	3.80362408237e-13	1.93902140721e-11	0.35	0.161	0.189
219	"FBgn0259247"	"laccase2"	chr2R	+	5440609	5440805	5453280	5453476	5439569	5439754	5454420	5456095	219	410	3	120	25	271	271	5.2569060216e-13	2.62286055759e-11	0.993	0.828	0.165
2500	"FBgn0040056"	"CG17698"	chr3L	+	23740160	23741084	23746189	23746544	23737959	23738184	23747872	23748060	2500	5286	866	1141	321	999	430	6.24944540562e-13	3.0531144742e-11	0.724	0.605	0.119
218	"FBgn0259247"	"laccase2"	chr2R	+	5440609	5440805	5453280	5453476	5423749	5424239	5454420	5456095	218	251	3	81	26	271	271	1.91913152037e-12	9.1844151332e-11	0.988	0.757	0.231
2223	"FBgn0058178"	"CG40178"	chr3L	-	25969229	25969627	25977966	25978150	25961359	25961540	26013542	26013568	2223	629	594	335	144	259	473	2.47801779096e-12	1.16219034396e-10	0.659	0.809	-0.15
2398	"FBgn0259984"	"kuz"	chr2L	+	13558799	13558832	13610055	13610578	13551141	13551666	13630705	13631184	2398	88	3346	18	3307	108	598	3.32778249401e-12	1.53012744087e-10	0.127	0.029	0.098
2125	"FBgn0002590"	"RpS5a"	chrX	-	17145015	17145132	17146797	17147200	17143587	17143771	17148203	17148264	2125	82733	3560	23935	1304	478	192	3.4851010966e-12	1.57164655222e-10	0.903	0.881	0.022
2528	"FBgn0261552"	"ps"	chr3R	+	9419782	9420047	9432028	9432839	9417939	9418000	9444010	9444076	2528	694	4201	398	3809	340	886	3.76643161104e-12	1.66646832602e-10	0.301	0.214	0.087
2406	"FBgn0261793"	"Trf2"	chrX	+	8410276	8410689	8423183	8423575	8409271	8409364	8423727	8424035	2406	2246	1994	528	733	488	467	4.39215330772e-12	1.90733324196e-10	0.519	0.408	0.111
2404	"FBgn0261793"	"Trf2"	chrX	+	8410281	8410689	8423183	8423575	8409271	8409364	8423727	8424035	2404	2128	1994	502	733	483	467	1.2146061934e-11	5.17863913368e-10	0.508	0.398	0.11
2502	"FBgn0041111"	"lilli"	chr2L	+	2889673	2890916	2945029	2945792	2885928	2886578	2946708	2947435	2502	2218	287	810	207	1318	838	2.34925412457e-11	9.83750164664e-10	0.831	0.713	0.118
2264	"FBgn0086901"	"cv-c"	chr3R	-	14431973	14433205	14480641	14480912	14416433	14417033	14481579	14481713	2264	549	3799	189	2311	346	1307	2.78578271562e-11	1.14608078388e-09	0.353	0.236	0.117
2407	"FBgn0261793"	"Trf2"	chrX	+	8410276	8410689	8423183	8423669	8409271	8409364	8423727	8424035	2407	2246	2101	528	756	488	561	2.95967694797e-11	1.19662800741e-09	0.551	0.445	0.106
2341	"FBgn0004509"	"Fur1"	chr3R	-	25417937	25417964	25431916	25431981	25396711	25397562	25438387	25438452	2341	13	151	38	47	140	102	3.06648040294e-11	1.21879602456e-09	0.059	0.371	-0.312
2450	"FBgn0036318"	"Wbp2"	chr3L	+	12851308	12851722	12852426	12852521	12850914	12851153	12852615	12852716	2450	1375	235	943	65	489	170	4.3994141663e-11	1.71943770333e-09	0.67	0.835	-0.165
2495	"FBgn0040056"	"CG17698"	chr3L	+	23746189	23746544	23747872	23748060	23740160	23741084	23748423	23748716	2495	853	349	289	241	430	263	4.95575802617e-11	1.90512337236e-09	0.599	0.423	0.176
2092	"FBgn0250823"	"gish"	chr3R	+	16299590	16299689	16301244	16301351	16298469	16298550	16301804	16302372	2092	60	679	91	322	174	182	5.95200555509e-11	2.25120210108e-09	0.085	0.228	-0.143
2119	"FBgn0015622"	"Cnx99A"	chr3R	-	29316236	29316365	29316503	29316629	29315944	29316169	29316719	29316860	2119	41	1197	57	417	201	204	7.90737475498e-11	2.89731153132e-09	0.034	0.122	-0.088
2405	"FBgn0261793"	"Trf2"	chrX	+	8410281	8410689	8423183	8423669	8409271	8409364	8423727	8424035	2405	2128	2101	502	756	483	561	7.79574182985e-11	2.89731153132e-09	0.541	0.435	0.106
2525	"FBgn0261552"	"ps"	chr3R	+	9432031	9432839	9444010	9444076	9419520	9420047	9445043	9445187	2525	4198	65	3834	9	883	141	8.6355589346e-11	3.1154439541e-09	0.912	0.986	-0.074
2524	"FBgn0261552"	"ps"	chr3R	+	9432028	9432839	9444010	9444076	9419806	9420047	9445043	9445187	2524	4231	65	3855	9	886	141	9.18402021099e-11	3.26311021133e-09	0.912	0.986	-0.074
2063	"FBgn0003371"	"sgg"	chrX	+	2634826	2635031	2641589	2642093	2633951	2634025	2669912	2670103	2063	86	1122	151	801	280	579	1.29539823313e-10	4.53389381596e-09	0.137	0.28	-0.143
2353	"FBgn0058263"	"MFS17"	chr2R	-	2553782	2553877	2564443	2564669	2494741	2495023	2565118	2565385	2353	592	391	238	60	301	170	1.41002987064e-10	4.86252948037e-09	0.461	0.691	-0.23
2208	"FBgn0041210"	"HDAC4"	chrX	-	13271481	13271589	13276434	13276547	13270390	13270642	13282165	13282229	2208	359	176	118	151	188	183	3.09920866748e-10	1.05328178627e-08	0.665	0.432	0.233
2062	"FBgn0003371"	"sgg"	chrX	+	2634826	2635031	2641797	2642093	2633951	2634025	2669912	2670103	2062	86	834	151	601	280	371	4.2668601985e-10	1.4293981665e-08	0.12	0.25	-0.13
101	"FBgn0003256"	"rl"	chr2R	+	1072250	1072439	1076634	1076761	1071974	1072045	1080330	1080441	101	2488	1832	846	412	264	202	5.84996939779e-10	1.93213777997e-08	0.51	0.611	-0.101
2059	"FBgn0032938"	"CG8671"	chr2L	+	21277196	21278429	21279883	21280447	21275723	21275806	21281131	21281337	2059	2494	141	1436	169	1308	639	6.99184710129e-10	2.2772057573e-08	0.896	0.806	0.09
230	"FBgn0032694"	"MESR3"	chr2L	+	18631742	18631774	18649597	18649627	18617255	18617724	18660208	18661776	230	152	155	12	73	107	105	8.37215297089e-10	2.68941078311e-08	0.49	0.139	0.351
2332	"FBgn0260798"	"Gprk1"	chr2R	-	4378963	4379155	4407980	4408032	4378368	4378695	4427935	4427997	2332	272	278	61	172	127	267	9.54049395041e-10	2.98299444183e-08	0.673	0.427	0.246
7	"FBgn0026401"	"Nipped-B"	chr2R	-	4695461	4695610	4698502	4698996	4693247	4693483	4699058	4699151	7	4369	363	3000	398	569	224	9.52932954768e-10	2.98299444183e-08	0.826	0.748	0.078
2323	"FBgn0086779"	"step"	chr2L	-	21753218	21753814	21756553	21756627	21743838	21743971	21757163	21757466	2323	282	821	60	423	149	671	1.21369558848e-09	3.74488967761e-08	0.607	0.39	0.217
2281	"FBgn0031888"	"Pvf2"	chr2L	-	7074253	7074356	7083185	7083728	7070420	7070946	7084481	7084635	2281	3354	2135	1987	945	618	178	1.30000854526e-09	3.95911693329e-08	0.312	0.377	-0.065
2538	"FBgn0002521"	"pho"	chr4	-	1173083	1173203	1173805	1174097	1172468	1173030	1174158	1174928	2538	623	579	409	206	367	195	1.87104698401e-09	5.62513484295e-08	0.364	0.513	-0.149
207	"FBgn0039928"	"Cals"	chr4	-	1120658	1120801	1121458	1121622	1120105	1120606	1123222	1123357	207	848	1279	352	311	239	218	2.31722541155e-09	6.87834631656e-08	0.377	0.508	-0.131
2058	"FBgn0032938"	"CG8671"	chr2L	+	21277277	21278429	21279883	21280447	21275723	21275806	21281131	21281337	2058	2299	141	1354	169	1227	639	2.499896401e-09	7.32782132543e-08	0.895	0.807	0.088
2527	"FBgn0261552"	"ps"	chr3R	+	9440680	9441665	9444010	9444076	9436834	9437118	9445043	9445187	2527	327	68	265	9	1060	141	2.99366675893e-09	8.66685006135e-08	0.39	0.797	-0.407
2060	"FBgn0032938"	"CG8671"	chr2L	+	21277229	21278429	21279883	21280447	21275723	21275806	21281131	21281337	2060	2351	141	1406	169	1275	639	5.18544451822e-09	1.48291065795e-07	0.893	0.807	0.086
174	"FBgn0039955"	"CG41099"	chr3R	+	3849498	3850235	3864291	3864417	3846728	3846894	3864465	3864560	174	4186	407	2663	148	812	201	5.64812308035e-09	1.57676769326e-07	0.718	0.817	-0.099
2261	"FBgn0086901"	"cv-c"	chr3R	-	14427036	14427761	14431973	14433205	14416433	14417033	14451953	14452006	2261	3906	1239	2339	994	1307	800	5.60390411852e-09	1.57676769326e-07	0.659	0.59	0.069
2086	"FBgn0027066"	"Eb1"	chr2R	+	6753226	6753503	6754179	6754438	6752842	6752988	6754701	6754844	2086	120	3533	111	1469	352	334	6.70777000611e-09	1.85055537227e-07	0.031	0.067	-0.036
2536	"FBgn0052521"	"CG32521"	chrX	-	21223579	21223647	21279181	21279186	21211686	21211799	21281045	21281171	2536	295	103	124	6	80	143	7.23899695743e-09	1.97388928665e-07	0.837	0.974	-0.137
100	"FBgn0003256"	"rl"	chr2R	+	1072250	1072439	1080330	1080441	1071974	1072045	1105846	1105981	100	2489	911	861	192	264	186	8.91704021733e-09	2.40350107007e-07	0.658	0.76	-0.102
2054	"FBgn0261802"	"CG42748"	chr2L	+	22154797	22155408	22156620	22157055	22145670	22146996	22158512	22159611	2054	1712	712	489	331	686	510	9.03639796324e-09	2.40799468452e-07	0.641	0.523	0.118
176	"FBgn0039955"	"CG41099"	chr3R	+	3849502	3850235	3864291	3864417	3846728	3846911	3864465	3864560	176	4078	407	2600	150	808	201	1.03544565144e-08	2.72822477823e-07	0.714	0.812	-0.098
2374	"FBgn0053554"	"Nipped-A"	chr2R	-	5212328	5212467	5217344	5217435	5204193	5204278	5241895	5242062	2374	440	150	65	69	166	214	1.06263224886e-08	2.76874735953e-07	0.791	0.548	0.243
2222	"FBgn0058178"	"CG40178"	chr3L	-	25969229	25969627	26013542	26013568	25961359	25961540	26014020	26014112	2222	5	594	17	140	101	473	1.08147605316e-08	2.78688059853e-07	0.038	0.363	-0.325
177	"FBgn0039955"	"CG41099"	chr3R	+	3849502	3850235	3864291	3864417	3846728	3846894	3864465	3864560	177	4139	407	2604	148	808	201	1.17105778408e-08	2.98492446051e-07	0.717	0.814	-0.097
199	"FBgn0037443"	"Dmtn"	chr3R	-	6393731	6393911	6405377	6405660	6391304	6391988	6405741	6405895	199	367	207	97	134	358	255	1.44639957789e-08	3.64710431199e-07	0.558	0.34	0.218
344	"FBgn0033159"	"Dscam1"	chr2R	-	7334933	7335218	7337493	7337781	7332260	7332380	7347848	7348010	344	41	11	18	48	363	360	1.72504995843e-08	4.30344909842e-07	0.787	0.271	0.516
2209	"FBgn0041210"	"HDAC4"	chrX	-	13271481	13271589	13276434	13276547	13270390	13270612	13282165	13282229	2209	359	122	119	105	188	183	2.11090044333e-08	5.21059109433e-07	0.741	0.525	0.216
2355	"FBgn0058263"	"MFS17"	chr2R	-	2515642	2515908	2564443	2564669	2494741	2495023	2565118	2565385	2355	592	385	238	69	301	341	2.96653624998e-08	7.24638281896e-07	0.635	0.796	-0.161
697	"FBgn0033159"	"Dscam1"	chr2R	-	7337493	7337781	7343331	7343622	7332260	7332380	7347848	7348010	697	1	41	21	18	366	363	4.78482699018e-08	1.1567442569e-06	0.024	0.536	-0.512
2210	"FBgn0041210"	"HDAC4"	chrX	-	13271481	13271589	13276434	13276547	13270390	13270693	13282165	13282229	2210	359	118	119	100	188	183	5.500667144e-08	1.3162310666e-06	0.748	0.537	0.211
2366	"FBgn0053554"	"Nipped-A"	chr2R	-	5210501	5210874	5217344	5217435	5204193	5204278	5241895	5242062	2366	440	1097	65	344	166	448	5.99135480117e-08	1.41916434432e-06	0.52	0.338	0.182
175	"FBgn0039955"	"CG41099"	chr3R	+	3849498	3850235	3864291	3864417	3846728	3846911	3864465	3864560	175	4359	407	2690	150	812	201	7.30791910319e-08	1.7137070297e-06	0.726	0.816	-0.09
2114	"FBgn0004607"	"zfh2"	chr4	+	515581	515631	521472	523104	503850	504138	524330	524512	2114	193	13708	77	10995	125	1707	8.24262829102e-08	1.91375874678e-06	0.161	0.087	0.074
707	"FBgn0033159"	"Dscam1"	chr2R	-	7337493	7337781	7341707	7341995	7332260	7332380	7347848	7348010	707	20	41	60	18	363	363	1.5803177067e-07	3.63318139433e-06	0.328	0.769	-0.441
698	"FBgn0033159"	"Dscam1"	chr2R	-	7337493	7337781	7346268	7346556	7332260	7332380	7347848	7348010	698	16	41	52	18	363	363	1.7156872234e-07	3.9061034358e-06	0.281	0.743	-0.462
2079	"FBgn0000578"	"ena"	chr2R	+	19142206	19142354	19151904	19152027	19141631	19141770	19158733	19159055	2079	322	578	76	50	223	198	1.96689654341e-07	4.43497345605e-06	0.331	0.574	-0.243
2046	"FBgn0002566"	"lt"	chr2L	+	22927437	22927765	22938903	22939305	22925565	22925919	22939353	22939540	2046	1979	1041	1234	460	403	477	2.00465356426e-07	4.47705962685e-06	0.692	0.76	-0.068
290	"FBgn0002413"	"dco"	chr3R	-	31058539	31058627	31060374	31060464	31054084	31057928	31061076	31061210	290	399	513	120	294	165	163	2.52513152388e-07	5.5862579467e-06	0.435	0.287	0.148
79	"FBgn0265991"	"Zasp52"	chr2R	-	15763925	15764835	15765122	15767253	15763645	15763829	15773815	15773966	79	74	411	69	141	2206	985	3.26007795981e-07	7.1447502951e-06	0.074	0.179	-0.105
179	"FBgn0013984"	"InR"	chr3R	-	21587952	21588009	21603019	21603573	21579469	21580688	21618726	21619036	179	2530	106	2199	36	629	132	3.35097852133e-07	7.27596725233e-06	0.834	0.928	-0.094
333	"FBgn0033159"	"Dscam1"	chr2R	-	7334933	7335218	7345484	7345775	7332260	7332380	7347848	7348010	333	52	11	34	48	366	360	3.81674751027e-07	8.21125955191e-06	0.823	0.411	0.412
2485	"FBgn0040324"	"Ephrin"	chr4	+	575334	575645	575701	576325	573612	574428	576978	578143	2485	1014	3145	301	1343	386	699	4.46886676442e-07	9.52681142051e-06	0.369	0.289	0.08
36	"FBgn0032456"	"MRP"	chr2L	+	12728020	12728241	12737397	12737618	12726745	12727116	12737958	12738176	36	301	62	479	32	296	296	4.76435274455e-07	1.00652316991e-05	0.829	0.937	-0.108
2526	"FBgn0261552"	"ps"	chr3R	+	9419806	9420047	9432028	9432839	9417939	9418000	9444010	9444076	2526	436	4201	264	3809	316	886	5.06096006547e-07	1.05963851371e-05	0.225	0.163	0.062
2203	"FBgn0000008"	"a"	chr2R	+	22137999	22138251	22151653	22151695	22136967	22137208	22162904	22163694	2203	24	28	30	1	327	117	5.19472997396e-07	1.07802139725e-05	0.235	0.915	-0.68
1861	"FBgn0033159"	"Dscam1"	chr2R	-	7343331	7343622	7345484	7345775	7332260	7332380	7347848	7348010	1861	52	1	34	21	366	366	6.14542569277e-07	1.26412484645e-05	0.981	0.618	0.363
105	"FBgn0003256"	"rl"	chr2R	+	1072267	1072439	1076634	1076761	1071974	1072045	1080330	1080441	105	2292	1832	726	412	247	202	6.20185652389e-07	1.264639439e-05	0.506	0.59	-0.084
2496	"FBgn0040056"	"CG17698"	chr3L	+	23746189	23746544	23747872	23748060	23737959	23738184	23748423	23748716	2496	732	350	292	240	430	263	6.78750331828e-07	1.37212890357e-05	0.561	0.427	0.134
696	"FBgn0033159"	"Dscam1"	chr2R	-	7337493	7337781	7347391	7347697	7332260	7332380	7347848	7348010	696	11	41	38	18	381	363	8.86571058123e-07	1.77693088145e-05	0.204	0.668	-0.464
5	"FBgn0026401"	"Nipped-B"	chr2R	-	4695461	4695610	4698502	4698996	4695118	4695406	4699058	4699151	5	4371	666	2989	614	569	224	9.81747285467e-07	1.95101473256e-05	0.721	0.657	0.064
106	"FBgn0003256"	"rl"	chr2R	+	1072267	1072439	1080330	1080441	1071974	1072045	1105846	1105981	106	2293	911	741	192	247	186	1.16515837734e-06	2.29604739064e-05	0.655	0.744	-0.089
216	"FBgn0000253"	"Cam"	chr2R	+	12260039	12260188	12264742	12264917	12259397	12259458	12269192	12269435	216	8571	4186	2441	1433	224	250	1.77375700561e-06	3.46621681513e-05	0.696	0.655	0.041
6	"FBgn0026401"	"Nipped-B"	chr2R	-	4695461	4695610	4699058	4699151	4693247	4693483	4700388	4700583	6	1257	376	893	399	168	224	1.91971602392e-06	3.7204413852e-05	0.817	0.749	0.068
2263	"FBgn0086901"	"cv-c"	chr3R	-	14431973	14433205	14451953	14452006	14416433	14417033	14480641	14481713	2263	94	3804	20	2313	128	1307	3.06899135216e-06	5.89900386952e-05	0.201	0.081	0.12
2372	"FBgn0053554"	"Nipped-A"	chr2R	-	5212328	5212467	5217344	5217435	5210501	5210874	5241895	5242062	2372	442	301	67	102	166	214	3.0970372048e-06	5.90451402053e-05	0.654	0.459	0.195
2380	"FBgn0053554"	"Nipped-A"	chr2R	-	5195250	5196837	5197810	5198106	5194911	5195194	5198467	5199860	2380	1153	8264	423	2265	371	1662	3.35096556514e-06	6.33710826633e-05	0.385	0.456	-0.071
1999	"FBgn0033159"	"Dscam1"	chr2R	-	7341707	7341995	7345484	7345775	7332260	7332380	7347848	7348010	1999	52	20	34	60	366	363	3.66228552462e-06	6.8563784384e-05	0.721	0.36	0.361
336	"FBgn0033159"	"Dscam1"	chr2R	-	7334933	7335218	7344278	7344569	7332260	7332380	7347848	7348010	336	79	11	70	48	366	360	3.68402423556e-06	6.8563784384e-05	0.876	0.589	0.287
1512	"FBgn0033159"	"Dscam1"	chr2R	-	7345484	7345775	7346268	7346556	7332260	7332380	7347848	7348010	1512	16	52	52	34	363	366	3.82085848527e-06	7.0550497228e-05	0.237	0.607	-0.37
1862	"FBgn0033159"	"Dscam1"	chr2R	-	7343331	7343622	7344278	7344569	7332260	7332380	7347848	7348010	1862	79	1	70	21	366	366	4.03059136289e-06	7.38416933279e-05	0.987	0.769	0.218
2494	"FBgn0023095"	"caps"	chr3L	+	13238674	13238714	13251153	13251211	13228691	13229140	13275561	13279642	2494	132	12	47	24	115	133	6.08241265287e-06	0.000110567888922	0.927	0.694	0.233
2333	"FBgn0260798"	"Gprk1"	chr2R	-	4351117	4351218	4407980	4408032	4350548	4350767	4427935	4427997	2333	272	190	61	98	127	176	8.01809186002e-06	0.000144634041629	0.665	0.463	0.202
2262	"FBgn0086901"	"cv-c"	chr3R	-	14431973	14433205	14451953	14452006	14427036	14427761	14480641	14481713	2262	93	3924	21	2393	128	1307	8.0834543813e-06	0.000144700004001	0.195	0.082	0.113
